vertex_id,row,col,degree,kind,n_cells,n_gaps,touches_outer,incident_faces_cyclic,incident_edges_cyclic,row_um,col_um
0,-0.5,23.5,3,regular,2,0,True,"[0, 1, 679]","[0, 31, 1]",,
1,-0.5,41.5,3,regular,2,0,True,"[1, 2, 679]","[1, 32, 2]",,
2,-0.5,81.5,3,regular,2,0,True,"[2, 3, 679]","[2, 33, 3]",,
3,-0.5,103.5,3,regular,2,0,True,"[3, 4, 679]","[3, 34, 4]",,
4,-0.5,126.5,3,regular,2,0,True,"[4, 5, 679]","[4, 35, 5]",,
5,-0.5,221.5,3,regular,2,0,True,"[5, 6, 679]","[5, 36, 6]",,
6,-0.5,233.5,3,regular,2,0,True,"[6, 7, 679]","[6, 37, 7]",,
7,-0.5,260.5,3,regular,2,0,True,"[7, 8, 679]","[7, 38, 8]",,
8,-0.5,274.5,3,regular,2,0,True,"[8, 9, 679]","[8, 39, 9]",,
9,-0.5,296.5,3,regular,2,0,True,"[9, 10, 679]","[9, 40, 10]",,
10,-0.5,307.5,3,regular,2,0,True,"[10, 11, 679]","[10, 41, 11]",,
11,-0.5,335.5,3,regular,2,0,True,"[11, 12, 679]","[11, 42, 12]",,
12,-0.5,381.5,3,regular,2,0,True,"[12, 13, 679]","[12, 43, 13]",,
13,-0.5,410.5,3,regular,2,0,True,"[13, 14, 679]","[13, 44, 14]",,
14,-0.5,498.5,3,regular,2,0,True,"[14, 15, 679]","[14, 45, 15]",,
15,-0.5,552.5,3,regular,2,0,True,"[15, 16, 679]","[15, 46, 16]",,
16,-0.5,563.5,3,regular,2,0,True,"[16, 17, 679]","[16, 47, 17]",,
17,-0.5,612.5,3,regular,2,0,True,"[17, 18, 679]","[17, 48, 18]",,
18,-0.5,663.5,3,regular,2,0,True,"[18, 19, 679]","[18, 49, 19]",,
19,-0.5,675.5,3,regular,2,0,True,"[19, 20, 679]","[19, 50, 20]",,
20,-0.5,691.5,3,regular,2,0,True,"[20, 21, 679]","[20, 51, 21]",,
21,-0.5,725.5,3,regular,2,0,True,"[21, 22, 679]","[21, 52, 22]",,
22,-0.5,772.5,3,regular,2,0,True,"[22, 23, 679]","[22, 53, 23]",,
23,-0.5,780.5,3,regular,2,0,True,"[23, 24, 679]","[23, 54, 24]",,
24,-0.5,830.5,3,regular,2,0,True,"[24, 25, 679]","[24, 55, 25]",,
25,-0.5,877.5,3,regular,2,0,True,"[25, 26, 679]","[25, 56, 26]",,
26,-0.5,889.5,3,regular,2,0,True,"[26, 27, 679]","[26, 57, 27]",,
27,-0.5,923.5,3,regular,2,0,True,"[27, 28, 679]","[27, 58, 28]",,
28,-0.5,941.5,3,regular,2,0,True,"[28, 29, 679]","[28, 59, 29]",,
29,-0.5,994.5,3,regular,2,0,True,"[29, 30, 679]","[29, 60, 30]",,
30,3.5,276.5,3,regular,3,0,False,"[10, 9, 8]","[62, 40, 39]",,
31,5.5,660.5,3,regular,3,0,False,"[31, 19, 18]","[61, 64, 49]",,
32,5.5,992.5,3,regular,3,0,False,"[32, 30, 29]","[63, 65, 60]",,
33,7.5,41.5,3,regular,3,0,False,"[33, 2, 1]","[67, 66, 32]",,
34,7.5,940.5,3,regular,3,0,False,"[27, 29, 28]","[58, 68, 59]",,
35,9.5,778.5,3,regular,3,0,False,"[35, 24, 23]","[71, 70, 54]",,
36,10.5,217.5,3,regular,3,0,False,"[34, 6, 5]","[69, 72, 36]",,
37,13.5,724.5,3,regular,3,0,False,"[38, 22, 21]","[75, 76, 52]",,
38,16.5,869.5,3,regular,3,0,False,"[36, 26, 25]","[73, 77, 56]",,
39,18.5,492.5,3,regular,3,0,False,"[39, 15, 14]","[79, 78, 45]",,
40,20.5,365.5,3,regular,3,0,False,"[40, 13, 12]","[80, 81, 43]",,
41,21.5,86.5,3,regular,3,0,False,"[41, 3, 2]","[82, 83, 33]",,
42,21.5,312.5,3,regular,3,0,False,"[42, 11, 10]","[84, 85, 41]",,
43,22.5,193.5,3,regular,3,0,False,"[43, 34, 5]","[86, 89, 69]",,
44,22.5,829.5,3,regular,3,0,False,"[44, 25, 24]","[87, 88, 55]",,
45,24.5,246.5,3,regular,3,0,False,"[8, 7, 6]","[90, 38, 37]",,
46,24.5,515.5,3,regular,3,0,False,"[16, 15, 39]","[91, 46, 78]",,
47,25.5,422.5,3,regular,3,0,False,"[37, 14, 13]","[74, 94, 44]",,
48,25.5,839.5,3,regular,3,0,False,"[44, 36, 25]","[88, 95, 73]",,
49,26.5,108.5,3,regular,3,0,False,"[47, 4, 3]","[96, 97, 34]",,
50,27.5,173.5,3,regular,3,0,False,"[45, 43, 5]","[92, 99, 86]",,
51,27.5,324.5,3,regular,3,0,False,"[40, 11, 42]","[100, 98, 85]",,
52,27.5,394.5,3,regular,3,0,False,"[40, 37, 13]","[81, 101, 74]",,
53,28.5,331.5,3,regular,3,0,False,"[40, 12, 11]","[98, 80, 42]",,
54,29.5,103.5,3,regular,3,0,False,"[41, 47, 3]","[83, 104, 96]",,
55,29.5,599.5,3,regular,3,0,False,"[46, 18, 17]","[93, 105, 48]",,
56,29.5,698.5,3,regular,3,0,False,"[38, 21, 20]","[106, 75, 51]",,
57,30.5,558.5,3,regular,3,0,False,"[49, 17, 16]","[103, 107, 47]",,
58,31.5,146.5,3,regular,3,0,False,"[48, 5, 4]","[102, 108, 35]",,
59,31.5,819.5,3,regular,3,0,False,"[35, 44, 24]","[70, 109, 87]",,
60,32.5,697.5,3,regular,3,0,False,"[50, 38, 20]","[110, 111, 106]",,
61,33.5,566.5,3,regular,3,0,False,"[49, 46, 17]","[107, 112, 93]",,
62,34.5,68.5,3,regular,3,0,False,"[41, 2, 33]","[115, 82, 66]",,
63,34.5,878.5,3,regular,3,0,False,"[51, 26, 36]","[113, 114, 77]",,
64,35.5,742.5,3,regular,3,0,False,"[38, 23, 22]","[76, 116, 53]",,
65,36.5,887.5,3,regular,3,0,False,"[51, 27, 26]","[114, 118, 57]",,
66,37.5,992.5,3,regular,3,0,False,"[52, 30, 32]","[119, 117, 65]",,
67,39.5,131.5,3,regular,3,0,False,"[47, 48, 4]","[97, 120, 102]",,
68,39.5,977.5,3,regular,3,0,False,"[52, 32, 29]","[121, 119, 63]",,
69,43.5,929.5,3,regular,3,0,False,"[53, 29, 27]","[122, 123, 68]",,
70,45.5,403.5,3,regular,3,0,False,"[40, 14, 37]","[101, 124, 94]",,
71,46.5,979.5,3,regular,3,0,False,"[55, 52, 29]","[126, 127, 121]",,
72,47.5,-0.5,3,regular,2,0,True,"[1, 0, 679]","[129, 31, 0]",,
73,47.5,682.5,3,regular,3,0,False,"[50, 20, 19]","[128, 110, 50]",,
74,48.5,35.5,3,regular,3,0,False,"[56, 33, 1]","[131, 130, 67]",,
75,48.5,291.5,3,regular,3,0,False,"[8, 42, 10]","[62, 132, 84]",,
76,48.5,1023.5,3,regular,2,0,True,"[52, 679, 30]","[117, 133, 30]",,
77,49.5,59.5,3,regular,3,0,False,"[56, 41, 33]","[130, 138, 115]",,
78,49.5,891.5,3,regular,3,0,False,"[58, 27, 51]","[135, 136, 118]",,
79,50.5,208.5,3,regular,3,0,False,"[60, 34, 43]","[139, 140, 89]",,
80,50.5,816.5,3,regular,3,0,False,"[61, 44, 35]","[141, 142, 109]",,
81,50.5,974.5,3,regular,3,0,False,"[59, 55, 29]","[137, 143, 126]",,
82,51.5,155.5,3,regular,3,0,False,"[45, 5, 48]","[145, 92, 108]",,
83,51.5,744.5,3,regular,3,0,False,"[62, 23, 38]","[146, 144, 116]",,
