face_id,label,area_poly_px,area_pixels,perimeter_px,n_sides,n_cell_neighbors_multiplicity,n_cell_neighbors_distinct,n_gap_sides,n_holes,touches_border,centroid_row,centroid_col,area_um2,perimeter_um
0,740,874.3640441894531,876,131.6602253847353,2,1,1,0,0,True,18.818579156669582,9.98474530147076,,
1,723,1895.1385803222656,1894,234.34149785359844,9,7,7,0,0,True,46.06651741017411,19.645018123018946,,
2,737,921.6497192382812,921,135.82380114489865,5,4,4,0,0,True,12.247166943882641,66.36273140141985,,
3,706,599.1025848388672,599,98.08224574786253,5,4,4,0,0,True,12.651080286880754,95.91492590843849,,
4,735,1188.1433715820312,1188,144.5374930054292,5,4,4,0,0,True,17.92638869597976,125.76215041493276,,
5,742,2014.1765899658203,2013,264.9121495684522,7,6,6,0,0,True,14.776420375569723,170.62417947271234,,
6,374,1604.6136322021484,1601,229.29573036834267,8,7,7,0,0,True,43.27292099938408,235.44267309085424,,
7,437,546.0663909912109,547,95.79551450141088,3,2,2,0,0,True,10.445327189012167,250.5198077378291,,
8,119,1727.1769104003906,1726,235.12941087542697,8,7,7,0,0,True,36.41532182550508,263.650530621774,,
9,730,81.27560424804688,82,48.76420955490683,3,2,2,0,0,True,1.4821873447809542,285.60942077172444,,
10,734,1146.676513671875,1147,141.15602597539947,5,4,4,0,0,True,19.063411722629148,294.4422489732908,,
11,703,590.9434661865234,590,102.74799172039992,5,4,4,0,0,True,12.037799207839397,323.51768708459474,,
12,373,901.9790496826172,902,143.36493435582727,4,3,3,0,0,True,12.256587714320442,350.7863995978914,,
13,262,1064.888931274414,1065,176.57545789496524,5,4,4,0,0,True,12.093221988593518,393.17068719180776,,
14,104,3301.7813568115234,3301,311.18923750331965,8,7,7,0,0,True,25.357189955513178,445.54015980811954,,
15,55,939.0123291015625,939,146.95907758767157,4,3,3,0,0,True,9.006440254647863,516.3466102301905,,
16,360,3430.324493408203,3429,307.0402845759503,8,7,7,0,0,True,46.28736221720519,523.8184488189011,,
17,721,1447.9702453613281,1448,165.09235539980668,5,4,4,0,0,True,14.332346393738213,586.0434440571797,,
18,69,2622.1715087890625,2619,266.20608267261116,8,7,7,0,0,True,36.30280764388092,622.4381534708252,,
19,378,855.0681762695312,855,151.90763097069117,5,4,4,0,0,True,27.622250144823695,669.1920409330646,,
20,557,875.2772979736328,876,125.19637975954045,5,4,4,0,0,True,21.54545009011935,685.8343670582191,,
21,720,725.7002410888672,726,112.24617849841844,4,3,3,0,0,True,11.2670625450898,708.8885320295753,,
22,368,1012.3388214111328,1013,138.97251535392095,4,3,3,0,0,True,12.505473121970123,745.6806131207892,,
23,97,1002.9814453125,1002,151.68880838744326,6,5,5,0,0,True,30.30787889456672,761.4714149790293,,
24,711,1269.1797943115234,1268,150.6333423309518,5,4,4,0,0,True,12.808215548265654,807.0878253754958,,
25,531,815.4623870849609,815,143.82165584551342,5,4,4,0,0,True,9.268056930267171,850.0793584554024,,
26,148,643.3389434814453,643,102.79796895103442,5,4,4,0,0,True,16.549206188977283,882.9297346947315,,
27,58,2116.2430419921875,2115,199.64201083418732,7,6,6,0,0,True,24.52574542328985,912.7879012718502,,
28,272,152.7836151123047,154,50.98390824351674,3,2,2,0,0,True,4.223156246024891,932.995566538884,,
29,100,2517.0216369628906,2515,262.72533317709394,11,10,9,0,0,True,30.62170576381063,956.8016478849444,,
30,728,1251.7633972167969,1252,153.23290926381688,4,3,3,0,0,True,20.48136683968433,1008.970012559778,,
31,577,1777.6393432617188,1778,213.4556930278989,5,5,5,0,0,False,47.5010476476136,651.6584781768671,,
32,580,565.9067687988281,567,100.51928455213061,3,3,3,0,0,False,23.53693756621882,983.7026706580142,,
33,520,1064.73046875,1066,125.99818981785091,4,4,4,0,0,False,31.243579377406864,48.82190042246638,,
34,364,1055.0998077392578,1057,140.66949964825784,4,4,4,0,0,False,30.947515611789697,212.64265371251798,,
35,699,1905.898178100586,1904,191.8743582580542,7,7,7,0,0,False,42.22876831511284,790.6847937056071,,
36,327,927.8423004150391,929,127.46972273434966,4,4,4,0,0,False,31.042929422599475,857.7479524567054,,
37,244,627.0287475585938,629,100.96017959054939,3,3,3,0,0,False,28.024585434315625,406.69037452255577,,
