vertex_id,row,col,degree,kind,n_cells,n_gaps,touches_outer,incident_faces_cyclic,incident_edges_cyclic,row_um,col_um
0,-0.5,39.5,3,regular,2,0,True,"[0, 1, 544]","[0, 27, 1]",,
1,-0.5,71.5,3,regular,2,0,True,"[1, 2, 544]","[1, 28, 2]",,
2,-0.5,121.5,3,regular,2,0,True,"[2, 3, 544]","[2, 29, 3]",,
3,-0.5,122.5,3,regular,2,0,True,"[3, 4, 544]","[3, 30, 4]",,
4,-0.5,163.5,3,regular,2,0,True,"[4, 5, 544]","[4, 31, 5]",,
5,-0.5,193.5,3,regular,2,0,True,"[5, 6, 544]","[5, 32, 6]",,
6,-0.5,234.5,3,regular,2,0,True,"[6, 7, 544]","[6, 33, 7]",,
7,-0.5,246.5,3,regular,2,0,True,"[7, 8, 544]","[7, 34, 8]",,
8,-0.5,298.5,3,regular,2,0,True,"[8, 9, 544]","[8, 35, 9]",,
9,-0.5,334.5,3,regular,2,0,True,"[9, 10, 544]","[9, 36, 10]",,
10,-0.5,368.5,3,regular,2,0,True,"[10, 11, 544]","[10, 37, 11]",,
11,-0.5,403.5,3,regular,2,0,True,"[11, 12, 544]","[11, 38, 12]",,
12,-0.5,461.5,3,regular,2,0,True,"[12, 13, 544]","[12, 39, 13]",,
13,-0.5,502.5,3,regular,2,0,True,"[13, 14, 544]","[13, 40, 14]",,
14,-0.5,543.5,3,regular,2,0,True,"[14, 15, 544]","[14, 41, 15]",,
15,-0.5,560.5,3,regular,2,0,True,"[15, 16, 544]","[15, 42, 16]",,
16,-0.5,590.5,3,regular,2,0,True,"[16, 17, 544]","[16, 43, 17]",,
17,-0.5,614.5,3,regular,2,0,True,"[17, 18, 544]","[17, 44, 18]",,
18,-0.5,675.5,3,regular,2,0,True,"[18, 19, 544]","[18, 45, 19]",,
19,-0.5,682.5,3,regular,2,0,True,"[19, 20, 544]","[19, 46, 20]",,
20,-0.5,727.5,3,regular,2,0,True,"[20, 21, 544]","[20, 47, 21]",,
21,-0.5,765.5,3,regular,2,0,True,"[21, 22, 544]","[21, 48, 22]",,
22,-0.5,791.5,3,regular,2,0,True,"[22, 23, 544]","[22, 49, 23]",,
23,-0.5,837.5,3,regular,2,0,True,"[23, 24, 544]","[23, 50, 24]",,
24,-0.5,865.5,3,regular,2,0,True,"[24, 25, 544]","[24, 51, 25]",,
25,-0.5,954.5,3,regular,2,0,True,"[25, 26, 544]","[25, 52, 26]",,
26,2.5,955.5,3,regular,3,0,False,"[27, 26, 25]","[53, 54, 52]",,
27,8.5,888.5,3,regular,3,0,False,"[28, 25, 24]","[56, 55, 51]",,
28,13.5,582.5,3,regular,3,0,False,"[15, 17, 16]","[42, 58, 43]",,
29,13.5,727.5,3,regular,3,0,False,"[19, 21, 20]","[46, 57, 47]",,
30,15.5,624.5,3,regular,3,0,False,"[30, 18, 17]","[60, 61, 44]",,
31,16.5,231.5,3,regular,3,0,False,"[29, 7, 6]","[59, 62, 33]",,
32,18.5,401.5,3,regular,3,0,False,"[31, 12, 11]","[64, 63, 38]",,
33,19.5,204.5,3,regular,3,0,False,"[29, 6, 5]","[69, 59, 32]",,
34,19.5,545.5,3,regular,3,0,False,"[32, 15, 14]","[65, 66, 41]",,
35,19.5,936.5,3,regular,3,0,False,"[33, 27, 25]","[67, 68, 53]",,
36,22.5,398.5,3,regular,3,0,False,"[34, 31, 11]","[70, 71, 64]",,
37,23.5,823.5,3,regular,3,0,False,"[36, 24, 23]","[73, 74, 50]",,
38,25.5,140.5,3,regular,3,0,False,"[35, 4, 3]","[75, 72, 30]",,
39,26.5,160.5,3,regular,3,0,False,"[35, 5, 4]","[72, 76, 31]",,
40,27.5,93.5,3,regular,3,0,False,"[1, 3, 2]","[28, 77, 29]",,
41,27.5,469.5,3,regular,3,0,False,"[37, 13, 12]","[80, 78, 39]",,
42,27.5,818.5,3,regular,3,0,False,"[22, 36, 23]","[49, 81, 73]",,
43,27.5,1023.5,3,regular,2,0,True,"[38, 544, 26]","[79, 82, 26]",,
44,29.5,201.5,3,regular,3,0,False,"[40, 29, 5]","[84, 85, 69]",,
45,30.5,28.5,3,regular,3,0,False,"[39, 1, 0]","[83, 86, 27]",,
46,31.5,730.5,3,regular,3,0,False,"[41, 21, 19]","[87, 88, 57]",,
47,32.5,328.5,3,regular,3,0,False,"[43, 10, 9]","[90, 91, 36]",,
48,32.5,449.5,3,regular,3,0,False,"[31, 37, 12]","[63, 93, 80]",,
49,33.5,363.5,4,regular,4,0,False,"[44, 34, 11, 10]","[92, 94, 70, 37]",,
50,37.5,847.5,3,regular,3,0,False,"[36, 28, 24]","[74, 95, 56]",,
51,38.5,170.5,3,regular,3,0,False,"[40, 5, 35]","[98, 84, 76]",,
52,38.5,241.5,3,regular,3,0,False,"[45, 7, 29]","[96, 99, 62]",,
53,38.5,302.5,3,regular,3,0,False,"[8, 43, 9]","[35, 100, 90]",,
54,38.5,649.5,3,regular,3,0,False,"[46, 18, 30]","[101, 97, 61]",,
55,39.5,338.5,3,regular,3,0,False,"[44, 10, 43]","[102, 92, 91]",,
56,39.5,602.5,3,regular,3,0,False,"[15, 30, 17]","[58, 103, 60]",,
57,39.5,681.5,3,regular,3,0,False,"[46, 19, 18]","[97, 104, 45]",,
58,40.5,777.5,3,regular,3,0,False,"[21, 47, 22]","[48, 106, 105]",,
59,44.5,777.5,3,regular,3,0,False,"[41, 47, 21]","[88, 107, 106]",,
60,45.5,219.5,3,regular,3,0,False,"[45, 29, 40]","[108, 96, 85]",,
61,46.5,40.5,3,regular,3,0,False,"[42, 1, 39]","[109, 89, 86]",,
62,47.5,517.5,3,regular,3,0,False,"[32, 14, 13]","[111, 65, 40]",,
63,47.5,969.5,3,regular,3,0,False,"[33, 26, 27]","[68, 110, 54]",,
64,48.5,887.5,3,regular,3,0,False,"[48, 25, 28]","[112, 113, 55]",,
65,49.5,561.5,3,regular,3,0,False,"[49, 15, 32]","[115, 114, 66]",,
66,49.5,795.5,3,regular,3,0,False,"[47, 36, 22]","[105, 116, 81]",,
67,53.5,712.5,3,regular,3,0,False,"[50, 41, 19]","[117, 118, 87]",,
68,54.5,605.5,3,regular,3,0,False,"[51, 30, 15]","[119, 120, 103]",,
69,54.5,706.5,3,regular,3,0,False,"[46, 50, 19]","[104, 121, 117]",,
70,55.5,165.5,3,regular,3,0,False,"[52, 40, 35]","[122, 123, 98]",,
71,55.5,275.5,3,regular,3,0,False,"[53, 8, 7]","[125, 124, 34]",,
72,59.5,-0.5,3,regular,2,0,True,"[39, 0, 544]","[126, 83, 0]",,
73,60.5,271.5,3,regular,3,0,False,"[53, 7, 45]","[129, 125, 99]",,
74,60.5,484.5,3,regular,3,0,False,"[54, 13, 37]","[127, 128, 78]",,
75,62.5,292.5,3,regular,3,0,False,"[55, 43, 8]","[130, 131, 100]",,
76,63.5,985.5,3,regular,3,0,False,"[33, 38, 26]","[110, 132, 79]",,
77,64.5,147.5,3,regular,3,0,False,"[56, 52, 35]","[133, 134, 122]",,
78,64.5,286.5,3,regular,3,0,False,"[55, 8, 53]","[135, 130, 124]",,
79,66.5,369.5,3,regular,3,0,False,"[58, 34, 44]","[138, 137, 94]",,
80,67.5,639.5,3,regular,3,0,False,"[51, 46, 30]","[120, 139, 101]",,
81,68.5,190.5,3,regular,3,0,False,"[52, 57, 40]","[123, 140, 136]",,
82,68.5,205.5,3,regular,3,0,False,"[57, 45, 40]","[136, 141, 108]",,
83,69.5,129.5,3,regular,3,0,False,"[56, 35, 3]","[142, 133, 75]",,
84,69.5,297.5,3,regular,3,0,False,"[59, 43, 55]","[145, 143, 131]",,
85,69.5,498.5,3,regular,3,0,False,"[54, 32, 13]","[128, 146, 111]",,
86,69.5,591.5,3,regular,3,0,False,"[49, 51, 15]","[114, 147, 119]",,
87,69.5,745.5,3,regular,3,0,False,"[60, 41, 50]","[148, 144, 118]",,
88,71.5,112.5,3,regular,3,0,False,"[56, 3, 1]","[149, 142, 77]",,
89,71.5,498.5,3,regular,3,0,False,"[61, 32, 54]","[150, 151, 146]",,
90,72.5,909.5,3,regular,3,0,False,"[62, 25, 48]","[153, 152, 113]",,
91,73.5,405.5,3,regular,3,0,False,"[58, 31, 34]","[137, 154, 71]",,
92,73.5,914.5,3,regular,3,0,False,"[62, 33, 25]","[152, 155, 67]",,
93,74.5,846.5,3,regular,3,0,False,"[48, 28, 36]","[156, 112, 95]",,
94,75.5,774.5,3,regular,3,0,False,"[64, 47, 41]","[158, 159, 107]",,
95,76.5,106.5,3,regular,3,0,False,"[63, 56, 1]","[157, 162, 149]",,
96,76.5,706.5,3,regular,3,0,False,"[65, 50, 46]","[160, 161, 121]",,
97,78.5,798.5,3,regular,3,0,False,"[64, 67, 47]","[159, 166, 164]",,
98,78.5,799.5,3,regular,3,0,False,"[67, 36, 47]","[164, 165, 116]",,
99,79.5,74.5,3,regular,3,0,False,"[63, 1, 42]","[167, 157, 89]",,
100,80.5,446.5,3,regular,3,0,False,"[69, 37, 31]","[169, 170, 93]",,
101,80.5,449.5,3,regular,3,0,False,"[69, 54, 37]","[170, 171, 127]",,
102,81.5,33.5,3,regular,3,0,False,"[70, 42, 39]","[172, 173, 109]",,
103,82.5,158.5,3,regular,3,0,False,"[71, 52, 56]","[178, 174, 134]",,
104,82.5,367.5,3,regular,3,0,False,"[72, 58, 44]","[175, 176, 138]",,
105,83.5,254.5,3,regular,3,0,False,"[68, 53, 45]","[168, 179, 129]",,
106,83.5,348.5,3,regular,3,0,False,"[43, 72, 44]","[102, 180, 175]",,
107,83.5,414.5,3,regular,3,0,False,"[69, 31, 58]","[181, 169, 154]",,
108,83.5,607.5,3,regular,3,0,False,"[49, 73, 51]","[147, 182, 177]",,
109,85.5,770.5,3,regular,3,0,False,"[60, 64, 41]","[144, 183, 158]",,
110,86.5,23.5,3,regular,3,0,False,"[66, 70, 39]","[163, 186, 172]",,
111,86.5,543.5,3,regular,3,0,False,"[74, 49, 32]","[184, 185, 115]",,
112,88.5,225.5,3,regular,3,0,False,"[68, 45, 57]","[187, 168, 141]",,
113,89.5,524.5,3,regular,3,0,False,"[74, 32, 61]","[189, 184, 151]",,
114,89.5,981.5,3,regular,3,0,False,"[62, 38, 33]","[155, 188, 132]",,
115,90.5,663.5,3,regular,3,0,False,"[51, 75, 46]","[139, 191, 190]",,
116,90.5,674.5,3,regular,3,0,False,"[75, 65, 46]","[190, 192, 160]",,
117,92.5,54.5,3,regular,3,0,False,"[70, 63, 42]","[173, 193, 167]",,
118,93.5,345.5,3,regular,3,0,False,"[59, 72, 43]","[143, 194, 180]",,
119,95.5,839.5,3,regular,3,0,False,"[67, 48, 36]","[165, 195, 156]",,
120,96.5,104.5,3,regular,3,0,False,"[71, 56, 63]","[196, 178, 162]",,
121,99.5,175.5,3,regular,3,0,False,"[76, 52, 71]","[198, 197, 174]",,
122,100.5,182.5,3,regular,3,0,False,"[76, 57, 52]","[197, 200, 140]",,
123,102.5,1007.5,3,regular,3,0,False,"[77, 38, 62]","[201, 199, 188]",,
124,103.5,291.5,3,regular,3,0,False,"[53, 78, 55]","[135, 203, 202]",,
125,103.5,1023.5,3,regular,2,0,True,"[77, 544, 38]","[199, 204, 82]",,
126,104.5,492.5,3,regular,3,0,False,"[79, 61, 54]","[205, 206, 150]",,
127,105.5,449.5,3,regular,3,0,False,"[82, 54, 69]","[210, 209, 171]",,
128,107.5,661.5,3,regular,3,0,False,"[75, 51, 80]","[211, 191, 207]",,
129,107.5,907.5,3,regular,3,0,False,"[81, 62, 48]","[208, 212, 153]",,
130,108.5,-0.5,3,regular,2,0,True,"[66, 39, 544]","[213, 163, 126]",,
131,108.5,787.5,3,regular,3,0,False,"[60, 67, 64]","[183, 214, 166]",,
132,109.5,476.5,3,regular,3,0,False,"[82, 79, 54]","[209, 217, 205]",,
133,109.5,569.5,3,regular,3,0,False,"[83, 49, 74]","[215, 216, 185]",,
134,112.5,412.5,3,regular,3,0,False,"[82, 69, 58]","[221, 210, 181]",,
135,112.5,503.5,3,regular,3,0,False,"[85, 61, 79]","[222, 220, 206]",,
136,113.5,60.5,3,regular,3,0,False,"[86, 63, 70]","[223, 226, 193]",,
137,113.5,510.5,3,regular,3,0,False,"[85, 74, 61]","[220, 227, 189]",,
138,113.5,586.5,3,regular,3,0,False,"[83, 73, 49]","[216, 228, 182]",,
139,113.5,639.5,3,regular,3,0,False,"[80, 51, 73]","[229, 207, 177]",,
140,113.5,703.5,3,regular,3,0,False,"[75, 87, 65]","[192, 230, 224]",,
141,113.5,704.5,3,regular,3,0,False,"[87, 50, 65]","[224, 225, 161]",,
142,117.5,31.5,3,regular,3,0,False,"[66, 86, 70]","[186, 232, 223]",,
