face_id,area_poly_px,perimeter_px,n_sides,n_bounding_cells,bounding_cells,centroid_row,centroid_col,area_um2
541,9.678497314453125,11.688297651951777,1,1,[71],113.03307808977361,135.2114900740395,
542,12.627090454101562,14.149239966294036,1,1,[134],243.9945260415345,935.7897123450507,
543,10.650924682617188,12.134606053784905,1,1,[151],263.6484735506842,766.2230061147452,
