n_pred_cells,n_ref_cells,n_matched_cells,n_unmatched_pred_cells,n_unmatched_ref_cells,n_splits,n_merges,mean_matched_iou,n_pred_edges,n_ref_edges,n_matched_edges,n_unmatched_pred_edges,n_unmatched_ref_edges,n_pred_pairs,n_ref_pairs,n_pair_tp,adjacency_pair_precision,adjacency_pair_recall,adjacency_pair_f1,adjacency_component_precision,adjacency_component_recall,adjacency_component_f1,arclength_rel_error_mean_abs,arclength_rel_error_median_abs,arclength_rel_error_mean_signed,arclength_rel_error_max_abs,n_pred_vertices,n_ref_vertices,n_matched_vertices,vertex_precision,vertex_recall,vertex_f1,vertex_loc_error_mean_px,vertex_loc_error_median_px,vertex_loc_error_p95_px,vertex_incident_set_accuracy,vertex_cyclic_order_accuracy,n_vertex_incident_set_mismatches,vertex_loc_error_mean_um,vertex_loc_error_median_um,vertex_loc_error_p95_um,pq,sq,rq,ap50,ap75,vi,vi_merge,vi_split,boundary_precision,boundary_recall,boundary_f1,hausdorff_px,hausdorff95_px,euler_residual_pred,euler_residual_ref,valid_pred,valid_ref,validity_fraction,complex_edit_distance_approx,tol_px,iou_thresh,pixel_size_um,runtime_s,legacy_f1,legacy_precision,legacy_recall,method_runtime_s,method,image_id,dataset,shape
1974,1957,1745,229,212,39,78,0.8698939946056437,4829,5440,3897,932,1543,4819,5436,4232,0.8781904959535173,0.7785136129506991,0.8253534861043393,0.8069993787533651,0.716360294117647,0.7589833479404032,0.13844134292887392,0.06602995867124274,0.028437930973995496,7.414212791279919,2763,3428,2016,0.7296416938110749,0.588098016336056,0.6512679696333387,1.3565220073526683,1.4142135623730951,2.8284271247461903,0.902281746031746,0.902281746031746,197,0.8817393047792343,0.9192388155425119,1.8384776310850237,0.7723047675333748,0.8698939946056437,0.8878148053930298,0.7982616651418115,0.6749041329356625,1.8995804354134964,1.4117538309598285,0.4878266044536679,0.8997497127424332,0.8841541517991347,0.8918837611305194,59.09314681077663,6.4031242374328485,0,0,True,True,1.0,3113,3.0,0.5,0.65,4.759394766762853,0.8210393964794634,0.88025162884745,0.769291183978009,13.932174682617188,cellpose_sam_filled,L0_1,hcec,"[2048, 2048]"
1948,1976,1825,123,151,16,47,0.9087536324343553,5207,5713,4736,471,977,5202,5709,4959,0.9532871972318339,0.8686284813452444,0.9089909265878472,0.9095448434799308,0.8289865219674427,0.8673992673992674,0.08336358737007722,0.047416480674901576,0.004902868472016255,3.562124634379532,3257,3729,2748,0.8437212158428001,0.7369267900241352,0.7867162897223018,1.2556413747662873,1.0,2.8284271247461903,0.9741630276564774,0.9741630276564774,71,0.8161668935980868,0.65,1.8384776310850237,0.8452983584060644,0.9087536324343553,0.9301732925586137,0.8694616484040019,0.8066298342541437,1.684574376430239,1.2714975942610172,0.4130767821692217,0.9201799747692242,0.8808186502025392,0.900069186152035,66.09841147864296,7.0710678118654755,0,0,True,True,1.0,1793,3.0,0.5,0.65,4.380354959983379,0.9077540106951872,0.9526959310483063,0.866861207368229,3.115995168685913,cellpose_sam_filled,L12_1,hcec,"[2048, 2048]"
2490,2509,2405,85,104,10,17,0.922855940782245,6816,7300,6417,399,883,6805,7295,6602,0.9701689933872153,0.9050034270047979,0.9364539007092197,0.9414612676056338,0.8790410958904109,0.9091810711249645,0.08599825203491968,0.04419494043370731,0.010695774621711417,10.239502004033481,4296,4782,3842,0.8943202979515829,0.8034295273943957,0.846441947565543,1.1240319861883254,1.0,2.23606797749979,0.9708485163977095,0.9708485163977095,112,0.7306207910224116,0.65,1.4534441853748634,0.8879650080341265,0.922855940782245,0.9621924384876975,0.9271395528141866,0.8821536144578314,1.1731507118088091,0.8429162157205534,0.33023449608825567,0.9584647450002445,0.9516949802168773,0.9550678663041113,68.46897107449476,3.0,0,0,True,True,1.0,1583,3.0,0.5,0.65,4.9574664598330855,0.9328330206378986,0.9706387630798063,0.8978618896272753,3.4294815063476562,cellpose_sam_filled,L1_3,hcec,"[2048, 2048]"
1273,1309,838,435,471,31,74,0.7998281088761326,2079,3487,1230,849,2257,2066,3480,1441,0.6974830590513069,0.41408045977011493,0.5196538045438153,0.5916305916305916,0.35273874390593635,0.4419690980955803,0.15186888923463704,0.08189340408820517,-0.04240434818533719,6.283399141829087,805,2112,492,0.6111801242236025,0.23295454545454544,0.3373328762427151,1.5725864659907831,1.4142135623730951,2.905634918610403,0.7723577235772358,0.7723577235772358,112,1.0221812028940092,0.9192388155425119,1.888662697096762,0.5191757980156462,0.7998281088761326,0.6491092176607282,0.4805045871559633,0.2839383391347588,3.348573398262065,2.840217741875813,0.5083556563862519,0.787450231295022,0.6869340062826124,0.7337657692548094,63.56099432828282,25.298221281347036,0,0,True,True,1.0,4124,3.0,0.5,0.65,3.2247028099372983,0.5244324740284725,0.7124934657605855,0.41491628614916287,2.8895509243011475,cellpose_sam_filled,L1_5,hcec,"[2048, 2048]"
2473,2480,2419,54,61,28,44,0.8935523890372399,7058,7232,6397,661,835,7052,7221,6779,0.961287577992059,0.9387896413239164,0.9499054158200799,0.9063474071975064,0.8845409292035398,0.8953114065780265,0.10604506200582633,0.06000597442919995,0.011520344624158359,8.36173339030538,4527,4738,3515,0.7764523967307267,0.7418742085268045,0.7587695628710199,1.4289215532362554,1.4142135623730951,2.8284271247461903,0.9604551920341394,0.9604551920341394,139,0.928799009603566,0.9192388155425119,1.8384776310850237,0.8728056648823272,0.8935523890372399,0.9767817484352918,0.9546172059984215,0.8711749149981111,0.8902109062233017,0.492671093861493,0.3975398123618087,0.9445788296354574,0.9493766427505861,0.9469716592257901,41.97618372363071,3.605551275463989,0,0,True,True,1.0,1750,3.0,0.5,0.65,4.7025207742117345,0.9460695361834943,0.9636256099364188,0.9291417165668663,3.098414897918701,cellpose_sam_filled,L20_2,hcec,"[2048, 2048]"
1293,1257,1242,51,15,9,12,0.9335481605287304,3623,3625,3348,275,277,3618,3623,3466,0.9579878385848535,0.9566657466188242,0.9573263361414169,0.9240960529947557,0.9235862068965517,0.923841059602649,0.06691830320403572,0.03720783020689575,0.003811310744392716,4.0,2288,2360,1954,0.8540209790209791,0.8279661016949152,0.8407917383820999,1.2772788292345234,1.0,2.4433936790359763,0.9733879222108496,0.9733879222108496,52,0.8302312390024402,0.65,1.5882058913733845,0.9093857375503397,0.9335481605287304,0.9741176470588235,0.9495412844036697,0.9115442278860569,0.6527102774633817,0.3742588551831004,0.27845142228028125,0.9592914777655935,0.9735397777158241,0.9663631104682113,45.31004303683677,2.8284271247461903,0,0,True,True,1.0,670,3.0,0.5,0.65,3.687271702103317,0.9583805209513023,0.9627417519908987,0.9540586245772266,3.252790927886963,cellpose_sam_filled,L22_2,hcec,"[2048, 2048]"
1721,1726,1573,148,153,30,43,0.8419765424090123,4024,5001,3103,921,1898,3988,4978,3603,0.9034603811434303,0.7237846524708719,0.8037028775373634,0.7711232604373758,0.6204759048190361,0.6876454293628809,0.15241925421667668,0.08036523792452012,-0.028452309121970137,6.655761409493237,2080,3236,1426,0.6855769230769231,0.44066749072929545,0.5364936042136945,1.4740362757761407,1.4142135623730951,2.8284271247461903,0.906030855539972,0.906030855539972,134,0.9581235792544915,0.9192388155425119,1.8384776310850237,0.7684532063878018,0.8419765424090123,0.9126776907455758,0.8393810032017076,0.5973123262279889,2.007490950524563,1.398102789496644,0.6093881610279186,0.8366101525452779,0.8303001521018617,0.8334432092377646,43.278170016764804,8.246211251235321,0,0,True,True,1.0,3254,3.0,0.5,0.65,3.9156649010255933,0.800189618392984,0.9094827586206896,0.7143461701227254,2.95772123336792,cellpose_sam_filled,L24_2,hcec,"[2048, 2048]"
1509,1564,1314,195,250,26,43,0.8264255620869386,3434,4434,2295,1139,2139,3413,4428,2886,0.8455903896864928,0.6517615176151762,0.7361305955872975,0.6683168316831684,0.5175913396481732,0.5833756990340621,0.16920608886353375,0.09283628003105873,0.026368804376256754,7.603282008518697,1744,2833,927,0.5315366972477065,0.3272149664666431,0.40506882237273323,1.5923369085195374,1.4142135623730951,2.8284271247461903,0.8381877022653722,0.8381877022653722,150,1.0350189905376994,0.9192388155425119,1.8384776310850237,0.7067511803333794,0.8264255620869386,0.8551903677188415,0.7470153496304719,0.5296167247386759,2.440802277194857,1.7874411867358326,0.6533610904590245,0.8122833676354614,0.800477003133393,0.8063369705816325,48.104053883222775,8.94427190999916,0,0,True,True,1.0,3873,3.0,0.5,0.65,3.7084305421449244,0.7292772560228664,0.8440453686200378,0.6419841840402588,2.9907569885253906,cellpose_sam_filled,L2_1,hcec,"[2048, 2048]"
1385,1403,1335,50,68,16,12,0.9209172717242344,3720,4001,3422,298,579,3709,3998,3559,0.9595578322998113,0.8901950975487744,0.9235759698974957,0.9198924731182796,0.8552861784553861,0.8864136769848465,0.07516321874684162,0.037597729968710976,0.004951297056062722,5.129688755600806,2252,2560,1984,0.8809946714031972,0.775,0.8246051537822112,1.1808507320379886,1.0,2.23606797749979,0.9586693548387096,0.9586693548387096,82,0.7675529758246926,0.65,1.4534441853748634,0.8819401418592919,0.9209172717242344,0.9576757532281205,0.9187887130075706,0.8378378378378378,0.9564276290534469,0.667801130714845,0.2886264983386019,0.9509769197754897,0.9450442638488374,0.9480013101631378,94.89467845985885,3.605551275463989,0,0,True,True,1.0,1077,3.0,0.5,0.65,4.35649561882019,0.9216811207471647,0.9615812917594655,0.8849602869587497,3.791687250137329,cellpose_sam_filled,L2_4,hcec,"[2048, 2048]"
1647,1631,1580,67,51,20,24,0.8982837289464313,4559,4709,3934,625,775,4541,4694,4278,0.9420832415767452,0.9113762249680443,0.9264753654574986,0.8629085325729327,0.8354215332342323,0.8489425981873111,0.09879688449450288,0.05089960935255103,0.00038591903861655736,3.49352366698431,2837,3056,2139,0.7539654564681001,0.699934554973822,0.7259460376718139,1.3235973696559946,1.4142135623730951,2.8284271247461903,0.9504441327723235,0.9504441327723235,106,0.8603382902763965,0.9192388155425119,1.8384776310850237,0.8659477069770356,0.8982837289464313,0.9640024405125076,0.9305064782096584,0.8292410714285714,0.9849074031092128,0.5912009699373348,0.3937064331718779,0.9212487031972083,0.9245629844508988,0.9229028683146063,60.0,4.47213595499958,0,0,True,True,1.0,1624,3.0,0.5,0.65,3.9867837270721793,0.9273893954745019,0.9492970730583083,0.9064700704225352,5.481300592422485,cellpose_sam_filled,L30_2,hcec,"[2048, 2048]"
1216,1177,1155,61,22,13,9,0.9360486707946286,3366,3359,3105,261,254,3364,3358,3186,0.9470868014268727,0.9487790351399643,0.9479321630467124,0.9224598930481284,0.9243822566239952,0.9234200743494423,0.06178603938652001,0.036524096126508,0.001284525565346318,2.156136723196077,2142,2178,1841,0.8594771241830066,0.8452708907254362,0.8523148148148147,1.2465446222140995,1.0,2.23606797749979,0.9679521998913634,0.9679521998913634,59,0.8102540044391646,0.65,1.4534441853748634,0.9035822939973223,0.9360486707946286,0.9653155035520268,0.932956381260097,0.9022257551669316,0.71219246585685,0.4476355156598455,0.26455695019700454,0.9590538824029237,0.9656089276202617,0.9623202423763566,86.31338250816034,2.8284271247461903,0,0,True,True,1.0,657,3.0,0.5,0.65,4.375722522847354,0.9480401093892434,0.9509295946357817,0.9451681308694335,5.231022357940674,cellpose_sam_filled,L33_2,hcec,"[2048, 2048]"
1457,1522,1187,270,335,24,50,0.8135994680551996,2980,4148,1878,1102,2270,2949,4130,2444,0.828755510342489,0.5917675544794189,0.6904930074869331,0.6302013422818792,0.45274831243973,0.526936026936027,0.17680587871032896,0.10525682910546183,0.019948668315232183,5.763527809629156,1381,2532,659,0.47719044170890657,0.26026856240126384,0.33682596473294146,1.6878454492483743,1.4142135623730951,3.0,0.8376327769347496,0.8376327769347496,107,1.0970995420114433,0.9192388155425119,1.9500000000000002,0.648366947688165,0.8135994680551996,0.7969117153407184,0.6623883928571429,0.4524622135543637,2.7699439343596364,2.123308342739462,0.6466355916201743,0.7906086654940917,0.7431110889274726,0.7661244039363465,58.008620049092706,12.649110640673518,0,0,True,True,1.0,4084,3.0,0.5,0.65,3.722696403041482,0.6832204665161776,0.8330275229357799,0.5790816326530612,5.16674280166626,cellpose_sam_filled,L3_1,hcec,"[2048, 2048]"
1454,1502,938,516,564,15,30,0.8091925241813385,2152,4243,1291,861,2952,2134,4226,1448,0.6785379568884724,0.34264079507808803,0.4553459119496855,0.599907063197026,0.30426584963469244,0.4037529319781079,0.16551284775057598,0.09021815243639425,-0.029407470066750933,6.7499008289223825,777,2697,533,0.685971685971686,0.19762699295513533,0.30685089234312035,1.4905937566532075,1.4142135623730951,2.8284271247461903,0.7617260787992496,0.7617260787992496,127,0.9688859418245849,0.9192388155425119,1.8384776310850237,0.5135470823288873,0.8091925241813385,0.6346414073071719,0.464816650148662,0.3068081343943413,4.466590604620608,3.7617002402331057,0.7048903643875017,0.7427564851204466,0.6653475474175611,0.7019242815641011,64.00781202322104,19.697715603592208,0,0,True,True,1.0,5020,3.0,0.5,0.65,4.130834768991917,0.4525279492741532,0.6827794561933535,0.3384077863738458,4.682320594787598,cellpose_sam_filled,L4_1,hcec,"[2048, 2048]"
1377,1411,777,600,634,25,86,0.7963836740377115,1916,3923,899,1017,3024,1895,3914,1133,0.5978891820580475,0.2894736842105263,0.3900843518677914,0.4692066805845512,0.22916135610502167,0.3079294399725981,0.15446653641163127,0.08878632173782573,-0.034893242719553234,2.180125174222094,631,2444,352,0.5578446909667195,0.14402618657937807,0.22894308943089434,1.5980806144314856,1.4142135623730951,3.0,0.6931818181818182,0.6931818181818182,108,1.0387523993804657,0.9192388155425119,1.9500000000000002,0.4438953477240329,0.7963836740377115,0.5573888091822095,0.3863749378418697,0.2429781542576906,4.800453408835932,4.0535292360451525,0.7469241727907796,0.7006480661048033,0.6067136285221392,0.6503062346870515,76.47875521999558,22.02271554554524,0,0,True,True,1.0,5383,3.0,0.5,0.65,3.728818234987557,0.39316860465116277,0.6161731207289294,0.2886872998932764,5.046324014663696,cellpose_sam_filled,L5_1,hcec,"[2048, 2048]"
1550,1632,1209,341,423,34,91,0.8167535045912927,3073,4495,1809,1264,2686,3037,4471,2406,0.7922291735265065,0.5381346454931782,0.6409163558870538,0.5886755613407094,0.4024471635150167,0.47806553911205074,0.157285910577669,0.09054536527259628,-0.0006786992196640204,5.622714136012845,1275,2637,634,0.4972549019607843,0.24042472506636328,0.32413087934560325,1.626683586756429,1.4142135623730951,3.0,0.8091482649842271,0.8091482649842271,121,1.057344331391679,0.9192388155425119,1.9500000000000002,0.6206505261161992,0.8167535045912927,0.759899434318039,0.612772427774962,0.4048565121412804,3.0636458524934382,2.3925987452814925,0.6710471072119456,0.7896710010454783,0.7369627062361005,0.7624069548456621,55.569775957799216,13.92838827718412,0,0,True,True,1.0,4835,3.0,0.5,0.65,4.34732618695125,0.6372756817860675,0.7973833097595474,0.5307131089668157,4.951237440109253,cellpose_sam_filled,L6_1,hcec,"[2048, 2048]"
