method,adjacency_pair_f1_mean,adjacency_pair_f1_median,adjacency_pair_precision_mean,adjacency_pair_precision_median,adjacency_pair_recall_mean,adjacency_pair_recall_median,adjacency_component_f1_mean,adjacency_component_f1_median,vertex_f1_mean,vertex_f1_median,vertex_loc_error_median_px_mean,vertex_loc_error_median_px_median,vertex_incident_set_accuracy_mean,vertex_incident_set_accuracy_median,vertex_cyclic_order_accuracy_mean,vertex_cyclic_order_accuracy_median,pq_mean,pq_median,ap50_mean,ap50_median,vi_mean,vi_median,boundary_f1_mean,boundary_f1_median,n_splits_mean,n_splits_median,n_merges_mean,n_merges_median,complex_edit_distance_approx_mean,complex_edit_distance_approx_median,validity_fraction_mean,validity_fraction_median,euler_residual_pred_mean,euler_residual_pred_median,legacy_f1_mean,legacy_f1_median,method_runtime_s_mean,method_runtime_s_median,n_images
cellpose_sam_filled,0.7741560312416367,0.8253534861043393,0.8609063754099769,0.9034603811434303,0.716639638401176,0.7785136129506991,0.6962111111105479,0.7589833479404032,0.5841666428749898,0.6512679696333387,1.2761423749153968,1.4142135623730951,0.8850978208077295,0.906030855539972,0.8850978208077295,0.906030855539972,0.7440046511889329,0.7723047675333748,0.7649684185233465,0.8393810032017076,2.1234169754433223,1.8995804354134964,0.8498591885494756,0.8918837611305194,22.4,24.0,44.0,43.0,2856.0,3113.0,1.0,1.0,0.0,0.0,0.7722186107486759,0.8210393964794634,4.667834758758545,3.791687250137329,15
