ablation_id,genotype,zoom,n_cells,n_gaps,n_cell_cell_edges,cut_frame,recoil_px_per_frame,recoil_um_per_s,initial_separation_px,cut_edge,cut_edge_distance_px,cut_edge_alignment,n_cable_edges,tension_only_r0.1_cut_tension,tension_only_r0.1_cut_percentile,tension_only_r0.1_cable_mean,tension_only_r0.1_offcable_mean,tension_only_r0.1_n_cable_ident,tension_only_r0.1_residual_rms,tension_only_r0.1_balanced_5pct,tension_only_r0.1_tension_cv,tension_only_r0.1_cond,tension_only_r0.1_rank,tension_only_r0.1_n_unknowns,tension_only_r0.1_n_equations,pressure_curvature_r0.1_cut_tension,pressure_curvature_r0.1_cut_percentile,pressure_curvature_r0.1_cable_mean,pressure_curvature_r0.1_offcable_mean,pressure_curvature_r0.1_n_cable_ident,pressure_curvature_r0.1_residual_rms,pressure_curvature_r0.1_balanced_5pct,pressure_curvature_r0.1_tension_cv,pressure_curvature_r0.1_cond,pressure_curvature_r0.1_rank,pressure_curvature_r0.1_n_unknowns,pressure_curvature_r0.1_n_equations,pressure_curvature_r0.01_cut_tension,pressure_curvature_r0.01_cut_percentile,pressure_curvature_r0.01_cable_mean,pressure_curvature_r0.01_offcable_mean,pressure_curvature_r0.01_n_cable_ident,pressure_curvature_r0.01_residual_rms,pressure_curvature_r0.01_balanced_5pct,pressure_curvature_r0.01_tension_cv,pressure_curvature_r0.01_cond,pressure_curvature_r0.01_rank,pressure_curvature_r0.01_n_unknowns,pressure_curvature_r0.01_n_equations,null_dim_pc,pressures_identifiable_pc
190216E4PSB1,SqAX3_SqhGFP42_GAP43_TM6B,1,39,0,93,5.5,1.8762688732255737,0.42671005225714637,21.67155397945858,73,0.5669128105791013,0.9996230236274688,2,1.1791341592548408,0.6739130434782609,0.8471241659842468,1.0033971997785438,2,0.1975046995723604,0.14545454545454545,0.40946904669855627,3162.278197696962,92,113,110,1.8856774231671725,0.9565217391304348,1.2997911832251372,0.9933378593224843,2,0.23296128252944553,0.03636363636363636,0.40198532762642597,3162.27850507184,129,152,200,2.1104314035912672,0.9347826086956522,1.421692814539159,0.9906289579122245,2,0.2235528310326358,0.01818181818181818,0.5314908715003572,10000.002221819466,129,152,200,23,False
190216E5PSB1,SqAX3_SqhGFP42_GAP43_TM6B,1,51,1,124,6.25,2.5428806954436394,0.5783141051479734,18.5,65,0.4039249466306762,0.9971945739724214,4,1.3828578949112205,0.7401574803149606,1.4328313145594855,0.9979103063644525,4,0.19202523590868623,0.11842105263157894,0.44158450424134454,3162.2782648051552,127,153,152,1.5144458695409666,0.84251968503937,1.3537852507698465,0.997549563722154,4,0.23494754205085572,0.02631578947368421,0.457734308778466,3162.2786521466805,178,204,277,1.648105015060723,0.8740157480314961,1.4280228764667229,0.9953790030117351,4,0.23033593660682072,0.02631578947368421,0.5660673537202006,10000.002686910997,178,204,277,26,True
190216E5PSB2,SqAX3_SqhGFP42_GAP43_TM6B,1,46,3,109,6.25,3.196761793111128,0.7270228756963986,22.783320000000003,96,0.40844799112389646,0.9964280358943687,6,1.5318913406255554,0.8947368421052632,1.3760517783145962,0.9977490223685508,6,0.1782417481509706,0.07462686567164178,0.3830043059269044,3162.278185607709,113,141,134,1.9006773273556554,0.956140350877193,1.6084319647306016,0.9935394844417743,6,0.23070533086532521,0.014925373134328358,0.45099643293351804,3162.2785167548886,160,187,246,2.325109758753483,0.9385964912280702,1.9279788852383442,0.9796824371071006,6,0.2237462202687804,0.0,0.5996784214193656,10000.002258764483,160,187,246,27,True
190216E6PSB1,SqAX3_SqhGFP42_GAP43_TM6B,1,54,0,132,5.5,2.2494312169312174,0.5115764194688411,19.964285714285708,83,1.5271526627117908,0.9988858631306634,6,0.9210755546942595,0.44696969696969696,1.2802861448904839,0.9866529938665676,6,0.2071762885415391,0.0759493670886076,0.4362921392491481,3162.2781918243377,132,159,158,0.8170584778559634,0.3181818181818182,0.9862178880223541,1.000656118960591,6,0.2703958105899959,0.02531645569620253,0.37204899878810743,3162.2785770768255,185,213,286,0.7451815101102699,0.3333333333333333,0.905624218119654,1.0044939362720753,6,0.2591716973249711,0.0,0.5001936353767429,10000.002449519037,185,213,286,28,True
190216E8PSB1,SqAX3_SqhGFP42_GAP43_TM6B,1,47,2,115,6.0,2.5608726647001023,0.5824059249565255,11.78125,80,0.9084049528787057,0.9008729101804935,5,1.5896806032237314,0.9159663865546218,1.5069791413983187,0.9858434798381868,5,0.23160647407524723,0.1267605633802817,0.4233504167253275,3162.278268524859,117,144,142,1.3479958370265344,0.7647058823529411,0.9476137263295031,1.0148852352728048,5,0.27613960107918273,0.04225352112676056,0.4784600095819189,3162.278524051616,166,191,258,1.279224254171792,0.6638655462184874,0.7851771755649978,1.0218719530674996,5,0.27923838133615686,0.028169014084507043,0.6425612409163352,10000.002281838802,166,191,258,25,True
E2PSB1,SqAX3_SqhGFP42_GAP43_TM6B,1,50,2,121,6.1869,3.455488661014725,0.7858637789906457,12.894379685179686,79,0.502556669827492,0.9958537983635198,5,1.774121715936272,0.944,1.6255522857046596,0.986668568816401,5,0.28795478954783504,0.013513513513513514,0.45276742209145665,3162.278299940464,123,153,148,1.7959089467347074,0.976,1.5334190032408983,0.9947596371796436,5,0.30544521646639083,0.0,0.41688265447882916,3162.2786614190522,172,203,267,1.9554003986964803,0.96,1.651811451925235,0.9901874449028929,5,0.2977707060430097,0.013513513513513514,0.489757221247633,10000.002716232875,172,203,267,31,True
E5PSB2,SqAX3_SqhGFP42_GAP43_TM6B,1,58,6,141,5.8333,2.2740057627421293,0.5171652803601603,13.000100000000003,81,2.939884093171006,0.999933523648872,3,1.1670831062798035,0.6644736842105263,1.4053173093335414,1.0168502612728303,3,0.20843189004510373,0.12087912087912088,0.4302748693751784,3162.2782586716335,151,183,182,0.8867360439143147,0.40789473684210525,1.276836425541631,1.0308365482814104,3,0.22603077321622234,0.054945054945054944,0.434579594992929,3162.278609196805,210,241,331,0.8417598298683983,0.4276315789473684,1.1792100368105751,1.0369841536632456,3,0.2196134574837808,0.03296703296703297,0.6004211195259705,10000.00255109152,210,241,331,31,True
E8PSB1,SqAX3_SqhGFP42_GAP43_TM6B,1,43,1,106,6.0,2.9408522588522628,0.6688227039113317,18.191666666666663,71,3.2693545499142385,0.9990089772803372,8,1.6169974105680174,0.8518518518518519,1.1183422857295024,1.0073053829454117,8,0.23486674800580412,0.03076923076923077,0.5382249329557921,3162.2783188934504,107,129,130,1.2006605631514278,0.7314814814814815,1.0394732059469276,1.0120054831373086,8,0.27276938073091644,0.046153846153846156,0.5455193949183729,3162.2786565313663,149,172,234,0.9734250351373076,0.6296296296296297,0.831966756410111,1.0303991492033102,8,0.24859270697307126,0.03076923076923077,0.7752572569085886,10000.00270077652,149,172,234,23,True
PSB1E1,SqAX3_SqhGFP42_GAP43_TM6B,1,79,0,203,6.1667,1.511338261773364,0.3437157850147864,11.433239999999984,146,1.9471745218154328,0.9975207337709601,10,1.3305656852251624,0.7832512315270936,1.1138186362710636,0.9941026233124945,10,0.1855030278604466,0.112,0.3867610065847082,3162.2782507628303,202,234,250,1.660987232338225,0.9113300492610837,1.4387368435992451,0.9772673958995183,10,0.23485295592527672,0.04,0.4197597253339517,3162.278546703153,280,313,451,1.789721695474333,0.9014778325123153,1.5312721505309415,0.9724728461994907,10,0.23814814979782764,0.024,0.5793063208144253,10000.002353469274,280,313,451,33,False
PSB4,SqAX3_SqhGFP42_GAP43_TM6B,1,57,0,144,5.8333,2.401284092539814,0.5461115276353731,13.541756247187635,98,0.5251609942529236,0.993818003009579,6,1.7154795653987054,0.9722222222222222,1.5564068806917366,0.9758083513283198,6,0.2212874282155797,0.056818181818181816,0.36546649431918077,3162.27815583265,144,168,176,1.6826266489799757,0.9305555555555556,1.654884669649925,0.9715266420678002,6,0.2357593995226259,0.056818181818181816,0.3938358028556677,3162.2784777093107,200,225,318,1.8110693485791645,0.9166666666666666,1.7840676603410637,0.9659100175919029,6,0.2321412617090574,0.03409090909090909,0.5614011919025617,10000.002135291523,200,225,318,25,True
