series,frame,dlite_index,label,radius,pimorph_edge,dlite_CellFIT,dlite_DLITE,pimorph_tension_only_r0.1,pimorph_pressure_curvature_r0.1
2,0,0,0,164.94106054408118,,3.2110446412659375,0.3790002020059556,,
2,0,1,1,1414.358159678646,,2.6247662415186688,0.3095877279265881,,
2,0,2,2,487.52143114010335,,2.2344749462300704,0.26457213994761897,,
2,0,3,3,756.2926597022349,,3.218942330441206,0.3825101847751614,,
2,0,4,4,823.8349531530857,,3.290033778386314,0.3917931779607401,,
2,0,5,5,108.83730231700005,,3.470627111232324,0.2604139241187222,,
2,0,6,6,812.7416361481747,,0.374098748894867,0.11485672680856275,,
2,0,7,7,2223.1203422782205,,0.16137436753435808,0.09217474363278039,,
2,0,8,8,470.97925405346615,,0.2865091950687928,0.08711064574717418,,
2,0,9,9,396.2611810566189,,0.26108706883322075,0.07930604100515704,,
2,0,10,10,388.1367808729373,,0.32933145606591846,0.26208286830132776,,
2,0,11,11,1472427.7903827725,,0.3270375767522001,0.2578585332100354,,
2,0,12,12,1346.1750751617665,,0.11427122685634789,0.08853960544756152,,
2,0,13,13,827245.5755479842,,3.326660906428755,0.2442101315663925,,
2,0,14,14,753.1146954518165,,0.4176104032008892,0.04606169612648107,,
2,0,15,15,6263.527994391155,1.0,0.34258416831312183,0.30375578705017964,,
2,0,16,16,1481.6463261169383,,0.24629404853516318,0.21540850989054197,,
2,0,17,17,198.00956252608435,1.0,0.277251971681753,0.22006392781996612,,
2,0,18,18,630.1452330229388,,0.34462420774945224,0.3190695858614175,,
2,0,19,19,667.8558055012923,,2.9474043238517553,0.2881577295628247,,
2,0,20,20,52046.568704257996,,2.0052228266788332,0.19591951262570148,,
2,0,21,21,1079.353121321311,0.0,0.06625630568205591,0.2987872761958478,,
2,0,22,22,1776.1049278006808,0.0,0.3679488566123426,0.32062367869558883,,
2,0,23,23,2056.995681826749,,0.2937209814204202,0.25051740667168065,,
2,0,24,24,15185.647173670726,0.0,0.36064521193134663,0.35113674353844776,,
2,0,25,25,1477.787094072404,,0.5344443799759875,0.052025409200185294,,
2,0,26,26,318.3656140503462,,-0.26471223333062865,0.0,,
2,0,27,27,355.37499649853413,,1.5756781708728829,0.13646350639926758,,
2,0,28,28,875.4854333350279,3.0,0.20585466766917276,0.21421687195352865,,
2,0,29,29,565.7459769109444,4.0,0.09772996015690365,0.09826268087720899,,
2,0,30,30,563.4278222861391,,0.12523210175379676,0.12462474611669627,,
2,0,31,31,154.17707519300708,,0.09544494463084342,0.08736546173327187,,
2,0,32,32,317.52109156556423,,0.07056705188549597,0.0695204801565393,,
2,0,33,33,248.39880775216844,,0.12787070519545748,0.11095896162336687,,
2,0,34,34,296.52393992919554,,0.11788118208634231,0.10240458757275096,,
2,0,35,35,106.21857652403803,,0.1614823563070335,0.1932772966708578,,
2,0,36,36,158.24786886010352,4.0,0.14648033568654265,0.18803238612749434,,
2,0,37,37,195.02481751143685,0.0,0.18331739053260607,0.12349211180990018,,
2,0,38,38,458690.7117103614,,0.3917694905924664,0.34468696690343736,,
2,0,39,39,571.6024975739208,,1.9034167662984989,0.17851623843580164,,
2,0,40,40,67.19691175761399,,0.5518128918129913,0.19603224271190667,,
2,0,41,41,1306.1001911414153,,0.04945744184380441,0.012401294714416276,,
2,0,42,42,307.13169875796444,,0.5100149449678992,0.18921034293244515,,
2,0,43,43,707.0252937485747,,1.4106130268513315,0.137296442054818,,
2,0,44,44,207.7354505941256,4.0,0.06345930905388862,0.01702506904482401,,
2,0,45,45,1057.0790329420895,2.0,3.3107556471070154,0.15307152338482835,,
2,0,46,46,3349.299786394269,1.0,0.33204342894678235,0.3315990440989055,,
2,0,47,47,14487.338878715145,,2.966298151600402,0.2903953470021691,,
2,0,48,48,241.19319770219218,,1.5979934756328669,0.1560620828363643,,
2,0,49,49,66.39892571317117,,3.5141350900449564,0.3447594224029141,,
2,0,50,50,5417.518485848224,5.0,0.3211364206585481,0.3388261731079771,,
2,1,0,0,185.76537560887758,,2.213418847020749,0.4756343106495889,,
2,1,1,1,421.42907484645565,,1.5246019095353782,0.3291471581323521,,
2,1,2,2,730.7353867230568,,1.3172835215176204,0.2805724730851776,,
2,1,3,3,640.3032025208918,,1.51108981852326,0.3208895806420294,,
2,1,4,4,602.5197527997954,,1.709554838633904,0.36219512689497796,,
2,1,5,39,621.4065076752834,,0.7299954796316335,0.1635142445161705,,
2,1,6,5,548.4263293468479,0.0,1.375907108424476,0.3012670136130781,,
2,1,7,40,62073.90834442569,0.0,1.0025319799761276,0.2086305920467138,,
2,1,8,41,1285.4626143944015,,0.26182790372815,0.05367770498271365,,
2,1,9,42,272.4553583748551,0.0,0.8856949867059822,0.18616848201262146,,
2,1,10,6,3557.7699465236183,,0.27882078030430507,0.05557013758537132,,
2,1,11,7,2202.638320683297,0.0,0.6904169574701831,0.14938202899970363,,
2,1,12,8,287.06612282226126,,0.1894363196159356,0.03746348153993433,,
2,1,13,9,361.77189842736993,,0.24197346848916962,0.047936721155728564,,
2,1,14,14,904.6773954696246,0.0,0.6374470016192109,0.14471603021461152,,
2,1,15,16,369.86164917323816,,1.0279120647607882,0.22492687331551078,,
2,1,16,17,152.6476797027747,1.0,1.1340163660592382,0.23539147755386317,,
2,1,17,15,1832.3168774501146,1.0,1.406577152707835,0.30946541240645464,,
2,1,18,22,341.66365935611407,0.0,1.9432244124776177,0.3826499942343892,,
2,1,19,10,352.45321396016567,,1.6252816967821828,0.3124778489682007,,
2,1,20,11,1776.6803465535345,,1.3611034642490165,0.2613965036570221,,
2,1,21,12,2201.297265426791,,0.9724808508786215,0.1866904630046955,,
2,1,22,23,544.4719344952761,0.0,1.60854044436222,0.3101754076145368,,
2,1,23,24,1326.1070236651844,,1.7734260850776469,0.30681147106535533,,
2,1,24,38,267559.2331655418,,2.324934941128101,0.40895203336301666,,
2,1,25,37,120.34520174925981,,1.6418624737312602,0.2960102772212802,,
2,1,26,28,916.1360625672509,2.0,1.4846149272315816,0.28260438849769576,,
2,1,27,36,423.1539693667336,2.0,1.4591499508798946,0.2692629392993048,,
2,1,28,30,516.8562043326598,3.0,0.5075692744065159,0.09287978925337692,,
2,1,29,29,626.7120081514408,4.0,0.16198350667053216,0.05547452248777985,,
2,1,30,44,200.36768220846147,2.0,0.024083475525947598,0.004149650877322385,,
2,1,31,35,593.1726759919732,,1.4729535566119178,0.2716066964534918,,
2,1,32,34,215.19891794927207,3.0,0.21931927305703916,0.05750289296661823,,
2,1,33,31,245.11506657320805,3.0,0.3029700679918593,0.06240091968890422,,
2,1,34,33,933.3322058920569,,0.3041437981981491,0.06886360180822887,,
2,1,35,32,938.0069996475222,,0.3723181000674872,0.06780820167928121,,
2,1,36,18,722103.8180972197,,1.3141541638787562,0.2739753639256995,,
2,1,37,25,369036.6880433528,,0.8722297314385457,0.22264705250514538,,
2,1,38,43,432.84889721143253,,0.19645996988239253,0.04961235823785057,,
2,1,39,26,222.76690877598332,,-0.02747270967025388,0.0,,
2,1,40,27,263.78289830886865,,0.2114414443669303,0.04898081700621508,,
2,1,41,20,663.9837698313507,,0.3148809159353842,0.08028341225193729,,
2,1,42,19,282.86225392746843,,1.0874742550424028,0.2779370289887392,,
2,1,43,46,4130.644874020725,1.0,1.3839215019190596,0.2907977734427072,,
2,1,44,45,597.3453277245595,1.0,0.599453946938245,0.1776402963636153,,
2,1,45,50,529.6758974812502,,1.5573418970728579,0.3288110794954306,,
2,1,46,49,115225.61569513829,,1.1043362562540897,0.28369876692097445,,
2,1,47,47,2664.3184272741496,,1.1327951200221598,0.2898435120556953,,
2,1,48,48,56.784284312583786,,0.9276883976807417,0.23701910023152184,,
2,1,49,13,259.2996499181437,,1.1794870780005602,0.2547849247468151,,
2,1,50,21,896.0019952931727,,1.4473412271865917,0.2677394984053596,,
2,2,0,1,449078.3589724948,,2.146872093548033,0.26499671141477915,,
2,2,1,2,396.28200169217786,,2.309353437396975,0.3018272482351219,,
2,2,2,3,677.0895971525825,,2.911539588843249,0.3896043415772745,,
2,2,3,4,589.7380464340825,,3.0566769943657253,0.40631325372644767,,
2,2,4,39,477.361639256621,,0.5345471721695618,0.16841024114866832,,
2,2,5,5,134.17046465586077,0.0,0.9639403948817189,0.24587997194785782,,
2,2,6,41,1206.9283033142067,,-0.057167902510571494,0.0,,
2,2,7,42,149.29060370320602,0.0,2.512984156055697,0.29144166921802384,,
2,2,8,6,546643.8171909738,,1.3932784961801907,0.1469468551861839,,
2,2,9,7,4144.9122857591,0.0,1.37644410903564,0.18444789069187612,,
2,2,10,8,599.80046946254,,0.8094939284378725,0.08120211299983707,,
2,2,11,9,437.506114043374,,1.018218828099825,0.10337271038284357,,
2,2,12,10,206.37263748465594,,1.8580890498649145,0.3246920406997388,,
2,2,13,11,2065.2426399360934,,1.7814968461994602,0.309008733103947,,
2,2,14,12,2410.614560642232,,0.5650078419952053,0.0979749095131607,,
2,2,15,23,236.30967954339914,0.0,1.7422261336879918,0.336449118148859,,
2,2,16,24,390125.9294294887,3.0,1.247881864233814,0.2703893944186517,,
2,2,17,37,88.9728604987399,3.0,1.1702663091146175,0.2590922981760052,,
2,2,18,38,957.8085610283944,,1.718707211002783,0.37107869620040995,,
2,2,19,13,78.85770449085832,2.0,0.3353867699558905,0.13041122089123572,,
2,2,20,14,1344.4251692916735,1.0,1.042307923785782,0.2762627427434247,0.24211316808958427,0.41730893720514317
2,2,21,15,837.4512286092522,11.0,0.6872179892902981,0.2653063576819864,,
2,2,22,45,682.8870257770093,19.0,-0.06674610689678681,0.14601863098477155,1.8066412673447199,1.6866329048518476
2,2,23,16,1151.0928922721012,,0.621047618679482,0.2516194803899692,,
2,2,24,17,312.2350366435107,11.0,0.4844472456327084,0.1474704323338732,,
2,2,25,18,399.39780748935897,,0.8601938734886508,0.2446903979114478,,
2,2,26,46,4748.280107915523,11.0,0.9165913332593671,0.2770767346496618,,
2,2,27,19,211.4331165915823,,0.29048570653181716,0.19615222329687887,,
2,2,28,20,218.72916631285509,,0.04011238688299261,0.024706600919201044,,
2,2,29,47,1701.9317177700664,,0.2917273970063709,0.19895684951533799,,
2,2,30,50,1268.5346128802262,24.0,1.1672003776526618,0.38929148594593965,,
2,2,31,48,48.15015379590067,,0.44067089603910525,0.29159218991017577,,
2,2,32,25,788.1267621328536,,0.46041661733839695,0.28518142017798825,,
2,2,33,43,579.1666606990832,,-0.04383980235273999,0.00038161155041870266,,
2,2,34,26,201.46927272689945,,0.010075873074268998,0.0,,
2,2,35,27,242.78249569136656,,-0.042312914811983536,0.0003828267563564534,,
2,2,36,28,752.6226595339697,20.0,1.1305475090596253,0.29514190160379683,1.8088001095688626,1.0795564006963927
2,2,37,36,94336.95373481918,21.0,1.2701093125650338,0.3103781524072991,,
