edge_id,face_left,face_right,kind_left,kind_right,label_left,label_right,arclength,tension,relative_tension,identifiable,setting,ablation_id,is_cut_edge,on_cable
105,36,44,cell,outer,4,-1,29.0,,,False,tension_only_r0.1,E8PSB1,False,False
106,33,36,cell,cell,9,4,55.98245523753543,0.8529449254102773,0.909932209937106,True,tension_only_r0.1,E8PSB1,False,False
107,34,31,cell,cell,6,13,1.0,1.0437037004278285,1.113436033625514,True,tension_only_r0.1,E8PSB1,False,False
108,37,31,cell,cell,41,13,38.53735774244149,0.9395528432164619,1.002326609270129,True,tension_only_r0.1,E8PSB1,False,False
109,34,37,cell,cell,6,41,36.256423475990765,0.5472410650911818,0.5838035456828977,True,tension_only_r0.1,E8PSB1,False,False
110,38,34,cell,cell,38,6,16.45093038830254,0.5388279578184807,0.5748283386501524,True,tension_only_r0.1,E8PSB1,False,False
111,35,38,cell,cell,17,38,24.79813073343135,0.827269045874045,0.8825408636585116,True,tension_only_r0.1,E8PSB1,False,False
112,31,39,cell,cell,13,18,60.78893770166052,1.1247044898776652,1.1998486789851042,True,tension_only_r0.1,E8PSB1,False,False
113,39,33,cell,cell,18,9,9.0,1.7321473211340908,1.8478762143968903,True,tension_only_r0.1,E8PSB1,False,False
114,44,38,outer,cell,-1,38,132.12448474893256,,,False,tension_only_r0.1,E8PSB1,False,False
115,38,37,cell,cell,38,41,81.99526767010134,0.2518310313573472,0.26865646311631186,True,tension_only_r0.1,E8PSB1,False,False
116,40,33,cell,cell,34,9,18.884653639529624,1.0375391554963973,1.1068596207463173,True,tension_only_r0.1,E8PSB1,False,False
117,39,40,cell,cell,18,34,44.79206646263955,1.7712812570690928,1.8896247819163523,True,tension_only_r0.1,E8PSB1,False,False
118,40,36,cell,cell,34,4,17.704311711140882,0.8594233009648387,0.9168434212117718,True,tension_only_r0.1,E8PSB1,False,False
119,37,39,cell,cell,41,18,26.731191157725032,0.9454407483931069,1.0086078994328058,True,tension_only_r0.1,E8PSB1,False,False
120,36,41,cell,cell,4,12,60.926446409437574,0.6835539903878497,0.7292238625908459,True,tension_only_r0.1,E8PSB1,False,False
121,41,44,cell,outer,12,-1,76.12448474893256,,,False,tension_only_r0.1,E8PSB1,False,False
122,42,36,cell,cell,36,4,17.860713516732798,0.8652581722144725,0.9230681341243012,True,tension_only_r0.1,E8PSB1,False,False
123,40,42,cell,cell,34,36,22.818520206462633,0.6867788131022996,0.7326641434012432,True,tension_only_r0.1,E8PSB1,False,False
124,42,41,cell,cell,36,12,17.8150305866399,0.5305723261382268,0.5660211285297254,True,tension_only_r0.1,E8PSB1,False,False
125,38,39,cell,cell,38,18,12.250716895522931,1.0544581694351818,1.1249090343539656,True,tension_only_r0.1,E8PSB1,False,False
126,42,44,cell,outer,36,-1,33.0,,,False,tension_only_r0.1,E8PSB1,False,False
127,40,44,cell,outer,34,-1,37.0,,,False,tension_only_r0.1,E8PSB1,False,False
128,39,44,cell,outer,18,-1,47.0,,,False,tension_only_r0.1,E8PSB1,False,False
0,0,44,cell,outer,42,-1,137.12448474893256,,,False,pressure_curvature_r0.1,E8PSB1,False,False
1,44,1,outer,cell,-1,10,23.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
2,44,2,outer,cell,-1,20,42.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
3,44,3,outer,cell,-1,22,34.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
4,44,4,outer,cell,-1,16,26.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
5,44,5,outer,cell,-1,30,25.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
6,44,6,outer,cell,-1,3,90.12448474893256,,,False,pressure_curvature_r0.1,E8PSB1,False,False
7,1,0,cell,cell,10,42,10.1967995986131,0.8455985734793254,0.9282957438583104,True,pressure_curvature_r0.1,E8PSB1,False,False
8,2,1,cell,cell,20,10,7.306335431231097,1.459806163680847,1.6025711148343023,True,pressure_curvature_r0.1,E8PSB1,False,False
9,3,2,cell,cell,22,20,10.551672191003563,0.980767944715383,1.0766843007383724,True,pressure_curvature_r0.1,E8PSB1,False,False
10,4,3,cell,cell,16,22,20.766549959399075,0.9739445294901939,1.0691935746293413,True,pressure_curvature_r0.1,E8PSB1,False,False
11,5,4,cell,cell,30,16,15.763672396145253,1.6442713763454808,1.8050765082645626,True,pressure_curvature_r0.1,E8PSB1,False,False
12,6,5,cell,cell,3,30,11.888608440353302,0.9609387410935535,1.0549158565811114,True,pressure_curvature_r0.1,E8PSB1,False,False
13,2,7,cell,cell,20,19,35.735572095173865,0.8487184845766995,0.9317207735162861,True,pressure_curvature_r0.1,E8PSB1,False,False
14,7,1,cell,cell,19,10,47.26682430167668,1.125787462255134,1.235886320621898,True,pressure_curvature_r0.1,E8PSB1,False,False
15,8,0,cell,cell,5,42,79.46275077177728,0.3743949064831473,0.41100967895499085,True,pressure_curvature_r0.1,E8PSB1,False,False
16,1,8,cell,cell,10,5,41.684674252763685,0.6541631132517305,0.7181384321901656,True,pressure_curvature_r0.1,E8PSB1,False,False
17,9,2,cell,cell,23,20,14.512462323473326,0.24898870957021468,0.273339107481896,True,pressure_curvature_r0.1,E8PSB1,False,False
18,3,9,cell,cell,22,23,44.813045129078084,0.8069885911791324,0.8859098135081213,True,pressure_curvature_r0.1,E8PSB1,False,False
19,10,5,cell,cell,1,30,6.1781325211239935,1.214453451515436,1.3332235951121527,True,pressure_curvature_r0.1,E8PSB1,False,False
20,6,10,cell,cell,3,1,58.59171003793621,1.022193308560852,1.1221609490578022,True,pressure_curvature_r0.1,E8PSB1,False,False
21,10,4,cell,cell,1,16,13.129688755600807,1.2415446891407043,1.3629642798438135,True,pressure_curvature_r0.1,E8PSB1,False,False
22,4,9,cell,cell,16,23,25.121365323468375,1.3686906361521727,1.5025447440987785,True,pressure_curvature_r0.1,E8PSB1,False,False
23,9,7,cell,cell,23,19,96.56384732320225,0.9356020831355403,1.0271013444902954,True,pressure_curvature_r0.1,E8PSB1,False,False
24,10,9,cell,cell,1,23,45.68226451739726,1.684021276186969,1.8487138368965388,True,pressure_curvature_r0.1,E8PSB1,False,False
25,6,11,cell,cell,3,39,9.0,1.3996090225959084,1.5364868620763321,True,pressure_curvature_r0.1,E8PSB1,False,False
26,11,10,cell,cell,39,1,34.3381432307347,0.7672925149287051,0.8423315722635509,True,pressure_curvature_r0.1,E8PSB1,False,False
27,44,11,outer,cell,-1,39,33.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
28,1,12,cell,cell,10,11,33.55961045956222,0.518088331637544,0.5687559183347459,True,pressure_curvature_r0.1,E8PSB1,False,False
29,7,13,cell,cell,19,31,76.52326431038301,1.4120305341839394,1.5501231626817256,True,pressure_curvature_r0.1,E8PSB1,False,False
30,12,8,cell,cell,11,5,22.37509488982295,0.8001506113291046,0.8784030983947652,True,pressure_curvature_r0.1,E8PSB1,False,False
31,13,1,cell,cell,31,10,15.156842264203007,0.47708418125497837,0.5237416769742826,True,pressure_curvature_r0.1,E8PSB1,False,False
32,13,12,cell,cell,31,11,20.124249268759062,0.7277722737283465,0.7989463622441023,True,pressure_curvature_r0.1,E8PSB1,False,False
33,14,8,cell,cell,15,5,17.836242751423878,0.5898880052556368,0.6475773987871618,True,pressure_curvature_r0.1,E8PSB1,False,False
34,12,14,cell,cell,11,15,35.806044118723875,0.5699784870601781,0.6257207855160825,True,pressure_curvature_r0.1,E8PSB1,False,False
35,15,9,cell,cell,21,23,29.371838190094834,2.078462894861679,2.281730740306994,True,pressure_curvature_r0.1,E8PSB1,False,False
36,10,15,cell,cell,1,21,31.284742550740507,2.455490909680939,2.6956310382130955,True,pressure_curvature_r0.1,E8PSB1,False,False
37,16,10,cell,cell,40,1,7.8132891984797315,0.6776035165994915,0.7438712412848117,True,pressure_curvature_r0.1,E8PSB1,False,False
38,11,16,cell,cell,39,40,16.0,0.5641667741522323,0.6193407033752457,True,pressure_curvature_r0.1,E8PSB1,False,False
39,44,16,outer,cell,-1,40,18.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
40,15,7,cell,cell,21,19,1.4169730060943293,1.8667384472505972,2.0493002351567577,True,pressure_curvature_r0.1,E8PSB1,False,False
41,13,14,cell,cell,31,15,37.849335354305765,0.79541981358203,0.8732096418878624,True,pressure_curvature_r0.1,E8PSB1,False,False
42,15,13,cell,cell,21,31,9.124249268759064,1.7675226653510752,1.9403814278769194,True,pressure_curvature_r0.1,E8PSB1,False,False
43,8,17,cell,cell,5,33,17.868227732103012,1.1147367206553502,1.223754847467505,True,pressure_curvature_r0.1,E8PSB1,False,True
44,17,0,cell,cell,33,42,21.705046871847205,0.1936902295881764,0.21263259115235392,True,pressure_curvature_r0.1,E8PSB1,False,False
45,10,18,cell,cell,1,8,2.2360802701559255,2.5529952009891375,2.8026709759188733,True,pressure_curvature_r0.1,E8PSB1,False,False
46,18,15,cell,cell,8,21,49.248995785146974,0.3239264598606232,0.3556055597095426,True,pressure_curvature_r0.1,E8PSB1,False,False
47,16,18,cell,cell,40,8,9.32284171572283,2.591967789123408,2.845454973937373,True,pressure_curvature_r0.1,E8PSB1,False,False
48,14,17,cell,cell,15,33,49.436489100024026,1.1862264926006039,1.3022361187320939,True,pressure_curvature_r0.1,E8PSB1,False,True
49,19,13,cell,cell,7,31,54.922838427910705,0.6765104590068292,0.7426712857232911,True,pressure_curvature_r0.1,E8PSB1,False,False
50,15,19,cell,cell,21,7,27.845294723506694,1.5635062175587535,1.716412743323156,True,pressure_curvature_r0.1,E8PSB1,False,False
51,0,20,cell,cell,42,35,26.553114124234703,0.39016013996782767,0.4283167080864906,True,pressure_curvature_r0.1,E8PSB1,False,False
52,16,21,cell,cell,40,32,13.128579545002147,2.1471576780216335,2.3571436807170865,True,pressure_curvature_r0.1,E8PSB1,False,False
53,20,44,cell,outer,35,-1,53.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
54,21,18,cell,cell,32,8,41.4818069068117,0.8334017068134396,0.9149060578187963,True,pressure_curvature_r0.1,E8PSB1,False,False
55,17,20,cell,cell,33,35,55.45746104725562,0.6322007027220088,0.6940281594685335,True,pressure_curvature_r0.1,E8PSB1,False,False
56,44,21,outer,cell,-1,32,46.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
57,19,14,cell,cell,7,15,22.672172710429326,0.4788039505651237,0.5256296349026615,True,pressure_curvature_r0.1,E8PSB1,False,False
58,15,22,cell,cell,21,28,37.41295924196583,1.4784635250788014,1.6230531138827207,True,pressure_curvature_r0.1,E8PSB1,False,False
59,22,19,cell,cell,28,7,48.14293520841561,0.7240781087666939,0.7948909183034835,True,pressure_curvature_r0.1,E8PSB1,False,False
60,23,17,cell,cell,29,33,56.271871792217006,0.6078557211602347,0.6673023069459636,True,pressure_curvature_r0.1,E8PSB1,False,False
61,14,23,cell,cell,15,29,23.101622079721327,1.4413648246606865,1.5823262645467424,True,pressure_curvature_r0.1,E8PSB1,False,True
62,19,23,cell,cell,7,29,31.479457963050635,1.2993456828866812,1.4264180487691736,True,pressure_curvature_r0.1,E8PSB1,False,True
63,21,15,cell,cell,32,21,3.0,1.0012931605777473,1.0992168251824568,True,pressure_curvature_r0.1,E8PSB1,False,False
64,21,22,cell,cell,32,28,1.4169730060943293,1.974154901643613,2.1672217177144915,True,pressure_curvature_r0.1,E8PSB1,False,False
65,21,24,cell,cell,32,26,24.328630059146835,1.9548906911484911,2.146073521428125,True,pressure_curvature_r0.1,E8PSB1,False,False
66,24,22,cell,cell,26,28,55.16774788800767,0.919607103305538,1.0095421004648517,True,pressure_curvature_r0.1,E8PSB1,False,False
67,21,25,cell,cell,32,14,9.57551843334573,2.048492348347137,2.248829158347032,True,pressure_curvature_r0.1,E8PSB1,False,False
68,25,24,cell,cell,14,26,51.45184154260846,0.6745704015218698,0.7405414960540417,True,pressure_curvature_r0.1,E8PSB1,False,False
69,20,26,cell,cell,35,25,44.22770069225706,0.835333951755954,0.9170272709008471,True,pressure_curvature_r0.1,E8PSB1,False,False
70,23,20,cell,cell,29,35,3.1836008691813857,0.8006525925896214,0.8789541720155697,True,pressure_curvature_r0.1,E8PSB1,False,False
71,19,27,cell,cell,7,45,13.122375892343655,1.2006605631514278,1.3180818009258897,True,pressure_curvature_r0.1,E8PSB1,True,True
72,27,23,cell,cell,45,29,32.75404537010107,0.5182510250154188,0.5689345226689676,True,pressure_curvature_r0.1,E8PSB1,False,False
73,44,25,outer,cell,-1,14,47.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
74,20,28,cell,cell,35,43,3.1836008691813857,0.9183211097077556,1.0081303402976858,True,pressure_curvature_r0.1,E8PSB1,False,False
75,29,20,cell,cell,37,35,3.1836008691813857,1.0319831075222017,1.132908162917987,True,pressure_curvature_r0.1,E8PSB1,False,False
76,28,44,cell,outer,43,-1,26.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
77,23,29,cell,cell,29,37,49.158628085034,0.9074472295250646,0.9961930251112571,True,pressure_curvature_r0.1,E8PSB1,False,False
78,26,28,cell,cell,25,43,23.17813252112399,0.4937133932451129,0.5419971792874461,True,pressure_curvature_r0.1,E8PSB1,False,False
79,29,26,cell,cell,37,25,29.484419907344204,0.5093595019647074,0.5591734335857264,True,pressure_curvature_r0.1,E8PSB1,False,False
80,30,19,cell,cell,2,7,4.28730109467216,0.7202017361847568,0.7906354473480216,True,pressure_curvature_r0.1,E8PSB1,False,True
81,22,30,cell,cell,28,2,61.27258162232081,0.37252990027294164,0.40896228036480675,True,pressure_curvature_r0.1,E8PSB1,False,False
82,30,27,cell,cell,2,45,22.39940793277185,0.8398700519269022,0.9220069889543913,True,pressure_curvature_r0.1,E8PSB1,False,False
83,31,23,cell,cell,13,29,39.090614025676246,0.9596999694863486,1.0535559365828442,True,pressure_curvature_r0.1,E8PSB1,False,False
84,27,31,cell,cell,45,13,39.467128525318955,0.29485144755540427,0.32368709269450496,True,pressure_curvature_r0.1,E8PSB1,False,False
85,26,32,cell,cell,25,24,19.458164017018465,0.6945405693178829,0.7624646902866163,True,pressure_curvature_r0.1,E8PSB1,False,False
86,32,28,cell,cell,24,43,4.807370474256231,0.3922982807222687,0.43066395301377414,True,pressure_curvature_r0.1,E8PSB1,False,False
87,30,31,cell,cell,2,13,49.475744401045645,0.765883278816178,0.8407845168091317,True,pressure_curvature_r0.1,E8PSB1,False,False
88,32,44,cell,outer,24,-1,34.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
89,26,33,cell,cell,25,9,15.264816998043354,1.0051680792337914,1.1034707000221484,True,pressure_curvature_r0.1,E8PSB1,False,False
90,33,32,cell,cell,9,24,38.88392607203797,-0.01367658531024707,-0.015014117019827085,True,pressure_curvature_r0.1,E8PSB1,False,False
91,29,33,cell,cell,37,9,39.540424861215314,1.3116661100247475,1.4399433791487226,True,pressure_curvature_r0.1,E8PSB1,False,False
92,24,43,cell,gap,26,-1,8.771517360341248,0.25382994587786767,0.2786538031310561,True,pressure_curvature_r0.1,E8PSB1,False,False
93,24,30,cell,cell,26,2,1.0,1.1295431236066813,1.2400092751269765,True,pressure_curvature_r0.1,E8PSB1,False,False
94,24,34,cell,cell,26,6,1.0,0.6347875880770706,0.6968680349606035,True,pressure_curvature_r0.1,E8PSB1,False,True
95,34,30,cell,cell,6,2,36.76373654132613,1.1197724481140452,1.2292830549571447,True,pressure_curvature_r0.1,E8PSB1,False,False
96,43,34,gap,cell,-1,6,8.873104962439784,0.25382994587786634,0.27865380313105464,True,pressure_curvature_r0.1,E8PSB1,False,False
97,34,24,cell,cell,6,26,3.1836008691813857,0.5194716861159814,0.5702745610038045,True,pressure_curvature_r0.1,E8PSB1,False,False
98,25,34,cell,cell,14,6,4.5444603598349005,0.7184620393588432,0.7887256130486868,True,pressure_curvature_r0.1,E8PSB1,False,True
99,23,33,cell,cell,29,9,17.390483156957234,1.970016175241446,2.1626782354705263,True,pressure_curvature_r0.1,E8PSB1,False,False
100,25,35,cell,cell,14,17,37.04767698121413,0.127154683056395,0.13959005466059934,True,pressure_curvature_r0.1,E8PSB1,False,False
101,35,34,cell,cell,17,6,26.828363391039197,0.9143828910456329,1.003806974888743,True,pressure_curvature_r0.1,E8PSB1,False,False
102,44,35,outer,cell,-1,17,28.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
103,31,33,cell,cell,13,9,24.809054540909216,2.0015641494902874,2.197311513175869,True,pressure_curvature_r0.1,E8PSB1,False,False
104,32,36,cell,cell,24,4,32.50491237096471,1.1530240157028024,1.2657865326560875,True,pressure_curvature_r0.1,E8PSB1,False,False
105,36,44,cell,outer,4,-1,29.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
106,33,36,cell,cell,9,4,55.98245523753543,1.094992727861607,1.202079947518482,True,pressure_curvature_r0.1,E8PSB1,False,False
107,34,31,cell,cell,6,13,1.0,1.1627062806395874,1.2764156959655093,True,pressure_curvature_r0.1,E8PSB1,False,False
108,37,31,cell,cell,41,13,38.53735774244149,0.7871536840954291,0.8641351081064015,True,pressure_curvature_r0.1,E8PSB1,False,False
109,34,37,cell,cell,6,41,36.256423475990765,0.5956828694396257,0.6539389844460635,True,pressure_curvature_r0.1,E8PSB1,False,False
110,38,34,cell,cell,38,6,16.45093038830254,0.5861095696400693,0.6434294427588754,True,pressure_curvature_r0.1,E8PSB1,False,False
111,35,38,cell,cell,17,38,24.79813073343135,1.0183133388342966,1.1179015291670606,True,pressure_curvature_r0.1,E8PSB1,False,False
112,31,39,cell,cell,13,18,60.78893770166052,0.8615980866054861,0.9458599645235706,True,pressure_curvature_r0.1,E8PSB1,False,False
113,39,33,cell,cell,18,9,9.0,1.9173829774308067,2.1048976584382926,True,pressure_curvature_r0.1,E8PSB1,False,False
114,44,38,outer,cell,-1,38,132.12448474893256,,,False,pressure_curvature_r0.1,E8PSB1,False,False
115,38,37,cell,cell,38,41,81.99526767010134,0.22283716135563292,0.24463001115145472,True,pressure_curvature_r0.1,E8PSB1,False,False
116,40,33,cell,cell,34,9,18.884653639529624,1.074001652316057,1.179036003619943,True,pressure_curvature_r0.1,E8PSB1,False,False
117,39,40,cell,cell,18,34,44.79206646263955,1.9154263357812071,2.1027496627195847,True,pressure_curvature_r0.1,E8PSB1,False,False
118,40,36,cell,cell,34,4,17.704311711140882,0.9806147043483588,1.0765160738929669,True,pressure_curvature_r0.1,E8PSB1,False,False
119,37,39,cell,cell,41,18,26.731191157725032,0.8129497688694203,0.8924539776680821,True,pressure_curvature_r0.1,E8PSB1,False,False
120,36,41,cell,cell,4,12,60.926446409437574,0.8763004444523673,0.9620001717590022,True,pressure_curvature_r0.1,E8PSB1,False,False
121,41,44,cell,outer,12,-1,76.12448474893256,,,False,pressure_curvature_r0.1,E8PSB1,False,False
122,42,36,cell,cell,36,4,17.860713516732798,1.2935069908628822,1.4200083490305722,True,pressure_curvature_r0.1,E8PSB1,False,False
123,40,42,cell,cell,34,36,22.818520206462633,0.6072905988678932,0.6666819172773983,True,pressure_curvature_r0.1,E8PSB1,False,False
124,42,41,cell,cell,36,12,17.8150305866399,1.1141176800321988,1.2230752664065032,True,pressure_curvature_r0.1,E8PSB1,False,False
125,38,39,cell,cell,38,18,12.250716895522931,1.0568307702460042,1.160185857411279,True,pressure_curvature_r0.1,E8PSB1,False,False
126,42,44,cell,outer,36,-1,33.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
127,40,44,cell,outer,34,-1,37.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
128,39,44,cell,outer,18,-1,47.0,,,False,pressure_curvature_r0.1,E8PSB1,False,False
0,0,44,cell,outer,42,-1,137.12448474893256,,,False,pressure_curvature_r0.01,E8PSB1,False,False
1,44,1,outer,cell,-1,10,23.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
2,44,2,outer,cell,-1,20,42.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
3,44,3,outer,cell,-1,22,34.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
4,44,4,outer,cell,-1,16,26.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
5,44,5,outer,cell,-1,30,25.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
6,44,6,outer,cell,-1,3,90.12448474893256,,,False,pressure_curvature_r0.01,E8PSB1,False,False
7,1,0,cell,cell,10,42,10.1967995986131,0.5775845764204418,0.7236249153175726,True,pressure_curvature_r0.01,E8PSB1,False,False
8,2,1,cell,cell,20,10,7.306335431231097,1.596239808484265,1.9998437344008069,True,pressure_curvature_r0.01,E8PSB1,False,False
9,3,2,cell,cell,22,20,10.551672191003563,0.9387770367011907,1.1761436877263165,True,pressure_curvature_r0.01,E8PSB1,False,False
10,4,3,cell,cell,16,22,20.766549959399075,1.1051375572602293,1.3845679125347217,True,pressure_curvature_r0.01,E8PSB1,False,False
11,5,4,cell,cell,30,16,15.763672396145253,1.775093743975951,2.2239202925500585,True,pressure_curvature_r0.01,E8PSB1,False,False
12,6,5,cell,cell,3,30,11.888608440353302,0.9133952325657237,1.144344178844063,True,pressure_curvature_r0.01,E8PSB1,False,False
13,2,7,cell,cell,20,19,35.735572095173865,0.8992569331251471,1.1266310574189256,True,pressure_curvature_r0.01,E8PSB1,False,False
14,7,1,cell,cell,19,10,47.26682430167668,1.2849241298812841,1.6098129220092214,True,pressure_curvature_r0.01,E8PSB1,False,False
15,8,0,cell,cell,5,42,79.46275077177728,0.20234326787681645,0.25350509009412686,True,pressure_curvature_r0.01,E8PSB1,False,False
16,1,8,cell,cell,10,5,41.684674252763685,0.49801674763840953,0.6239386256987707,True,pressure_curvature_r0.01,E8PSB1,False,False
17,9,2,cell,cell,23,20,14.512462323473326,0.16796579994769623,0.21043539375075726,True,pressure_curvature_r0.01,E8PSB1,False,False
18,3,9,cell,cell,22,23,44.813045129078084,0.8205388312174731,1.028009345288171,True,pressure_curvature_r0.01,E8PSB1,False,False
19,10,5,cell,cell,1,30,6.1781325211239935,1.2200147784667834,1.5284914570010462,True,pressure_curvature_r0.01,E8PSB1,False,False
20,6,10,cell,cell,3,1,58.59171003793621,0.9818709953554539,1.2301338104805475,True,pressure_curvature_r0.01,E8PSB1,False,False
21,10,4,cell,cell,1,16,13.129688755600807,1.4201508962905582,1.7792313264929824,True,pressure_curvature_r0.01,E8PSB1,False,False
22,4,9,cell,cell,16,23,25.121365323468375,1.563011854945766,1.9582142033380354,True,pressure_curvature_r0.01,E8PSB1,False,False
23,9,7,cell,cell,23,19,96.56384732320225,1.0877450472885268,1.3627777642703196,True,pressure_curvature_r0.01,E8PSB1,False,False
24,10,9,cell,cell,1,23,45.68226451739726,2.0704517093924957,2.5939585370570204,True,pressure_curvature_r0.01,E8PSB1,False,False
25,6,11,cell,cell,3,39,9.0,1.3098573209318416,1.641050387480292,True,pressure_curvature_r0.01,E8PSB1,False,False
26,11,10,cell,cell,39,1,34.3381432307347,0.7377497733612114,0.924287349538669,True,pressure_curvature_r0.01,E8PSB1,False,False
27,44,11,outer,cell,-1,39,33.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
28,1,12,cell,cell,10,11,33.55961045956222,0.37874974117697824,0.4745153533778529,True,pressure_curvature_r0.01,E8PSB1,False,False
29,7,13,cell,cell,19,31,76.52326431038301,1.656132055198907,2.0748795364744304,True,pressure_curvature_r0.01,E8PSB1,False,False
30,12,8,cell,cell,11,5,22.37509488982295,0.5860568628449602,0.7342393911827064,True,pressure_curvature_r0.01,E8PSB1,False,False
31,13,1,cell,cell,31,10,15.156842264203007,0.3637862513408854,0.45576839491056853,True,pressure_curvature_r0.01,E8PSB1,False,False
32,13,12,cell,cell,31,11,20.124249268759062,0.5437432024642237,0.681226862524915,True,pressure_curvature_r0.01,E8PSB1,False,False
33,14,8,cell,cell,15,5,17.836242751423878,0.4235364235935439,0.530626199467086,True,pressure_curvature_r0.01,E8PSB1,False,False
34,12,14,cell,cell,11,15,35.806044118723875,0.40416035185505783,0.5063509524411979,True,pressure_curvature_r0.01,E8PSB1,False,False
35,15,9,cell,cell,21,23,29.371838190094834,2.7832391377280112,3.486971895663843,True,pressure_curvature_r0.01,E8PSB1,False,False
36,10,15,cell,cell,1,21,31.284742550740507,3.4191081576149234,4.28361828210369,True,pressure_curvature_r0.01,E8PSB1,False,False
37,16,10,cell,cell,40,1,7.8132891984797315,0.6849788083406854,0.8581734215476147,True,pressure_curvature_r0.01,E8PSB1,False,False
38,11,16,cell,cell,39,40,16.0,0.4427525104648483,0.554701009984292,True,pressure_curvature_r0.01,E8PSB1,False,False
39,44,16,outer,cell,-1,40,18.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
40,15,7,cell,cell,21,19,1.4169730060943293,2.389485692628209,2.9936592017339114,True,pressure_curvature_r0.01,E8PSB1,False,False
41,13,14,cell,cell,31,15,37.849335354305765,0.590690686088322,0.7400448612194157,True,pressure_curvature_r0.01,E8PSB1,False,False
42,15,13,cell,cell,21,31,9.124249268759064,2.104375026224326,2.6364592517088177,True,pressure_curvature_r0.01,E8PSB1,False,False
43,8,17,cell,cell,5,33,17.868227732103012,0.8729177720076516,1.093632127026246,True,pressure_curvature_r0.01,E8PSB1,False,True
44,17,0,cell,cell,33,42,21.705046871847205,0.08535343579492394,0.10693476811992614,True,pressure_curvature_r0.01,E8PSB1,False,False
45,10,18,cell,cell,1,8,2.2360802701559255,3.7098538501396052,4.647878055860135,True,pressure_curvature_r0.01,E8PSB1,False,False
46,18,15,cell,cell,8,21,49.248995785146974,0.3812967640306596,0.47770638248778785,True,pressure_curvature_r0.01,E8PSB1,False,False
47,16,18,cell,cell,40,8,9.32284171572283,3.76010897676212,4.71084002408281,True,pressure_curvature_r0.01,E8PSB1,False,False
48,14,17,cell,cell,15,33,49.436489100024026,0.9607064836517998,1.203617922393283,True,pressure_curvature_r0.01,E8PSB1,False,True
49,19,13,cell,cell,7,31,54.922838427910705,0.5695796928238583,0.7135960235306698,True,pressure_curvature_r0.01,E8PSB1,False,False
50,15,19,cell,cell,21,7,27.845294723506694,1.8771966586663504,2.3518395895894844,True,pressure_curvature_r0.01,E8PSB1,False,False
51,0,20,cell,cell,42,35,26.553114124234703,0.19272294990185113,0.24145230671977494,True,pressure_curvature_r0.01,E8PSB1,False,False
52,16,21,cell,cell,40,32,13.128579545002147,3.189723012139363,3.9962338656108356,True,pressure_curvature_r0.01,E8PSB1,False,False
53,20,44,cell,outer,35,-1,53.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
54,21,18,cell,cell,32,8,41.4818069068117,1.1388703070507136,1.4268298759026619,True,pressure_curvature_r0.01,E8PSB1,False,False
55,17,20,cell,cell,33,35,55.45746104725562,0.46229269189469724,0.5791818612911172,True,pressure_curvature_r0.01,E8PSB1,False,False
56,44,21,outer,cell,-1,32,46.0,,,False,pressure_curvature_r0.01,E8PSB1,False,False
57,19,14,cell,cell,7,15,22.672172710429326,0.3640500062972084,0.4560988394302555,True,pressure_curvature_r0.01,E8PSB1,False,False
58,15,22,cell,cell,21,28,37.41295924196583,1.760945384187061,2.206194567051001,True,pressure_curvature_r0.01,E8PSB1,False,False
59,22,19,cell,cell,28,7,48.14293520841561,0.7200514400749327,0.9021140515518768,True,pressure_curvature_r0.01,E8PSB1,False,False
60,23,17,cell,cell,29,33,56.271871792217006,0.4724886630690005,0.5919558498614332,True,pressure_curvature_r0.01,E8PSB1,False,False
61,14,23,cell,cell,15,29,23.101622079721327,1.1831869329482911,1.4823518132456552,True,pressure_curvature_r0.01,E8PSB1,False,True
62,19,23,cell,cell,7,29,31.479457963050635,1.0796855228605642,1.352680415899578,True,pressure_curvature_r0.01,E8PSB1,False,True
63,21,15,cell,cell,32,21,3.0,1.2493106136604841,1.565194646675155,True,pressure_curvature_r0.01,E8PSB1,False,False
