edge_id,face_left,face_right,kind_left,kind_right,label_left,label_right,arclength,tension,relative_tension,identifiable,setting,ablation_id,is_cut_edge,on_cable
0,0,39,cell,outer,33,-1,113.12448474893256,,,False,tension_only_r0.1,190216E4PSB1,False,False
1,39,1,outer,cell,-1,42,63.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
2,39,2,outer,cell,-1,35,51.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
3,39,3,outer,cell,-1,22,19.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
4,39,4,outer,cell,-1,5,26.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
5,39,5,outer,cell,-1,8,22.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
6,39,6,outer,cell,-1,12,15.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
7,39,7,outer,cell,-1,1,21.124484748932566,,,False,tension_only_r0.1,190216E4PSB1,False,False
8,1,0,cell,cell,42,33,8.650421786976802,1.0346464201695988,1.0083341677343625,True,tension_only_r0.1,190216E4PSB1,False,False
9,2,1,cell,cell,35,42,14.510813932991663,0.5666353946638019,0.5522252026866337,True,tension_only_r0.1,190216E4PSB1,False,False
10,3,2,cell,cell,22,35,43.04788157102255,0.8900477010811063,0.8674127609375846,True,tension_only_r0.1,190216E4PSB1,False,False
11,4,3,cell,cell,5,22,2.295888206165974,1.6701041382014008,1.6276314626855612,True,tension_only_r0.1,190216E4PSB1,False,False
12,5,4,cell,cell,8,5,41.173708028653394,1.2434964129074901,1.211872864146388,True,tension_only_r0.1,190216E4PSB1,False,False
13,6,5,cell,cell,12,8,34.16299571768979,0.987215301218226,0.9621092768729004,True,tension_only_r0.1,190216E4PSB1,False,False
14,7,6,cell,cell,1,12,18.622346241908524,,,False,tension_only_r0.1,190216E4PSB1,False,False
15,4,8,cell,cell,5,26,55.49209093782838,1.5928009060344563,1.552294140919682,True,tension_only_r0.1,190216E4PSB1,False,False
16,8,3,cell,cell,26,22,46.36839500383299,0.36382667685181935,0.3545741446075875,True,tension_only_r0.1,190216E4PSB1,False,False
17,9,1,cell,cell,6,42,47.248498537518124,0.6231107848556815,0.6072643585339691,True,tension_only_r0.1,190216E4PSB1,False,False
18,2,9,cell,cell,35,6,25.152899684594587,0.44450531056978665,0.43320102756787165,True,tension_only_r0.1,190216E4PSB1,False,False
19,39,6,outer,cell,-1,12,42.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
20,9,0,cell,cell,6,33,51.756760762860736,0.8724166135304409,0.8502300522894091,True,tension_only_r0.1,190216E4PSB1,False,False
21,10,9,cell,cell,14,6,47.11177206276417,0.7112443064861764,0.6931565430043086,True,tension_only_r0.1,190216E4PSB1,False,False
22,2,10,cell,cell,35,14,16.0,0.7653012208050126,0.745838727610946,True,tension_only_r0.1,190216E4PSB1,False,False
23,3,10,cell,cell,22,14,38.59236584068177,0.26250884103941763,0.2558329382795373,True,tension_only_r0.1,190216E4PSB1,False,False
24,11,5,cell,cell,18,8,13.805927503500357,0.6874632758450524,0.66998029141543,True,tension_only_r0.1,190216E4PSB1,False,False
25,6,11,cell,cell,12,18,28.977088848283593,1.1863396254196994,1.1561696397227013,True,tension_only_r0.1,190216E4PSB1,False,False
26,12,3,cell,cell,41,22,40.868949583795924,0.18719149780831057,0.18243100200216367,True,tension_only_r0.1,190216E4PSB1,False,False
27,8,12,cell,cell,26,41,65.61279496613798,0.3465042018841168,0.33769220016825474,True,tension_only_r0.1,190216E4PSB1,False,False
28,11,4,cell,cell,18,5,4.0,1.2514302904448402,1.219604974022358,True,tension_only_r0.1,190216E4PSB1,False,False
29,13,4,cell,cell,32,5,15.8118321563196,0.7136177269107484,0.6954696046085832,True,tension_only_r0.1,190216E4PSB1,False,False
30,11,13,cell,cell,18,32,55.56682312902478,0.9209429677157969,0.8975223252889649,True,tension_only_r0.1,190216E4PSB1,False,False
31,13,8,cell,cell,32,26,17.280688142571567,1.7681607995994388,1.7231944300279636,True,tension_only_r0.1,190216E4PSB1,False,False
32,39,11,outer,cell,-1,18,44.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
33,14,9,cell,cell,4,6,22.543152029485558,1.2217856136625027,1.1907141955802187,True,tension_only_r0.1,190216E4PSB1,False,False
34,10,14,cell,cell,14,4,38.69379514023123,0.6001399873567725,0.5848777349234991,True,tension_only_r0.1,190216E4PSB1,False,False
35,15,0,cell,cell,30,33,49.29420317481863,1.199415571672659,1.1689130495729536,True,tension_only_r0.1,190216E4PSB1,False,False
36,9,15,cell,cell,6,30,8.584383574728834,1.1366412071176395,1.1077351095494783,True,tension_only_r0.1,190216E4PSB1,False,False
37,10,12,cell,cell,14,41,1.0,0.4588043481974234,0.4471364241677091,True,tension_only_r0.1,190216E4PSB1,False,False
38,12,14,cell,cell,41,4,34.8730062683956,0.32075481045997795,0.31259764548253965,True,tension_only_r0.1,190216E4PSB1,False,False
39,14,15,cell,cell,4,30,59.53698612407007,0.676191156125382,0.6589948347081301,True,tension_only_r0.1,190216E4PSB1,False,False
40,13,16,cell,cell,32,39,40.80111045946502,0.6959380125056038,0.6782395057429529,True,tension_only_r0.1,190216E4PSB1,False,False
41,16,8,cell,cell,39,26,15.391155899266263,1.4109775051812843,1.3750947189723643,True,tension_only_r0.1,190216E4PSB1,False,False
42,15,39,cell,outer,30,-1,52.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
43,17,8,cell,cell,31,26,72.27347849337315,0.8041883292435092,0.7837368920065663,True,tension_only_r0.1,190216E4PSB1,False,False
44,16,17,cell,cell,39,31,18.827074543136277,1.3809496192953814,1.3458304768763822,True,tension_only_r0.1,190216E4PSB1,False,False
45,17,12,cell,cell,31,41,12.31905339962282,1.1357425207431504,1.1068592778065662,True,tension_only_r0.1,190216E4PSB1,False,False
46,18,13,cell,cell,19,32,8.309910909188645,1.217344784600862,1.1863863019262824,True,tension_only_r0.1,190216E4PSB1,False,False
47,11,18,cell,cell,18,19,14.622073728306502,1.612413684165836,1.5714081434702556,True,tension_only_r0.1,190216E4PSB1,False,False
48,19,12,cell,cell,16,41,13.124249268759064,0.9774859127642751,0.9526273179949382,True,tension_only_r0.1,190216E4PSB1,False,False
49,17,19,cell,cell,31,16,44.87785301233781,0.5795461902658462,0.5648076618576051,True,tension_only_r0.1,190216E4PSB1,False,False
50,19,14,cell,cell,16,4,63.49728347676397,1.1647219076722934,1.1351016854842149,True,tension_only_r0.1,190216E4PSB1,False,False
51,18,16,cell,cell,19,39,22.377033859184017,0.9809194246622597,0.955973511723123,True,tension_only_r0.1,190216E4PSB1,False,False
52,39,18,outer,cell,-1,19,29.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
53,20,17,cell,cell,27,31,102.2306703380237,0.3201294761715977,0.31198821416674166,True,tension_only_r0.1,190216E4PSB1,False,False
54,16,20,cell,cell,39,27,9.200319839519462,1.3749666150521924,1.339999627335417,True,tension_only_r0.1,190216E4PSB1,False,False
55,21,20,cell,cell,11,27,52.653536530821086,0.9340519728430131,0.9102979532881517,True,tension_only_r0.1,190216E4PSB1,False,False
56,16,21,cell,cell,39,11,11.232810638105507,1.5915031627508558,1.5510294007453647,True,tension_only_r0.1,190216E4PSB1,False,False
57,18,21,cell,cell,19,11,16.68516571373767,1.702000977979783,1.658717129019785,True,tension_only_r0.1,190216E4PSB1,False,False
58,22,15,cell,cell,36,30,38.4990867075001,1.320406757793711,1.28682729020848,True,tension_only_r0.1,190216E4PSB1,False,False
59,14,22,cell,cell,4,36,17.00375199693487,1.1389880055596082,1.1100222261988886,True,tension_only_r0.1,190216E4PSB1,False,False
60,23,18,cell,cell,20,19,20.21222165623158,1.1211487679951022,1.0926366610319274,True,tension_only_r0.1,190216E4PSB1,False,False
61,22,39,cell,outer,36,-1,103.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
62,19,22,cell,cell,16,36,20.124249268759062,0.7699247200180891,0.750344645903568,True,tension_only_r0.1,190216E4PSB1,False,False
63,39,23,outer,cell,-1,20,45.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
64,24,21,cell,cell,23,11,58.01350947200682,0.5791813775603736,0.5644521267602225,True,tension_only_r0.1,190216E4PSB1,False,False
65,18,24,cell,cell,19,23,8.558260258215824,1.8673548067544887,1.8198658191122927,True,tension_only_r0.1,190216E4PSB1,False,False
66,23,24,cell,cell,20,23,21.563893233592893,1.8483350175908075,1.8013297251356666,True,tension_only_r0.1,190216E4PSB1,False,False
67,20,19,cell,cell,27,16,16.907452250677427,0.8585519595431623,0.8367179924526816,True,tension_only_r0.1,190216E4PSB1,False,False
68,25,20,cell,cell,7,27,61.95186543855177,1.0175431282503618,0.9916658322656379,True,tension_only_r0.1,190216E4PSB1,False,False
69,21,25,cell,cell,11,7,16.48500289034194,0.4564675655510222,0.44485906860062674,True,tension_only_r0.1,190216E4PSB1,False,False
70,26,22,cell,cell,28,36,26.063970376199027,0.5064545900602989,0.4935748653921689,True,tension_only_r0.1,190216E4PSB1,False,False
71,19,26,cell,cell,16,28,19.97368066842926,0.5151141727136527,0.502014224865587,True,tension_only_r0.1,190216E4PSB1,False,True
72,24,25,cell,cell,23,7,42.970699810600706,0.6801435059192946,0.6628466716858163,True,tension_only_r0.1,190216E4PSB1,False,False
73,27,19,cell,cell,10,16,37.50245200070672,1.1791341592548408,1.149147416877442,True,tension_only_r0.1,190216E4PSB1,True,True
74,25,27,cell,cell,7,10,22.25602765682371,1.078172624195021,1.0507534501626683,True,tension_only_r0.1,190216E4PSB1,False,False
75,27,26,cell,cell,10,28,25.701376582300714,0.6041250028226807,0.5887614068474463,True,tension_only_r0.1,190216E4PSB1,False,False
76,28,24,cell,cell,9,23,69.307212902244,1.1164773730516195,1.0880840650525947,True,tension_only_r0.1,190216E4PSB1,False,False
77,23,28,cell,cell,20,9,21.123525228880915,1.6603453240881427,1.618120826476765,True,tension_only_r0.1,190216E4PSB1,False,False
78,29,26,cell,cell,24,28,4.135128242442549,0.4736004519287549,0.46155624590661565,True,tension_only_r0.1,190216E4PSB1,False,False
79,27,29,cell,cell,10,24,38.080615286389424,0.3788643161315329,0.3692293593671514,True,tension_only_r0.1,190216E4PSB1,False,False
80,29,22,cell,cell,24,36,85.46332225368705,0.5060741717076898,0.4932041215172651,True,tension_only_r0.1,190216E4PSB1,False,False
81,39,28,outer,cell,-1,9,34.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
82,30,27,cell,cell,3,10,42.29355023592053,0.7066978218351954,0.6887256807045941,True,tension_only_r0.1,190216E4PSB1,False,False
83,25,30,cell,cell,7,3,27.43690049301407,1.0120426250506478,0.9863052132098113,True,tension_only_r0.1,190216E4PSB1,False,False
84,31,25,cell,cell,15,7,37.445016738932715,1.30591651660803,1.2727055525777262,True,tension_only_r0.1,190216E4PSB1,False,False
85,24,31,cell,cell,23,15,25.744368697883445,1.0404931415682386,1.014032200260784,True,tension_only_r0.1,190216E4PSB1,False,False
86,30,29,cell,cell,3,24,13.053018596174015,0.8980467552883274,0.8752083899654975,True,tension_only_r0.1,190216E4PSB1,False,False
87,31,30,cell,cell,15,3,29.168440676733255,1.2832107791889287,1.250577248263358,True,tension_only_r0.1,190216E4PSB1,False,False
88,28,31,cell,cell,9,15,1.0,1.0893066137899752,1.0616042895537243,True,tension_only_r0.1,190216E4PSB1,False,False
89,28,32,cell,cell,9,17,47.245912816350284,0.9165570805866612,0.8932479763307876,True,tension_only_r0.1,190216E4PSB1,False,False
90,32,31,cell,cell,17,15,70.66820597855966,1.1131174541647826,1.0848095927803585,True,tension_only_r0.1,190216E4PSB1,False,False
91,33,28,cell,cell,21,9,30.159771509410003,1.6412419994935887,1.599503321471672,True,tension_only_r0.1,190216E4PSB1,False,False
92,39,33,outer,cell,-1,21,98.12448474893256,,,False,tension_only_r0.1,190216E4PSB1,False,False
93,34,29,cell,cell,2,24,23.71197504215889,1.0956372344319234,1.067773915207283,True,tension_only_r0.1,190216E4PSB1,False,False
94,30,34,cell,cell,3,2,44.86324960352809,0.3439834724169616,0.33523557576034274,True,tension_only_r0.1,190216E4PSB1,False,False
95,33,32,cell,cell,21,17,33.76052027420084,1.2017472548382144,1.1711854353448727,True,tension_only_r0.1,190216E4PSB1,False,False
96,31,34,cell,cell,15,2,14.161637786593715,1.1995977361596246,1.1690905814067998,True,tension_only_r0.1,190216E4PSB1,False,False
97,35,29,cell,cell,37,24,55.63971873998001,1.1565438077887977,1.1271315641181918,True,tension_only_r0.1,190216E4PSB1,False,False
98,34,35,cell,cell,2,37,14.519307107755312,1.0354862758834085,1.0091526649481857,True,tension_only_r0.1,190216E4PSB1,False,False
99,22,35,cell,cell,36,37,2.0,1.43899898681337,1.4024035819900715,True,tension_only_r0.1,190216E4PSB1,False,False
100,35,39,cell,outer,37,-1,68.12448474893256,,,False,tension_only_r0.1,190216E4PSB1,False,False
101,36,34,cell,cell,38,2,44.42688850972403,1.6449157704004151,1.6030836641448476,True,tension_only_r0.1,190216E4PSB1,False,False
102,31,36,cell,cell,15,38,20.63609554421364,1.6460444959972094,1.6041836849471787,True,tension_only_r0.1,190216E4PSB1,False,False
103,36,35,cell,cell,38,37,32.699825818618706,1.4918380494561656,1.4538988862941773,True,tension_only_r0.1,190216E4PSB1,False,False
104,37,32,cell,cell,44,17,68.05928671711348,0.8298512566047952,0.8087471815103254,True,tension_only_r0.1,190216E4PSB1,False,False
105,33,37,cell,cell,21,44,16.648835703402344,0.920496439069449,0.8970871523813827,True,tension_only_r0.1,190216E4PSB1,False,False
106,31,38,cell,cell,15,13,13.0,1.550647270192504,1.511212520682012,True,tension_only_r0.1,190216E4PSB1,False,False
107,38,36,cell,cell,13,38,14.28859917432251,1.046230057295377,1.0196232196006452,True,tension_only_r0.1,190216E4PSB1,False,False
108,32,38,cell,cell,17,13,8.558260258215824,1.1676953621324753,1.1379995215661414,True,tension_only_r0.1,190216E4PSB1,False,False
109,37,38,cell,cell,44,13,8.309496615117991,0.9611210519595907,0.9366786344853821,True,tension_only_r0.1,190216E4PSB1,False,False
110,36,39,cell,outer,38,-1,80.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
111,38,39,cell,outer,13,-1,22.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
112,37,39,cell,outer,44,-1,69.0,,,False,tension_only_r0.1,190216E4PSB1,False,False
0,0,39,cell,outer,33,-1,113.12448474893256,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
1,39,1,outer,cell,-1,42,63.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
2,39,2,outer,cell,-1,35,51.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
3,39,3,outer,cell,-1,22,19.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
4,39,4,outer,cell,-1,5,26.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
5,39,5,outer,cell,-1,8,22.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
6,39,6,outer,cell,-1,12,15.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
7,39,7,outer,cell,-1,1,21.124484748932566,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
8,1,0,cell,cell,42,33,8.650421786976802,0.9274201271187843,0.9634253385726509,True,pressure_curvature_r0.1,190216E4PSB1,False,False
9,2,1,cell,cell,35,42,14.510813932991663,0.864738699322249,0.898310431066056,True,pressure_curvature_r0.1,190216E4PSB1,False,False
10,3,2,cell,cell,22,35,43.04788157102255,1.198094711050532,1.244608315998,True,pressure_curvature_r0.1,190216E4PSB1,False,False
11,4,3,cell,cell,5,22,2.295888206165974,0.8082121710466873,0.8395893746108681,True,pressure_curvature_r0.1,190216E4PSB1,False,False
12,5,4,cell,cell,8,5,41.173708028653394,1.2744224697456783,1.3238993456113182,True,pressure_curvature_r0.1,190216E4PSB1,False,False
13,6,5,cell,cell,12,8,34.16299571768979,1.1238312836285729,1.1674617611460556,True,pressure_curvature_r0.1,190216E4PSB1,False,False
14,7,6,cell,cell,1,12,18.622346241908524,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
15,4,8,cell,cell,5,26,55.49209093782838,1.1042914276934674,1.147163309808339,True,pressure_curvature_r0.1,190216E4PSB1,False,False
16,8,3,cell,cell,26,22,46.36839500383299,0.3708106317855704,0.38520660489029396,True,pressure_curvature_r0.1,190216E4PSB1,False,False
17,9,1,cell,cell,6,42,47.248498537518124,0.7774397121953145,0.80762223725781,True,pressure_curvature_r0.1,190216E4PSB1,False,False
18,2,9,cell,cell,35,6,25.152899684594587,0.5692804393974433,0.5913816015328105,True,pressure_curvature_r0.1,190216E4PSB1,False,False
19,39,6,outer,cell,-1,12,42.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
20,9,0,cell,cell,6,33,51.756760762860736,0.7725885471084528,0.8025827354941364,True,pressure_curvature_r0.1,190216E4PSB1,False,False
21,10,9,cell,cell,14,6,47.11177206276417,0.6986930871185505,0.7258184336658723,True,pressure_curvature_r0.1,190216E4PSB1,False,False
22,2,10,cell,cell,35,14,16.0,1.143009289907181,1.1873843147459195,True,pressure_curvature_r0.1,190216E4PSB1,False,False
23,3,10,cell,cell,22,14,38.59236584068177,0.2076586775820174,0.2157206059119524,True,pressure_curvature_r0.1,190216E4PSB1,False,False
24,11,5,cell,cell,18,8,13.805927503500357,0.37395986538140347,0.3884781011136245,True,pressure_curvature_r0.1,190216E4PSB1,False,False
25,6,11,cell,cell,12,18,28.977088848283593,0.9887230583870905,1.027108232210239,True,pressure_curvature_r0.1,190216E4PSB1,False,False
26,12,3,cell,cell,41,22,40.868949583795924,0.4309722169869866,0.4477038420074243,True,pressure_curvature_r0.1,190216E4PSB1,False,False
27,8,12,cell,cell,26,41,65.61279496613798,0.028214149598260463,0.029309506915372346,True,pressure_curvature_r0.1,190216E4PSB1,False,False
28,11,4,cell,cell,18,5,4.0,1.2395929476741658,1.2877176377608344,True,pressure_curvature_r0.1,190216E4PSB1,False,False
29,13,4,cell,cell,32,5,15.8118321563196,0.6312430003573843,0.655749733651226,True,pressure_curvature_r0.1,190216E4PSB1,False,False
30,11,13,cell,cell,18,32,55.56682312902478,0.8859048378968614,0.9202983021788744,True,pressure_curvature_r0.1,190216E4PSB1,False,False
31,13,8,cell,cell,32,26,17.280688142571567,1.3725432411336624,1.4258294575759582,True,pressure_curvature_r0.1,190216E4PSB1,False,False
32,39,11,outer,cell,-1,18,44.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
33,14,9,cell,cell,4,6,22.543152029485558,1.2342728254436288,1.282190972540481,True,pressure_curvature_r0.1,190216E4PSB1,False,False
34,10,14,cell,cell,14,4,38.69379514023123,0.8323786179625092,0.8646940349704677,True,pressure_curvature_r0.1,190216E4PSB1,False,False
35,15,0,cell,cell,30,33,49.29420317481863,0.9214432211018504,0.9572163912632252,True,pressure_curvature_r0.1,190216E4PSB1,False,False
36,9,15,cell,cell,6,30,8.584383574728834,1.0325019647628615,1.072586766117467,True,pressure_curvature_r0.1,190216E4PSB1,False,False
37,10,12,cell,cell,14,41,1.0,0.7579119457589125,0.7873363447691423,True,pressure_curvature_r0.1,190216E4PSB1,False,False
38,12,14,cell,cell,41,4,34.8730062683956,0.24647644571178595,0.2560453954107973,True,pressure_curvature_r0.1,190216E4PSB1,False,False
39,14,15,cell,cell,4,30,59.53698612407007,0.6539172787339547,0.6793042950447808,True,pressure_curvature_r0.1,190216E4PSB1,False,False
40,13,16,cell,cell,32,39,40.80111045946502,0.5245875470392065,0.5449535979851686,True,pressure_curvature_r0.1,190216E4PSB1,False,False
41,16,8,cell,cell,39,26,15.391155899266263,1.1781910589305138,1.2239319448239843,True,pressure_curvature_r0.1,190216E4PSB1,False,False
42,15,39,cell,outer,30,-1,52.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
43,17,8,cell,cell,31,26,72.27347849337315,0.8670522044017293,0.9007137533029933,True,pressure_curvature_r0.1,190216E4PSB1,False,False
44,16,17,cell,cell,39,31,18.827074543136277,1.1087115009843744,1.1517549835086256,True,pressure_curvature_r0.1,190216E4PSB1,False,False
45,17,12,cell,cell,31,41,12.31905339962282,0.8888456049767333,0.923353238595222,True,pressure_curvature_r0.1,190216E4PSB1,False,False
46,18,13,cell,cell,19,32,8.309910909188645,1.1688951226966549,1.214275112659603,True,pressure_curvature_r0.1,190216E4PSB1,False,False
47,11,18,cell,cell,18,19,14.622073728306502,1.5445450907902063,1.6045089313062644,True,pressure_curvature_r0.1,190216E4PSB1,False,False
48,19,12,cell,cell,16,41,13.124249268759064,0.8466203010068698,0.8794886225663655,True,pressure_curvature_r0.1,190216E4PSB1,False,False
49,17,19,cell,cell,31,16,44.87785301233781,0.49616577418135493,0.5154284072569072,True,pressure_curvature_r0.1,190216E4PSB1,False,False
50,19,14,cell,cell,16,4,63.49728347676397,1.0922354313746534,1.134639263806266,True,pressure_curvature_r0.1,190216E4PSB1,False,False
51,18,16,cell,cell,19,39,22.377033859184017,0.8419137801222829,0.8745993805236902,True,pressure_curvature_r0.1,190216E4PSB1,False,False
52,39,18,outer,cell,-1,19,29.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
53,20,17,cell,cell,27,31,102.2306703380237,0.47901325508935544,0.4976099762887091,True,pressure_curvature_r0.1,190216E4PSB1,False,False
54,16,20,cell,cell,39,27,9.200319839519462,1.0189069398291748,1.0584639418260302,True,pressure_curvature_r0.1,190216E4PSB1,False,False
55,21,20,cell,cell,11,27,52.653536530821086,1.2771679513583878,1.326751414997053,True,pressure_curvature_r0.1,190216E4PSB1,False,False
56,16,21,cell,cell,39,11,11.232810638105507,1.7580183092044115,1.8262698158428552,True,pressure_curvature_r0.1,190216E4PSB1,False,False
57,18,21,cell,cell,19,11,16.68516571373767,1.85205391645017,1.9239561654264954,True,pressure_curvature_r0.1,190216E4PSB1,False,False
58,22,15,cell,cell,36,30,38.4990867075001,1.2782771913539568,1.32790371899288,True,pressure_curvature_r0.1,190216E4PSB1,False,False
59,14,22,cell,cell,4,36,17.00375199693487,1.045527802349346,1.0861183055136827,True,pressure_curvature_r0.1,190216E4PSB1,False,False
60,23,18,cell,cell,20,19,20.21222165623158,1.0198840088232208,1.0594789435484124,True,pressure_curvature_r0.1,190216E4PSB1,False,False
61,22,39,cell,outer,36,-1,103.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
62,19,22,cell,cell,16,36,20.124249268759062,0.635354513155709,0.6600208676216283,True,pressure_curvature_r0.1,190216E4PSB1,False,False
63,39,23,outer,cell,-1,20,45.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
64,24,21,cell,cell,23,11,58.01350947200682,0.8454955629316837,0.878320218809313,True,pressure_curvature_r0.1,190216E4PSB1,False,False
65,18,24,cell,cell,19,23,8.558260258215824,1.8252355853481634,1.8960966668385433,True,pressure_curvature_r0.1,190216E4PSB1,False,False
66,23,24,cell,cell,20,23,21.563893233592893,1.9438999410565452,2.019367926251496,True,pressure_curvature_r0.1,190216E4PSB1,False,False
67,20,19,cell,cell,27,16,16.907452250677427,0.8373430853971556,0.8698512378165135,True,pressure_curvature_r0.1,190216E4PSB1,False,False
68,25,20,cell,cell,7,27,61.95186543855177,1.6020588493031402,1.6642555452168897,True,pressure_curvature_r0.1,190216E4PSB1,False,False
69,21,25,cell,cell,11,7,16.48500289034194,0.9404495114212935,0.9769605623789706,True,pressure_curvature_r0.1,190216E4PSB1,False,False
70,26,22,cell,cell,28,36,26.063970376199027,0.4119484358241498,0.427941501001652,True,pressure_curvature_r0.1,190216E4PSB1,False,False
71,19,26,cell,cell,16,28,19.97368066842926,0.713904943283102,0.7416208593919363,True,pressure_curvature_r0.1,190216E4PSB1,False,True
72,24,25,cell,cell,23,7,42.970699810600706,0.8621106235510411,0.8955803255662577,True,pressure_curvature_r0.1,190216E4PSB1,False,False
73,27,19,cell,cell,10,16,37.50245200070672,1.8856774231671725,1.958885036814553,True,pressure_curvature_r0.1,190216E4PSB1,True,True
74,25,27,cell,cell,7,10,22.25602765682371,1.5178590691000444,1.5767868787755794,True,pressure_curvature_r0.1,190216E4PSB1,False,False
75,27,26,cell,cell,10,28,25.701376582300714,1.3883234545735905,1.4422223058995576,True,pressure_curvature_r0.1,190216E4PSB1,False,False
76,28,24,cell,cell,9,23,69.307212902244,1.3881854387843924,1.4420789319263727,True,pressure_curvature_r0.1,190216E4PSB1,False,False
77,23,28,cell,cell,20,9,21.123525228880915,1.942564611394666,2.0179807551151536,True,pressure_curvature_r0.1,190216E4PSB1,False,False
78,29,26,cell,cell,24,28,4.135128242442549,1.0592286493249474,1.1003510601738695,True,pressure_curvature_r0.1,190216E4PSB1,False,False
79,27,29,cell,cell,10,24,38.080615286389424,0.5118638644446527,0.5317359441375733,True,pressure_curvature_r0.1,190216E4PSB1,False,False
80,29,22,cell,cell,24,36,85.46332225368705,0.6657299464671909,0.6915755657208826,True,pressure_curvature_r0.1,190216E4PSB1,False,False
81,39,28,outer,cell,-1,9,34.0,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
82,30,27,cell,cell,3,10,42.29355023592053,1.1385343745340792,1.1827356698304718,True,pressure_curvature_r0.1,190216E4PSB1,False,False
83,25,30,cell,cell,7,3,27.43690049301407,1.3543106150529343,1.4068889866488654,True,pressure_curvature_r0.1,190216E4PSB1,False,False
84,31,25,cell,cell,15,7,37.445016738932715,1.2540092217557186,1.3026935945379694,True,pressure_curvature_r0.1,190216E4PSB1,False,False
85,24,31,cell,cell,23,15,25.744368697883445,0.9848063231258658,1.0230394376210294,True,pressure_curvature_r0.1,190216E4PSB1,False,False
86,30,29,cell,cell,3,24,13.053018596174015,0.9942654431405188,1.0328657888465826,True,pressure_curvature_r0.1,190216E4PSB1,False,False
87,31,30,cell,cell,15,3,29.168440676733255,1.2922620872261006,1.3424315501737507,True,pressure_curvature_r0.1,190216E4PSB1,False,False
88,28,31,cell,cell,9,15,1.0,1.2764005812916293,1.325954253338858,True,pressure_curvature_r0.1,190216E4PSB1,False,False
89,28,32,cell,cell,9,17,47.245912816350284,0.9381237725456466,0.9745445313934636,True,pressure_curvature_r0.1,190216E4PSB1,False,False
90,32,31,cell,cell,17,15,70.66820597855966,1.0139482451106474,1.053312735810136,True,pressure_curvature_r0.1,190216E4PSB1,False,False
91,33,28,cell,cell,21,9,30.159771509410003,2.069495264072548,2.1498392337653303,True,pressure_curvature_r0.1,190216E4PSB1,False,False
92,39,33,outer,cell,-1,21,98.12448474893256,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
93,34,29,cell,cell,2,24,23.71197504215889,0.9262131495477224,0.9621715025375602,True,pressure_curvature_r0.1,190216E4PSB1,False,False
94,30,34,cell,cell,3,2,44.86324960352809,0.5976301264789623,0.6208319079002104,True,pressure_curvature_r0.1,190216E4PSB1,False,False
95,33,32,cell,cell,21,17,33.76052027420084,1.4329373774340834,1.4885682741183595,True,pressure_curvature_r0.1,190216E4PSB1,False,False
96,31,34,cell,cell,15,2,14.161637786593715,0.8428320352893816,0.8755532850911989,True,pressure_curvature_r0.1,190216E4PSB1,False,False
97,35,29,cell,cell,37,24,55.63971873998001,0.8804151739742898,0.9145955131530588,True,pressure_curvature_r0.1,190216E4PSB1,False,False
98,34,35,cell,cell,2,37,14.519307107755312,0.3906022596150407,0.4057666026571627,True,pressure_curvature_r0.1,190216E4PSB1,False,False
99,22,35,cell,cell,36,37,2.0,1.144955659188308,1.1894062478793774,True,pressure_curvature_r0.1,190216E4PSB1,False,False
100,35,39,cell,outer,37,-1,68.12448474893256,,,False,pressure_curvature_r0.1,190216E4PSB1,False,False
101,36,34,cell,cell,38,2,44.42688850972403,1.1921628515229827,1.238446164016838,True,pressure_curvature_r0.1,190216E4PSB1,False,False
