setting,n,spearman_cut_vs_recoil,p_spearman,ci95_lo,ci95_hi,pearson_cut_vs_recoil,p_pearson,cut_tension_mean,cut_percentile_median,n_cut_above_field_mean,p_sign_cut_above_mean,n_cable_fields,cable_minus_offcable_mean,p_wilcoxon_cable_gt_offcable,residual_rms_median,balanced_5pct_median
tension_only_r0.1,15,0.47857142857142854,0.07113080825563314,0.010936826653738452,0.7681264250334148,0.3976125452383782,0.14219379416844607,1.4269668429936473,0.8051948051948052,13,0.003692626953125,15,0.38108092366687724,3.0517578125e-05,0.22249782796883621,0.07042253521126761
pressure_curvature_r0.1,15,0.25,0.36884629178393047,-0.3405797101449276,0.7649840569877886,0.2658672618371035,0.33818408095489905,1.4624672766784481,0.8831168831168831,14,0.00048828125,15,0.4307500558804191,0.00030517578125,0.27881682043448813,0.024793388429752067
pressure_curvature_r0.01,15,0.24642857142857136,0.375950515973805,-0.34328221507245005,0.7858536192430101,0.2684922041877562,0.33325479844297706,1.5188808072047395,0.8051948051948052,14,0.00048828125,15,0.5005895754127111,0.000579833984375,0.2670597180406021,0.02586206896551724
