series,frame,dlite_index,label,radius,pimorph_edge,dlite_DLITE,pimorph_tension_only_r0.1,pimorph_pressure_curvature_r0.1
3,1,50,49,5804.078196404076,,0.13363493124543196,,
3,1,51,50,168.73913126445237,,0.20473907021620152,,
3,1,52,51,373.51476276670275,,0.22923131544704323,,
3,1,53,52,1137.9205968899382,,0.2972960227767349,,
3,2,0,0,450730.8733121751,,0.21271762651574583,,
3,2,1,58,122.506794789411,,0.0,,
3,2,2,3,103.70173189047668,,0.2727546733848614,,
3,2,3,2,790.7251357332702,,0.18868105458423895,,
3,2,4,4,1127.9177903786263,,0.0925904048612362,,
3,2,5,7,1194.7782930157312,,0.21574154100704104,,
3,2,6,8,494.1355919202539,,0.14083447166740015,,
3,2,7,6,1252.9453954239355,,0.201367270901315,,
3,2,8,11,665.3446949419662,,0.18990668131894592,,
3,2,9,10,782.006219985834,0.0,0.26632403454611425,,
3,2,10,12,99.8400690683234,0.0,0.23082154784355463,,
3,2,11,13,200.49582914061935,,0.17645462877902499,,
3,2,12,14,3078.0851684829463,0.0,0.3343520510049065,,
3,2,13,15,1228.260319638383,,0.0,,
3,2,14,55,20.907885688189683,0.0,0.32332421177855847,,
3,2,15,17,747.2155765851361,2.0,0.27369912814033687,,
3,2,16,16,495738.77986422123,1.0,0.1936778501115741,,
3,2,17,24,1319.2099634880672,1.0,0.06506046134233973,,
3,2,18,23,39.22706965463851,,0.19699217668871055,,
3,2,19,21,342.19303801444977,0.0,0.18440140988014908,,
3,2,20,18,1069.2073080839773,0.0,0.19775071038566464,,
3,2,21,19,35523.77017029602,,0.19639246353306114,,
3,2,22,57,362.1152299652435,,0.113414369148028,,
3,2,23,56,364.32493393004563,,0.3237769378161048,,
3,2,24,45,137.4523280095655,,0.37968209974412254,,
3,2,25,46,472.93839882635757,,0.37586314789187747,,
3,2,26,48,216.3375183373111,,0.20837796099917416,,
3,2,27,32,789.932709316854,,0.0,,
3,2,28,54,258.59639334431995,,0.3012419872560723,,
3,2,29,27,2941.0597301398457,5.0,0.1408674465660461,,
3,2,30,28,945.8469467170737,5.0,0.33500128800910445,,
3,2,31,29,666654.435681757,,0.2571271240123976,,
3,2,32,30,1033.576917341767,5.0,0.14028054604891615,,
3,2,33,31,910.6917994073461,,0.2230344594911369,,
3,2,34,26,1046.444979142413,5.0,0.14741944209483082,,
3,2,35,25,1423.595585663634,4.0,0.09675154202513328,,
3,2,36,22,323.1121863201691,3.0,0.15729229053251792,,
3,2,37,38,1739.6341842429085,,0.16125076400039418,,
3,2,38,42,1102.9998445267531,,0.12698984921201212,,
3,2,39,20,1890780.0361906334,,0.20037414233332831,,
3,2,40,59,14.473670481575827,,0.041156504319605304,,
3,2,41,53,208.86170854792337,,0.30126784337423906,,
3,2,42,39,574.5734935872622,,0.12026195673610741,,
3,2,43,60,139.3945816661033,,0.3184343679663127,,
3,2,44,5,39.84205277407877,,0.21290498089763585,,
3,2,45,43,533.8651992827047,,0.4126793784537546,,
3,2,46,44,82.33318318116648,,0.29651906063326766,,
3,2,47,47,230011.79967397553,,0.4036024906730285,,
3,2,48,9,217.30291175729266,,0.19276577414978607,,
3,2,49,49,1011.8530057289595,,0.10351596751304178,,
3,2,50,50,117.95899716176615,,0.3198957870573105,,
3,2,51,51,971.8558577015808,,0.25292705636238105,,
3,2,52,52,763378.4736975093,,0.272568999494678,,
3,3,0,39,573.0437715457399,,0.15489171848942507,,
3,3,1,38,795.2040445840897,,0.14768826859071224,,
3,3,2,57,392.38904106242217,,0.13975841775419914,,
3,3,3,56,650.7717523563276,,0.41268952574998513,,
3,3,4,43,319096.1651102841,,0.5204099543827367,,
3,3,5,44,103.94688159094201,,0.27073664940284964,,
3,3,6,20,990.0249929423004,,0.2159772920953782,,
3,3,7,45,789.2629572694411,,0.2578058105181471,,
3,3,8,46,201.02343180491584,,0.15006590081851087,,
3,3,9,47,480.973180401812,,0.29478809411656415,,
3,3,10,48,398.1365736519383,,0.14280906522963155,,
3,3,11,0,1034.1016912897367,,0.22820371838886136,,
3,3,12,58,147.78100963545918,,0.0,,
3,3,13,3,166.24873515076743,0.0,0.29206194825170473,,
3,3,14,2,884.1559615655739,,0.27245742691028957,,
3,3,15,7,837.7560782164251,0.0,0.1929753272881603,,
3,3,16,19,1499.073712619206,,0.18718941698924724,,
3,3,17,8,927.4993880526301,0.0,0.106479657417303,,
3,3,18,9,330.88375178905846,,0.13272078894529085,,
3,3,19,11,1533.6511067122742,,0.18993583997997687,,
3,3,20,10,5290.5509451491325,1.0,0.23799284299297088,,
3,3,21,12,176.92949532220752,1.0,0.198353782912263,,
3,3,22,13,256.10394005182246,,0.22069496904981864,,
3,3,23,14,1591.6254862098017,1.0,0.3284599741846896,,
3,3,24,15,7357.276874991295,,0.2658183625516242,,
3,3,25,18,739.6871272741888,1.0,0.19133853330305634,,
3,3,26,21,449.6349869018534,1.0,0.30497892074328253,,
3,3,27,17,883.9935197466316,1.0,0.31412475888923197,,
3,3,28,22,1692.153717858247,,0.23014200093697784,,
3,3,29,54,142.30736411809096,,0.12814185379287435,,
3,3,30,32,61132.6749755573,,0.0,,
3,3,31,28,2518.477882619668,2.0,0.30304125793645964,,
3,3,32,27,383382.93367893115,2.0,0.20185337787180443,,
3,3,33,25,1611.447393738286,2.0,0.2202765002047368,,
3,3,34,29,2363.6302496534677,,0.22667127779615698,,
3,3,35,30,1165.356644852345,2.0,0.14537198008955202,,
3,3,36,31,1521.3267306835587,,0.25985488820620317,,
3,3,37,4,1292.0135551213855,0.0,0.036445094493303985,,
3,3,38,6,1996.5932031451052,0.0,0.1260451990806145,,
3,3,39,5,50.61346118230999,,0.13065518108694388,,
3,3,40,42,125.59778763562485,,0.35834308383657343,,
3,3,41,26,1032.7761450936528,2.0,0.19956031600970034,,
3,3,42,24,1374.8654399837906,,0.12419142158101291,,
3,3,43,63,225.52282676126174,,0.0834356419846923,,
3,3,44,64,60.58758458296151,,0.3473213987402044,,
3,3,45,62,548.0876495683706,,0.4311457831667751,,
3,3,46,49,1099.7977950070829,,0.1756621876723813,,
3,3,47,50,290.36384756351333,,0.2580249725696247,,
3,3,48,51,484.65967107654564,,0.2427161444878983,,
3,3,49,52,442.3252000975983,,0.3299064211917925,,
3,3,50,61,495.67601051417194,,0.19711746759350005,,
3,3,51,53,422.4809747085389,,0.1270633827854423,,
3,4,0,56,515.0572875219764,,0.4496054292392776,,
3,4,1,43,46.24110886143244,,0.4420247758892596,,
3,4,2,45,340.3616148118366,,0.20315397108210853,,
3,4,3,46,71.40724661950458,,0.1934638669757018,,
3,4,4,47,410523.5827250618,,0.3310962822623229,,
3,4,5,44,123.14954891448802,,0.2869528739923265,,
3,4,6,48,442.7867666586507,,0.20353879578060816,,
3,4,7,65,126.32350183855823,,0.2581184480549968,,
3,4,8,66,72.1424597201964,,0.3068740943146531,,
3,4,9,32,1508.749857182997,,0.019073376758111597,,
3,4,10,54,560.261865797693,,0.18982513727157216,,
3,4,11,29,2437964.4312596414,,0.2522444313255493,,
3,4,12,30,901.9686789730699,1.0,0.18026498211220957,,
3,4,13,31,972209.3139140886,,0.2443994316750327,,
3,4,14,19,3078811.015801341,,0.21363022068854132,,
3,4,15,0,973.4426727217167,,0.1617235379146133,,
3,4,16,7,806.4646646233757,0.0,0.23932099705641652,,
3,4,17,3,90.39573684916452,0.0,0.24189045173254825,,
3,4,18,58,943.5417250745359,,0.08378285920846434,,
3,4,19,2,1176.013622549545,,0.04660606866337278,,
3,4,20,4,1140336.6902568936,0.0,0.18967807616676596,,
3,4,21,5,18269.710471366023,,0.2244823702766737,,
3,4,22,6,935.3033763405408,0.0,0.10570122965498249,,
3,4,23,8,432.0381031993587,0.0,0.10531460935785242,,
3,4,24,9,613.3056904407314,,0.10201453367345219,,
3,4,25,11,948.6958385898783,,0.23299743682749519,,
3,4,26,10,2641.028259735737,,0.21553033680459785,,
3,4,27,12,169.49939781157593,,0.22629644602805246,,
3,4,28,13,2454.6973966935284,,0.24506410452675595,,
3,4,29,14,1987.6274814321978,,0.2237238820280165,,
3,4,30,18,770.4208895017017,,0.19962239514570868,,
3,4,31,21,693.2617557350804,,0.2666402231426201,,
3,4,32,22,314.05781942611253,,0.20736890530411828,,
3,4,33,17,225180.37471895886,,0.3364115098986285,,
3,4,34,62,1582.083714256667,,0.3937664393091031,,
3,4,35,15,3714.1857671768016,,0.2967202723259722,,
3,4,36,25,2088.2418450248374,1.0,0.2173614787067275,,
3,4,37,26,1820.278298770383,1.0,0.19038401211408731,,
3,4,38,24,823.9993878639643,,0.14144968338866593,,
3,4,39,63,212.82934329806088,,0.10500507030212967,,
3,4,40,64,72084.23259259287,,0.3448604451718378,,
3,4,41,67,203.24414692896312,,0.19939807961129355,,
3,4,42,68,777.4304059362101,,0.2819553302022525,,
3,4,43,57,453.4957900154253,,0.0,,
3,4,44,69,66.37066588835559,,0.1387338640828413,,
3,4,45,42,253.47606418006416,,0.2883826973788345,,
3,4,46,27,2552.438157084129,1.0,0.199090914141681,,
3,4,47,28,413440.63573998964,1.0,0.34160370758153386,,
3,4,48,49,951356.950640057,,0.11112417908779597,,
3,4,49,50,400.80024865457295,,0.3948822817249697,,
3,4,50,51,1283.316520330419,,0.2666908853415815,,
3,4,51,52,553.4846367843782,,0.2729445211934386,,
3,4,52,61,289178.0061903669,,0.26687736494937986,,
3,4,53,53,4229.293152011435,,0.17603281074486163,,
3,4,54,39,549.2201076544812,,0.15399338893919884,,
3,4,55,20,759.93085100069,,0.1942481798109887,,
3,4,56,70,52637.762552367574,,0.294131082253967,,
3,4,57,38,817.4207637847738,,0.12428554284887368,,
3,5,0,39,424.7721835824346,,0.2852051151110795,,
3,5,1,38,531.3919112474691,,0.03356549445468732,,
3,5,2,57,207.93468201786314,,0.3454063624463364,,
3,5,3,56,325.590550436939,,0.39303135672671624,,
3,5,4,44,95.2691847907959,,0.37788632669207095,,
3,5,5,70,70.76704665379717,,0.33886841153602304,,
3,5,6,20,598.5929838921462,,0.10204406105788477,,
3,5,7,19,294.68806141853366,,0.11642685488302013,,
3,5,8,32,2448.89630923041,,0.14458491804966667,,
3,5,9,47,570.3570473280039,,0.35193882187517944,,
3,5,10,48,3444.779236001399,,0.15173329329805463,,
3,5,11,71,109.42098786802693,,0.19651579373217948,,
3,5,12,66,69.30222182462244,,0.16600055376289471,,
3,5,13,45,88.89486916759887,,0.27433062544635023,,
3,5,14,46,1398.895339489965,,0.20074316207049506,,
3,5,15,0,524.5951477350129,,0.07234942469389115,,
3,5,16,7,571.2938273704481,,0.09633083560418045,,
3,5,17,3,98.28293758254875,,0.11127448215769772,,
3,5,18,58,1520.5508273938276,,0.03747047946551926,,
3,5,19,2,5269.737092605436,,0.0,,
3,5,20,4,1204.153794186161,,0.10457276093429804,,
3,5,21,5,449232.02511045587,,0.12846546138508716,,
3,5,22,6,897.7032623348582,,0.07910846166549389,,
3,5,23,8,9478.980764420055,,0.10283274786413034,,
3,5,24,9,258995.5303331529,,0.10306728846646411,,
3,5,25,10,1742.8992397014986,0.0,0.195713934804608,,
3,5,26,18,911.5073489479953,0.0,0.18707922598549678,,
3,5,27,21,384.11899015006117,0.0,0.2651614809224225,,
3,5,28,22,454.40594568552575,0.0,0.2721697087433502,,
3,5,29,17,733484.9956111149,,0.27318193890220915,,
3,5,30,25,993.6149085668259,0.0,0.2551811870675965,,
3,5,31,29,1850.069261106757,,0.35068899016856353,,
3,5,32,30,575.7132174056256,,0.22377966772987282,,
3,5,33,26,3247.174331962594,,0.1725922337756057,,
3,5,34,24,926.8743670948907,0.0,0.1992363873447668,,
3,5,35,14,2184.6199848989713,0.0,0.18589315613077181,,
3,5,36,15,1978.566173537096,,0.1988234309267171,,
3,5,37,12,153.17657248700965,0.0,0.19578844400575215,,
3,5,38,13,490.5335175127306,,0.22007189995094875,,
3,5,39,11,1101.0858722193077,,0.2240792516337749,,
3,5,40,72,16.681213075022914,,0.0,,
3,5,41,42,389.8016025210514,,0.4118559632768409,,
3,5,42,31,160.39525760056583,,0.2583007423194477,,
3,5,43,67,236.8851768197991,,0.3222092462735452,,
3,5,44,69,233.31915309965336,,0.09779734911219314,,
3,5,45,68,375.20275000801297,,0.18739418784758524,,
3,5,46,73,18.440721822565347,0.0,0.2154953689567597,,
3,5,47,62,355.78354341658047,0.0,0.2846263722657208,,
3,5,48,74,37.87369830924336,,0.08091116397756278,,
3,5,49,54,249.08430003602004,,0.23384993674138177,,
3,5,50,28,1015.5920805884674,,0.4003575846841349,,
3,5,51,27,6030.542327334692,,0.29563100268388204,,
3,5,52,49,1245.645198977436,,0.0703961465553283,,
3,5,53,50,270.5849162590009,,0.4314600707231546,,
3,5,54,51,1050.8069995497706,,0.15315811706262222,,
3,5,55,52,393.40177060744037,,0.2781115442593405,,
3,5,56,61,1080.5845097547106,,0.4046485001404952,,
3,5,57,53,563.7346197479667,,0.12871914584937794,,
3,6,0,39,360.6642771404275,,0.2796654196104639,,
3,6,1,38,634.0177866037519,,0.06564801678633828,,
3,6,2,42,316.63789766636125,,0.37433697340316885,,
3,6,3,70,83.1856453716588,,0.34987024765918334,,
3,6,4,20,385.96749440385696,,0.08982277647625589,,
3,6,5,19,212.61181578766954,,0.10298934324507043,,
3,6,6,8,713.0687553246223,0.0,0.09074890376495229,,
3,6,7,5,258081.38125582723,,0.12330162725814187,,
3,6,8,6,1007.4588185335934,0.0,0.07087917777281201,,
3,6,9,9,397891.61843230214,,0.08126074644239709,,
3,6,10,18,996.5343565207074,1.0,0.10965389536577537,,
3,6,11,10,689.396212937564,1.0,0.12843189133084243,,
3,6,12,11,2191.353781969209,,0.4158770817769847,,
3,6,13,12,40.351468338779554,1.0,0.35560252611587184,,
3,6,14,13,331.055973363085,,0.37460350899342665,,
3,6,15,14,13098.622050067012,1.0,0.16505812566193415,,
3,6,16,21,301.6394474132126,1.0,0.1854730551549763,,
3,6,17,17,2940.974805992709,1.0,0.19102059445218375,,
3,6,18,15,843.6989434902144,,0.09012810440273357,,
3,6,19,62,380.78217834853353,,0.24902106436726643,,
3,6,20,32,438.1832123109688,,0.1019519438829363,,
3,6,21,54,57.92018992085869,,0.1072351315062718,,
3,6,22,27,1072.6731055568162,2.0,0.151961138108803,,
3,6,23,28,222522.87248662932,2.0,0.4481735746571971,,
3,6,24,29,763.2306115050222,,0.36177443580170277,,
3,6,25,30,769.9713983813729,2.0,0.232440208618361,,
3,6,26,26,15169.274662754593,2.0,0.20641348029587364,,
3,6,27,22,1681.5978658088343,,0.18002296112358102,,
3,6,28,25,4325862.943176828,2.0,0.1472901583651903,,
3,6,29,24,891.7864974162558,,0.12707620464409342,,
3,6,30,73,60.8905598576833,,0.204414485564707,,
3,6,31,72,37.709193536305335,,0.12053384886782754,,
3,6,32,66,85.73865496360713,,0.3800109891449193,,
3,6,33,71,30.48522420411373,,0.35077218500466956,,
3,6,34,48,767.6127622663423,,0.11412483335995559,,
3,6,35,47,282.9832579092166,,0.3299808454233693,,
3,6,36,57,74.17289225424217,,0.2030932676648382,,
3,6,37,7,1111.7227679539324,0.0,0.08251912364205487,,
3,6,38,0,1067.0888016152408,,0.3083199865496981,,
3,6,39,3,27.902377184914076,0.0,0.30549709044004764,,
3,6,40,4,5877.181628322569,0.0,0.0953788666517894,,
3,6,41,58,1622.3196742268872,,0.0866664251440181,,
3,6,42,2,942.5771471403772,,0.18455658914520381,,
3,6,43,74,35.54495008660428,,0.2742165696697681,,
3,6,44,31,139.57146672826153,,0.282552665523582,,
3,6,45,67,100.76800552117956,,0.34733860697136265,,
3,6,46,69,666.681974658259,,0.006690494498633931,,
3,6,47,68,438.490065672918,,0.10832875180317139,,
3,6,48,56,23842.601965707065,,0.4142933332756309,,
3,6,49,44,124.56561940538916,,0.34739626487476305,,
3,6,50,61,2636790.742922314,,0.395158452596424,,
3,6,51,53,1374.3169639592825,,0.006993521594142202,,
3,6,52,49,1350.1190722875092,,0.0610269062692423,,
3,6,53,50,400739.65217501257,,0.40109596263809233,,
3,6,54,51,793.894659308009,,0.14403287537486886,,
3,6,55,52,444.97082562919843,,0.18738560826902817,,
3,7,0,0,590.335614153907,,0.1947832201787026,,
3,7,1,58,235.90760956233154,,0.043528114950321585,,
3,7,2,2,421.61100379489073,,0.00011806854314884275,,
3,7,3,4,1246.6933993414912,0.0,0.21634789702273152,,
3,7,4,3,62.18283523726942,0.0,0.22921363008552112,,
3,7,5,7,369.2797796694238,0.0,0.10931971679021313,,
3,7,6,39,261.6349415979064,,0.3040199244430043,,
3,7,7,57,277.8331523491743,,0.3315031956544349,,
3,7,8,44,119.66557815479449,26.0,0.24038155637546915,,
3,7,9,42,347.5307051593485,26.0,0.591028983857362,,
3,7,10,70,36.14923034104125,16.0,0.4472547282512341,,
3,7,11,20,371.6154776865106,16.0,0.15323507265444863,,
3,7,12,19,229.633746171254,16.0,0.14232800696404543,,
3,7,13,8,700.2176143537434,4.0,0.1507450132430602,2.197585340354445,2.519428211429479
3,7,14,75,27.546345706649554,27.0,0.1994884473816361,0.2716945574808085,0.3507437896852022
3,7,15,47,755.3014295427822,,0.1601370015439593,,
3,7,16,48,3157252.76691725,26.0,0.22593650938285975,,
3,7,17,71,92572.48966712994,,0.13959629736658735,,
3,7,18,32,342.2590022803973,,0.06417181221627281,,
3,7,19,54,384.2991020411651,25.0,0.26299651464658974,,
3,7,20,28,171.10664474028758,24.0,0.474557464067413,,
3,7,21,29,610.2259142931171,,0.43233341242270895,,
3,7,22,30,804.5964671774396,24.0,0.14726419243862246,,
3,7,23,27,863.7128092120478,19.0,0.23054450402599483,1.580309396389725,0.6795547287443475
3,7,24,5,291.3317519454697,,0.2454233354949107,,
3,7,25,6,816.1979516085546,0.0,0.12999043680123842,,
3,7,26,9,383444.99819520337,1.0,0.1340719800596851,,
3,7,27,10,499.0292595188002,1.0,0.19733048694557453,,
3,7,28,11,909587.6893513239,,0.34722408005366795,,
3,7,29,12,73.80139944952658,1.0,0.2596470762413178,,
3,7,30,13,736.835975842641,,0.27297464415948985,,
3,7,31,14,3479.515846670262,1.0,0.20659184683458293,,
3,7,32,22,452.4963637584864,3.0,0.24857566074277723,1.7655381837353519,0.9261895474120246
3,7,33,17,2311819.66730743,3.0,0.21482119313177492,1.7655381837353519,0.9261895474120246
3,7,34,25,885212.5375195722,23.0,0.21279724080565166,0.9064513236036834,1.276429317673793
3,7,35,31,160.07685910136627,,0.172955787009506,,
3,7,36,26,211240.20956436457,24.0,0.10613782166737207,,
3,7,37,62,222.34400084360067,2.0,0.3079182323513527,,
3,7,38,15,653.2517070298074,,0.07754468309838265,,
3,7,39,67,148.7478036937633,,0.26769643745546184,,
3,7,40,69,80.14522710576146,,0.00042902434829216265,,
3,7,41,68,186.3565547312245,,0.14718208783229803,,
3,7,42,56,167.41123466098674,,0.2448960100040268,,
3,7,43,38,2473.399398487349,,0.08128985838303249,,
3,7,44,18,15159.625585514506,,0.17709196371480238,,
3,7,45,21,260.41026546852333,,0.255819307026197,,
3,7,46,74,155.9827091883458,,0.17982356809352049,,
3,7,47,24,894.7992393727811,2.0,0.11136203629628287,,
3,7,48,72,78.59057022784755,,0.12292005138051083,,
3,7,49,73,110.03616851059405,2.0,0.2198367564586482,,
3,7,50,76,1146.839533249987,30.0,0.19640883044324794,0.3635753559923103,0.5420663522589764
3,7,51,53,1496.2947904835974,25.0,0.23757288791191267,,
3,7,52,49,3985.807549022592,,0.028784240990580207,,
3,7,53,50,257.43136549907746,,0.5380680180021903,,
3,7,54,51,696.0810178388134,,0.20654507968415373,,
3,7,55,52,576.4374462592906,,0.2793330802825894,,
3,7,56,66,295.0404605859523,26.0,0.20745195838205033,,
3,7,57,77,74972.89901546894,,0.22095892672400153,,
3,8,0,0,281424.38479901006,,0.12759939756034253,,
3,8,1,58,86.38725814836833,,0.12611676000267016,,
3,8,2,2,1150.0701674430875,,0.0,,
3,8,3,78,254.66544265027267,,0.12582032736065385,,
3,8,4,4,18498.338781644765,0.0,0.20022900140981262,,
3,8,5,3,73.17751611592242,0.0,0.2567801156728227,,
3,8,6,7,487.8839418402556,0.0,0.23438872817038814,,
3,8,7,19,325.3244829787915,0.0,0.21271259581702354,,
3,8,8,8,616.690725331636,,0.17502008531906368,,
3,8,9,5,576.5127630708745,,0.24462251268377252,,
3,8,10,6,964.5289385613631,0.0,0.12851399103877176,,
3,8,11,9,1695.4304722668508,0.0,0.16207482285330893,,
3,8,12,20,371.90119301793925,0.0,0.21680871333262006,,
3,8,13,18,495175.7047781191,2.0,0.24040181000933167,1.0813480282755383,0.988606100216787
3,8,14,10,378467.46127877134,1.0,0.24777349746671654,,
3,8,15,11,3023.2562665330042,,0.2840538919042775,,
3,8,16,12,109.0429035996771,1.0,0.23985598162761526,,
3,8,17,13,4156.857343375405,,0.2901190422539999,,
3,8,18,14,1377.6443100150534,1.0,0.22170980093915396,,
3,8,19,21,778.7712525728313,3.0,0.26398921204027476,1.380557076349516,1.2902172325477141
3,8,20,39,338.09925983614346,,0.017906815624144864,,
3,8,21,44,95.06144734990572,,0.15460254049274955,,
3,8,22,47,90637.06797276913,,0.1157640518545224,,
3,8,23,48,348.27058923251116,,0.16709806648300685,,
3,8,24,71,309.6470948518679,,0.1481213565964549,,
3,8,25,32,215.9248597428964,,0.01564432112946546,,
3,8,26,54,404.23542162522045,10.0,0.18654621406985383,,
