statistic,mean,sd,ci_lo,ci_hi,map,n_hypotheses,ess,image_id,condition,replicate,geometry_source,proposer,n_hypotheses_total,downsample
reticular_fraction,6.751773705665433e-111,2.617986215709213e-57,0.0,0.0,0.0,32,4.0,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0,0.0,0.0,0.0,0.0,32,4.0,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.6017254287487844,0.002220547037062279,0.6009558431281029,0.6034893143017775,0.6034893143017775,32,4.0,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,0.0,0.0,0.0,0.0,,2,1.1125433261369084,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0,0.0,0.0,0.0,,2,1.1125433261369084,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.8835767483154239,0.000275277512631741,0.8835227272727273,0.8838526912181303,0.8835227272727273,32,4.0,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
n_cells,194.9481139481331,0.26545943765500607,195.0,195.0,195.0,32,4.0,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,523.3417239205285,0.9559310491662768,523.0,525.0,523.0,32,4.0,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
mean_degree,5.100173228502716,0.004848486377559557,5.097435897435897,5.107692307692307,5.097435897435897,32,4.0,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,junction_channel,neural:best.pt,32,1
