statistic,mean,sd,ci_lo,ci_hi,map,n_hypotheses,ess,image_id,condition,replicate,geometry_source,proposer,n_hypotheses_total,downsample
reticular_fraction,3.1928159698980364e-83,1.6300826707288419e-43,0.0,0.0,0.0,32,3.9999999999999982,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0,0.0,0.0,0.0,0.0,32,3.9999999999999982,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.646110991060765,0.003423615646576179,0.6399574985312677,0.6490293204637946,0.6477565836108743,32,3.9999999999999982,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,0.0,0.0,0.0,0.0,,10,1.942846167041719,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0,0.0,0.0,0.0,,10,1.942846167041719,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.8953721263270311,0.00016813936323404143,0.8952879581151832,0.8955613577023499,0.8952879581151832,32,3.9999999999999982,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
n_cells,219.924822504541,0.3342183106460275,219.0,220.0,220.0,32,3.9999999999999982,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,587.571085473226,1.2901748586911879,586.0,589.0,587.0,32,3.9999999999999982,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
mean_degree,5.094771614382453,0.0048699164755642566,5.090909090909091,5.1,5.090909090909091,32,3.9999999999999982,resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,junction_channel,neural:best.pt,32,1
