face_id,area_poly_px,perimeter_px,n_sides,n_bounding_cells,bounding_cells,centroid_row,centroid_col,area_um2
568,9.178253173828125,11.320734019311306,1,1,[23],38.553956931383475,887.6584596815638,
569,13.180099487304688,13.25002085168012,1,1,[459],845.2446415451959,349.96897329564445,
