n_pred_cells,n_ref_cells,n_matched_cells,n_unmatched_pred_cells,n_unmatched_ref_cells,n_splits,n_merges,mean_matched_iou,n_pred_edges,n_ref_edges,n_matched_edges,n_unmatched_pred_edges,n_unmatched_ref_edges,n_pred_pairs,n_ref_pairs,n_pair_tp,adjacency_pair_precision,adjacency_pair_recall,adjacency_pair_f1,adjacency_component_precision,adjacency_component_recall,adjacency_component_f1,arclength_rel_error_mean_abs,arclength_rel_error_median_abs,arclength_rel_error_mean_signed,arclength_rel_error_max_abs,n_pred_vertices,n_ref_vertices,n_matched_vertices,vertex_precision,vertex_recall,vertex_f1,vertex_loc_error_mean_px,vertex_loc_error_median_px,vertex_loc_error_p95_px,vertex_incident_set_accuracy,vertex_cyclic_order_accuracy,n_vertex_incident_set_mismatches,vertex_loc_error_mean_um,vertex_loc_error_median_um,vertex_loc_error_p95_um,pq,sq,rq,ap50,ap75,vi,vi_merge,vi_split,boundary_precision,boundary_recall,boundary_f1,hausdorff_px,hausdorff95_px,euler_residual_pred,euler_residual_ref,valid_pred,valid_ref,validity_fraction,complex_edit_distance_approx,tol_px,iou_thresh,pixel_size_um,runtime_s,legacy_f1,legacy_precision,legacy_recall,method_runtime_s,method,image_id,dataset,shape
2139,1957,1742,397,215,39,66,0.8640703723987991,5184,5440,3875,1309,1565,5118,5436,4221,0.824736225087925,0.7764900662251656,0.7998862990335418,0.7474922839506173,0.7123161764705882,0.729480421686747,0.14246481463563013,0.06806469018906108,0.03046944462563254,7.414212791279919,2972,3428,2027,0.6820323014804845,0.5913068844807468,0.6334375,1.3549894664669397,1.4142135623730951,2.8284271247461903,0.8880118401578688,0.8880118401578688,227,0.8807431532035108,0.9192388155425119,1.8384776310850237,0.7349661077728067,0.8640703723987991,0.8505859375,0.740016992353441,0.6151419558359621,2.1263592173011574,1.4310200925352294,0.6953391247659279,0.8853831891223733,0.8754917722098053,0.8804096989863317,59.09314681077663,6.708203932499369,0,0,True,True,1.0,3713,3.0,0.5,0.65,4.865488509181887,0.8121426343694771,0.863013698630137,0.7669350088356568,10.976461410522461,cellpose_sam,L0_1,hcec,"[2048, 2048]"
2020,1976,1825,195,151,16,43,0.9079741616364809,5358,5713,4730,628,983,5340,5709,4956,0.9280898876404494,0.8681029952706253,0.8970947597067608,0.8827920865994774,0.8279362856642745,0.854484689729925,0.08352926096166839,0.04738421787508163,0.003825173672457042,3.562124634379532,3357,3729,2757,0.8212689901697945,0.7393403057119872,0.7781541066892463,1.2565145817157262,1.0,2.8284271247461903,0.9680812477330432,0.9680812477330432,88,0.816734478115222,0.65,1.8384776310850237,0.8293557782715604,0.9079741616364809,0.9134134134134134,0.8406264394288346,0.7807486631016043,1.714233446763871,1.2571868146669585,0.4570466320969125,0.9174842650870048,0.8792726500632002,0.8979721345187069,57.9396237474839,7.211102550927978,0,0,True,True,1.0,2045,3.0,0.5,0.65,4.485081413760781,0.904539830589131,0.945859872611465,0.8666788254605143,2.6454474925994873,cellpose_sam,L12_1,hcec,"[2048, 2048]"
2584,2509,2405,179,104,10,16,0.92229027327806,6992,7300,6409,583,891,6965,7295,6600,0.9475951184493898,0.9047292666209733,0.9256661991584854,0.9166189931350115,0.8779452054794521,0.8968653792331375,0.08802826331860729,0.044388439672419934,0.010870679995138422,10.239502004033481,4398,4782,3845,0.8742610277398818,0.8040568799665412,0.8376906318082789,1.1225717165795648,1.0,2.23606797749979,0.964109232769831,0.964109232769831,138,0.7296716157767171,0.65,1.4534441853748634,0.87104186421902,0.92229027327806,0.9444335362261929,0.8947172619047619,0.851326790258088,1.1767995509418423,0.8390301568993408,0.33776939404250145,0.9576988517474272,0.9509372659783358,0.9543060819748597,68.46897107449476,3.0,0,0,True,True,1.0,1895,3.0,0.5,0.65,4.804472828283906,0.9318028359216746,0.9692523802091463,0.8971395550418954,2.5726418495178223,cellpose_sam,L1_3,hcec,"[2048, 2048]"
1374,1309,837,537,472,31,72,0.7971332747863873,2212,3487,1222,990,2265,2172,3480,1439,0.6625230202578268,0.4135057471264368,0.5092002830856334,0.5524412296564195,0.3504445081732148,0.4288471661695034,0.15890402814123764,0.08650819191599965,-0.04190757956746429,6.283399141829087,848,2112,486,0.5731132075471698,0.23011363636363635,0.32837837837837835,1.570687357603072,1.4142135623730951,2.9571067811865475,0.7613168724279835,0.7613168724279835,116,1.0209467824419969,0.9192388155425119,1.922119407771256,0.49735411926664636,0.7971332747863873,0.6239284383153186,0.45341278439869986,0.2685579196217494,3.4251458721932155,2.8548719854283084,0.570273886764907,0.779304066008944,0.6827718850904057,0.727851252607586,63.56099432828282,25.298221281347036,0,0,True,True,1.0,4380,3.0,0.5,0.65,3.5889781289733946,0.5237820142499517,0.7127882599580713,0.4140030441400304,2.4089205265045166,cellpose_sam,L1_5,hcec,"[2048, 2048]"
2574,2480,2418,156,62,28,41,0.893090692508809,7262,7232,6388,874,844,7233,7221,6773,0.9364025991981197,0.9379587314776346,0.9371800193718003,0.8796474800330487,0.8832964601769911,0.8814681937353387,0.10656035816305441,0.06010303127985166,0.01060652153142694,8.36173339030538,4642,4738,3515,0.7572167169323567,0.7418742085268045,0.7494669509594882,1.4265619542689365,1.4142135623730951,2.8284271247461903,0.952773826458037,0.952773826458037,166,0.9272652702748088,0.9192388155425119,1.8384776310850237,0.8545679835719431,0.893090692508809,0.9568658488326078,0.917298937784522,0.8378181818181818,0.9067858126357682,0.4898083493856555,0.41697746325011276,0.9429826105322444,0.9478108498496365,0.9453905656109917,41.97618372363071,3.605551275463989,0,0,True,True,1.0,2102,3.0,0.5,0.65,5.027998036239296,0.9442147261516141,0.9611578791906661,0.9278585685771314,2.73511004447937,cellpose_sam,L20_2,hcec,"[2048, 2048]"
1330,1257,1242,88,15,9,4,0.9320496367538331,3735,3625,3347,388,278,3705,3623,3466,0.9354925775978408,0.9566657466188242,0.9459606986899564,0.8961178045515394,0.9233103448275862,0.9095108695652173,0.06917840902738455,0.037968111092295635,0.00466201892150656,4.0,2340,2360,1955,0.8354700854700855,0.8283898305084746,0.8319148936170213,1.2756935948384307,1.0,2.23606797749979,0.969309462915601,0.969309462915601,60,0.82920083664498,0.65,1.4534441853748634,0.894940586662745,0.9320496367538331,0.960185543100116,0.9234200743494424,0.8841951930080116,0.7678564524001918,0.37169771779018335,0.39615873461000845,0.9482523371675432,0.9693828722178068,0.9587011853890125,163.88410539158457,3.1622776601683795,0,0,True,True,1.0,829,3.0,0.5,0.65,4.081281881313771,0.9525418955076749,0.9518716577540107,0.9532130777903044,2.6939103603363037,cellpose_sam,L22_2,hcec,"[2048, 2048]"
1887,1726,1573,314,153,30,41,0.8405069219718931,4356,5001,3088,1268,1913,4245,4978,3598,0.847585394581861,0.7227802330253114,0.7802233546568362,0.7089072543617998,0.6174765046990602,0.660040611307043,0.15463304895203553,0.08242275123532183,-0.03054631863623358,6.655761409493237,2241,3236,1434,0.6398929049531459,0.4431396786155748,0.5236443308380501,1.476771621965757,1.4142135623730951,2.8284271247461903,0.8835425383542538,0.8835425383542538,167,0.959901554277742,0.9192388155425119,1.8384776310850237,0.7318668077839955,0.8405069219718931,0.8707445336285635,0.7710784313725491,0.5506437768240343,2.048442812008913,1.3865055246240476,0.6619372873848657,0.8309977111020422,0.8281481432281461,0.829570480111676,50.635955604688654,8.54400374531753,0,0,True,True,1.0,3815,3.0,0.5,0.65,4.106758682988584,0.7960705408924134,0.9033037872683319,0.711595429538722,2.514948844909668,cellpose_sam,L24_2,hcec,"[2048, 2048]"
1778,1564,1314,464,250,26,37,0.8233604686844658,3935,4434,2286,1649,2148,3823,4428,2886,0.7549045252419566,0.6517615176151762,0.6995515695067265,0.5809402795425667,0.5155615696887687,0.5463018281754092,0.17242762043097642,0.09474965039740792,0.027735051469783407,7.603282008518697,2008,2833,938,0.46713147410358563,0.33109777620896574,0.3875232390002066,1.5882847450316948,1.4142135623730951,2.8284271247461903,0.8070362473347548,0.8070362473347548,181,1.0323850842706017,0.9192388155425119,1.8384776310850237,0.647454013076833,0.8233604686844658,0.7863554757630161,0.6479289940828402,0.4581151832460733,2.4991892427475557,1.7823677901424693,0.7168214526050867,0.8057152266904609,0.7957244572515667,0.8006886776771032,45.880278987817846,9.219544457292887,0,0,True,True,1.0,4692,3.0,0.5,0.65,3.8701612167060375,0.7263573275275548,0.8403652392947103,0.6395878265037144,2.4211063385009766,cellpose_sam,L2_1,hcec,"[2048, 2048]"
1420,1403,1335,85,68,16,11,0.9192072595820339,3790,4001,3417,373,584,3769,3998,3559,0.9442823029981428,0.8901950975487744,0.9164413544483069,0.9015831134564644,0.8540364908772807,0.8771659607239122,0.08105480255219681,0.03864320405438706,0.009673198802893433,6.258175625493581,2287,2560,1980,0.8657630083078268,0.7734375,0.8170002063131835,1.1804692644943187,1.0,2.23606797749979,0.954040404040404,0.954040404040404,91,0.7673050219213071,0.65,1.4534441853748634,0.8693883751626037,0.9192072595820339,0.9458023379383634,0.8971774193548387,0.8177720540888602,0.9935284135318541,0.6736048429256504,0.31992357060620374,0.9484358099675514,0.9425517755953942,0.9454846383426078,94.89467845985885,3.605551275463989,0,0,True,True,1.0,1201,3.0,0.5,0.65,4.034972882363945,0.9215189873417722,0.9600222098833981,0.8859851396361773,2.595759868621826,cellpose_sam,L2_4,hcec,"[2048, 2048]"
1722,1631,1580,142,51,20,20,0.8969801523486919,4723,4709,3924,799,785,4673,4694,4275,0.9148298737427777,0.9107371112057946,0.9127789046653144,0.8308278636459877,0.8332979401146741,0.83206106870229,0.09826285484891625,0.05161324838289219,-0.0005020638324018586,2.8588448761765575,2918,3056,2140,0.7333790267306374,0.7002617801047121,0.7164378975560763,1.3232827360906754,1.4142135623730951,2.8284271247461903,0.9462616822429907,0.9462616822429907,115,0.860133778458939,0.9192388155425119,1.8384776310850237,0.8453496216587731,0.8969801523486919,0.9424396063226961,0.8911449520586576,0.792089791555318,1.0410170898581101,0.5845980137661135,0.4564190760919966,0.9147547133061854,0.9215292761823385,0.9181294981199856,76.40026177965623,5.0,0,0,True,True,1.0,1892,3.0,0.5,0.65,4.022442195098847,0.9238886394252358,0.942942254812099,0.9055897887323944,2.578620672225952,cellpose_sam,L30_2,hcec,"[2048, 2048]"
