method,adjacency_pair_f1_mean,adjacency_pair_f1_median,adjacency_pair_precision_mean,adjacency_pair_precision_median,adjacency_pair_recall_mean,adjacency_pair_recall_median,adjacency_component_f1_mean,adjacency_component_f1_median,vertex_f1_mean,vertex_f1_median,vertex_loc_error_median_px_mean,vertex_loc_error_median_px_median,vertex_incident_set_accuracy_mean,vertex_incident_set_accuracy_median,vertex_cyclic_order_accuracy_mean,vertex_cyclic_order_accuracy_median,pq_mean,pq_median,ap50_mean,ap50_median,vi_mean,vi_median,boundary_f1_mean,boundary_f1_median,n_splits_mean,n_splits_median,n_merges_mean,n_merges_median,complex_edit_distance_approx_mean,complex_edit_distance_approx_median,validity_fraction_mean,validity_fraction_median,euler_residual_pred_mean,euler_residual_pred_median,legacy_f1_mean,legacy_f1_median,method_runtime_s_mean,method_runtime_s_median,n_images
neural,0.6476791516905418,0.6329883201975122,0.6649813766519646,0.654170755642787,0.6319986837021184,0.6153073523503415,0.40108936647034005,0.45375930819120824,0.32172394381778224,0.3493803622497617,1.921895141649746,2.0,0.617498568214174,0.6239193083573487,0.617498568214174,0.6239193083573487,0.6341089694560945,0.639684452086354,0.6996584556344096,0.70704510897111,1.8955753567308036,1.8854234334364883,0.7776548831344916,0.7990660734332862,168.26666666666668,139.0,222.66666666666666,241.0,6666.2,7032.0,1.0,1.0,0.0,0.0,0.6426130355427065,0.630039011703511,5.933751090367635,5.718433856964111,15
