wt_id,n_tiles,n_cells,cell_density_per_kpx,cell_area_px,cell_area_cv,gap_area_frac,n_gaps,n_edges,edges_per_cell,edge_length_px,G_eff,permeability_index,gap_fraction,G_eff_len,permeability_index_len,in_plane_G,in_plane_G_len,tissue_frac,well_id,plate,well,condition,treatment,date,week,ter_ohm,log_ter
LORD-5_B1_2017-02-16,2,1621.0,1.1229494568831744,590.6030168437617,0.33431689115276836,0.3365579028003788,71.0,3695.0,2.2750646010121622,15.888559744589406,4405.0,0.004594974761739,0.16198584949292694,4364.388801788186,0.0045547746347039,6.850340502100027,6.750037302316093,0.6634420971996211,LORD-5_B1,LORD-5,B1,Aphidicolin,A,2017-02-16,3,412.0,2.6148972160331345
LORD-5_B1_2017-03-09,2,1773.5,1.2285939924628684,583.221634142421,0.28486582077879535,0.2834952668851929,69.5,4260.5,2.402352875719327,15.807664347880884,4955.5,0.00479647379458935,0.1393209065122612,4925.680104720177,0.00476779380874925,4.664915715633418,4.46802626114428,0.7165047331148071,LORD-5_B1,LORD-5,B1,Aphidicolin,A,2017-03-09,6,926.0,2.966610986681934
LORD-5_B2_2017-02-16,2,1262.5,0.8745982043892707,611.5099300667401,0.3252191822642331,0.46486981895487367,54.0,2553.5,2.0186636388105588,16.302109804702567,3093.5,0.0039937978263850996,0.17307438709557435,3124.692600989545,0.00403373118793645,1.669271087684585,1.5900346220175245,0.5351301810451263,LORD-5_B2,LORD-5,B2,Control,C,2017-02-16,3,264.0,2.4216039268698313
LORD-5_B2_2017-02-23,2,1167.0,0.8084404788295279,605.396858991405,0.29161778027090174,0.508399873555724,38.5,2312.0,1.9688855989472187,16.2713215668913,2697.0,0.00376537655761415,0.13432888950641264,2645.689250034154,0.0036944760816245,5.644428269689082,5.537783424630511,0.491600126444276,LORD-5_B2,LORD-5,B2,Control,C,2017-02-23,4,397.0,2.598790506763115
LORD-5_B2_2017-03-09,2,1694.5,1.1738666592773224,582.583881748464,0.304334431953426,0.3160969342289043,79.5,3949.5,2.329227116874124,15.77101985930018,4744.5,0.00480058249000225,0.1669807517415314,4715.667613208329,0.00477188454635735,6.913619206348789,6.6427776436353,0.6839030657710957,LORD-5_B2,LORD-5,B2,Control,C,2017-03-09,6,700.0,2.845098040014257
LORD-5_C2_2017-02-16,2,1107.5,0.7672217911771226,632.5772165316255,0.2965816705227069,0.5143265962759267,32.5,2092.5,1.886409574468085,16.660395600532834,2417.5,0.0034450300342399503,0.13453467832676963,2395.521223651599,0.0034151501797047004,0.8107048524472724,0.7388234026672167,0.4856734037240734,LORD-5_C2,LORD-5,C2,Control,C,2017-02-16,3,249.0,2.3961993470957363
LORD-5_C2_2017-03-16,2,1823.0,1.2628851695854575,610.8489075537075,0.29868495063468764,0.22845000799995546,101.0,4484.0,2.4591413177952344,16.11625697054266,5494.0,0.0049339642123604,0.184032636407967,5456.230998844185,0.004899428579255349,5.375667782152326,5.202730570389172,0.7715499920000446,LORD-5_C2,LORD-5,C2,Control,C,2017-03-16,7,253.0,2.403120521175818
LORD-5_C3_2017-02-23,2,1233.5,0.8545084238528042,612.0194535578655,0.3161271633468249,0.4771519350017208,38.0,2457.0,1.9868556772604111,16.44553844853594,2837.0,0.0037441305655434003,0.1320449669647652,2831.5183070705725,0.0037363680383319,4.511394072118857,4.3469094730493385,0.5228480649982792,LORD-5_C3,LORD-5,C3,Aphidicolin,A,2017-02-23,4,594.0,2.7737864449811935
LORD-5_C3_2017-03-16,2,1758.5,1.2182027266681446,632.6313627853256,0.30309436546004814,0.22932379980410733,74.5,4371.5,2.4859188064867888,16.34309986526032,5116.5,0.0045987558937478495,0.1451314401049285,5088.65077623642,0.0045737571049844,5.234816162370636,5.048774734588807,0.7706762001958927,LORD-5_C3,LORD-5,C3,Aphidicolin,A,2017-03-16,7,1045.0,3.019116290447073
LORD-5_C4_2017-03-02,2,31.5,0.0218216581689204,1131.9917096032036,0.32534264221042286,0.9752982441112118,0.0,13.0,0.4305555555555556,26.338369695422465,13.0,0.00038034657693620003,0.0,13.403061742998636,0.00039149522357065,5.10702591327572e-15,5.384581669432009e-15,0.024701755888788098,LORD-5_C4,LORD-5,C4,HPI4,H,2017-03-02,5,119.0,2.0755469613925306
LORD-5_C4_2017-03-16,2,38.0,0.026324540013300802,1294.8406636608233,0.31321555024505215,0.965856892865451,0.0,22.0,0.5803374908290535,24.35943627043953,22.0,0.00044824658458295,0.0,22.655765171205267,0.00046038745118744996,3.1030733538273125e-14,3.098216128094578e-14,0.034143107134549,LORD-5_C4,LORD-5,C4,HPI4,H,2017-03-16,7,125.0,2.0969100130080562
LORD-6_B1_2017-02-16,2,752.5,0.5212951673686544,568.8315641818135,0.2854325600012386,0.7024528125732497,13.5,1102.0,1.4453992596509784,16.27346988743749,1237.0,0.00282259478409285,0.09505239289883716,1222.2375310394755,0.0027903312928114,1.2987388942065081e-12,1.3323925296404582e-12,0.29754718742675035,LORD-6_B1,LORD-6,B1,Control,C,2017-02-16,3,242.0,2.383815365980431
LORD-6_B1_2017-03-16,2,2029.0,1.4055918864996675,546.1510362354953,0.27967473247104513,0.23242593205337164,98.0,5006.0,2.466478669945472,15.263579432317083,5986.0,0.0054012270288621,0.1638201785235258,5915.903045535652,0.0053379302095883,5.312316432732789,5.053645355617701,0.7675740679466283,LORD-6_B1,LORD-6,B1,Control,C,2017-03-16,7,254.0,2.404833716619938
LORD-6_B1_2017-03-23,2,2284.5,1.5825897805364664,532.1878832589324,0.2941890106999172,0.15775328385436171,96.5,5976.0,2.615500289561342,14.972018179327076,6941.0,0.005708869548553101,0.1391527609613829,6891.138729751378,0.00566776538048495,3.4628025538683014,3.3141073432810226,0.8422467161456383,LORD-6_B1,LORD-6,B1,Control,C,2017-03-23,8,398.0,2.5998830720736876
LORD-6_C1_2017-03-02,2,1220.5,0.8455026601640434,563.9800467861162,0.31410005612973,0.5231355374574502,30.5,2342.0,1.9188551530799256,15.666098861807384,2647.0,0.0038443418878098,0.1145349996035071,2633.9346809716494,0.0038247711844936,0.7534140822858763,0.6757620436193865,0.47686446254254966,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-02,5,759.0,2.88024177589548
LORD-6_C1_2017-03-16,2,1916.5,1.3276573930392377,538.6417941136981,0.30642349807217056,0.2848655242609148,78.0,4560.5,2.3769522989361986,15.124124234860673,5340.5,0.00516554269190515,0.14548291794557933,5322.268803063003,0.0051473448554485,9.35815525608172,9.031432064023875,0.7151344757390852,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-16,7,1002.0,3.0008677215312267
LORD-6_C1_2017-03-23,2,2055.0,1.423603413877189,547.0062683296967,0.3009827577817916,0.2213468018351888,87.0,5179.5,2.520416957253424,15.13995522986001,6049.5,0.0053804276210985,0.1433477035984395,6002.5865099430575,0.005338783574078999,4.688470766427569,4.496077009336367,0.7786531981648112,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-23,8,1107.0,3.044147620878723
LORD-6_C3_2017-02-23,2,460.0,0.3186654843715362,576.7728971508789,0.30028737986261633,0.8162057161119767,3.5,594.0,1.291475857636378,16.199497027162195,629.0,0.0023695014123205497,0.052328710517522345,628.458203521485,0.00236740131476445,2.94098079223204e-13,2.8042151933860287e-13,0.18379428388802335,LORD-6_C3,LORD-6,C3,Control,C,2017-02-23,4,503.0,2.7015679850559273
LORD-6_C3_2017-03-09,2,686.5,0.4755735978718687,519.3169674283572,0.25717731563762236,0.7533836762832713,2.0,1017.5,1.4773726538121683,15.452056445447699,1037.5,0.0029061260944098,0.02053663047032685,1039.272805620029,0.0029085177935921002,0.04941683932415425,0.044428947964159894,0.2466163237167287,LORD-6_C3,LORD-6,C3,Control,C,2017-03-09,6,139.0,2.143014800254095
LORD-6_C4_2017-03-02,2,1863.0,1.290595211704722,598.7882790299092,0.3324734193714566,0.2278814491425456,80.0,4668.5,2.5068942661135423,15.850757564653254,5468.5,0.0049142552302834,0.14631930591521314,5452.362555572031,0.0049006373003372995,4.660272306083911,4.526463134745831,0.7721185508574544,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-02,5,621.0,2.79309160017658
LORD-6_C4_2017-03-09,2,1869.0,1.2947517180226114,635.5082104169485,0.3325338364325294,0.1772591022661852,96.0,4747.0,2.5399866881374127,16.34729736955208,5707.0,0.0048095859700121,0.16818942633959993,5692.940583858626,0.0047973150727929,4.792036641166652,4.685376507035801,0.8227408977338149,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-09,6,876.0,2.9425041061680806
LORD-6_C4_2017-03-16,2,2018.0,1.3979716249168699,619.9524155788058,0.31705787473941704,0.133924383700647,90.5,5320.0,2.6363610897121648,16.094386781107723,6225.0,0.0049792305435516,0.14519629749577,6188.415115023544,0.00494996640963025,3.7479634744909944,3.5958870375659537,0.8660756162993529,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-16,7,1026.0,3.0111473607757975
LORD-7_B2_2017-02-23,2,437.0,0.30273221015295937,563.5779448977573,0.27487663801310747,0.8299827204974679,5.5,658.0,1.473922708618331,16.191509057260767,713.0,0.00283285596809,0.0760574367271466,703.9636214404518,0.0027892525784694,1.0326739463550894e-12,1.0486403412279799e-12,0.17001727950253204,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-02-23,4,708.0,2.850033257689769
LORD-7_B2_2017-03-09,2,662.0,0.4586011970738195,526.0328884640297,0.27807445327386204,0.7581935044958596,10.5,1073.5,1.5519798470808648,15.578346129425803,1178.5,0.00320583995304155,0.07589378074702804,1164.4476723862797,0.0031597765428787,7.808198532188727e-13,8.308458088190918e-13,0.2418064955041404,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-03-09,6,851.0,2.929929560084588
LORD-7_B2_2017-03-16,2,1332.0,0.9227444025714919,526.9168698987122,0.2688499710963729,0.5133154826427453,30.5,2756.0,2.066457669597723,15.252073744915123,3061.0,0.00434376724709585,0.0961263588474842,3040.572454224577,0.00431453234390635,2.1054402173265596,2.035543542719521,0.4866845173572548,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-03-16,7,1062.0,3.0261245167454502
LORD-7_C1_2017-03-02,2,427.5,0.29615107514963424,547.751075203943,0.3001992031381854,0.8375565153192559,3.5,560.0,1.3055604750783125,16.263759791440357,595.0,0.0025420813667261,0.0621250153492051,591.2255474645768,0.00252244259488145,4.901079542207754e-13,4.931402508567829e-13,0.162443484680744,LORD-7_C1,LORD-7,C1,Control,C,2017-03-02,5,447.0,2.6503075231319366
LORD-7_C1_2017-03-16,2,1027.0,0.7114553314121037,513.232869901185,0.27430050921666094,0.6348801038239331,20.0,1875.0,1.8256310872589943,15.258068077961607,2075.0,0.0039378632074681,0.09667790906385515,2041.7115845350122,0.0038765782755756997,3.3164027080090364e-12,3.2592609167103603e-12,0.36511989617606694,LORD-7_C1,LORD-7,C1,Control,C,2017-03-16,7,546.0,2.7371926427047373
LORD-7_C2_2017-02-16,2,704.5,0.4880431168255376,630.5246522108163,0.34276264600837314,0.693761059963579,16.5,1178.0,1.628508800628149,16.900717859886072,1343.0,0.0029472538507372,0.12145969498910669,1350.196618503322,0.0029691943933344003,0.2086414381891253,0.18678127199600175,0.306238940036421,LORD-7_C2,LORD-7,C2,Aphidicolin,A,2017-02-16,3,431.0,2.6344772701607315
LORD-7_C2_2017-03-23,2,1669.0,1.156201507426291,586.298428481326,0.27281064781068676,0.32093594409863974,68.5,3927.5,2.344856325656071,15.876889019724658,4612.5,0.0046780307446722,0.1437155323408735,4581.42212619637,0.00464667519981795,2.604586300540027,2.542269894458649,0.6790640559013602,LORD-7_C2,LORD-7,C2,Aphidicolin,A,2017-03-23,8,1057.0,3.024074987307426
LORD-7_C3_2017-02-23,1,14.0,0.0096985147417424,961.1298217773438,0.5031966352611873,0.990678468254764,0.0,3.0,0.2142857142857142,29.758668424815397,3.0,0.0002229518941462,0.0,3.433692510555622,0.0002551827497147,0.0,0.0,0.0093215317452358,LORD-7_C3,LORD-7,C3,HPI4,H,2017-02-23,4,106.0,2.0253058652647704
LORD-7_C4_2017-03-02,2,672.5,0.46587508313012627,554.7063787262994,0.27326228144051223,0.7415761404041703,7.0,974.0,1.4483330900856672,16.126410596902517,1044.0,0.00279917323570485,0.06685538371191439,1042.6790929708914,0.0027958185832710003,1.0141887329950805e-12,1.0082941426237113e-12,0.2584238595958296,LORD-7_C4,LORD-7,C4,Control,C,2017-03-02,5,184.0,2.2648178230095364
LORD-7_C4_2017-03-09,2,716.5,0.49635612946131674,540.760561341642,0.26339169865190754,0.730165006532502,10.0,1124.5,1.5519991539661826,15.87932025486965,1224.5,0.0031123575953065,0.07833254588200675,1201.5490470615441,0.00305031273785885,1.4990786390001176e-12,1.496587576088615e-12,0.26983499346749795,LORD-7_C4,LORD-7,C4,Control,C,2017-03-09,6,134.0,2.1271047983648077
LORD-7_C4_2017-03-16,2,1564.0,1.0834626468632234,539.1683632760328,0.2804655148567562,0.41529426690454463,62.5,3454.5,2.2062777407798135,15.291705290239275,4079.5,0.00482798106275935,0.1523445754310052,4043.5283387290683,0.004785858926432,3.771397733253711,3.608241920891748,0.5847057330954553,LORD-7_C4,LORD-7,C4,Control,C,2017-03-16,7,472.0,2.673941998634088
