wt_id,n_tiles,n_cells,cell_density_per_kpx,cell_area_px,cell_area_cv,gap_area_frac,n_gaps,n_edges,edges_per_cell,edge_length_px,G_eff,permeability_index,gap_fraction,G_eff_len,permeability_index_len,in_plane_G,in_plane_G_len,tissue_frac,well_id,plate,well,condition,treatment,date,week,ter_ohm,log_ter
LORD-2_B1_2017-02-16,2,904.0,0.6262469518953668,623.5728782132776,0.33456435452669164,0.6089946995128208,19.0,1550.5,1.7125827553593949,16.643313396993953,1740.5,0.00308258214764315,0.1090967947555394,1743.306057994441,0.0030893888067667,1.1817768985622479e-12,1.209594924223012e-12,0.3910053004871792,LORD-2_B1,LORD-2,B1,Aphidicolin,A,2017-02-16,3,320.0,2.505149978319906
LORD-2_B1_2017-03-09,2,1342.5,0.9300182886277988,610.7813863754272,0.279804158084873,0.43183026326994917,43.0,2873.0,2.139289876789877,16.237078239947856,3303.0,0.0040258627998646,0.13003218782151665,3272.8448814704698,0.0039886909361965504,1.3427066040740978,1.2499300815151893,0.5681697367300509,LORD-2_B1,LORD-2,B1,Aphidicolin,A,2017-03-09,6,920.0,2.963787827345555
LORD-2_B1_2017-03-16,2,1268.5,0.8787547107071603,644.3664808968567,0.2999094457061975,0.4342197374556551,48.0,2709.5,2.1326426486365104,16.673614387485202,3189.5,0.003899872316877,0.15113533060078,3189.469957571449,0.00389991297872885,1.7731446919088194,1.6316798610707264,0.5657802625443449,LORD-2_B1,LORD-2,B1,Aphidicolin,A,2017-03-16,7,825.0,2.916453948549925
LORD-2_B2_2017-02-23,2,457.5,0.3169336067390822,598.2268096525604,0.29368224421711364,0.8104373032014509,3.0,560.0,1.2226393618242337,16.729288699435756,590.0,0.00215493124340115,0.0517684183855624,585.2507054944833,0.0021379094044668,1.721955911193618e-13,1.7161966292533748e-13,0.1895626967985491,LORD-2_B2,LORD-2,B2,Control,C,2017-02-23,4,440.0,2.6434526764861874
LORD-2_B2_2017-03-09,2,909.5,0.6300570826867657,562.3027323775766,0.2741794273362318,0.6456156782658923,11.0,1516.5,1.6641544380750917,16.107007182521087,1626.5,0.00317252757831555,0.06706851678000895,1601.2147254626925,0.0031228591886824503,8.283929098240607e-13,8.362754932988992e-13,0.3543843217341077,LORD-2_B2,LORD-2,B2,Control,C,2017-03-09,6,568.0,2.754348335711019
LORD-2_C1_2017-03-02,1,15.0,0.010391265794724,1600.699080403646,0.4025984184644887,0.9833667103981554,0.0,9.0,0.6,30.34752997407477,9.0,0.000374836224588,0.0,9.589253174520778,0.0003993777173951,0.0,0.0,0.0166332896018445,LORD-2_C1,LORD-2,C1,HPI4,H,2017-03-02,5,107.0,2.0293837776852097
LORD-2_C2_2017-02-16,2,1113.0,0.7710319219685213,623.5980078072752,0.3383154911520123,0.5194107355021818,39.0,2126.5,1.9072787850046815,16.521128311670566,2516.5,0.00361581277577675,0.15288798547369792,2519.4300881401796,0.0036214589220806,0.3237652853589444,0.415874539866564,0.48058926449781825,LORD-2_C2,LORD-2,C2,Control,C,2017-02-16,3,264.0,2.4216039268698313
LORD-2_C2_2017-03-16,2,1793.0,1.2421026379960098,589.8973077031484,0.2982216796712662,0.2669798592352016,75.5,4339.5,2.4188084999365045,15.871464773705624,5094.5,0.0048097385635751996,0.1472206749213972,5026.9839442140365,0.0047455327263831,5.844587674604494,5.5785911977983185,0.7330201407647984,LORD-2_C2,LORD-2,C2,Control,C,2017-03-16,7,343.0,2.5352941200427703
LORD-2_C3_2017-02-23,2,1088.0,0.7537131456439814,635.6263476007457,0.3077858842436396,0.518791947145997,33.0,2097.0,1.914458691823321,16.78074154556279,2427.0,0.00345575416350345,0.12583143426862264,2399.7874750623205,0.00341824564300985,0.5322858953532764,0.5005722412231954,0.48120805285400303,LORD-2_C3,LORD-2,C3,Aphidicolin,A,2017-02-23,4,608.0,2.783903579272735
LORD-2_C3_2017-03-16,2,1541.0,1.0675293726446464,628.5137898339499,0.2890233828479787,0.32944547789663936,66.5,3540.0,2.2973804862103364,16.43974114581022,4205.0,0.0043450965843242,0.15808179314874735,4170.0411178865115,0.0043092968644076,5.980976915590411,5.800697757320565,0.6705545221033606,LORD-2_C3,LORD-2,C3,Aphidicolin,A,2017-03-16,7,1065.0,3.0273496077747564
LORD-3_B1_2017-02-16,2,585.0,0.4052593659942363,615.9469468266811,0.2810029169996159,0.7505433605029614,7.5,806.5,1.3788094047900936,16.836446764829187,881.5,0.00244907425704295,0.08464719066388435,873.870588441285,0.0024277467807355003,5.269673586383306e-13,5.314845785697742e-13,0.24945663949703856,LORD-3_B1,LORD-3,B1,Control,C,2017-02-16,3,278.0,2.444044795918076
LORD-3_B1_2017-03-23,2,1725.5,1.1953419419197517,560.5085987725356,0.2794371235280456,0.3299385385221559,60.0,4027.5,2.3337605424732906,15.50427016646469,4627.5,0.004784991971960299,0.12980462682906885,4585.3901726233335,0.00474121580930425,7.382598995532749,7.205691829964577,0.6700614614778442,LORD-3_B1,LORD-3,B1,Control,C,2017-03-23,8,774.0,2.8887409606828927
LORD-3_B2_2017-03-23,1,40.0,0.027710042119264,1226.675361251831,0.332386365168531,0.9660087740730484,0.0,16.0,0.4,23.818690378646217,16.0,0.0003260846452412,0.0,15.687562345635218,0.000319717075136,0.0,0.0,0.0339912259269516,LORD-3_B2,LORD-3,B2,HPI4,H,2017-03-23,8,103.0,2.012837224705172
LORD-3_C1_2017-03-02,2,1122.5,0.7776130569718466,595.0321545265024,0.2972803312677622,0.5367446764481091,21.5,2103.0,1.8680262714933715,16.237005425412825,2318.0,0.0034521687952837497,0.0900319782245594,2305.6820826962426,0.0034331153439791,1.4741071372911827,1.5517444090811945,0.4632553235518908,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-02,5,665.0,2.8228216453031045
LORD-3_C1_2017-03-09,2,1290.0,0.8936488583462647,580.2034775253414,0.28603161825451856,0.481501824700946,34.0,2612.5,2.025193798449612,15.85062472723855,2952.5,0.0039441578572966506,0.11453866565284085,2926.245498300643,0.00390881829619575,0.6402377786734093,0.592349299416834,0.5184981752990541,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-09,6,847.0,2.9278834103307068
LORD-3_C1_2017-03-23,2,1552.5,1.0754960097539348,581.9411264741302,0.28367958504515434,0.3743298877715219,52.5,3464.5,2.2306644518272423,15.828594518127275,3989.5,0.00441465177592875,0.13135854276284586,3966.7488894773815,0.00438914223290445,8.298948372909747,8.064840827578852,0.6256701122284781,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-23,8,973.0,2.988112840268352
LORD-3_C3_2017-02-23,2,728.5,0.5046691420970959,567.3410590101723,0.28098811227727233,0.7141469114346294,5.5,1071.5,1.4638762880346836,16.376420369253346,1126.5,0.0027180555227514,0.0491231759925378,1125.9645927836248,0.00271568286910765,1.2788659020657178e-12,1.276687089379891e-12,0.2858530885653706,LORD-3_C3,LORD-3,C3,Control,C,2017-02-23,4,134.0,2.1271047983648077
LORD-3_C3_2017-03-09,2,947.5,0.6563816227000665,556.0532930228517,0.2703786909533384,0.6345728822463739,20.0,1621.5,1.71014500025646,15.730955585189358,1821.5,0.0034557091826634,0.1095331164145121,1799.3164313184982,0.0034121998449083,0.06352144290477775,0.04747446252949669,0.365427117753626,LORD-3_C3,LORD-3,C3,Control,C,2017-03-09,6,143.0,2.155336037465062
LORD-3_C4_2017-03-02,2,1104.0,0.7647971624916869,621.9114963588922,0.29582337789581614,0.5254744252723063,29.5,2129.0,1.920984905872585,16.63405514084735,2424.0,0.0035200113778067503,0.11973825195163015,2408.6916357420214,0.00349825989288505,0.3385719431537736,0.2980279204846304,0.4745255747276937,LORD-3_C4,LORD-3,C4,Aphidicolin,A,2017-03-02,5,759.0,2.88024177589548
LORD-3_C4_2017-03-09,2,1145.0,0.7931999556639326,625.2083570654801,0.2789102335158259,0.5043292039568052,27.0,2323.0,2.027030844403726,16.597621424523503,2593.0,0.0036231661906502,0.10491748125995054,2580.864260459525,0.0036061135591959,0.1762451697396652,0.1757209944140014,0.4956707960431947,LORD-3_C4,LORD-3,C4,Aphidicolin,A,2017-03-09,6,855.0,2.931966114728173
LORD-4_B1_2017-02-16,2,44.0,0.0304810463311904,1069.3998169870088,0.34385131580515566,0.9663120806018997,0.0,20.5,0.4757575757575757,26.456608185425395,20.5,0.00045803394397375,0.0,20.07056137950805,0.0004581688417293,0.0,0.0,0.03368791939810035,LORD-4_B1,LORD-4,B1,HPI4,H,2017-02-16,3,111.0,2.0453229787866576
LORD-4_B1_2017-03-16,2,23.5,0.016279649745067598,1252.1137448063603,0.42156385390690726,0.9792075719465518,0.0,6.5,0.27962962962962956,20.436476356140602,6.5,0.0002296722500545,0.0,6.49886211531388,0.00022484897464715003,0.0,0.0,0.02079242805344805,LORD-4_B1,LORD-4,B1,HPI4,H,2017-03-16,7,114.0,2.0569048513364727
LORD-4_B2_2017-02-23,2,736.0,0.5098647749944579,598.7472046150663,0.30101679907000284,0.6951871174451015,10.5,1122.5,1.503841769265846,16.389242843362656,1227.5,0.0027344477809558,0.07672130344447994,1223.849355585689,0.00272604038620205,1.12537756891129e-12,1.0970946373589639e-12,0.3048128825548984,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-02-23,4,742.0,2.870403905279027
LORD-4_B2_2017-03-02,2,1092.5,0.7568305253823986,551.1602596429858,0.2813120937255966,0.5827076239428375,20.5,2034.5,1.8544042154416616,15.669603474027143,2239.5,0.0036987483930269,0.08986721418663335,2237.219924394552,0.0036951242746468002,2.8888558212258886e-12,2.9782495913899254e-12,0.4172923760571624,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-03-02,5,816.0,2.9116901587538613
LORD-4_B2_2017-03-16,2,1437.5,0.9958296386610508,565.7654157387976,0.28695024814534403,0.4366960655794627,49.0,3067.5,2.1274816176470592,15.675760195895537,3557.5,0.0043387893630285005,0.1302368388759357,3536.41786942307,0.00431126038163725,3.587680675886511,3.4982235638600883,0.5633039344205373,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-03-16,7,1087.0,3.0362295440862948
LORD-4_C1_2017-03-02,2,1333.0,0.9234371536244734,576.5749813127238,0.30100108823826194,0.4675831573021646,48.0,2575.5,1.9264517427147183,16.03160369168233,3055.5,0.00394386672275815,0.14778099487636787,3059.14307140021,0.0039464329251846,5.655957411473866,5.585292550025998,0.5324168426978353,LORD-4_C1,LORD-4,C1,Control,C,2017-03-02,5,120.0,2.0791812460476247
LORD-4_C1_2017-03-09,2,1414.0,0.9795499889159832,567.2240806167129,0.27997624992554554,0.4443040705181706,52.5,2882.0,2.0380122165689967,15.759183314506693,3407.0,0.00424763517100755,0.15406853879827154,3392.664558597139,0.0042293472104549,0.5887485293965933,0.6030188286834303,0.5556959294818293,LORD-4_C1,LORD-4,C1,Control,C,2017-03-09,6,131.0,2.1172712956557644
LORD-4_C1_2017-03-16,2,1873.0,1.2975227222345378,580.8641923395517,0.29722529709908974,0.24735454289988754,98.0,4558.0,2.4311897156658877,15.761915904713199,5538.0,0.0050930310115175,0.177559465231684,5489.937909659415,0.00504844776287235,5.401804412373225,5.159768802499011,0.7526454571001124,LORD-4_C1,LORD-4,C1,Control,C,2017-03-16,7,179.0,2.2528530309798933
LORD-4_C2_2017-02-16,2,790.5,0.5476197073819552,614.8906721043959,0.30541829445511337,0.6628169961367815,13.0,1292.5,1.6337101865872752,16.504219863752297,1422.5,0.00292007425373215,0.08961377605445395,1417.0368857681208,0.00290755599734985,2.4890645100583697e-12,2.533404042104337e-12,0.33718300386321853,LORD-4_C2,LORD-4,C2,Aphidicolin,A,2017-02-16,3,390.0,2.591064607026499
LORD-4_C2_2017-03-23,2,1711.0,1.1852970516515184,574.4678782104615,0.3015799338675187,0.3193375711244427,67.0,4017.0,2.34815445099979,15.555037129378086,4687.0,0.00477015684307105,0.14288274512046617,4666.2492600594705,0.0047490653828433,5.590235845143329,5.527904357290724,0.6806624288755572,LORD-4_C2,LORD-4,C2,Aphidicolin,A,2017-03-23,8,1115.0,3.0472748673841794
LORD-4_C4_2017-02-16,2,1103.0,0.7641044114387054,605.0543324408283,0.2861938052839086,0.5377836557482172,27.5,2066.0,1.8691158360974836,16.321470525942452,2341.0,0.0034976025012177503,0.11632155264939065,2339.9253580269906,0.0034962563391248,2.671356453414783,2.850084339591448,0.4622163442517828,LORD-4_C4,LORD-4,C4,Control,C,2017-02-16,3,132.0,2.12057393120585
LORD-4_C4_2017-03-02,2,1012.0,0.7010640656173798,575.1213139672441,0.2903564502823752,0.5948001862153645,24.5,1936.5,1.8459609673679265,16.01024946662848,2181.5,0.0035703439722058,0.09800509959644266,2153.7309122223824,0.00352418148374965,2.7476828802842936,2.602210157784635,0.40519981378463543,LORD-4_C4,LORD-4,C4,Control,C,2017-03-02,5,117.0,2.0681858617461617
LORD-4_C4_2017-03-23,2,2164.5,1.4994596541786742,564.7374633331781,0.29826997167475267,0.15270717506053522,96.5,5663.0,2.6140608275988777,15.446289930259551,6628.0,0.00541830090354395,0.1458757965508996,6569.81384461821,0.00537059535391695,3.730369162905895,3.5219997527812374,0.8472928249394648,LORD-4_C4,LORD-4,C4,Control,C,2017-03-23,8,335.0,2.525044807036845
