wt_id,well_id,plate,well,condition,treatment,date,week,ter_ohm,grid_r,grid_c,file,source,cell_radius_px,n_raw_masks,n_cells,cell_density_per_kpx,cell_area_px,cell_area_cv,gap_area_frac,n_gaps,n_edges,edges_per_cell,edge_length_px,G_eff,permeability_index,gap_fraction,G_eff_len,permeability_index_len,in_plane_G,in_plane_G_len,tissue_frac
LORD-3_C1_2017-03-02,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-02,5,665.0,1,1,LORD-3_C1_2017-03-02_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.398760233979036,1042,1042.0,0.7218465972068278,585.1597172889051,0.2920501850013373,0.5776044492524945,14.0,1867.0,1.7917466410748562,16.107530926198347,2007.0,0.0032915861942049,0.0697558545092177,1991.0046673935012,0.0032653530023866,2.489231043512064e-12,2.5143359616564e-12,0.4223955507475054
LORD-3_C1_2017-03-02,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-02,5,665.0,2,1,LORD-3_C1_2017-03-02_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.575766059431594,1203,1203.0,0.8333795167368654,604.9045917640997,0.3025104775341872,0.4958849036437237,29.0,2339.0,1.944305901911887,16.3664799246273,2629.0,0.0036127513963626,0.1103081019399011,2620.359497998984,0.0036008776855716,2.9482142745798763,3.1034888181598745,0.5041150963562763
LORD-3_C1_2017-03-09,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-09,6,847.0,1,1,LORD-3_C1_2017-03-09_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.110581167104948,1290,1290.0,0.8936488583462647,570.7318354880163,0.2976166279593047,0.4899661467942661,26.0,2617.0,2.0286821705426354,15.66782340168412,2877.0,0.0039076715533706,0.0903719151894334,2839.1811036128724,0.0038563042173985,0.3389206606593801,0.3160121758004084,0.5100338532057339
LORD-3_C1_2017-03-09,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-09,6,847.0,2,1,LORD-3_C1_2017-03-09_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.434347973244154,1290,1290.0,0.8936488583462647,589.6751195626665,0.2744466085497324,0.4730375026076259,42.0,2608.0,2.021705426356589,16.03342605279298,3028.0,0.0039806441612227,0.1387054161162483,3013.3098929884136,0.003961332374993,0.9415548966874384,0.8686864230332596,0.5269624973923741
LORD-3_C1_2017-03-23,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-23,8,973.0,1,1,LORD-3_C1_2017-03-23_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.21938453616132,1600,1600.0,1.108401684770561,575.7036854839325,0.291979789335399,0.3618890650809881,57.0,3616.0,2.26,15.711999433076304,4186.0,0.0045444385123239,0.1361681796464405,4177.288618775049,0.0045349811935627,10.363369825820968,10.303790508128497,0.6381109349190118
LORD-3_C1_2017-03-23,LORD-3_C1,LORD-3,C1,Aphidicolin,A,2017-03-23,8,973.0,2,1,LORD-3_C1_2017-03-23_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.446189622059965,1505,1505.0,1.0425903347373089,588.1785674643279,0.2753793807549097,0.3867707104620556,48.0,3313.0,2.201328903654485,15.945189603178244,3793.0,0.0042848650395336,0.1265489058792512,3756.209160179714,0.0042433032722462,6.234526919998525,5.825891147029209,0.6132292895379444
LORD-3_C4_2017-03-02,LORD-3_C4,LORD-3,C4,Aphidicolin,A,2017-03-02,5,759.0,1,1,LORD-3_C4_2017-03-02_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.911592676604096,1006,1006.0,0.6969075592994901,638.270010127225,0.309437162219208,0.5551848050681748,22.0,1848.0,1.836978131212724,16.994366809782292,2068.0,0.0032206839916642,0.1063829787234042,2060.1549589332576,0.0032084661975745,0.2308156623636581,0.2268109417725649,0.4448151949318252
LORD-3_C4_2017-03-02,LORD-3_C4,LORD-3,C4,Aphidicolin,A,2017-03-02,5,759.0,2,1,LORD-3_C4_2017-03-02_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.58748446131949,1202,1202.0,0.8326867656838839,605.5529825905595,0.2822095935724243,0.4957640454764378,37.0,2410.0,2.004991680532446,16.273743471912407,2780.0,0.0038193387639493,0.1330935251798561,2757.2283125507847,0.0037880535881956,0.4463282239438891,0.3692448991966959,0.5042359545235622
LORD-3_C4_2017-03-09,LORD-3_C4,LORD-3,C4,Aphidicolin,A,2017-03-09,6,855.0,1,1,LORD-3_C4_2017-03-09_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.888692920047486,1110,1110.0,0.7689536688095766,635.2901095141161,0.2823399449847792,0.5114913395306826,33.0,2185.0,1.9684684684684688,16.684955874054438,2515.0,0.0035665056512506,0.1312127236580517,2498.5005157488577,0.0035431078366087,0.1010439714714416,0.0785355344439369,0.4885086604693173
LORD-3_C4_2017-03-09,LORD-3_C4,LORD-3,C4,Aphidicolin,A,2017-03-09,6,855.0,2,1,LORD-3_C4_2017-03-09_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.773623058786647,1180,1180.0,0.8174462425182887,615.126604616844,0.2754805220468726,0.4971670683829279,21.0,2461.0,2.085593220338983,16.51028697499257,2671.0,0.0036798267300498,0.0786222388618494,2663.2280051701923,0.0036691192817831,0.2514463680078888,0.2729064543840659,0.5028329316170721
LORD-4_B2_2017-02-23,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-02-23,4,742.0,1,1,LORD-4_B2_2017-02-23_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.528790949515026,612,612.0,0.4239636444247395,604.1863205105651,0.3036499628540964,0.743846965644767,4.0,843.0,1.3774509803921569,16.567347082185208,883.0,0.0023880223840505,0.0453001132502831,879.6352232846242,0.0023789225402071,3.661515535213767e-13,3.627098621450386e-13,0.2561530343552329
LORD-4_B2_2017-02-23,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-02-23,4,742.0,2,1,LORD-4_B2_2017-02-23_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.398760233979036,860,860.0,0.5957659055641764,593.3080887195675,0.2983836352859093,0.646527269245436,17.0,1402.0,1.630232558139535,16.211138604540103,1572.0,0.0030808731778611,0.1081424936386768,1568.0634878867536,0.003073158232197,1.8846035843012032e-12,1.831479412572889e-12,0.3534727307545639
LORD-4_B2_2017-03-02,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-03-02,5,816.0,1,1,LORD-4_B2_2017-03-02_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.061933202803932,1182,1182.0,0.8188317446242518,553.7000029510652,0.2711328562755204,0.5466128605851258,26.0,2305.0,1.9500846023688665,15.550181332371194,2565.0,0.0039191814156683,0.1013645224171539,2561.409493086612,0.0039136953150961,3.5151881405681706e-12,3.670216908169266e-12,0.4533871394148742
LORD-4_B2_2017-03-02,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-03-02,5,816.0,2,1,LORD-4_B2_2017-03-02_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.890219570974685,1003,1003.0,0.6948293061405454,548.6205163349064,0.2914913311756728,0.6188023873005493,15.0,1764.0,1.7587238285144566,15.789025615683093,1914.0,0.0034783153703855,0.0783699059561128,1913.030355702492,0.0034765532341975,2.2625235018836065e-12,2.286282274610585e-12,0.3811976126994507
LORD-4_B2_2017-03-16,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-03-16,7,1087.0,1,1,LORD-4_B2_2017-03-16_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.110581167104948,1275,1275.0,0.8832575925515407,566.671813952876,0.2911103442806853,0.4994828178411681,26.0,2640.0,2.070588235294118,15.665265401487275,2900.0,0.0040138043712735,0.0896551724137931,2869.7246069657995,0.0039719010937209,0.1449510033914468,0.1488604978919598,0.5005171821588319
LORD-4_B2_2017-03-16,LORD-4_B2,LORD-4,B2,Aphidicolin,A,2017-03-16,7,1087.0,2,1,LORD-4_B2_2017-03-16_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.098436114783444,1600,1600.0,1.108401684770561,564.8590175247192,0.2827901520100028,0.3739093133177574,72.0,3495.0,2.184375,15.686254990303798,4215.0,0.0046637743547835,0.1708185053380783,4203.1111318803405,0.0046506196695536,7.030410348381575,6.847586629828217,0.6260906866822425
LORD-4_C2_2017-02-16,LORD-4_C2,LORD-4,C2,Aphidicolin,A,2017-02-16,3,390.0,1,1,LORD-4_C2_2017-02-16_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.750493532712625,829,829.0,0.5742906229217468,632.0162159513651,0.3230784641529906,0.6370390136446453,17.0,1377.0,1.661037394451146,16.592087017280058,1547.0,0.0029526200314909,0.1098901098901098,1549.3103552760476,0.0029570295992142,2.6384450180216845e-12,2.694650058643333e-12,0.3629609863553547
LORD-4_C2_2017-02-16,LORD-4_C2,LORD-4,C2,Aphidicolin,A,2017-02-16,3,390.0,2,1,LORD-4_C2_2017-02-16_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.422495877444907,752,752.0,0.5209487918421636,597.7651282574268,0.2877581247572362,0.6885949786289176,9.0,1208.0,1.6063829787234043,16.416352710224533,1298.0,0.0028875284759734,0.0693374422187981,1284.763416260194,0.0028580823954855,2.339684002095055e-12,2.3721580255653407e-12,0.3114050213710824
LORD-4_C2_2017-03-23,LORD-4_C2,LORD-4,C2,Aphidicolin,A,2017-03-23,8,1115.0,1,1,LORD-4_C2_2017-03-23_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.255453865237978,1677,1677.0,1.161743515850144,585.194651376796,0.3144899708547821,0.3201539082528217,64.0,3972.0,2.368515205724508,15.664507020199522,4612.0,0.0046995458165247,0.1387684301821335,4614.061296891829,0.0047016462413262,5.122356649894146,5.102374944558411,0.6798460917471782
LORD-4_C2_2017-03-23,LORD-4_C2,LORD-4,C2,Aphidicolin,A,2017-03-23,8,1115.0,2,1,LORD-4_C2_2017-03-23_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.122714979204218,1745,1745.0,1.208850587452893,563.7411050441272,0.2886698968802553,0.3185212339960638,70.0,4062.0,2.327793696275072,15.445567238556649,4762.0,0.0048407678696174,0.1469970600587988,4718.437223227111,0.0047964845243604,6.058115040392513,5.953433770023036,0.6814787660039362
LORD-5_B1_2017-02-16,LORD-5_B1,LORD-5,B1,Aphidicolin,A,2017-02-16,3,412.0,1,1,LORD-5_B1_2017-02-16_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.315352289908494,1711,1711.0,1.1852970516515184,594.2079706866444,0.3419716601160731,0.2956870442772884,72.0,4028.0,2.354178842781999,15.89764295660476,4748.0,0.0046700574976382,0.151642796967144,4670.735995388057,0.0045940618480941,12.844360059433168,12.602357837124895,0.7043129557227116
LORD-5_B1_2017-02-16,LORD-5_B1,LORD-5,B1,Aphidicolin,A,2017-02-16,3,412.0,2,1,LORD-5_B1_2017-02-16_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.267455184007076,1531,1531.0,1.0606018621148303,586.9980630008789,0.3266621221894636,0.3774287613234692,70.0,3362.0,2.195950359242325,15.879476532574053,4062.0,0.0045198920258398,0.1723289020187099,4058.0416081883154,0.0045154874213137,0.8563209447668878,0.8977167675072897,0.6225712386765307
LORD-5_B1_2017-03-09,LORD-5_B1,LORD-5,B1,Aphidicolin,A,2017-03-09,6,926.0,1,1,LORD-5_B1_2017-03-09_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.750493532712625,1772,1772.0,1.227554865883396,619.6588379405691,0.3047512767019848,0.2393347782984035,83.0,4343.0,2.450902934537246,16.280284182189455,5173.0,0.004711141110221,0.160448482505316,5138.812575668357,0.0046800060280209,4.879702081057388,4.691674897928662,0.7606652217015965
LORD-5_B1_2017-03-09,LORD-5_B1,LORD-5,B1,Aphidicolin,A,2017-03-09,6,926.0,2,1,LORD-5_B1_2017-03-09_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.902560616952067,1775,1775.0,1.2296331190423408,546.7844303442727,0.2649803648556059,0.3276557554719823,56.0,4178.0,2.353802816901408,15.335044513572312,4738.0,0.0048818064789577,0.1181933305192064,4712.547633771997,0.0048555815894776,4.450129350209448,4.244377624359897,0.6723442445280177
LORD-5_C3_2017-02-23,LORD-5_C3,LORD-5,C3,Aphidicolin,A,2017-02-23,4,594.0,1,1,LORD-5_C3_2017-02-23_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.599192765483634,1329,1329.0,0.9206661494125472,610.0890119106273,0.3180542213191364,0.4383116986053372,47.0,2727.0,2.051918735891648,16.409870962492665,3197.0,0.0039429788921774,0.1470128245229903,3196.158204726008,0.0039419406747871,8.855632641163353,8.530757884445123,0.5616883013946627
LORD-5_C3_2017-02-23,LORD-5_C3,LORD-5,C3,Aphidicolin,A,2017-02-23,4,594.0,2,1,LORD-5_C3_2017-02-23_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.64592552440169,1138,1138.0,0.7883506982930614,613.9498952051039,0.3142001053745134,0.5159921713981045,29.0,2187.0,1.921792618629174,16.481205934579215,2477.0,0.0035452822389094,0.1170771094065401,2466.878409415137,0.0035307954018767,0.1671555030743606,0.1630610616535541,0.4840078286018955
LORD-5_C3_2017-03-16,LORD-5_C3,LORD-5,C3,Aphidicolin,A,2017-03-16,7,1045.0,1,1,LORD-5_C3_2017-03-16_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.773623058786647,1756,1756.0,1.2164708490356906,630.9285432733002,0.2984241249847892,0.2324938192834771,63.0,4357.0,2.4812072892938497,16.340125951810275,4987.0,0.0045012660327946,0.1263284539803489,4968.602824007226,0.0044846607423604,5.26852917793136,5.139456989380474,0.7675061807165229
LORD-5_C3_2017-03-16,LORD-5_C3,LORD-5,C3,Aphidicolin,A,2017-03-16,7,1045.0,2,1,LORD-5_C3_2017-03-16_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.831277655967224,1761,1761.0,1.2199346043005983,634.3341822973508,0.3077646059353071,0.2261537803247376,86.0,4386.0,2.490630323679728,16.346073778710362,5246.0,0.0046962457547011,0.1639344262295081,5208.6987284656125,0.0046628534676084,5.201103146809913,4.958092479797141,0.7738462196752623
LORD-6_C1_2017-03-02,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-02,5,759.0,1,1,LORD-6_C1_2017-03-02_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.000867261978827,1218,1218.0,0.8437707825315894,553.6832999995189,0.2971092823338734,0.5328182086847331,24.0,2319.0,1.9039408866995076,15.517115030166662,2559.0,0.0037945612982669,0.0937866354044548,2526.191516990606,0.0037459119040182,0.1983443586351727,0.1952536843716749,0.4671817913152669
LORD-6_C1_2017-03-02,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-02,5,759.0,2,1,LORD-6_C1_2017-03-02_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.134837582232016,1223,1223.0,0.8472345377964975,574.2767935727136,0.3310908299255867,0.5134528662301674,37.0,2365.0,1.9337694194603436,15.815082693448105,2735.0,0.0038941224773527,0.1352833638025594,2741.677844952693,0.003903630464969,1.3084838059365798,1.156270402867098,0.4865471337698325
LORD-6_C1_2017-03-16,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-16,7,1002.0,1,1,LORD-6_C1_2017-03-16_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.80349918517013,1826,1826.0,1.2649634227444029,538.598479196772,0.2812246043175982,0.3186926242703214,68.0,4238.0,2.32092004381161,15.203447089507076,4918.0,0.0050006058938003,0.1382675884505896,4888.932077263138,0.0049710497275217,12.148607233134983,11.71629764409182,0.6813073757296786
LORD-6_C1_2017-03-16,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-16,7,1002.0,2,1,LORD-6_C1_2017-03-16_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.741194683142286,2007,2007.0,1.3903513633340725,538.6851090306243,0.3316223918267429,0.2510384242515082,88.0,4883.0,2.4329845540607877,15.044801380214269,5763.0,0.00533047949001,0.1526982474405691,5755.605528862868,0.0053236399833753,6.5677032790284535,6.346566483955927,0.7489615757484918
LORD-6_C1_2017-03-23,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-23,8,1107.0,1,1,LORD-6_C1_2017-03-23_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.927207364566026,2014,2014.0,1.3952006207049434,549.3578976628323,0.2893979682373065,0.2335355201916534,76.0,5074.0,2.519364448857994,15.186263862002953,5834.0,0.0052729249033239,0.1302708261912924,5794.560181887682,0.0052372781431067,4.788430890491164,4.601740512582495,0.7664644798083465
LORD-6_C1_2017-03-23,LORD-6_C1,LORD-6,C1,Aphidicolin,A,2017-03-23,8,1107.0,2,1,LORD-6_C1_2017-03-23_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.80349918517013,2096,2096.0,1.4520062070494346,544.6546389965611,0.3125675473262768,0.2091580834787242,98.0,5285.0,2.5214694656488548,15.093646597717068,6265.0,0.0054879303388731,0.1564245810055866,6210.612837998432,0.0054402890050513,4.588510642363973,4.390413506090239,0.7908419165212758
LORD-6_C4_2017-03-02,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-02,5,621.0,1,1,LORD-6_C4_2017-03-02_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.73891416768399,1835,1835.0,1.271198182221237,633.573753993063,0.342327166707556,0.1946021956209331,78.0,4721.0,2.57275204359673,16.246861754312484,5501.0,0.0047316040864921,0.1417924013815669,5461.950807921298,0.00469801649936,3.809639191066021,3.6844887668870254,0.8053978043790668
LORD-6_C4_2017-03-02,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-02,5,621.0,2,1,LORD-6_C4_2017-03-02_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.086279790944385,1891,1891.0,1.3099922411882066,564.0028040667554,0.3226196720353572,0.2611607026641581,82.0,4616.0,2.4410364886303544,15.454653374994024,5436.0,0.0050969063740747,0.1508462104488594,5442.774303222764,0.0051032581013146,5.510905421101801,5.368437502604637,0.7388392973358419
LORD-6_C4_2017-03-09,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-09,6,876.0,1,1,LORD-6_C4_2017-03-09_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,14.05953197372281,1863,1863.0,1.2905952117047217,655.8256391769958,0.3465047472525912,0.1535945703649806,89.0,4805.0,2.579173376274825,16.5893631075476,5695.0,0.0046611435945436,0.1562774363476734,5698.392545403313,0.0046639202655314,3.7294478895537537,3.672815935644631,0.8464054296350194
LORD-6_C4_2017-03-09,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-09,6,876.0,2,1,LORD-6_C4_2017-03-09_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.657583728599336,1875,1875.0,1.298908224340501,615.1907816569011,0.3185629256124675,0.2009236341673898,103.0,4689.0,2.5008,16.10523163155656,5719.0,0.0049580283454806,0.1801014163315265,5687.488622313938,0.0049307098800544,5.854625392779551,5.69793707842697,0.7990763658326102
LORD-6_C4_2017-03-16,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-16,7,1026.0,1,1,LORD-6_C4_2017-03-16_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.842779759955802,1965,1965.0,1.361255819108845,636.301491005002,0.3269427451104461,0.1338308926618064,84.0,5187.0,2.6396946564885497,16.309341823760544,6027.0,0.0048203180660077,0.1393728222996515,6000.242948607445,0.0047989181160789,3.9530055084608247,3.7885467422156807,0.8661691073381935
LORD-6_C4_2017-03-16,LORD-6_C4,LORD-6,C4,Aphidicolin,A,2017-03-16,7,1026.0,2,1,LORD-6_C4_2017-03-16_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.481652161769508,2071,2071.0,1.434687430724895,603.6033401526097,0.307173004368388,0.1340178747394876,97.0,5453.0,2.63302752293578,15.879431738454905,6423.0,0.0051381430210955,0.1510197726918885,6376.5872814396425,0.0051010147031816,3.542921440521164,3.403227332916227,0.8659821252605123
LORD-7_B2_2017-02-23,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-02-23,4,708.0,1,1,LORD-7_B2_2017-02-23_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.128777679910748,272,272.0,0.1884282864109953,568.7913910360897,0.2824152253677717,0.8928236128617433,3.0,378.0,1.3897058823529411,16.27864635256856,408.0,0.0026371707160821,0.0735294117647058,398.4145258500503,0.0025752135304742,2.782218899710643e-13,2.877142968316093e-13,0.1071763871382567
LORD-7_B2_2017-02-23,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-02-23,4,708.0,2,1,LORD-7_B2_2017-02-23_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.165095253247278,602,602.0,0.4170361338949235,558.3644987594249,0.2673380506584432,0.7671418281331925,8.0,938.0,1.558139534883721,16.10437176195297,1018.0,0.0030285412200979,0.0785854616895874,1009.5127170308532,0.0030032916264646,1.7871260027391145e-12,1.8095663856243505e-12,0.2328581718668074
LORD-7_B2_2017-03-09,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-03-09,6,851.0,1,1,LORD-7_B2_2017-03-09_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.603040633343667,870,870.0,0.6026934160939925,529.9691395551309,0.288674063603261,0.6805910888571243,18.0,1543.0,1.7735632183908046,15.294766333034794,1723.0,0.0037369341388017,0.1044689495066744,1710.1012570165954,0.0037089586582432,1.4643841694805817e-12,1.5727003033205733e-12,0.3194089111428757
LORD-7_B2_2017-03-09,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-03-09,6,851.0,2,1,LORD-7_B2_2017-03-09_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.69113085619237,454,454.0,0.3145089780536466,522.0966373729285,0.2674748429444631,0.8357959201345949,3.0,604.0,1.330396475770925,15.861925925816813,634.0,0.0026747457672814,0.0473186119873817,618.794087755964,0.0026105944275142,9.725553695716373e-14,8.89913143176102e-14,0.1642040798654051
LORD-7_B2_2017-03-16,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-03-16,7,1062.0,1,1,LORD-7_B2_2017-03-16_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.666024736934256,1239,1239.0,0.858318554644203,519.5452162378541,0.2687007377967986,0.5540647009264152,18.0,2514.0,2.029055690072639,15.16900366648692,2694.0,0.004185072006207,0.066815144766147,2673.9650982973653,0.0041539482102668,0.1401641342913939,0.1214386277555601,0.4459352990735848
LORD-7_B2_2017-03-16,LORD-7_B2,LORD-7,B2,Aphidicolin,A,2017-03-16,7,1062.0,2,1,LORD-7_B2_2017-03-16_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,12.84073677960901,1425,1425.0,0.9871702504987808,534.2885235595703,0.2689992043959471,0.4725662643590752,43.0,2998.0,2.103859649122807,15.335143823343325,3428.0,0.0045024624879847,0.1254375729288214,3407.1798101517884,0.0044751164775459,4.070716300361726,3.9496484576834816,0.5274337356409248
LORD-7_C2_2017-02-16,LORD-7_C2,LORD-7,C2,Aphidicolin,A,2017-02-16,3,431.0,1,1,LORD-7_C2_2017-02-16_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.66340910046952,510,510.0,0.3533030370206163,641.5405018825157,0.3668004072497536,0.7733417923131768,10.0,750.0,1.4705882352941178,17.104546471780466,850.0,0.0025979134002858,0.1176470588235294,864.3060299504778,0.0026416379025366,5.914158052178209e-13,5.76608205626883e-13,0.2266582076868231
LORD-7_C2_2017-02-16,LORD-7_C2,LORD-7,C2,Aphidicolin,A,2017-02-16,3,431.0,2,1,LORD-7_C2_2017-02-16_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.564037533648712,899,899.0,0.6227831966304589,619.5088025391168,0.3187248847669927,0.6141803276139811,23.0,1606.0,1.7864293659621802,16.696889247991674,1836.0,0.0032965943011886,0.125272331154684,1836.0872070561663,0.0032967508841322,0.4172828763776592,0.3735625439914269,0.3858196723860189
LORD-7_C2_2017-03-23,LORD-7_C2,LORD-7,C2,Aphidicolin,A,2017-03-23,8,1057.0,1,1,LORD-7_C2_2017-03-23_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.540550005146152,1792,1792.0,1.241409886943028,600.2046792081425,0.2723108971788706,0.2548999770415434,93.0,4405.0,2.458147321428572,15.986682565014386,5335.0,0.0049601754848729,0.1743205248359887,5297.418012777227,0.0049252339194193,4.63367745467405,4.521930351951033,0.7451000229584566
LORD-7_C2_2017-03-23,LORD-7_C2,LORD-7,C2,Aphidicolin,A,2017-03-23,8,1057.0,2,1,LORD-7_C2_2017-03-23_Blue_r002_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.291425312283248,1546,1546.0,1.0709931279095544,572.3921777545095,0.2733103984425029,0.3869719111557361,44.0,3450.0,2.2315653298835705,15.76709547443493,3890.0,0.0043958860044715,0.1131105398457583,3865.4262396155136,0.0043681164802166,0.575495146406004,0.562609436966265,0.6130280888442639
LORD-2_B2_2017-02-23,LORD-2_B2,LORD-2,B2,Control,C,2017-02-23,4,440.0,1,1,LORD-2_B2_2017-02-23_Blue_r001_c001.tif,cellpose:runs/cellpose_ft/cpsam_qbam/models/cpsam_qbam,13.481652161769508,443,443.0,0.306888716470849,601.7593154046122,0.2975322943784791,0.8153268560711018,4.0,522.0,1.1783295711060948,16.84542391472801,562.0,0.0021081900892181,0.0711743772241993,560.9174412987004,0.0021041291647963,1.3611334281904422e-13,1.3655743202889425e-13,0.1846731439288982
