method,adjacency_pair_f1_mean,adjacency_pair_f1_median,adjacency_pair_precision_mean,adjacency_pair_precision_median,adjacency_pair_recall_mean,adjacency_pair_recall_median,adjacency_component_f1_mean,adjacency_component_f1_median,vertex_f1_mean,vertex_f1_median,vertex_loc_error_median_px_mean,vertex_loc_error_median_px_median,vertex_incident_set_accuracy_mean,vertex_incident_set_accuracy_median,vertex_cyclic_order_accuracy_mean,vertex_cyclic_order_accuracy_median,pq_mean,pq_median,ap50_mean,ap50_median,vi_mean,vi_median,boundary_f1_mean,boundary_f1_median,n_splits_mean,n_splits_median,n_merges_mean,n_merges_median,complex_edit_distance_approx_mean,complex_edit_distance_approx_median,validity_fraction_mean,validity_fraction_median,euler_residual_pred_mean,euler_residual_pred_median,legacy_f1_mean,legacy_f1_median,method_runtime_s_mean,method_runtime_s_median,n_images
cellpose_sam_filled,0.9691094846122212,0.969327610922956,0.9760673143516407,0.9764728285589965,0.9622838562607334,0.963034361696552,0.9446365974378156,0.9486889103104612,0.8574715709817599,0.8588516629776611,1.463029098842004,1.4142135623730951,0.9763482405826703,0.9814436868969114,0.9763482405826703,0.9814436868969114,0.7960196961689622,0.7937608757921673,0.9537984489204118,0.9545189979512014,1.2009813296542853,1.2101926994099683,0.995792613600166,0.9961838771197704,3.619047619047619,3.0,4.571428571428571,5.0,287.26190476190476,260.0,1.0,1.0,0.0,0.0,0.9256457985917349,0.9238938334522174,0.4867318414506458,0.2385021448135376,42
