n_pred_cells,n_ref_cells,n_matched_cells,n_unmatched_pred_cells,n_unmatched_ref_cells,n_splits,n_merges,mean_matched_iou,n_pred_edges,n_ref_edges,n_matched_edges,n_unmatched_pred_edges,n_unmatched_ref_edges,n_pred_pairs,n_ref_pairs,n_pair_tp,adjacency_pair_precision,adjacency_pair_recall,adjacency_pair_f1,adjacency_component_precision,adjacency_component_recall,adjacency_component_f1,arclength_rel_error_mean_abs,arclength_rel_error_median_abs,arclength_rel_error_mean_signed,arclength_rel_error_max_abs,n_pred_vertices,n_ref_vertices,n_matched_vertices,vertex_precision,vertex_recall,vertex_f1,vertex_loc_error_mean_px,vertex_loc_error_median_px,vertex_loc_error_p95_px,vertex_incident_set_accuracy,vertex_cyclic_order_accuracy,n_vertex_incident_set_mismatches,vertex_loc_error_mean_um,vertex_loc_error_median_um,vertex_loc_error_p95_um,pq,sq,rq,ap50,ap75,vi,vi_merge,vi_split,boundary_precision,boundary_recall,boundary_f1,hausdorff_px,hausdorff95_px,euler_residual_pred,euler_residual_ref,valid_pred,valid_ref,validity_fraction,complex_edit_distance_approx,tol_px,iou_thresh,pixel_size_um,runtime_s,legacy_f1,legacy_precision,legacy_recall,method_runtime_s,method,image_id,dataset,shape
1991,1957,1656,335,301,169,277,0.7982303232009686,5616,5440,3053,2563,2387,5369,5436,3818,0.7111193890854908,0.702354672553348,0.7067098565478944,0.5436253561253561,0.5612132352941176,0.5522793053545585,0.20974579232771745,0.12360625870205057,0.05950837006286001,9.0,3261,3428,1489,0.4566084023305734,0.43436406067677946,0.44520855135296755,1.7058896041225773,1.4142135623730951,3.0,0.6944257891202149,0.6944257891202149,455,1.1088282426796752,0.9192388155425119,1.9500000000000002,0.6696400279740649,0.7982303232009686,0.8389057750759878,0.7225130890052356,0.4461538461538462,1.2923884071271206,0.7213324459910762,0.5710559611360444,0.8553442475345707,0.8651955979035146,0.860241719622105,54.0,7.211102550927978,0,0,True,True,1.0,6041,3.0,0.5,0.65,4.284491918049753,0.7076710435383552,0.7116759332803813,0.7037109758492048,13.639920473098755,neural,L0_1,hcec,"[2048, 2048]"
1800,1976,1622,178,354,96,225,0.8027908188920149,5505,5713,3043,2462,2670,5150,5709,3945,0.7660194174757281,0.6910141881240147,0.7265862418270559,0.552770208900999,0.5326448450901453,0.5425209484756642,0.18956783999413376,0.1253724338236988,0.025972650923008034,3.433200403133303,3225,3729,1366,0.4235658914728682,0.3663180477339769,0.39286741443773365,1.7904178953033367,2.0,3.0,0.739385065885798,0.739385065885798,356,1.163771631947169,1.3,1.9500000000000002,0.6896857564845593,0.8027908188920149,0.8591101694915254,0.7530176415970288,0.5073852295409181,1.5919796068618628,0.9566541289081097,0.6353254779537532,0.7971742473343755,0.8037740981942321,0.8004605689427021,56.356011214421486,9.219544457292887,0,0,True,True,1.0,6020,3.0,0.5,0.65,4.050035549793392,0.7222861526658995,0.761577350859454,0.6868502644537662,6.150507211685181,neural,L12_1,hcec,"[2048, 2048]"
2397,2509,2296,101,213,117,185,0.8099084330835872,7494,7300,4831,2663,2469,6954,7295,6051,0.8701466781708369,0.8294722412611377,0.8493227594918941,0.6446490525753936,0.6617808219178082,0.6531026091658779,0.20113595710060858,0.13592738579730754,0.018446783175785113,6.693013575278869,4252,4782,2132,0.5014111006585137,0.44583856127143456,0.47199468673898615,1.7158425305320804,2.0,3.0,0.8306754221388368,0.8306754221388368,361,1.1152976448458523,1.3,1.9500000000000002,0.7580716520015965,0.8099084330835872,0.9359967386873217,0.8796934865900383,0.5985663082437276,1.4135190417659538,0.7929453471919006,0.6205736945740532,0.8573094493538069,0.8764630960734482,0.8667804738925456,61.326992425847855,6.082762530298219,0,0,True,True,1.0,5807,3.0,0.5,0.65,4.712910044007003,0.843520237653175,0.8679504814305364,0.8204276220745449,6.7967917919158936,neural,L1_3,hcec,"[2048, 2048]"
1244,1309,861,383,448,201,306,0.7428231703549496,3254,3487,954,2300,2533,3164,3480,1533,0.48451327433628316,0.44051724137931036,0.4614689945815773,0.2931776275353411,0.27358761112704333,0.2830440587449933,0.23199370611451334,0.15664585850518942,0.09045370368439148,2.0803415205209985,1869,2112,494,0.26431246655965757,0.23390151515151514,0.24817884953529262,1.8702202490445647,2.0,3.0,0.3684210526315789,0.3684210526315789,312,1.2156431618789671,1.3,1.9500000000000002,0.5010346648457592,0.7428231703549496,0.6745005875440658,0.5088652482269503,0.2162934730824202,1.3759897814474358,0.812181903126815,0.5638078783206208,0.7535669956853241,0.7670789357237052,0.7602629344638984,53.25410782277739,11.180339887498949,0,0,True,True,1.0,5976,3.0,0.5,0.65,3.390436234883964,0.4630636392708667,0.48770629841697544,0.4407914764079148,5.7528016567230225,neural,L1_5,hcec,"[2048, 2048]"
2400,2480,2221,179,259,162,206,0.7808125398285088,7687,7232,3967,3720,3265,6959,7221,5776,0.830004310964219,0.7998892120204958,0.8146685472496474,0.5160660855990633,0.5485342920353983,0.5318050807694886,0.21493177700135144,0.1523531989859967,0.004845178630670428,7.356522493329901,4215,4738,1658,0.3933570581257414,0.3499366821443647,0.3703786440299341,1.7966481484026329,2.0,3.0,0.8057901085645356,0.8057901085645356,322,1.1678212964617114,1.3,1.9500000000000002,0.7107314143275074,0.7808125398285088,0.9102459016393443,0.8352764197066567,0.4659056773805948,1.5438193619684597,0.838852609040099,0.7049667529283608,0.7950189615719304,0.8311370793966517,0.8126769155465313,36.6742416417845,7.0,0,0,True,True,1.0,7745,3.0,0.5,0.65,4.836510254070163,0.8094467333725721,0.836272423228945,0.7842885657256915,6.436991453170776,neural,L20_2,hcec,"[2048, 2048]"
1278,1257,1189,89,68,62,60,0.8261507028378593,4276,3625,2176,2100,1449,3642,3623,3175,0.871773750686436,0.8763455699696384,0.8740536820371645,0.5088868101028999,0.6002758620689655,0.5508163523604608,0.20032003934188017,0.14454797264359184,-0.005025494593955525,4.178132521123993,2162,2360,803,0.3714153561517114,0.3402542372881356,0.3551525873507298,1.9009345221207838,2.0,3.0,0.8605230386052304,0.8605230386052304,112,1.2356074393785095,1.3,1.9500000000000002,0.7749847618731477,0.8261507028378593,0.9380670611439842,0.8833580980683506,0.6655716162943496,1.253283961871642,0.6605572447382244,0.5927267171334176,0.7772229725570566,0.847883889598582,0.8110172351163653,52.172789842982326,8.94427190999916,0,0,True,True,1.0,3818,3.0,0.5,0.65,3.9394931560382247,0.8735859728506787,0.876560726447219,0.8706313416009019,5.843714952468872,neural,L22_2,hcec,"[2048, 2048]"
1698,1726,1430,268,296,288,267,0.7428075599221966,5149,5001,1937,3212,3064,4843,4978,3197,0.6601280198224241,0.642225793491362,0.6510538641686182,0.3761895513691979,0.3873225354929014,0.3816748768472907,0.23049010561873295,0.14952363901098537,0.03952524518020119,6.0925299702019355,3031,3236,861,0.2840646651270208,0.26606922126081584,0.27477261847774054,1.7833083844712692,2.0,3.0,0.6353077816492451,0.6353077816492451,314,1.159150449906325,1.3,1.9500000000000002,0.6204525763368814,0.7428075599221966,0.8352803738317757,0.7171514543630892,0.281437125748503,1.7327111499822372,0.9258208392373046,0.8068903107449326,0.7141378684258307,0.7525687945429306,0.7328498442774608,38.948684188300895,10.770329614269007,0,0,True,True,1.0,7154,3.0,0.5,0.65,4.224712683819234,0.6509484513985639,0.6595005428881651,0.6426153195090986,6.068927526473999,neural,L24_2,hcec,"[2048, 2048]"
1505,1564,1235,270,329,231,296,0.7392287419142981,4355,4434,1545,2810,2889,4246,4428,2602,0.6128120584079133,0.587624209575429,0.5999538851740834,0.3547646383467279,0.34844384303112313,0.35157583342814885,0.23101482257873468,0.15218262466282,0.06780702824743548,10.69395407537569,2671,2833,605,0.2265069262448521,0.21355453582774445,0.21984011627906977,1.8641640784961044,2.0,3.0,0.5388429752066116,0.5388429752066116,279,1.2117066510224679,1.3,1.9500000000000002,0.5949478633197511,0.7392287419142981,0.8048224177256436,0.673391494002181,0.26661163846471314,1.7062918059051007,0.9470738458909779,0.7592179600141227,0.7309339640733875,0.76185513652641,0.7460743044910684,56.22277118748239,10.0,0,0,True,True,1.0,6577,3.0,0.5,0.65,3.843413073103875,0.5948380813245678,0.6045533283840634,0.5854301461778098,7.5250771045684814,neural,L2_1,hcec,"[2048, 2048]"
1262,1403,1109,153,294,112,206,0.8062381505955243,3842,4001,1968,1874,2033,3564,3998,2573,0.7219416386083053,0.6435717858929465,0.6805078021687384,0.5122332118688183,0.4918770307423144,0.5018487823536912,0.18923231823577738,0.12326954947990855,0.058723954940066915,2.2933519654499,2166,2560,888,0.4099722991689751,0.346875,0.3757934828607702,1.8514206718771762,2.0,3.0,0.6576576576576577,0.6576576576576577,304,1.2034234367201646,1.3,1.9500000000000002,0.6710079617339111,0.8062381505955243,0.8322701688555347,0.7127249357326478,0.45947426067908,1.333214807491983,0.789361638676338,0.5438531688156448,0.8198404886392131,0.8374921857670048,0.8285723360359616,96.66436778875658,8.94427190999916,0,0,True,True,1.0,4658,3.0,0.5,0.65,4.653561658225954,0.6795219989136339,0.7229124530482519,0.6410453497309762,5.810342788696289,neural,L2_4,hcec,"[2048, 2048]"
1593,1631,1446,147,185,132,178,0.7976064221494785,4889,4709,2638,2251,2071,4538,4694,3621,0.7979286029087704,0.7714103110353643,0.7844454072790294,0.539578645939865,0.5602038649394776,0.549697853719525,0.18900744031157848,0.11885095879635468,0.02587460644175601,2.784991617829068,2837,3056,1180,0.41593232287627774,0.38612565445026176,0.4004751399966061,1.7420042054131295,2.0,3.0,0.7864406779661017,0.7864406779661017,252,1.1323027335185343,1.3,1.9500000000000002,0.7154707732184528,0.7976064221494785,0.8970223325062034,0.813273340832396,0.48298068077276907,1.3588437775547106,0.739477401033751,0.6193663765209596,0.7920644968725707,0.8296922850465108,0.8104418734562233,60.0,9.0,0,0,True,True,1.0,4906,3.0,0.5,0.65,3.8629980362020433,0.782247191011236,0.799127640036731,0.7660651408450704,7.245737314224243,neural,L30_2,hcec,"[2048, 2048]"
