face_id,label,area_poly_px,area_pixels,perimeter_px,n_sides,n_cell_neighbors_multiplicity,n_cell_neighbors_distinct,n_gap_sides,n_holes,touches_border,centroid_row,centroid_col,area_um2,perimeter_um
0,585,1114.5612030029297,1115,141.45554570035802,4,3,3,0,0,True,21.12590750314281,11.763582742142345,,
1,118,1177.4252014160156,1178,156.4615659789763,4,3,3,0,0,True,13.875279052606128,44.08078862309435,,
2,241,1782.2877807617188,1783,164.76489636131467,6,5,5,0,0,True,26.993763014818985,76.89800142248869,,
3,513,697.0,697,120.81910567010779,4,3,3,0,0,True,9.608096428774921,106.00607824485192,,
4,194,1947.3486785888672,1947,191.4894442658686,6,5,5,0,0,True,30.984636930720864,145.28121006436606,,
5,572,596.4961700439453,597,113.07039377816311,4,3,3,0,0,True,9.048480294691029,159.1262843341919,,
6,180,951.8051605224609,951,145.5549960688106,5,4,4,0,0,True,8.591134622861347,201.04254766354492,,
7,366,576.0877380371094,578,99.84510167495145,4,3,3,0,0,True,8.342490350676197,243.49517187317517,,
8,349,1559.1963500976562,1559,160.5577691311708,5,4,4,0,0,True,19.64837346364535,275.3140649266446,,
9,474,1750.9246368408203,1751,180.5188248668555,5,4,4,0,0,True,17.331402306637063,318.8546490456809,,
10,406,1784.727767944336,1785,177.687243313391,4,3,3,0,0,True,25.644275394900752,363.18803322554743,,
11,228,3537.375259399414,3536,319.1532859171129,9,8,8,0,0,True,43.90829657967012,399.6581491858482,,
12,116,647.7206420898438,648,132.15972070699715,4,3,3,0,0,True,7.276651501858386,441.7901220677351,,
13,518,1506.328125,1506,170.19615892536393,5,4,4,0,0,True,21.847372297871924,481.5399398293792,,
14,109,1611.3275756835938,1612,208.19862772040807,5,4,4,0,0,True,15.40584442911521,519.9996764487287,,
15,325,2156.7674713134766,2156,231.4911599372304,6,5,5,0,0,True,24.030794521239905,578.9095418797128,,
16,408,7034.458694458008,7031,520.5976092967496,11,9,9,0,0,True,34.552701983624694,684.2439145328639,,
17,218,918.0043182373047,919,190.11069931210392,3,2,2,0,0,True,6.29085080993984,657.9273062931111,,
18,105,573.5093078613281,575,90.70915112692747,3,2,2,0,0,True,11.271051754949879,700.2153177054862,,
19,132,2222.9088745117188,2223,260.8440316662094,4,3,3,0,0,True,12.36882425098116,778.5980669973859,,
20,583,1524.6883544921875,1524,171.2270891409894,6,5,5,0,0,True,19.60720061642771,847.675658852365,,
21,339,1718.3297576904297,1718,158.7178312888051,5,4,4,0,0,True,18.73613781284118,886.7289731446436,,
22,155,2162.2992095947266,2162,271.1904034312461,6,5,5,0,0,True,25.358422900091217,949.7506197358016,,
23,549,2567.231719970703,2566,241.05834748950582,6,4,4,0,0,True,20.513498143762178,993.0197460849724,,
24,3,60.5076904296875,62,43.343718907182726,2,1,1,0,0,True,1.150108625459975,1004.0578243955093,,
25,247,1914.3714904785156,1916,182.87868855022148,6,6,6,0,0,False,40.170139892571804,189.17943223676465,,
26,400,2573.0025329589844,2571,230.18919389195872,7,7,7,0,0,False,46.056812769268426,232.0313880572944,,
27,316,1898.3199005126953,1898,194.94191873994197,5,5,5,0,0,False,35.0014793100972,439.32630601035163,,
28,292,1115.7719268798828,1117,128.31159006262584,4,4,4,0,0,False,37.98403536862639,922.5801394030599,,
29,579,1894.891830444336,1894,203.7165280263951,5,5,5,0,0,False,47.634259618383616,554.8231963191784,,
30,125,1574.2963256835938,1575,207.49064633645486,5,5,5,0,0,False,33.29615119272886,795.1151982884548,,
31,458,1913.7273712158203,1914,177.17851762994218,6,6,6,0,0,False,53.26224493927772,116.12896101720683,,
32,159,1752.6607666015625,1753,169.86560829158935,6,6,6,0,0,False,56.08951469556743,342.1781868652407,,
33,317,1607.0590057373047,1607,171.581761043347,6,6,6,0,0,False,53.90919066168636,287.6251137501937,,
34,53,1779.559326171875,1779,194.52596995320715,7,7,7,0,0,False,64.70233398182945,44.05027786258843,,
35,83,1785.1923522949219,1785,173.98900988949947,6,6,6,0,0,False,54.85266104944942,504.54711080720614,,
36,26,1955.3731231689453,1956,212.78776232856447,6,6,6,0,0,False,55.51349348051094,830.6727005475753,,
37,249,1972.6569061279297,1972,200.05120919444784,7,7,7,0,0,False,60.36797887924613,902.1919227569978,,
38,251,1901.8343048095703,1902,194.33838403106972,5,5,5,0,0,False,70.06593547961387,76.5819150202081,,
39,209,1913.006088256836,1914,189.12833094153763,5,5,5,0,0,False,61.106006882295176,636.3506751566061,,
40,552,1826.7487487792969,1827,189.57897268584242,5,5,5,0,0,False,71.74621327815471,962.4190897071987,,
41,190,1356.6405792236328,1357,154.84768905176102,5,5,5,0,0,False,70.06105371205446,997.8570534329996,,
42,42,652.2139129638672,653,133.53749505722047,4,3,3,0,0,True,73.96078214490112,1017.4614325882341,,
43,571,1703.798355102539,1703,177.44679676361284,5,4,4,0,0,True,75.03197821007801,19.03757333720873,,
44,264,4261.953506469727,4260,398.56572699153094,9,9,9,0,0,False,88.13823750114929,801.727431042789,,
45,395,1691.1715087890625,1692,170.6079738947329,5,5,5,0,0,False,67.92754289979457,455.824959868401,,
46,46,2020.0953826904297,2021,178.26804309517462,5,5,5,0,0,False,82.82674939852681,155.64998682928194,,
47,58,1915.3848724365234,1916,202.5322824588632,5,5,5,0,0,False,89.06874266231797,300.43788737587806,,
48,72,1622.232421875,1624,161.329334613429,5,5,5,0,0,False,74.87548600179083,590.4284939667344,,
49,16,2834.2566833496094,2835,211.61717404745394,6,6,6,0,0,False,89.302012983692,687.770723146818,,
50,49,3890.1634674072266,3888,343.1117090352698,9,9,9,0,0,False,105.22067150694566,192.47211515829864,,
51,75,1448.3784790039062,1450,173.6674064614212,5,5,5,0,0,False,78.16000193480441,251.79966990938465,,
52,531,2176.5445861816406,2178,218.77403924568384,5,5,5,0,0,False,88.908852985397,896.059487140913,,
53,144,3776.8939361572266,3776,282.2311415456253,8,8,8,0,0,False,103.00415316093958,347.46440161838785,,
54,311,1752.883285522461,1752,211.82171139917227,6,6,6,0,0,False,95.90297757589093,734.9149786270366,,
55,98,3711.9674682617188,3710,370.8074916818837,9,9,9,0,0,False,94.77796271534079,550.5140731035858,,
56,439,1877.1907043457031,1878,217.2022174566294,4,4,4,0,0,False,92.72110978408446,855.1436484669073,,
57,484,1274.3882904052734,1275,137.09774974116112,6,6,6,0,0,False,93.60157118123,113.84381580371463,,
58,198,1777.1145935058594,1777,177.4583534717437,6,6,6,0,0,False,105.22792068958906,628.6004066125242,,
59,540,6013.614349365234,6008,481.59920749688024,12,11,10,0,0,True,130.6735223708607,976.7668065046154,,
60,168,1711.0435180664062,1712,184.26035459129008,7,7,7,0,0,False,97.42888582166103,458.94781587432715,,
61,511,1217.2206115722656,1218,146.26688423254586,5,5,5,0,0,False,99.74358661252178,405.9340994187817,,
62,539,1021.2341003417969,1022,138.62952976717858,4,3,3,0,0,True,112.4282395592669,10.843131101413002,,
63,563,724.2838592529297,726,108.79703405212675,4,4,4,0,0,False,100.52342413692183,780.3164369114837,,
64,423,2373.311752319336,2372,220.02799748926708,6,6,6,0,0,False,117.20821064387536,267.6165948492444,,
65,507,3766.110870361328,3765,291.9643596892924,7,7,7,0,0,False,149.63200712200413,662.3391509677932,,
66,405,2236.405059814453,2237,200.46009396577273,5,5,5,0,0,False,125.3480814315293,562.0088164693941,,
67,581,909.4853973388672,910,119.87038822350323,4,4,4,0,0,False,116.58817338183967,806.7255040300587,,
68,281,1896.8901824951172,1897,175.19399311247736,6,6,6,0,0,False,121.34963589048975,45.73745496471698,,
69,161,1362.883773803711,1363,162.91701850841633,5,5,5,0,0,False,119.31979633770477,92.08734775025037,,
70,272,1416.9575958251953,1417,154.27655809416314,5,5,5,0,0,False,117.7537384175772,520.1526462411549,,
71,291,3473.2171325683594,3473,303.13666997913754,7,7,7,0,0,False,133.98672468859226,913.361391275574,,
72,421,2070.521514892578,2070,206.0055588933979,7,7,7,0,0,False,134.015183601327,444.19152201119846,,
73,246,1554.1878662109375,1553,169.8487774899887,5,5,5,0,0,False,129.8387542510161,487.90177405794395,,
