cell_i,cell_j,edge_id,component_index,face_i,face_j,contact_px,arclength_um,iface_cy,iface_cx,n_components,arclength_px,n_bins,mean_intensity,max_intensity,occupancy,continuity,n_segments,gap_fraction,width_mean_px,width_cv,left_intensity,right_intensity,threshold,AJ_occupancy,AJ_mean_intensity,AJ_max_intensity,AJ_skeleton_len,AJ_cluster_count,AJ_cluster_density,AJ_thickness_proxy,AJ_morph_label,aj_morph,aj_occupancy,has_AJ,AJ_threshold
118,585,27,0,1,0,34.783374023838704,,15.828125,24.828125,1,34.783374023838704,35,626.0144448039894,893.4145851537668,0.00816326530612245,0.02857142857142857,1,0.9714285714285714,2.0,,607.067644617627,630.1120484352301,841.8924960623636,0.00816326530612245,626.0144448039894,893.4145851537668,0.28394591039868333,1,0.028749367422339547,2.0,minimal,minimal,0.00816326530612245,False,841.8924960623636
118,241,28,0,1,2,48.037158358616544,,13.71875,60.71875,1,48.037158358616544,48,653.7933799060526,955.8793106984699,0.026785714285714284,0.10416666666666667,3,0.8125,1.0,0.0,632.6349270763635,635.9918501882108,841.8924960623636,0.026785714285714284,653.7933799060526,955.8793106984699,1.2867095988915145,3,0.0624516541466463,1.0,discontinuous,discontinuous,0.026785714285714284,False,841.8924960623636
241,513,29,0,2,3,37.35048567598945,,11.75390625,94.24609375,1,37.35048567598945,37,629.0003758113728,856.7905814550821,0.003861003861003861,0.02702702702702703,1,0.972972972972973,1.0,,608.6319290855877,615.5480668846498,841.8924960623636,0.003861003861003861,629.0003758113728,856.7905814550821,0.14421036940536466,1,0.02677341356883197,1.0,minimal,minimal,0.003861003861003861,False,841.8924960623636
194,513,30,0,4,3,25.442569188768523,,10.83203125,120.83203125,1,25.442569188768523,25,685.0202121415196,1048.156555951901,0.045714285714285714,0.08,1,0.92,4.0,0.5,674.3682829528028,662.2097964877581,841.8924960623636,0.045714285714285714,685.0202121415196,1048.156555951901,1.1630888772008467,1,0.03930420676389255,4.0,discontinuous,discontinuous,0.045714285714285714,False,841.8924960623636
194,572,31,0,4,5,45.65005340475578,,14.35546875,150.64453125,1,45.65005340475578,46,757.3503122164682,1306.649394033003,0.30745341614906835,0.6521739130434783,3,0.21739130434782605,2.75,0.3772696847875373,733.7398739566692,707.7464383879064,841.8924960623636,0.30745341614906835,757.3503122164682,1306.649394033003,14.035264866679574,3,0.06571733823398906,2.75,discontinuous,discontinuous,0.30745341614906835,True,841.8924960623636
180,572,32,0,6,5,13.0,,6.5,173.5,1,13.0,13,788.2912087912088,1219.375,0.3516483516483517,0.6923076923076923,2,0.07692307692307687,2.6666666666666665,0.2795084971874738,772.923076923077,743.2596153846154,841.8924960623636,0.3516483516483517,788.2912087912088,1219.375,4.571428571428572,2,0.15384615384615385,2.6666666666666665,punctate,punctate,0.3516483516483517,True,841.8924960623636
180,366,33,0,6,7,15.203298355824161,,7.609375,228.3203125,1,15.203298355824161,15,755.835492702057,1220.1043832142732,0.29523809523809524,0.5333333333333333,2,0.19999999999999996,2.5833333333333335,0.43158348904063387,737.8599309913728,713.2981030999039,841.8924960623636,0.29523809523809524,755.835492702057,1220.1043832142732,4.488592847909991,2,0.1315504013136616,2.5833333333333335,punctate,punctate,0.29523809523809524,True,841.8924960623636
349,366,34,0,8,7,28.401784818860133,,12.71875,259.7109375,1,28.401784818860133,28,924.9707209803963,1635.4439357666847,0.5969387755102041,1.0,1,0.0,4.178571428571429,0.23977367759154766,853.5340560127008,915.0488993231813,841.8924960623636,0.5969387755102041,924.9707209803963,1635.4439357666847,16.954126652074674,1,0.03520905486671924,4.178571428571429,thick,thick,0.5969387755102041,True,841.8924960623636
349,474,35,0,8,9,34.58486668837316,,12.8671875,295.8671875,1,34.58486668837316,35,926.1472818167985,1423.28525234347,0.6163265306122448,1.0,1,0.0,4.314285714285714,0.3073589771091998,913.1262514026212,862.5700930894196,841.8924960623636,0.6163265306122448,926.1472818167985,1423.28525234347,21.315570897732027,1,0.028914380645456785,4.314285714285714,thick,thick,0.6163265306122448,True,841.8924960623636
406,474,36,0,10,9,31.42630105187053,,12.10546875,345.10546875,1,31.42630105187053,31,799.1425193952491,1436.1327842859073,0.3778801843317972,0.7419354838709677,2,0.032258064516129004,2.7333333333333334,0.5168200024491972,755.752266780425,767.0211858683956,841.8924960623636,0.3778801843317972,799.1425193952491,1436.1327842859073,11.87537643434739,2,0.06364096101220788,2.7333333333333334,punctate,punctate,0.3778801843317972,True,841.8924960623636
228,406,37,0,11,10,71.27655099805853,,31.609375,381.3203125,1,71.27655099805853,71,885.1512736278312,1421.1811470830612,0.5653923541247485,1.0,1,0.0,3.9577464788732395,0.38269053548099824,840.9908380077574,864.7339712230348,841.8924960623636,0.5653923541247485,885.1512736278312,1421.1811470830612,40.299216962685,1,0.014029859554052197,3.9577464788732395,thick,thick,0.5653923541247485,True,841.8924960623636
116,228,38,0,12,11,20.51651908201577,,10.24609375,423.24609375,1,20.51651908201577,21,776.9563668986003,1136.7975040512283,0.4013605442176871,0.5238095238095238,2,0.23809523809523814,3.6875,0.5888458564759392,754.5563449511417,760.2581309876954,841.8924960623636,0.4013605442176871,776.9563668986003,1136.7975040512283,8.23452126421041,2,0.09748242340744569,3.6875,thick,thick,0.4013605442176871,True,841.8924960623636
116,518,39,0,12,13,26.32709424874693,,6.75,461.75,1,26.32709424874693,26,1061.6354690515877,1993.836904399483,0.7362637362637363,1.0,1,0.0,5.153846153846154,0.20627276061321273,887.7118095233125,1141.9486702890101,841.8924960623636,0.7362637362637363,1061.6354690515877,1993.836904399483,19.38368477654994,1,0.03798368291432679,5.153846153846154,thick,thick,0.7362637362637363,True,841.8924960623636
109,518,40,0,14,13,58.28176702354268,,14.75,499.25,1,58.28176702354268,58,871.9417034740246,1952.5293506977496,0.46551724137931033,0.896551724137931,2,0.051724137931034475,3.4363636363636365,0.2705147731463326,834.4634326175994,794.7789267955425,841.8924960623636,0.46551724137931033,871.9417034740246,1952.5293506977496,27.131167407511246,2,0.034316049463498734,3.4363636363636365,thick,thick,0.46551724137931033,True,841.8924960623636
109,325,41,0,14,15,26.121239366978358,,8.5,539.5078125,1,26.121239366978358,26,834.4502290842597,1470.6639615186543,0.4230769230769231,0.9230769230769231,2,0.038461538461538436,3.08,0.40986321657297403,771.8975821877369,819.9769166376484,841.8924960623636,0.4230769230769231,834.4502290842597,1470.6639615186543,11.051293578336997,2,0.07656604542770419,3.08,thick,thick,0.4230769230769231,True,841.8924960623636
325,408,42,0,15,16,57.40649616960688,,25.859375,592.140625,1,57.40649616960688,57,917.1170130679054,1752.0986246716163,0.6190476190476191,1.0,1,0.0,4.333333333333333,0.300523782346488,904.9670964699885,857.8013947330525,841.8924960623636,0.6190476190476191,917.1170130679054,1752.0986246716163,35.537354771661406,1,0.017419631343559283,4.333333333333333,thick,thick,0.6190476190476191,True,841.8924960623636
218,408,43,0,17,16,86.21655163145951,,10.46875,645.53125,1,86.21655163145951,86,829.3252415091747,1896.9203026756804,0.42358803986710963,1.0,1,0.0,2.9651162790697674,0.3965440865913076,766.560747130404,770.73755613026,841.8924960623636,0.42358803986710963,829.3252415091747,1896.9203026756804,36.52030010967139,1,0.01159870095796212,2.9651162790697674,thick,thick,0.42358803986710963,True,841.8924960623636
105,218,44,0,18,17,19.89414768064436,,8.171875,687.171875,1,19.89414768064436,20,613.2627814484089,1276.963765474177,0.03571428571428571,0.05,1,0.95,5.0,,608.0277091674677,603.0314758861389,841.8924960623636,0.03571428571428571,613.2627814484089,1276.963765474177,0.7105052743087271,1,0.05026603883980068,5.0,minimal,minimal,0.03571428571428571,False,841.8924960623636
105,408,45,0,18,16,51.8150034462831,,21.5,709.5,1,51.8150034462831,52,991.6321919927885,1846.1463248779237,0.6703296703296703,1.0,1,0.0,4.6923076923076925,0.2526399181544662,969.5328964075039,914.7818291614423,841.8924960623636,0.6703296703296703,991.6321919927885,1846.1463248779237,34.73313417827768,1,0.01929942938316516,4.6923076923076925,thick,thick,0.6703296703296703,True,841.8924960623636
