seed,dispersion,noise_px,use_pressures,curvature_pressure,ridge,pearson_effective,pearson_pressure,residual_rms,n_cells,converged,valid
1,0.3,1,False,False,0.001,0.548882126409,,0.196059733301,60,True,True
1,0.3,1,False,False,0.1,0.644426490921,,0.222928933315,60,True,True
1,0.6,0,True,True,0.001,0.999967456609,0.999966250352,0.00087315596092,60,True,True
1,0.6,0,True,True,0.1,0.974659027461,0.980863337271,0.050592121454,60,True,True
1,0.6,0,True,False,0.001,0.939933061097,0.859406103336,0.00221446035193,60,True,True
1,0.6,0,True,False,0.1,0.901924367855,0.780828847333,0.0534955131313,60,True,True
1,0.6,0,False,False,0.001,0.674710338209,,0.078183352279,60,True,True
1,0.6,0,False,False,0.1,0.759581310359,,0.115506433766,60,True,True
1,0.6,0.5,True,True,0.001,0.511632096505,0.64650168595,0.114059438202,60,True,True
1,0.6,0.5,True,True,0.1,0.84254990982,0.928550600127,0.166437020736,60,True,True
1,0.6,0.5,True,False,0.001,0.447479204037,0.546506240644,0.0170086751528,60,True,True
1,0.6,0.5,True,False,0.1,0.739386960402,0.573357771766,0.110428073805,60,True,True
1,0.6,0.5,False,False,0.001,0.623747274567,,0.199753330044,60,True,True
1,0.6,0.5,False,False,0.1,0.696906790697,,0.224233300046,60,True,True
1,0.6,1,True,True,0.001,0.464571482136,0.717194628732,0.25031080843,60,True,True
1,0.6,1,True,True,0.1,0.631767287766,0.874012518521,0.295170119007,60,True,True
1,0.6,1,True,False,0.001,0.253321746524,0.251626916062,0.0144794525016,60,True,True
1,0.6,1,True,False,0.1,0.551337850994,0.432262373071,0.199210742958,60,True,True
1,0.6,1,False,False,0.001,0.520268319234,,0.330338615121,60,True,True
1,0.6,1,False,False,0.1,0.564402151964,,0.355295432909,60,True,True
2,0.3,0,True,True,0.001,0.999969818494,0.999988021763,0.000571569587788,60,True,True
2,0.3,0,True,True,0.1,0.976384456586,0.989242964104,0.0324134433499,60,True,True
2,0.3,0,True,False,0.001,0.949344673389,0.907402248728,0.00179215690614,60,True,True
2,0.3,0,True,False,0.1,0.893592845328,0.835854351593,0.0378313848652,60,True,True
2,0.3,0,False,False,0.001,0.71297777033,,0.0608785642959,60,True,True
2,0.3,0,False,False,0.1,0.755284838881,,0.0877340013024,60,True,True
2,0.3,0.5,True,True,0.001,0.839335352702,0.804140952454,0.113627554196,60,True,True
2,0.3,0.5,True,True,0.1,0.89843187203,0.891443717109,0.131731262393,60,True,True
2,0.3,0.5,True,False,0.001,0.487201025262,0.00777284857648,0.0133802747979,60,True,True
2,0.3,0.5,True,False,0.1,0.795761143097,0.470991711036,0.106908743065,60,True,True
2,0.3,0.5,False,False,0.001,0.682214979804,,0.147954306984,60,True,True
2,0.3,0.5,False,False,0.1,0.729352230679,,0.164558195136,60,True,True
2,0.3,1,True,True,0.001,0.621858849613,0.628650922866,0.192036466863,60,True,True
2,0.3,1,True,True,0.1,0.755902837759,0.809113957787,0.227725451121,60,True,True
2,0.3,1,True,False,0.001,0.360502450105,0.10952842632,0.0193471172297,60,True,True
2,0.3,1,True,False,0.1,0.654715536016,0.379817326978,0.175598775304,60,True,True
2,0.3,1,False,False,0.001,0.609289831452,,0.233947061323,60,True,True
2,0.3,1,False,False,0.1,0.682970648966,,0.254497066938,60,True,True
2,0.6,0,True,True,0.001,0.999653210382,0.999764137608,0.00168752593961,60,True,True
2,0.6,0,True,True,0.1,0.927574434367,0.938873878455,0.0569169624957,60,True,True
2,0.6,0,True,False,0.001,0.868551719329,0.795792626958,0.00253397556366,60,True,True
2,0.6,0,True,False,0.1,0.823111200873,0.679858462822,0.056513905516,60,True,True
2,0.6,0,False,False,0.001,0.680875945734,,0.119715593915,60,True,True
2,0.6,0,False,False,0.1,0.71128831006,,0.152775168941,60,True,True
2,0.6,0.5,True,True,0.001,0.817472122779,0.656234872446,0.165497704782,60,True,True
2,0.6,0.5,True,True,0.1,0.838954728544,0.829424529933,0.200191804306,60,True,True
2,0.6,0.5,True,False,0.001,0.4948360001,0.108527716425,0.0162848534554,60,True,True
2,0.6,0.5,True,False,0.1,0.730647600057,0.419119586651,0.166675114277,60,True,True
2,0.6,0.5,False,False,0.001,0.637789447237,,0.221263326079,60,True,True
2,0.6,0.5,False,False,0.1,0.67675242554,,0.246275200256,60,True,True
2,0.6,1,True,True,0.001,0.547431934304,0.450677451642,0.279699739698,60,True,True
2,0.6,1,True,True,0.1,0.637565441748,0.638464248168,0.365077719532,60,True,True
2,0.6,1,True,False,0.001,0.312328419263,-0.0178626875744,0.0208716928152,60,True,True
2,0.6,1,True,False,0.1,0.50312405565,0.110431210517,0.254928171751,60,True,True
2,0.6,1,False,False,0.001,0.461075520511,,0.332227837676,60,True,True
2,0.6,1,False,False,0.1,0.553118494741,,0.384063712483,60,True,True
3,0.3,0,True,True,0.001,0.999886400772,0.99993103094,0.00101458982684,60,True,True
3,0.3,0,True,True,0.1,0.940336393431,0.939751518914,0.0395067649561,60,True,True
3,0.3,0,True,False,0.001,0.901442417898,0.726026772503,0.00242263409351,60,True,True
3,0.3,0,True,False,0.1,0.837720696517,0.631556099145,0.0366041082189,60,True,True
3,0.3,0,False,False,0.001,0.692894068485,,0.0717303909182,60,True,True
3,0.3,0,False,False,0.1,0.75367482967,,0.0907529493527,60,True,True
3,0.3,0.5,True,True,0.001,0.886801250741,0.882192773815,0.10413860146,60,True,True
3,0.3,0.5,True,True,0.1,0.907878374015,0.906371193848,0.117698812519,60,True,True
3,0.3,0.5,True,False,0.001,0.593228695374,0.00958146720946,0.0140764165699,60,True,True
3,0.3,0.5,True,False,0.1,0.80419255363,0.507284047467,0.102375755256,60,True,True
3,0.3,0.5,False,False,0.001,0.707179925218,,0.122485949106,60,True,True
3,0.3,0.5,False,False,0.1,0.747492713117,,0.136098590767,60,True,True
3,0.3,1,True,True,0.001,0.628189647111,0.587163198603,0.195849204044,60,True,True
3,0.3,1,True,True,0.1,0.667334264421,0.740581217806,0.208094039376,60,True,True
3,0.3,1,True,False,0.001,0.351674562251,-0.0480099272677,0.0224314365016,60,True,True
3,0.3,1,True,False,0.1,0.56527349004,0.196346665966,0.145145223969,60,True,True
3,0.3,1,False,False,0.001,0.626211541056,,0.205063508736,60,True,True
3,0.3,1,False,False,0.1,0.639735101865,,0.216234377226,60,True,True
3,0.6,0,True,True,0.001,0.99922770171,0.999272157826,0.00287971617325,60,True,True
3,0.6,0,True,True,0.1,0.878822803981,0.874870298127,0.0648958928884,60,True,True
3,0.6,0,True,False,0.001,0.875333858874,0.687117555171,0.0042578803582,60,True,True
3,0.6,0,True,False,0.1,0.782036246432,0.5490102082,0.0583367202462,60,True,True
3,0.6,0,False,False,0.001,0.663750514029,,0.111808593849,60,True,True
3,0.6,0,False,False,0.1,0.700984199033,,0.137843225786,60,True,True
3,0.6,0.5,True,True,0.001,0.672166286536,0.472721519419,0.139750299837,60,True,True
3,0.6,0.5,True,True,0.1,0.802413627178,0.689985588971,0.177319018051,60,True,True
3,0.6,0.5,True,False,0.001,0.581980602112,0.0651494942322,0.0152402103783,60,True,True
3,0.6,0.5,True,False,0.1,0.724757942095,0.341356570909,0.143796760493,60,True,True
3,0.6,0.5,False,False,0.001,0.701096062117,,0.172911748417,60,True,True
3,0.6,0.5,False,False,0.1,0.732798568188,,0.204659190777,60,True,True
3,0.6,1,True,True,0.001,0.471641451975,0.360372619744,0.207804679141,60,True,True
3,0.6,1,True,True,0.1,0.519666158516,0.516402825061,0.245791958552,60,True,True
3,0.6,1,True,False,0.001,0.248900114828,-0.0366277900148,0.0207852272396,60,True,True
3,0.6,1,True,False,0.1,0.446726898584,0.121084503191,0.167616239507,60,True,True
3,0.6,1,False,False,0.001,0.436283436813,,0.275627749163,60,True,True
3,0.6,1,False,False,0.1,0.499606942403,,0.296518538816,60,True,True
4,0.3,0,True,True,0.001,0.999733040899,0.999920627244,0.000991304064115,60,True,True
4,0.3,0,True,True,0.1,0.947464264007,0.988842588194,0.0352522971244,60,True,True
4,0.3,0,True,False,0.001,0.912010158444,0.838711597457,0.00186798005565,60,True,True
4,0.3,0,True,False,0.1,0.847127514741,0.768927712706,0.0382264290677,60,True,True
4,0.3,0,False,False,0.001,0.7821340932,,0.0376879114124,60,True,True
4,0.3,0,False,False,0.1,0.785498580648,,0.0643809650343,60,True,True
4,0.3,0.5,True,True,0.001,0.785086369866,0.775324636959,0.115733964247,60,True,True
4,0.3,0.5,True,True,0.1,0.88821096506,0.950429205278,0.135023978737,60,True,True
4,0.3,0.5,True,False,0.001,0.463157658121,0.0189975159932,0.022435375409,60,True,True
4,0.3,0.5,True,False,0.1,0.717696329345,0.43635819983,0.105226690789,60,True,True
4,0.3,0.5,False,False,0.001,0.724698845733,,0.131871601412,60,True,True
4,0.3,0.5,False,False,0.1,0.726159430277,,0.146550274566,60,True,True
4,0.3,1,True,True,0.001,0.56224389781,0.618078122481,0.183615452474,60,True,True
4,0.3,1,True,True,0.1,0.724030151713,0.880080956624,0.222092927144,60,True,True
4,0.3,1,True,False,0.001,0.29307791968,0.336661181603,0.0146209645476,60,True,True
4,0.3,1,True,False,0.1,0.576370604037,0.403527159648,0.159491599859,60,True,True
4,0.3,1,False,False,0.001,0.595053732952,,0.236781667529,60,True,True
4,0.3,1,False,False,0.1,0.642023104434,,0.254722782797,60,True,True
4,0.6,0,True,True,0.001,0.997757521283,0.99860811865,0.0034274223179,60,True,True
4,0.6,0,True,True,0.1,0.844474480776,0.946835479966,0.0587862186117,60,True,True
4,0.6,0,True,False,0.001,0.847723215236,0.789349717137,0.00394466609647,60,True,True
4,0.6,0,True,False,0.1,0.747577303858,0.676211512467,0.0616632219173,60,True,True
4,0.6,0,False,False,0.001,0.792664308334,,0.091228576045,60,True,True
4,0.6,0,False,False,0.1,0.698549803914,,0.121959486418,60,True,True
4,0.6,0.5,True,True,0.001,0.721101957086,0.716585990612,0.140983096681,60,True,True
4,0.6,0.5,True,True,0.1,0.765976556309,0.888005984725,0.188279953968,60,True,True
4,0.6,0.5,True,False,0.001,0.444761096912,0.365364119159,0.0224201894409,60,True,True
4,0.6,0.5,True,False,0.1,0.600956628346,0.441212834322,0.144613071309,60,True,True
4,0.6,0.5,False,False,0.001,0.669367157897,,0.204604317524,60,True,True
4,0.6,0.5,False,False,0.1,0.624400109135,,0.224952310819,60,True,True
4,0.6,1,True,True,0.001,0.66097921967,0.515984011668,0.171360686667,60,True,True
4,0.6,1,True,True,0.1,0.686614625396,0.817631869706,0.284899213555,60,True,True
4,0.6,1,True,False,0.001,0.415538673215,0.363395870842,0.0210778445471,60,True,True
4,0.6,1,True,False,0.1,0.549530583586,0.330026105183,0.199260742909,60,True,True
4,0.6,1,False,False,0.001,0.64514094342,,0.24415864814,60,True,True
4,0.6,1,False,False,0.1,0.625887955254,,0.344280180877,60,True,True
6,0.3,0,True,True,0.001,0.999906658211,0.99997547918,0.000887055076522,60,True,True
6,0.3,0,True,True,0.1,0.959614006037,0.985459068171,0.0381492920254,60,True,True
6,0.3,0,True,False,0.001,0.949872089933,0.907764387977,0.00179379934973,60,True,True
6,0.3,0,True,False,0.1,0.878405702917,0.821904102281,0.0428793122124,60,True,True
6,0.3,0,False,False,0.001,0.812689118038,,0.0542017334242,60,True,True
6,0.3,0,False,False,0.1,0.824210147628,,0.0821824794318,60,True,True
6,0.3,0.5,True,True,0.001,0.707879098556,0.749497834796,0.117438304203,60,True,True
6,0.3,0.5,True,True,0.1,0.867064389499,0.935637573561,0.153342701844,60,True,True
6,0.3,0.5,True,False,0.001,0.568289830676,-0.241321372952,0.016439317084,60,True,True
6,0.3,0.5,True,False,0.1,0.738803546155,0.41864244048,0.116389397857,60,True,True
6,0.3,0.5,False,False,0.001,0.667240978461,,0.136211622492,60,True,True
6,0.3,0.5,False,False,0.1,0.767016654975,,0.170294910804,60,True,True
6,0.3,1,True,True,0.001,0.449536959834,0.666991676113,0.256449468117,60,True,True
6,0.3,1,True,True,0.1,0.481543035206,0.767838209428,0.285512848253,60,True,True
6,0.3,1,True,False,0.001,0.280188616713,0.0545146810821,0.0219232608496,60,True,True
6,0.3,1,True,False,0.1,0.468223964784,0.135371450773,0.167668189899,60,True,True
6,0.3,1,False,False,0.001,0.485222517524,,0.295272744857,60,True,True
6,0.3,1,False,False,0.1,0.484343750118,,0.322128680075,60,True,True
6,0.6,0,True,True,0.001,0.999564540667,0.999778795875,0.0020012455776,60,True,True
6,0.6,0,True,True,0.1,0.919697094478,0.971314882524,0.0617875939415,60,True,True
6,0.6,0,True,False,0.001,0.920154791948,0.850444564025,0.00301291999762,60,True,True
6,0.6,0,True,False,0.1,0.829028787013,0.785097719796,0.0669917171729,60,True,True
6,0.6,0,False,False,0.001,0.769146736495,,0.125408527277,60,True,True
6,0.6,0,False,False,0.1,0.749175647824,,0.148069541664,60,True,True
6,0.6,0.5,True,True,0.001,0.787223165997,0.77499859198,0.156748906335,60,True,True
6,0.6,0.5,True,True,0.1,0.807763160633,0.941618339286,0.203513116454,60,True,True
6,0.6,0.5,True,False,0.001,0.491428356561,0.0587801618691,0.016344623956,60,True,True
6,0.6,0.5,True,False,0.1,0.651306837381,0.500906909022,0.157638273604,60,True,True
6,0.6,0.5,False,False,0.001,0.568864425772,,0.235573185924,60,True,True
6,0.6,0.5,False,False,0.1,0.623332926369,,0.265360179156,60,True,True
6,0.6,1,True,True,0.001,0.232685898313,0.354393023557,0.322275886574,60,True,True
6,0.6,1,True,True,0.1,0.420288396959,0.636833093719,0.394661873819,60,True,True
6,0.6,1,True,False,0.001,0.247145215624,0.126895431904,0.0247633125238,60,True,True
6,0.6,1,True,False,0.1,0.356036618417,0.055356668728,0.237440329431,60,True,True
6,0.6,1,False,False,0.001,0.315035030472,,0.404293396175,60,True,True
6,0.6,1,False,False,0.1,0.389214156722,,0.454899654436,60,True,True
7,0.3,0,True,True,0.001,0.999969548862,0.999968137278,0.00048231811931,60,True,True
7,0.3,0,True,True,0.1,0.979575191508,0.966085131562,0.0307855910704,60,True,True
7,0.3,0,True,False,0.001,0.920227208898,0.850120717589,0.00228034725177,60,True,True
7,0.3,0,True,False,0.1,0.835823396268,0.752659542024,0.0350227302752,60,True,True
7,0.3,0,False,False,0.001,0.744777911254,,0.0321904479472,60,True,True
7,0.3,0,False,False,0.1,0.758386440677,,0.0576616980159,60,True,True
7,0.3,0.5,True,True,0.001,0.834380157174,0.892457999945,0.099668890803,60,True,True
7,0.3,0.5,True,True,0.1,0.879222943435,0.914289220805,0.109823888621,60,True,True
7,0.3,0.5,True,False,0.001,0.372750259079,0.220967518994,0.0143451856585,60,True,True
7,0.3,0.5,True,False,0.1,0.70222801143,0.533262308802,0.0922790780283,60,True,True
7,0.3,0.5,False,False,0.001,0.679196414954,,0.114255595698,60,True,True
7,0.3,0.5,False,False,0.1,0.699053612408,,0.1273522714,60,True,True
7,0.3,1,True,True,0.001,0.322976278416,0.60482476376,0.206973050877,60,True,True
7,0.3,1,True,True,0.1,0.472733668277,0.817916882815,0.245377663711,60,True,True
7,0.3,1,True,False,0.001,0.211101166037,0.34202144886,0.0152712927245,60,True,True
7,0.3,1,True,False,0.1,0.367408786421,0.315102160507,0.15303190028,60,True,True
7,0.3,1,False,False,0.001,0.299426336621,,0.249721613979,60,True,True
7,0.3,1,False,False,0.1,0.384288361045,,0.271230840492,60,True,True
7,0.6,0,True,True,0.001,0.999936105436,0.999924233165,0.000975329482637,60,True,True
7,0.6,0,True,True,0.1,0.965830431061,0.934546831899,0.0499945497645,60,True,True
7,0.6,0,True,False,0.001,0.91355996721,0.728147414255,0.0030293349967,60,True,True
7,0.6,0,True,False,0.1,0.81812576156,0.630740429635,0.0524889039131,60,True,True
7,0.6,0,False,False,0.001,0.755969288011,,0.0661537613322,60,True,True
7,0.6,0,False,False,0.1,0.760123423282,,0.0914078373332,60,True,True
7,0.6,0.5,True,True,0.001,0.757536333179,0.708131862852,0.13640294441,60,True,True
7,0.6,0.5,True,True,0.1,0.81602800712,0.826164594103,0.159133707415,60,True,True
7,0.6,0.5,True,False,0.001,0.474208923718,0.188958786945,0.0122484700458,60,True,True
7,0.6,0.5,True,False,0.1,0.6442477004,0.30834006777,0.117077429415,60,True,True
7,0.6,0.5,False,False,0.001,0.602100625074,,0.163177736461,60,True,True
7,0.6,0.5,False,False,0.1,0.626775860993,,0.179673984196,60,True,True
7,0.6,1,True,True,0.001,0.140451431599,0.276563245755,0.28526392532,60,True,True
7,0.6,1,True,True,0.1,0.353328353174,0.724735710993,0.365406990178,60,True,True
7,0.6,1,True,False,0.001,0.181166444052,0.344071606043,0.0233829062912,60,True,True
7,0.6,1,True,False,0.1,0.21995747569,0.230698890604,0.210329792733,60,True,True
7,0.6,1,False,False,0.001,-0.000799157629015,,0.310749102649,60,True,True
7,0.6,1,False,False,0.1,0.181927722181,,0.39442470134,60,True,True
8,0.3,0,True,True,0.001,0.999990102199,0.999993142294,0.000543515019841,60,True,True
8,0.3,0,True,True,0.1,0.987267218447,0.989360927312,0.0368308813293,60,True,True
8,0.3,0,True,False,0.001,0.946890519056,0.885832056813,0.0016534012186,60,True,True
8,0.3,0,True,False,0.1,0.905664191599,0.816028326655,0.0427765403195,60,True,True
8,0.3,0,False,False,0.001,0.743821063248,,0.0638766464954,60,True,True
8,0.3,0,False,False,0.1,0.795489829746,,0.0926462548754,60,True,True
8,0.3,0.5,True,True,0.001,0.822697704503,0.957121630001,0.11487423575,60,True,True
8,0.3,0.5,True,True,0.1,0.905714256997,0.972211864079,0.132646768405,60,True,True
8,0.3,0.5,True,False,0.001,0.481924305458,0.28519166973,0.0168060675483,60,True,True
8,0.3,0.5,True,False,0.1,0.784864638704,0.644830016251,0.101103355959,60,True,True
8,0.3,0.5,False,False,0.001,0.705341954342,,0.138515099275,60,True,True
8,0.3,0.5,False,False,0.1,0.766484596563,,0.160962992273,60,True,True
8,0.3,1,True,True,0.001,0.496779399947,0.574381193287,0.20875657423,60,True,True
8,0.3,1,True,True,0.1,0.688851893582,0.8178769049,0.24861054394,60,True,True
8,0.3,1,True,False,0.001,0.416793820986,-0.155857547854,0.0154411513401,60,True,True
8,0.3,1,True,False,0.1,0.620547441395,0.237869344177,0.162859131583,60,True,True
8,0.3,1,False,False,0.001,0.54146352333,,0.259496799326,60,True,True
8,0.3,1,False,False,0.1,0.626275070629,,0.283099803064,60,True,True
8,0.6,0,True,True,0.001,0.999858893717,0.999900503391,0.00128484737526,60,True,True
8,0.6,0,True,True,0.1,0.968493403543,0.980580214945,0.0632657159783,60,True,True
8,0.6,0,True,False,0.001,0.934793980503,0.830390504458,0.00205700529261,60,True,True
8,0.6,0,True,False,0.1,0.893592809613,0.76403964034,0.0676266403127,60,True,True
8,0.6,0,False,False,0.001,0.736932845503,,0.123441087339,60,True,True
8,0.6,0,False,False,0.1,0.807082969884,,0.163172640208,60,True,True
8,0.6,0.5,True,True,0.001,0.675651801517,0.70527225884,0.163245775387,60,True,True
8,0.6,0.5,True,True,0.1,0.772366249861,0.87707843706,0.209410488719,60,True,True
8,0.6,0.5,True,False,0.001,0.392737563566,0.246207520612,0.0130073036583,60,True,True
8,0.6,0.5,True,False,0.1,0.63523575016,0.49148730856,0.146775565877,60,True,True
8,0.6,0.5,False,False,0.001,0.620453870407,,0.237705728688,60,True,True
8,0.6,0.5,False,False,0.1,0.689511790243,,0.281886089218,60,True,True
8,0.6,1,True,True,0.001,0.546844050512,0.476404650631,0.271450741072,60,True,True
8,0.6,1,True,True,0.1,0.613475354447,0.715546991041,0.338818831561,60,True,True
8,0.6,1,True,False,0.001,0.432592136352,0.00586317397809,0.0133943546493,60,True,True
8,0.6,1,True,False,0.1,0.540303926166,0.275980024604,0.221308580769,60,True,True
8,0.6,1,False,False,0.001,0.514042382312,,0.390148575051,60,True,True
8,0.6,1,False,False,0.1,0.543039853962,,0.421309655318,60,True,True
9,0.3,0,True,True,0.001,0.9998712936,0.999960949785,0.000829149161744,60,True,True
9,0.3,0,True,True,0.1,0.953663925317,0.977838362206,0.0340756474343,60,True,True
9,0.3,0,True,False,0.001,0.933621695959,0.801806101457,0.00184527072326,60,True,True
9,0.3,0,True,False,0.1,0.872725462998,0.68050131668,0.0353964922869,60,True,True
9,0.3,0,False,False,0.001,0.781906729628,,0.0627083059292,60,True,True
9,0.3,0,False,False,0.1,0.77706126294,,0.0833561445873,60,True,True
9,0.3,0.5,True,True,0.001,0.592751448194,0.834365838113,0.0823300038343,60,True,True
9,0.3,0.5,True,True,0.1,0.865348581258,0.960398138011,0.104448237334,60,True,True
9,0.3,0.5,True,False,0.001,0.633109520659,0.188448357788,0.00780474098695,60,True,True
9,0.3,0.5,True,False,0.1,0.757451152255,0.523934210202,0.0820687591078,60,True,True
9,0.3,0.5,False,False,0.001,0.640190651647,,0.108254294525,60,True,True
9,0.3,0.5,False,False,0.1,0.724571896368,,0.127841674034,60,True,True
9,0.3,1,True,True,0.001,0.501124330694,0.625401781822,0.188123034662,60,True,True
9,0.3,1,True,True,0.1,0.609233349368,0.83136748111,0.218191254108,60,True,True
9,0.3,1,True,False,0.001,0.233855771509,-0.0216954834708,0.022111892748,60,True,True
9,0.3,1,True,False,0.1,0.498135075789,0.219239213159,0.149802348529,60,True,True
9,0.3,1,False,False,0.001,0.573801514261,,0.216418723509,60,True,True
9,0.3,1,False,False,0.1,0.57993148931,,0.238306203275,60,True,True
9,0.6,0,True,True,0.001,0.999690528651,0.999865035769,0.0016325169547,60,True,True
9,0.6,0,True,True,0.1,0.929569884178,0.95982729998,0.0530231601283,60,True,True
9,0.6,0,True,False,0.001,0.9336097981,0.691186916298,0.00192466773761,60,True,True
9,0.6,0,True,False,0.1,0.88232525181,0.577546616338,0.0586748868972,60,True,True
9,0.6,0,False,False,0.001,0.872640827178,,0.120164106297,60,True,True
9,0.6,0,False,False,0.1,0.836401895714,,0.141289689588,60,True,True
9,0.6,0.5,True,True,0.001,0.424760805202,0.712646039774,0.136698536904,60,True,True
9,0.6,0.5,True,True,0.1,0.765837147763,0.906169794779,0.173294990786,60,True,True
9,0.6,0.5,True,False,0.001,0.510256917109,0.093349343047,0.00591829887692,60,True,True
9,0.6,0.5,True,False,0.1,0.694178017583,0.339193870301,0.115888387507,60,True,True
9,0.6,0.5,False,False,0.001,0.586549656077,,0.197168846934,60,True,True
9,0.6,0.5,False,False,0.1,0.697938696856,,0.216727702286,60,True,True
9,0.6,1,True,True,0.001,0.320038498469,0.4950319653,0.270500784252,60,True,True
9,0.6,1,True,True,0.1,0.479481922974,0.654380889208,0.301360486849,60,True,True
9,0.6,1,True,False,0.001,0.347583558711,0.016770660311,0.0136621928085,60,True,True
9,0.6,1,True,False,0.1,0.462744088328,0.0845779445141,0.181990082828,60,True,True
9,0.6,1,False,False,0.001,0.30641024301,,0.339262266073,60,True,True
9,0.6,1,False,False,0.1,0.406556023923,,0.359539915123,60,True,True
