image_id,condition,replicate,statistic,mean,ci_lo,ci_hi,n_hypotheses_total,ess
EGM2_regular_static-34,static,rep 2,all_reticular_3clique_enrichment_z,-0.584501840086,-0.605541215702,-0.558876523479,32,4
EGM2_regular_static-35,static,rep 2,reticular_fraction,0.12442025727,0.124045801527,0.125,28,4
EGM2_regular_static-35,static,rep 2,area_degree_spearman,0.773540789333,0.767558917179,0.781490774191,28,4
EGM2_regular_static-35,static,rep 2,all_reticular_3clique_enrichment_z,0.532151785675,0.409241918273,0.51100267377,28,4
EGM2_regular_static-36,static,rep 2,reticular_fraction,0.102365908553,0.102119460501,0.102912621359,32,4
EGM2_regular_static-36,static,rep 2,area_degree_spearman,0.624295282292,0.601150254687,0.633784289551,32,4
EGM2_regular_static-36,static,rep 2,all_reticular_3clique_enrichment_z,-0.601473132337,-0.631290621218,-0.590450078426,32,4
EGM2_regular_static-37,static,rep 2,reticular_fraction,0.113912397713,0.113175675676,0.116554054054,32,4
EGM2_regular_static-37,static,rep 2,area_degree_spearman,0.714779408173,0.706530182618,0.717719837427,32,4
EGM2_regular_static-37,static,rep 2,all_reticular_3clique_enrichment_z,0.538581788133,0.460440588375,0.701112530284,32,4
EGM2_regular_static-38,static,rep 2,reticular_fraction,0.0717237765133,0.0716911764706,0.0718232044199,28,4
EGM2_regular_static-38,static,rep 2,area_degree_spearman,0.739577766095,0.734700084653,0.740302602417,28,4
EGM2_regular_static-38,static,rep 2,all_reticular_3clique_enrichment_z,2.35852437485,2.27785565928,2.41118419914,28,4
EGM2_regular_static-39,static,rep 2,reticular_fraction,0.111301091948,0.109797297297,0.111675126904,32,4
EGM2_regular_static-39,static,rep 2,area_degree_spearman,0.746330743274,0.740428313251,0.747956242862,32,4
EGM2_regular_static-39,static,rep 2,all_reticular_3clique_enrichment_z,0.655609989455,0.62221851344,0.733441349482,32,4
EGM2_regular_static-40,static,rep 2,reticular_fraction,0.0889544075644,0.088768115942,0.0894160583942,30,4
EGM2_regular_static-40,static,rep 2,area_degree_spearman,0.740728120266,0.734643104678,0.747756702779,30,4
EGM2_regular_static-40,static,rep 2,all_reticular_3clique_enrichment_z,-0.498170783528,-0.545089821502,-0.480697588305,30,4
EGM2_regular_static-41,static,rep 3,reticular_fraction,0.0894131633979,0.0892857142857,0.0896860986547,32,4
EGM2_regular_static-41,static,rep 3,area_degree_spearman,0.900545950187,0.893915405577,0.90323282441,32,4
EGM2_regular_static-41,static,rep 3,all_reticular_3clique_enrichment_z,-0.316046278748,-0.334186889578,-0.307306486469,32,4
EGM2_regular_static-42,static,rep 3,reticular_fraction,0.154693575672,0.153846153846,0.155102040816,32,4
EGM2_regular_static-42,static,rep 3,area_degree_spearman,0.786329684726,0.784108822224,0.790046634514,32,4
EGM2_regular_static-42,static,rep 3,all_reticular_3clique_enrichment_z,-0.787487347317,-0.804353590538,-0.769241964005,32,4
EGM2_regular_static-43,static,rep 3,reticular_fraction,0.163425947399,0.162393162393,0.164502164502,32,4
EGM2_regular_static-43,static,rep 3,area_degree_spearman,0.786309756127,0.781180559391,0.793380260016,32,4
EGM2_regular_static-43,static,rep 3,all_reticular_3clique_enrichment_z,-0.839187385604,-0.874924500668,-0.801862240831,32,4
EGM2_regular_static-44,static,rep 3,reticular_fraction,0.172701156278,0.161572052402,0.176991150442,32,4
EGM2_regular_static-44,static,rep 3,area_degree_spearman,0.79612047253,0.788153239526,0.799312216232,32,4
EGM2_regular_static-44,static,rep 3,all_reticular_3clique_enrichment_z,-0.869553718449,-0.911772963698,-0.792343133978,32,4
EGM2_regular_static-45,static,rep 3,reticular_fraction,0.126104523031,0.124481327801,0.128630705394,32,4
EGM2_regular_static-45,static,rep 3,area_degree_spearman,0.728479123786,0.716860193626,0.73515712871,32,4
EGM2_regular_static-45,static,rep 3,all_reticular_3clique_enrichment_z,1.36778695015,1.18267771624,1.46863520618,32,4
EGM2_regular_static-46,static,rep 3,reticular_fraction,0.155309707573,0.151785714286,0.160550458716,32,4
EGM2_regular_static-46,static,rep 3,area_degree_spearman,0.584095531023,0.546925207109,0.594397833556,32,4
EGM2_regular_static-46,static,rep 3,all_reticular_3clique_enrichment_z,-0.739561067758,-0.782234994768,-0.716677081313,32,4
EGM2_regular_static-47,static,rep 3,reticular_fraction,0.0931742762037,0.0925925925926,0.0934579439252,32,4
EGM2_regular_static-47,static,rep 3,area_degree_spearman,0.792432474743,0.789777464306,0.795892458809,32,4
EGM2_regular_static-47,static,rep 3,all_reticular_3clique_enrichment_z,-0.321530046597,-0.340180420739,-0.298703125527,32,4
EGM2_regular_static-48,static,rep 3,reticular_fraction,0.0981811382175,0.0979381443299,0.0989583333333,32,4
EGM2_regular_static-48,static,rep 3,area_degree_spearman,0.882963522415,0.868645507656,0.892107982364,32,4
EGM2_regular_static-48,static,rep 3,all_reticular_3clique_enrichment_z,-0.334559865842,-0.342157563138,-0.32020623772,32,4
EGM2_regular_static-49,static,rep 3,reticular_fraction,0.117659741843,0.116666666667,0.11797752809,32,4
EGM2_regular_static-49,static,rep 3,area_degree_spearman,0.82969507445,0.828347137085,0.831040863717,32,4
EGM2_regular_static-49,static,rep 3,all_reticular_3clique_enrichment_z,4.29408478716,4.16821168998,4.46756371945,32,4
EGM2_regular_static-50,static,rep 3,reticular_fraction,0.180450184657,0.175925925926,0.185714285714,32,4
EGM2_regular_static-50,static,rep 3,area_degree_spearman,0.854969756785,0.850619976946,0.861042983246,32,4
EGM2_regular_static-50,static,rep 3,all_reticular_3clique_enrichment_z,0.255837267264,0.185680292017,0.3781240119,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-1-P1,static,rep1,reticular_fraction,0.00327889086385,0.00327868852459,0.00327868852459,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-1-P1,static,rep1,area_degree_spearman,0.575367709003,0.573861975276,0.577042604241,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-1-P1,static,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-2-P2,static,rep1,reticular_fraction,2.66414936153e-17,0,0,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-2-P2,static,rep1,area_degree_spearman,0.37934346931,0.378246554803,0.380590889947,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-2-P2,static,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,1
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-3-P3,static,rep1,reticular_fraction,0.00429983406964,0.00429799426934,0.00430416068867,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-3-P3,static,rep1,area_degree_spearman,0.672368111778,0.667481981902,0.676352350227,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-3-P3,static,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-4-P4,static,rep1,reticular_fraction,0.00496795911869,0.00496688741722,0.00496688741722,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-4-P4,static,rep1,area_degree_spearman,0.517636532922,0.516862725684,0.519097901239,32,4
resized1024_8bit_zMAX231005_slide_ebm2_statcont_488notch_555fak_647vecad-01-Scene-4-P4,static,rep1,all_reticular_3clique_enrichment_z,-1.70916930248e-310,0,0,32,4
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,reticular_fraction,6.75177370567e-111,0,0,32,4
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,area_degree_spearman,0.601725428749,0.600955843128,0.603489314302,32,4
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-01-,high_shear,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,1.11254332614
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-02,high_shear,rep1,reticular_fraction,0.00159590836026,0.00159489633174,0.00160256410256,32,4
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-02,high_shear,rep1,area_degree_spearman,0.641383671187,0.636186232284,0.643962056675,32,4
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-02,high_shear,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,3.9999931191
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,reticular_fraction,3.1928159699e-83,0,0,32,4
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,area_degree_spearman,0.646110991061,0.639957498531,0.649029320464,32,4
resized1024_8bit_zMAX231005_slide_egm2_2hfow_488phosphopax_emissionfix_555fak_647vecad_lowerres-03,high_shear,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,1.94284616704
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-1-P1,high_shear,rep1,reticular_fraction,0.00132901503543,0.00132802124834,0.00133155792277,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-1-P1,high_shear,rep1,area_degree_spearman,0.679284533072,0.677461337177,0.680917107776,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-1-P1,high_shear,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-2-P2,high_shear,rep1,reticular_fraction,4.21555730034e-36,0,0,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-2-P2,high_shear,rep1,area_degree_spearman,0.724417932052,0.723090540448,0.725214899755,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-2-P2,high_shear,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,1
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-3-P3,high_shear,rep1,reticular_fraction,0.00453076481634,0.00452488687783,0.00454545454545,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-3-P3,high_shear,rep1,area_degree_spearman,0.59051788988,0.588768255325,0.59257496651,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-3-P3,high_shear,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-4-P4,high_shear,rep1,reticular_fraction,0.00137809978835,0.00137741046832,0.00138121546961,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-4-P4,high_shear,rep1,area_degree_spearman,0.750861134675,0.750503702287,0.751410005092,32,4
resized1024_8bit_zMAX231005_slide_egm2_flowltr_30min_488notch_emissionfix_555fak_647vecad-01-Scene-4-P4,high_shear,rep1,all_reticular_3clique_enrichment_z,0,0,0,32,3.99872640775
