n_pred_cells,n_ref_cells,n_matched_cells,n_splits,n_merges,adjacency_pair_f1,adjacency_pair_precision,adjacency_pair_recall,adjacency_component_f1,n_pred_pairs,n_ref_pairs,n_pred_vertices,n_ref_vertices,vertex_f1,vertex_precision,vertex_recall,vertex_incident_set_accuracy,pq,ap50,boundary_f1,variant,image_id,dataset,n_vertex_merges,decode_s,proposal_s
150,149,144,3,5,0.9189189189189189,0.9015151515151515,0.937007874015748,0.7443541102077688,396,381,165,63,0.543859649122807,0.37575757575757573,0.9841269841269841,0.8870967741935484,0.9057822694368258,0.9290322580645162,0.9853233134820325,legacy,tile_00000,synth,0,0.8241379261016846,0.5832271575927734
150,149,143,3,5,0.9086229086229086,0.8914141414141414,0.926509186351706,0.7474931631722881,396,381,155,63,0.5688073394495413,0.4,0.9841269841269841,0.8709677419354839,0.9022377371794672,0.9166666666666666,0.9842429916244885,outside1,tile_00000,synth,0,0.4655330181121826,0.5832271575927734
150,149,144,3,5,0.9258777633289986,0.9175257731958762,0.9343832020997376,0.801904761904762,388,381,94,63,0.7643312101910827,0.6382978723404256,0.9523809523809523,0.9166666666666666,0.9108277793119994,0.9290322580645162,0.983895526272433,outside0.5,tile_00000,synth,0,0.46395325660705566,0.5832271575927734
150,149,143,3,5,0.9162303664921466,0.9138381201044387,0.9186351706036745,0.8595825426944971,383,381,69,63,0.8939393939393939,0.855072463768116,0.9365079365079365,0.8983050847457628,0.91687100731921,0.9166666666666666,0.9842212241744471,outside0,tile_00000,synth,0,0.4663562774658203,0.5832271575927734
150,149,144,3,5,0.9322709163346614,0.9435483870967742,0.9212598425196851,0.8963531669865643,372,381,59,63,0.9508196721311476,0.9830508474576272,0.9206349206349206,0.896551724137931,0.9169882890524608,0.9290322580645162,0.985648341290883,inside0.5,tile_00000,synth,0,0.4728708267211914,0.5832271575927734
150,149,144,3,0,0.0,0.0,0.0,0.0,6,381,0,63,0.0,1.0,0.0,1.0,0.8523352525754714,0.9290322580645162,0.9809188946077068,inside1,tile_00000,synth,0,0.2980618476867676,0.5832271575927734
150,149,143,3,5,0.9162303664921466,0.9138381201044387,0.9186351706036745,0.8595825426944971,383,381,69,63,0.8939393939393939,0.855072463768116,0.9365079365079365,0.8983050847457628,0.91687100731921,0.9166666666666666,0.9842212241744471,outside0_perm,tile_00000,synth,0,0.47184062004089355,0.5832271575927734
144,149,143,0,5,0.9298013245033112,0.9385026737967914,0.9212598425196851,0.8740458015267175,374,381,69,63,0.8939393939393939,0.855072463768116,0.9365079365079365,0.9152542372881356,0.9426445375740289,0.9533333333333334,0.9961497221951457,outside0_merge0.2,tile_00000,synth,6,0.5505166053771973,0.5832271575927734
144,149,143,0,5,0.9298013245033112,0.9385026737967914,0.9212598425196851,0.8740458015267175,374,381,69,63,0.8939393939393939,0.855072463768116,0.9365079365079365,0.9152542372881356,0.9426445375740289,0.9533333333333334,0.9961497221951457,outside0_merge0.35,tile_00000,synth,6,0.5486178398132324,0.5832271575927734
150,149,143,3,5,0.9162303664921466,0.9138381201044387,0.9186351706036745,0.8880526810912511,383,381,69,63,0.8939393939393939,0.855072463768116,0.9365079365079365,0.8983050847457628,0.9171119216367603,0.9166666666666666,0.9859820815784212,outside0_gap0.5,tile_00000,synth,0,0.47632932662963867,0.5832271575927734
292,311,289,0,19,0.8884848484848484,0.9151061173533084,0.8633686690223793,0.8630303030303029,801,849,510,539,0.8617731172545281,0.8862745098039215,0.8385899814471243,0.8495575221238938,0.8883334464297837,0.9203821656050956,0.9870473457722508,legacy,tile_00001,synth,0,0.4464743137359619,0.24649977684020996
292,311,289,0,19,0.8884848484848484,0.9151061173533084,0.8633686690223793,0.8630303030303029,801,849,510,539,0.8617731172545281,0.8862745098039215,0.8385899814471243,0.8495575221238938,0.8883334464297837,0.9203821656050956,0.9870473457722508,outside1,tile_00001,synth,0,0.5868830680847168,0.24649977684020996
292,311,289,0,19,0.8884848484848484,0.9151061173533084,0.8633686690223793,0.8630303030303029,801,849,510,539,0.863679694947569,0.888235294117647,0.8404452690166976,0.847682119205298,0.8882509048212828,0.9203821656050956,0.9870472856871757,outside0.5,tile_00001,synth,0,0.4416539669036865,0.24649977684020996
292,311,289,0,19,0.8884848484848484,0.9151061173533084,0.8633686690223793,0.8630303030303029,801,849,508,539,0.8519579751671442,0.8779527559055118,0.8274582560296846,0.8497757847533632,0.8878391920367154,0.9203821656050956,0.9870467145069907,outside0,tile_00001,synth,0,0.44041895866394043,0.24649977684020996
292,311,288,0,19,0.8807785888077858,0.9106918238993711,0.8527679623085983,0.8502122498483929,795,849,471,539,0.8316831683168318,0.89171974522293,0.7792207792207793,0.8380952380952381,0.8820000804282595,0.9142857142857143,0.9870867879348083,inside0.5,tile_00001,synth,0,0.4624748229980469,0.24649977684020996
292,311,283,0,10,0.22708333333333333,0.9819819819819819,0.12838633686690223,0.05821205821205821,111,849,0,539,0.0,1.0,0.0,1.0,0.7523812756745478,0.884375,0.9961827344737583,inside1,tile_00001,synth,0,0.3488931655883789,0.24649977684020996
292,311,289,0,19,0.8884848484848484,0.9151061173533084,0.8633686690223793,0.8630303030303029,801,849,508,539,0.8519579751671442,0.8779527559055118,0.8274582560296846,0.8497757847533632,0.8878391920367154,0.9203821656050956,0.9870467145069907,outside0_perm,tile_00001,synth,0,0.449357271194458,0.24649977684020996
292,311,289,0,19,0.8884848484848484,0.9151061173533084,0.8633686690223793,0.8630303030303029,801,849,508,539,0.8519579751671442,0.8779527559055118,0.8274582560296846,0.8497757847533632,0.8878391920367154,0.9203821656050956,0.9870467145069907,outside0_merge0.2,tile_00001,synth,0,0.46347832679748535,0.24649977684020996
290,311,285,0,21,0.8710462287104623,0.9006289308176101,0.8433451118963486,0.8479318734793186,795,849,504,539,0.8513902205177372,0.8809523809523809,0.8237476808905381,0.8288288288288288,0.8790981997081999,0.9018987341772152,0.9868302453744818,outside0_merge0.35,tile_00001,synth,2,0.5090513229370117,0.24649977684020996
292,311,289,0,19,0.8871359223300971,0.9148936170212766,0.8610129564193169,0.8578342407743497,799,849,502,539,0.8395773294908742,0.8705179282868526,0.8107606679035251,0.8466819221967964,0.8867712531106808,0.9203821656050956,0.9870459712102223,outside0_gap0.5,tile_00001,synth,0,0.4503321647644043,0.24649977684020996
205,217,202,0,14,0.881625441696113,0.9089253187613844,0.855917667238422,0.8422847399829497,549,583,340,346,0.9037900874635569,0.9117647058823529,0.8959537572254336,0.8387096774193549,0.9036025793384604,0.9181818181818182,0.9905100879831148,legacy,tile_00002,synth,0,0.39226627349853516,0.24042749404907227
205,217,202,0,14,0.881625441696113,0.9089253187613844,0.855917667238422,0.8422847399829497,549,583,340,346,0.9037900874635569,0.9117647058823529,0.8959537572254336,0.8387096774193549,0.9036025793384604,0.9181818181818182,0.9905100879831148,outside1,tile_00002,synth,0,0.39340972900390625,0.24042749404907227
205,217,202,0,14,0.881625441696113,0.9089253187613844,0.855917667238422,0.8437233134073441,549,583,336,346,0.9090909090909092,0.9226190476190477,0.8959537572254336,0.8354838709677419,0.9037920581822969,0.9181818181818182,0.9905257207115261,outside0.5,tile_00002,synth,0,0.39880847930908203,0.24042749404907227
205,217,202,0,14,0.88339222614841,0.9107468123861566,0.8576329331046312,0.8525149190110827,549,583,329,346,0.9066666666666666,0.9300911854103343,0.884393063583815,0.8333333333333334,0.9051232321072505,0.9181818181818182,0.9901530060474382,outside0,tile_00002,synth,0,0.3981306552886963,0.24042749404907227
206,217,202,0,13,0.8835978835978835,0.9092558983666061,0.8593481989708405,0.8466780238500853,551,583,308,346,0.8899082568807339,0.9448051948051948,0.8410404624277457,0.8350515463917526,0.9046345689472529,0.9140271493212669,0.9914497947841373,inside0.5,tile_00002,synth,0,0.399242639541626,0.24042749404907227
207,217,206,0,0,0.03697478991596639,0.9166666666666666,0.018867924528301886,0.013050570962479607,12,583,0,346,0.0,1.0,0.0,1.0,0.8235533895909657,0.944954128440367,0.9958793153015988,inside1,tile_00002,synth,0,0.29309749603271484,0.24042749404907227
205,217,202,0,14,0.88339222614841,0.9107468123861566,0.8576329331046312,0.8525149190110827,549,583,329,346,0.9066666666666666,0.9300911854103343,0.884393063583815,0.8333333333333334,0.9051232321072505,0.9181818181818182,0.9901530060474382,outside0_perm,tile_00002,synth,0,0.395463228225708,0.24042749404907227
205,217,202,0,14,0.88339222614841,0.9107468123861566,0.8576329331046312,0.8525149190110827,549,583,329,346,0.9066666666666666,0.9300911854103343,0.884393063583815,0.8333333333333334,0.9051232321072505,0.9181818181818182,0.9901530060474382,outside0_merge0.2,tile_00002,synth,0,0.4095926284790039,0.24042749404907227
205,217,202,0,14,0.88339222614841,0.9107468123861566,0.8576329331046312,0.8525149190110827,549,583,329,346,0.9066666666666666,0.9300911854103343,0.884393063583815,0.8333333333333334,0.9051232321072505,0.9181818181818182,0.9901530060474382,outside0_merge0.35,tile_00002,synth,0,0.41078901290893555,0.24042749404907227
205,217,202,0,14,0.88339222614841,0.9107468123861566,0.8576329331046312,0.8520408163265306,549,583,327,346,0.900445765230312,0.926605504587156,0.8757225433526011,0.834983498349835,0.905082031483351,0.9181818181818182,0.9887060645144934,outside0_gap0.5,tile_00002,synth,0,0.4010953903198242,0.24042749404907227
116,118,112,3,4,0.894736842105263,0.9036544850498339,0.8859934853420195,0.8669950738916257,301,307,187,190,0.8806366047745358,0.8877005347593583,0.8736842105263158,0.8855421686746988,0.9182649028823076,0.9180327868852459,0.9816106434999577,legacy,tile_00003,synth,0,0.3079962730407715,0.23152804374694824
116,118,112,3,4,0.894736842105263,0.9036544850498339,0.8859934853420195,0.8669950738916257,301,307,187,190,0.8806366047745358,0.8877005347593583,0.8736842105263158,0.8855421686746988,0.9182649028823076,0.9180327868852459,0.9816106434999577,outside1,tile_00003,synth,0,0.3085765838623047,0.23152804374694824
116,118,112,3,4,0.894736842105263,0.9036544850498339,0.8859934853420195,0.8669950738916257,301,307,187,190,0.8806366047745358,0.8877005347593583,0.8736842105263158,0.8855421686746988,0.9182419893845369,0.9180327868852459,0.9816106434999577,outside0.5,tile_00003,synth,0,0.3019437789916992,0.23152804374694824
116,118,112,3,4,0.894736842105263,0.9036544850498339,0.8859934853420195,0.8655737704918033,301,307,184,190,0.8770053475935828,0.8913043478260869,0.8631578947368421,0.8841463414634146,0.9184542197498011,0.9180327868852459,0.9816067533497634,outside0,tile_00003,synth,0,0.30652618408203125,0.23152804374694824
