n_pred_cells,n_ref_cells,n_matched_cells,n_splits,n_merges,adjacency_pair_f1,adjacency_pair_precision,adjacency_pair_recall,adjacency_component_f1,n_pred_pairs,n_ref_pairs,n_pred_vertices,n_ref_vertices,vertex_f1,vertex_precision,vertex_recall,vertex_incident_set_accuracy,pq,ap50,boundary_f1,variant,image_id,dataset,n_vertex_merges,decode_s,proposal_s
428,79,8,56,27,0.001702127659574468,0.0009033423667570009,0.014705882352941176,0.0,1107,68,740,0,0.0,0.0,1.0,1.0,0.01968580405914619,0.01603206412825651,0.22671736401570117,legacy,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,0,6.814908027648926,11.421483516693115
438,79,12,43,26,0.001972386587771203,0.0010570824524312897,0.014705882352941176,0.0,946,68,529,0,0.0,0.0,1.0,1.0,0.028592524040963414,0.023762376237623763,0.21519196869112645,outside1,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,0,6.353205680847168,11.421483516693115
436,79,12,42,26,0.002,0.001072961373390558,0.014705882352941176,0.0,932,68,515,0,0.0,0.0,1.0,1.0,0.02857241310127065,0.02385685884691849,0.21349549119093827,outside0.5,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,0,6.41269326210022,11.421483516693115
436,79,13,42,26,0.002026342451874367,0.001088139281828074,0.014705882352941176,0.0,919,68,506,0,0.0,0.0,1.0,1.0,0.0303952556247977,0.025896414342629483,0.21397066603550868,outside0,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,0,6.462999582290649,11.421483516693115
437,79,13,41,28,0.002063983488132095,0.0011098779134295228,0.014705882352941176,0.0,901,68,483,0,0.0,0.0,1.0,1.0,0.03013943576767053,0.02584493041749503,0.2092990301316656,inside0.5,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,0,6.325226545333862,11.421483516693115
435,79,13,40,28,0.0020942408376963353,0.0011273957158962795,0.014705882352941176,0.0,887,68,465,0,0.0,0.0,1.0,1.0,0.030081453056800343,0.02594810379241517,0.20504631521424316,inside1,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,0,6.370524883270264,11.421483516693115
436,79,13,42,26,0.002026342451874367,0.001088139281828074,0.014705882352941176,0.0,919,68,506,0,0.0,0.0,1.0,1.0,0.0303952556247977,0.025896414342629483,0.21397066603550868,outside0_perm,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,0,6.359712600708008,11.421483516693115
265,79,30,37,26,0.017452006980802796,0.009900990099009901,0.07352941176470588,0.0,505,68,253,0,0.0,0.0,1.0,1.0,0.10955824079059646,0.09554140127388536,0.22499248648440337,outside0_merge0.2,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,171,7.644879102706909,11.421483516693115
262,79,30,37,27,0.017605633802816902,0.01,0.07352941176470588,0.0,500,68,251,0,0.0,0.0,1.0,1.0,0.11052209628142283,0.09646302250803858,0.22482051496869776,outside0_merge0.35,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,174,7.66185450553894,11.421483516693115
436,79,13,42,26,0.002026342451874367,0.001088139281828074,0.014705882352941176,0.0,919,68,506,0,0.0,0.0,1.0,1.0,0.0303952556247977,0.025896414342629483,0.21397066603550868,outside0_gap0.5,BF-HUVEC_Glx_Polymers-02_S132-0002,mcellseg,0,6.505425453186035,11.421483516693115
379,73,14,44,23,0.002036659877800407,0.0010615711252653928,0.025,0.0,942,40,653,0,0.0,0.0,1.0,1.0,0.039416503812812746,0.0319634703196347,0.2315773961936555,legacy,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,0,6.311348915100098,10.612442016601562
391,73,18,31,25,0.002580645161290322,0.0013605442176870747,0.025,0.0,735,40,378,0,0.0,0.0,1.0,1.0,0.0495835873227771,0.04035874439461883,0.24743886564637976,outside1,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,0,5.804011583328247,10.612442016601562
391,73,18,29,24,0.002638522427440633,0.001392757660167131,0.025,0.0,718,40,359,0,0.0,0.0,1.0,1.0,0.04952687299047581,0.04035874439461883,0.23946354232393927,outside0.5,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,0,5.773947238922119,10.612442016601562
392,73,18,28,25,0.00273224043715847,0.001445086705202312,0.025,0.0,692,40,331,0,0.0,0.0,1.0,1.0,0.04925395601338063,0.040268456375838924,0.22949565419805967,outside0,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,0,5.770211458206177,10.612442016601562
392,73,18,27,25,0.0027972027972027968,0.0014814814814814814,0.025,0.0,675,40,313,0,0.0,0.0,1.0,1.0,0.04898311013686502,0.040268456375838924,0.22226454863916295,inside0.5,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,0,5.771552324295044,10.612442016601562
393,73,18,28,24,0.0028694404591104736,0.0015220700152207,0.025,0.0,657,40,289,0,0.0,0.0,1.0,1.0,0.04864640326326367,0.04017857142857143,0.2136893156503514,inside1,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,0,5.713849067687988,10.612442016601562
392,73,18,28,25,0.00273224043715847,0.001445086705202312,0.025,0.0,692,40,331,0,0.0,0.0,1.0,1.0,0.04925395601338063,0.040268456375838924,0.22949565419805967,outside0_perm,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,0,5.820490121841431,10.612442016601562
248,73,30,36,21,0.00975609756097561,0.005405405405405406,0.05,0.0,370,40,142,0,0.0,0.0,1.0,1.0,0.11585944828336281,0.10309278350515463,0.24294574786272874,outside0_merge0.2,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,144,6.924852609634399,10.612442016601562
244,73,30,36,21,0.009999999999999998,0.005555555555555556,0.05,0.0,360,40,135,0,0.0,0.0,1.0,1.0,0.11732139715760083,0.10452961672473868,0.24307859711554783,outside0_merge0.35,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,148,6.897066593170166,10.612442016601562
392,73,18,28,25,0.00273224043715847,0.001445086705202312,0.025,0.0,692,40,331,0,0.0,0.0,1.0,1.0,0.04925395601338063,0.040268456375838924,0.22949565419805967,outside0_gap0.5,BF-HUVEC_Glx_Polymers-02_S132-0008,mcellseg,0,5.798774480819702,10.612442016601562
490,78,21,44,17,0.00490998363338789,0.002523128679562658,0.09090909090909091,0.0014673514306676448,1189,33,840,0,0.0,0.0,1.0,1.0,0.04763919985230227,0.038391224862888484,0.24137984003965857,legacy,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,0,6.323513746261597,7.93660831451416
500,78,26,30,15,0.006335797254487855,0.0032822757111597373,0.09090909090909091,0.0,914,33,475,0,0.0,0.0,1.0,1.0,0.05871514833930509,0.04710144927536232,0.2545717525705978,outside1,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,0,5.935176134109497,7.93660831451416
502,78,26,29,14,0.006593406593406593,0.0034207525655644243,0.09090909090909091,0.002070393374741201,877,33,433,0,0.0,0.0,1.0,1.0,0.058554740411326446,0.04693140794223827,0.25105101248119455,outside0.5,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,0,5.905869483947754,7.93660831451416
499,78,26,28,13,0.006756756756756756,0.0035087719298245615,0.09090909090909091,0.0021321961620469083,855,33,404,0,0.0,0.0,1.0,1.0,0.0588568060213107,0.047186932849364795,0.24346454445294827,outside0,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,0,5.906118392944336,7.93660831451416
493,78,26,28,14,0.006968641114982578,0.0036231884057971015,0.09090909090909091,0.002197802197802198,828,33,382,0,0.0,0.0,1.0,1.0,0.05923247020179783,0.047706422018348627,0.23330417107132323,inside0.5,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,0,5.891929626464844,7.93660831451416
490,78,26,28,14,0.007185628742514969,0.003740648379052369,0.09090909090909091,0.0022727272727272726,802,33,355,0,0.0,0.0,1.0,1.0,0.059198332814984364,0.04797047970479705,0.22384384905433838,inside1,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,0,5.906465291976929,7.93660831451416
499,78,26,28,13,0.006756756756756756,0.0035087719298245615,0.09090909090909091,0.0021321961620469083,855,33,404,0,0.0,0.0,1.0,1.0,0.0588568060213107,0.047186932849364795,0.24346454445294827,outside0_perm,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,0,5.936978816986084,7.93660831451416
314,78,43,26,16,0.029045643153526972,0.015590200445434299,0.21212121212121213,0.0038986354775828462,449,33,165,0,0.0,0.0,1.0,1.0,0.14422389758883997,0.12320916905444126,0.2572375853292936,outside0_merge0.2,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,185,7.074940919876099,7.93660831451416
310,78,43,26,16,0.029473684210526315,0.01583710407239819,0.21212121212121213,0.0039603960396039604,442,33,161,0,0.0,0.0,1.0,1.0,0.14560284844647461,0.1246376811594203,0.2567681520308609,outside0_merge0.35,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,189,7.078330755233765,7.93660831451416
499,78,26,28,13,0.006756756756756756,0.0035087719298245615,0.09090909090909091,0.0021321961620469083,855,33,404,0,0.0,0.0,1.0,1.0,0.0588568060213107,0.047186932849364795,0.24346454445294827,outside0_gap0.5,BF-HUVEC_Glx_Polymers-02_S135-0008,mcellseg,0,5.8735387325286865,7.93660831451416
182,149,42,106,36,0.031446540880503145,0.022727272727272728,0.05102040816326531,0.012232415902140671,440,196,280,65,0.028985507246376815,0.017857142857142856,0.07692307692307693,0.2,0.14612357857699743,0.1453287197231834,0.35636684806014957,legacy,CellsOnly_Polymer-47,mcellseg,0,0.8437366485595703,1.2228574752807617
185,149,58,56,41,0.07636363636363637,0.059322033898305086,0.10714285714285714,0.010771992818671456,354,196,184,65,0.0321285140562249,0.021739130434782608,0.06153846153846154,0.25,0.20397671841253717,0.21014492753623187,0.39330984223484045,outside1,CellsOnly_Polymer-47,mcellseg,0,0.8131530284881592,1.2228574752807617
185,149,56,54,37,0.06679035250463822,0.052478134110787174,0.09183673469387756,0.010968921389396709,343,196,172,65,0.03375527426160337,0.023255813953488372,0.06153846153846154,0.25,0.1956066533928913,0.2014388489208633,0.3853528135114931,outside0.5,CellsOnly_Polymer-47,mcellseg,0,0.8154778480529785,1.2228574752807617
185,149,61,51,38,0.08778625954198473,0.0701219512195122,0.11734693877551021,0.0150093808630394,328,196,157,65,0.03603603603603604,0.025477707006369428,0.06153846153846154,0.25,0.20970338047594322,0.22344322344322345,0.3820357521194826,outside0,CellsOnly_Polymer-47,mcellseg,0,0.8113746643066406,1.2228574752807617
185,149,60,50,37,0.09126984126984125,0.07467532467532467,0.11734693877551021,0.015444015444015446,308,196,132,65,0.04060913705583757,0.030303030303030304,0.06153846153846154,0.25,0.20634000751821727,0.21897810218978103,0.37369606091116997,inside0.5,CellsOnly_Polymer-47,mcellseg,0,0.7957048416137695,1.2228574752807617
185,149,52,47,38,0.08247422680412372,0.06920415224913495,0.10204081632653061,0.011928429423459246,289,196,112,65,0.033898305084745756,0.026785714285714284,0.046153846153846156,0.3333333333333333,0.17985036636524812,0.18439716312056736,0.36896858735429544,inside1,CellsOnly_Polymer-47,mcellseg,0,0.8107497692108154,1.2228574752807617
185,149,61,51,38,0.08778625954198473,0.0701219512195122,0.11734693877551021,0.0150093808630394,328,196,157,65,0.03603603603603604,0.025477707006369428,0.06153846153846154,0.25,0.20970338047594322,0.22344322344322345,0.3820357521194826,outside0_perm,CellsOnly_Polymer-47,mcellseg,0,0.8068666458129883,1.2228574752807617
167,149,61,48,37,0.10330578512396695,0.08680555555555555,0.12755102040816327,0.02028397565922921,288,196,135,65,0.04,0.02962962962962963,0.06153846153846154,0.25,0.2242677387089175,0.23921568627450981,0.3831555488522585,outside0_merge0.2,CellsOnly_Polymer-47,mcellseg,18,0.9455792903900146,1.2228574752807617
117,149,41,39,43,0.043243243243243246,0.04597701149425287,0.04081632653061224,0.005263157894736842,174,196,72,65,0.029197080291970802,0.027777777777777776,0.03076923076923077,0.0,0.17950628809561922,0.18222222222222223,0.3673664582674958,outside0_merge0.35,CellsOnly_Polymer-47,mcellseg,68,0.9467685222625732,1.2228574752807617
185,149,61,51,38,0.08778625954198473,0.0701219512195122,0.11734693877551021,0.0150093808630394,328,196,157,65,0.03603603603603604,0.025477707006369428,0.06153846153846154,0.25,0.20970338047594322,0.22344322344322345,0.3820357521194826,outside0_gap0.5,CellsOnly_Polymer-47,mcellseg,0,0.7955093383789062,1.2228574752807617
235,189,51,135,43,0.027972027972027972,0.019230769230769232,0.05128205128205128,0.010457516339869282,520,195,345,27,0.016129032258064516,0.008695652173913044,0.1111111111111111,0.0,0.1472325003544464,0.13672922252010725,0.34362914995417077,legacy,CellsOnly_Polymer-55,mcellseg,0,1.2619333267211914,1.592527151107788
238,189,62,66,63,0.051118210862619806,0.037122969837587005,0.08205128205128205,0.012461059190031152,431,195,212,27,0.02510460251046025,0.014150943396226415,0.1111111111111111,0.0,0.17843787167039576,0.16986301369863013,0.3926670347315027,outside1,CellsOnly_Polymer-55,mcellseg,0,1.18609619140625,1.592527151107788
238,189,66,66,61,0.08375209380234507,0.06218905472636816,0.1282051282051282,0.01631321370309951,402,195,185,27,0.02830188679245283,0.016216216216216217,0.1111111111111111,0.0,0.18960196690562303,0.18282548476454294,0.3882077017952982,outside0.5,CellsOnly_Polymer-55,mcellseg,0,1.1741530895233154,1.592527151107788
239,189,70,61,58,0.07773851590106008,0.05929919137466307,0.11282051282051282,0.017006802721088437,371,195,157,27,0.02173913043478261,0.012738853503184714,0.07407407407407407,0.0,0.19983809567980113,0.19553072625698323,0.3820911251060885,outside0,CellsOnly_Polymer-55,mcellseg,0,1.17319917678833,1.592527151107788
239,189,68,53,57,0.07664233576642336,0.059490084985835696,0.1076923076923077,0.021089630931458703,353,195,137,27,0.024390243902439022,0.014598540145985401,0.07407407407407407,0.0,0.19441508009546263,0.18888888888888888,0.37075329918525435,inside0.5,CellsOnly_Polymer-55,mcellseg,0,1.18153977394104,1.592527151107788
238,189,63,47,58,0.06818181818181818,0.05405405405405406,0.09230769230769231,0.021201413427561832,333,195,119,27,0.0273972602739726,0.01680672268907563,0.07407407407407407,0.0,0.17924881166464027,0.17307692307692307,0.3515634485602761,inside1,CellsOnly_Polymer-55,mcellseg,0,1.169708490371704,1.592527151107788
239,189,70,61,58,0.07773851590106008,0.05929919137466307,0.11282051282051282,0.017006802721088437,371,195,157,27,0.02173913043478261,0.012738853503184714,0.07407407407407407,0.0,0.19983809567980113,0.19553072625698323,0.3820911251060885,outside0_perm,CellsOnly_Polymer-55,mcellseg,0,1.1975212097167969,1.592527151107788
202,189,62,53,58,0.07317073170731708,0.06060606060606061,0.09230769230769231,0.011764705882352943,297,195,117,27,0.02777777777777778,0.017094017094017096,0.07407407407407407,0.0,0.19356383279537714,0.1884498480243161,0.3789621697905154,outside0_merge0.2,CellsOnly_Polymer-55,mcellseg,37,1.3883013725280762,1.592527151107788
144,189,45,37,61,0.021164021164021163,0.02185792349726776,0.020512820512820513,0.005154639175257731,183,195,58,27,0.023529411764705882,0.017241379310344827,0.037037037037037035,0.0,0.16348961151833266,0.15625,0.3692410516800172,outside0_merge0.35,CellsOnly_Polymer-55,mcellseg,95,1.5483276844024658,1.592527151107788
239,189,70,61,58,0.07773851590106008,0.05929919137466307,0.11282051282051282,0.017006802721088437,371,195,157,27,0.02173913043478261,0.012738853503184714,0.07407407407407407,0.0,0.19983809567980113,0.19553072625698323,0.3820911251060885,outside0_gap0.5,CellsOnly_Polymer-55,mcellseg,0,1.1781747341156006,1.592527151107788
312,242,54,158,87,0.021660649819494584,0.01576872536136662,0.0345821325648415,0.006926406926406927,761,347,499,107,0.036303630363036306,0.022044088176352707,0.102803738317757,0.0,0.12061164491574296,0.108,0.3724800660269232,legacy,CellsOnly_Polymer_46,mcellseg,0,1.3588402271270752,1.4037866592407227
320,242,81,98,93,0.04930966469428008,0.037481259370314844,0.07204610951008646,0.011571841851494697,667,347,365,107,0.0423728813559322,0.0273972602739726,0.09345794392523364,0.0,0.179405449249808,0.1683991683991684,0.42106356241736775,outside1,CellsOnly_Polymer_46,mcellseg,0,1.3116717338562012,1.4037866592407227
321,242,79,96,91,0.04804804804804806,0.03680981595092025,0.069164265129683,0.00970873786407767,652,347,344,107,0.04434589800443459,0.029069767441860465,0.09345794392523364,0.0,0.1747060896868435,0.16322314049586778,0.4163418162768305,outside0.5,CellsOnly_Polymer_46,mcellseg,0,1.3071215152740479,1.4037866592407227
319,242,80,93,93,0.06289308176100629,0.04942339373970346,0.08645533141210375,0.013930348258706468,607,347,293,107,0.045,0.030716723549488054,0.08411214953271028,0.0,0.17836120439077974,0.16632016632016633,0.41178848906581655,outside0,CellsOnly_Polymer_46,mcellseg,0,1.3081133365631104,1.4037866592407227
318,242,74,88,92,0.0525164113785558,0.042328042328042326,0.069164265129683,0.010277492291880781,567,347,244,107,0.045584045584045586,0.03278688524590164,0.07476635514018691,0.0,0.16511700938098614,0.1522633744855967,0.3944775619983054,inside0.5,CellsOnly_Polymer_46,mcellseg,0,1.3020825386047363,1.4037866592407227
319,242,68,82,93,0.04971751412429379,0.040892193308550186,0.06340057636887608,0.012671594508975712,538,347,203,107,0.03225806451612903,0.024630541871921183,0.04672897196261682,0.0,0.1508509278007962,0.13793103448275862,0.3827102378510818,inside1,CellsOnly_Polymer_46,mcellseg,0,1.2896389961242676,1.4037866592407227
319,242,80,93,93,0.06289308176100629,0.04942339373970346,0.08645533141210375,0.013930348258706468,607,347,293,107,0.045,0.030716723549488054,0.08411214953271028,0.0,0.17836120439077974,0.16632016632016633,0.41178848906581655,outside0_perm,CellsOnly_Polymer_46,mcellseg,0,1.3164536952972412,1.4037866592407227
285,242,69,90,96,0.04561003420752565,0.03773584905660377,0.05763688760806916,0.012944983818770227,530,347,250,107,0.04481792717086834,0.032,0.07476635514018691,0.0,0.1627149164073612,0.15065502183406113,0.40901386471703366,outside0_merge0.2,CellsOnly_Polymer_46,mcellseg,34,1.5536839962005615,1.4037866592407227
204,242,51,84,94,0.020202020202020204,0.02023121387283237,0.020172910662824207,0.010884353741496598,346,347,143,107,0.04,0.03496503496503497,0.04672897196261682,0.0,0.13954376515404768,0.1291139240506329,0.3948929140382548,outside0_merge0.35,CellsOnly_Polymer_46,mcellseg,115,1.5641725063323975,1.4037866592407227
319,242,80,93,93,0.06289308176100629,0.04942339373970346,0.08645533141210375,0.013930348258706468,607,347,293,107,0.045,0.030716723549488054,0.08411214953271028,0.0,0.17836120439077974,0.16632016632016633,0.41178848906581655,outside0_gap0.5,CellsOnly_Polymer_46,mcellseg,0,1.3038854598999023,1.4037866592407227
745,155,63,96,43,0.017391304347826087,0.009229098805646038,0.1504424778761062,0.0009289363678588017,1842,113,1303,3,0.0,0.0,0.0,1.0,0.08799652628995823,0.07526881720430108,0.2819238104053156,legacy,HEK-GFP-FumGW_CO_20x_1_BF,mcellseg,0,9.122333526611328,12.818517923355103
774,155,65,78,51,0.022592152199762187,0.012109623964308477,0.168141592920354,0.0011587485515643107,1569,113,862,3,0.0,0.0,0.0,1.0,0.09067643515017632,0.07523148148148148,0.3057848520800797,outside1,HEK-GFP-FumGW_CO_20x_1_BF,mcellseg,0,8.287050008773804,12.818517923355103
775,155,65,77,45,0.022429906542056073,0.012064343163538873,0.1592920353982301,0.0,1492,113,783,3,0.0,0.0,0.0,1.0,0.09100477234725085,0.07514450867052024,0.29713653905929815,outside0.5,HEK-GFP-FumGW_CO_20x_1_BF,mcellseg,0,8.35394835472107,12.818517923355103
