statistic,mean,sd,ci_lo,ci_hi,map,n_hypotheses,ess,image_id,condition,replicate,geometry_source,proposer,n_hypotheses_total,downsample
all_reticular_3clique_fraction,0.0041889326813709,1.3276238204172985e-05,0.00418410041841,0.0042016806722689,0.00418410041841,32,4.000000000000001,EGM2_regular_6dyn-82,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7769204620169285,0.0058908289178815,0.7710830736296915,0.7847120262460097,0.7710830736296915,32,4.000000000000001,EGM2_regular_6dyn-82,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-0.3585389084534955,0.0341927032141111,-0.419518212414588,-0.3191178246969738,-0.3378164705114286,32,4.000000000000001,EGM2_regular_6dyn-82,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0059370681145408,0.0001579176165892,0.005673640167364,0.0061932773109243,0.0058744769874476,32,4.000000000000001,EGM2_regular_6dyn-82,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.945666742823334,0.0006159989599698,0.9453781512605042,0.9456066945606696,0.9456066945606696,32,4.000000000000001,EGM2_regular_6dyn-82,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,142.55212248744942,0.8861111156292881,142.0,144.0,142.0,32,4.000000000000001,EGM2_regular_6dyn-82,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,382.3062936567859,1.1623365154286374,381.0,384.0,382.0,32,4.000000000000001,EGM2_regular_6dyn-82,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,5.181460158959101,0.0185866569515354,5.152777777777778,5.197183098591549,5.197183098591549,32,4.000000000000001,EGM2_regular_6dyn-82,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1318059985848065,0.0010594803401892,0.1301939058171745,0.1325966850828729,0.1325966850828729,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0100521499198768,0.0002393441270997,0.0099502487562189,0.0101010101010101,0.0101010101010101,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7825507398297705,0.0043480826516547,0.7698892455974258,0.7888284040806275,0.7815584885829632,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,1.7843153500520883,0.0855055782988245,1.6987232597005766,1.9123691650503996,1.764350459732145,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0031376918861765,0.0001020114682964,0.0029,0.00323,0.0031919191919191,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.979858589401488,0.0003073611461793,0.9797979797979798,0.9800995024875622,0.9797979797979798,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,128.45763241454046,0.8316763325240709,128.0,130.0,128.0,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,363.02621163396566,2.0418246892445344,361.0,368.0,362.0,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,5.001118418964362,0.0113200669111028,4.984615384615385,5.03125,5.0,32,3.9999999999999982,EGM2_regular_6dyn-83,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1949715799836649,0.0003795932107047,0.1949458483754512,0.1949458483754512,0.1949458483754512,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,5.147667451043891e-44,1.6771800872866625e-23,0.0,0.0,0.0,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.874387583806278,0.0019642957841703,0.8739883097751675,0.8759800480581942,0.8739883097751675,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-1.1872952789800448,0.0093001933121741,-1.2085293002171085,-1.1762285409525284,-1.1862420362496615,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.007817519777883,9.053780834125296e-05,0.0077484662576687,0.0079141104294478,0.0078098159509202,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9754448847278674,6.595406650455417e-05,0.9753086419753086,0.9754601226993864,0.9754601226993864,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,108.86948796389268,0.4649935039637597,107.0,109.0,109.0,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,276.7667482445452,0.8917892747078765,273.0,277.0,277.0,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,4.900742740419619,0.0058694868457953,4.89908256880734,4.91588785046729,4.89908256880734,32,4.0,EGM2_regular_6dyn-84,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.2248309727260444,0.00103043176074,0.2244224422442244,0.2274247491638795,0.2244224422442244,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.010702790421268,1.9478451712019337e-05,0.0106951871657754,0.010752688172043,0.0106951871657754,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7647231056239621,0.0089035219503681,0.7613316548510332,0.7869940257278362,0.7615379014396181,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-0.0695570630351567,0.0265003206304962,-0.119636860884714,-0.0347351674578576,-0.0560436626235241,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0112227010891327,0.0002099376926461,0.010951871657754,0.0116290322580645,0.0111229946524064,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9778835264981228,0.0018601236500509,0.9731182795698924,0.9786096256684492,0.9786096256684492,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,116.71209737860327,0.6924108466097009,115.0,117.0,117.0,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,302.4476431590535,1.357923589893624,299.0,303.0,303.0,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,5.114297432002319,0.0079689261381389,5.111111111111111,5.130434782608695,5.111111111111111,32,3.999999999999999,EGM2_regular_6dyn-85,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.2110847588862691,0.006729239144395,0.2046783625730994,0.2172619047619047,0.2172619047619047,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0143258844395611,9.92922658740284e-05,0.0142180094786729,0.0144230769230769,0.0144230769230769,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7098030155438709,0.0053954391123641,0.7061461430754986,0.7156441553070516,0.7065811051279585,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,0.6718655356223469,0.1913445628971593,0.4980713906403003,0.8976681203459662,0.4980713906403003,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0100026999808362,0.0010714744843937,0.0089,0.0109615384615384,0.0109615384615384,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9664942874136262,0.0005029600268264,0.966346153846154,0.966824644549763,0.966346153846154,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,127.07194644985532,1.0094151648001066,126.0,128.0,126.0,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,338.6988657465441,2.709958338526151,336.0,342.0,336.0,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,5.169972663820363,0.0119004956018676,5.15625,5.190476190476191,5.174603174603175,32,3.9999999999999982,EGM2_regular_6dyn-86,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.2218939785380654,0.001567253537851,0.2200647249190938,0.2233009708737864,0.2233009708737864,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0053963900567837,9.185384031066247e-05,0.0053475935828877,0.0054054054054054,0.0054054054054054,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7682649464936938,0.0023624737794071,0.7669738215060704,0.7746701378641927,0.7675062497256476,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-0.917275140908651,0.033965363698437,-0.9540773368312088,-0.8667778094164315,-0.9540773368312088,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0124203780421431,0.0002983285798915,0.0120695187165775,0.0127135135135135,0.0127135135135135,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9619939944685852,0.00109832620798,0.9621621621621622,0.962566844919786,0.9621621621621622,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,113.30166230658078,0.7066759686611946,113.0,115.0,113.0,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,309.6176233878623,1.4331717292788249,309.0,313.0,309.0,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,5.1476750246997405,0.007124768954825,5.130434782608695,5.150442477876106,5.150442477876106,32,4.000000000000001,EGM2_regular_6dyn-87,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.2414396327790116,0.0031681219023,0.2310030395136778,0.243076923076923,0.243076923076923,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0101093394491203,0.0008883816711082,0.01,0.0101010101010101,0.0101010101010101,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7843310079902082,0.0070063064183665,0.775874240344874,0.7961064223962678,0.7829807957689167,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-0.6154337530316356,0.1579328353297314,-0.6667791436282496,-0.4491698596847298,-0.628865848225042,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0151211871180298,0.0004967890960346,0.01346,0.015415,0.0152373737373737,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9597780593829776,0.0003190672254905,0.9595959595959596,0.96,0.9595959595959596,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,125.44104909732272,0.9509730249005872,125.0,127.0,125.0,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,326.22292616242305,2.066143205956747,325.0,329.0,325.0,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,5.026385404686758,0.0154215361333758,5.007874015748032,5.056,5.024,32,4.0,EGM2_regular_6dyn-88,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1610186109057973,0.0007116959386772,0.1601123595505618,0.1623931623931624,0.1605633802816901,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,4.026644956939871e-15,4.547669678317317e-09,0.0,0.0,0.0,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.83457311545614,0.0052602064255894,0.8239759019898881,0.8418420596640783,0.8349906641794563,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-1.0785374829481564,0.0258736248889577,-1.121337715177325,-1.0307605899480423,-1.0712383123665532,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0056204781941383,9.927636382672012e-05,0.0055306122448979,0.0057538461538461,0.0055306122448979,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9693052666003166,0.000100180528752,0.9690721649484536,0.9693877551020408,0.9693877551020408,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,124.41611377466783,0.9033852015586784,123.0,125.0,125.0,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,354.003242486163,1.560171339874699,351.0,356.0,355.0,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,5.078090179378652,0.0162072695250978,5.056,5.105691056910569,5.072,32,4.000000000000001,EGM2_regular_6dyn-89,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1590667148539921,0.0030270804494218,0.1538461538461538,0.1620879120879121,0.1620879120879121,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,3.8440305406390805e-29,4.258194398018532e-16,0.0,0.0,0.0,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.8270113554589652,0.0044696977783609,0.822211472628621,0.8360732406746194,0.8246106850080682,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-1.0327864101222417,0.0403663030339552,-1.0770067373729824,-0.9757245129507888,-1.0770067373729824,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0044451564140677,0.0002610399457666,0.0040454545454545,0.004710407239819,0.004710407239819,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9646402858752104,0.0015709604968095,0.9638009049773756,0.968181818181818,0.9638009049773756,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cells,135.60350473794384,0.9022916579535636,135.0,137.0,135.0,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,365.3873978299314,1.8033443079805784,364.0,368.0,364.0,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
mean_degree,5.1678874728329625,0.012006846558091,5.153284671532846,5.2,5.17037037037037,32,3.9999999999999982,EGM2_regular_6dyn-90,6dyne,rep 3,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1276233266040564,0.0005772224797997,0.1274509803921568,0.1280788177339901,0.1274509803921568,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,3.414993001590777e-60,1.630209299304863e-31,0.0,0.0,0.0,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7886038052229069,0.0058542824341287,0.7796910981548099,0.8021033199128934,0.7908210093138761,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-0.7981644556470854,0.0265023031622241,-0.8564212472311116,-0.7810047258448448,-0.7810047258448448,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0024489426237873,0.000118256758344,0.0023453815261044,0.0026827309236947,0.0023614457831325,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9477834691683203,6.307372090199543e-05,0.9477911646586346,0.9477911646586346,0.9477911646586346,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
n_cells,146.6015570381135,0.7836433401068413,145.0,147.0,147.0,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,407.5637667713044,0.9003171382170616,406.0,408.0,408.0,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
mean_degree,5.205539773645339,0.0166042731252965,5.197278911564626,5.241379310344827,5.197278911564626,32,4.0,EGM2_regular_static-11,static,rep 1,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1376589083732195,0.0007019455160928,0.1369509043927648,0.1383812010443864,0.1383812010443864,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0,0.0,0.0,0.0,0.0,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7452454213944327,0.009060456253897,0.7365990265903484,0.7630131713727787,0.7374870287028145,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-0.7993657943570696,0.0154659285193994,-0.8336847870609552,-0.7848263158438661,-0.7925456524666398,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0025977018197933,8.550296656351545e-05,0.0025,0.00275,0.0025826086956521,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9610164497674452,0.0005374179214209,0.9608695652173912,0.961206896551724,0.9608695652173912,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
n_cells,146.9016081728344,0.9789676850992544,146.0,148.0,146.0,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,384.98481445630136,1.8985868680008395,383.0,387.0,383.0,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
mean_degree,5.064660193799334,0.0123262409427073,5.054054054054054,5.095890410958904,5.068493150684931,32,4.000000000000001,EGM2_regular_static-12,static,rep 1,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1465952908658268,0.0003773575333112,0.1465968586387434,0.1469816272965879,0.1465968586387434,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0043680153025399,5.468326589659292e-06,0.0043668122270742,0.0043859649122807,0.0043668122270742,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7882766388951071,0.0025901785347238,0.7816572310560085,0.7893806430182494,0.7889971154846764,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,0.2489747695099059,0.0367681844667988,0.1801065133868944,0.2755868783432054,0.2755868783432054,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0034219234427604,0.0001252520788572,0.0033318777292576,0.0036681222707423,0.0033318777292576,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.960687857744738,4.9508093977510765e-05,0.9605263157894736,0.960698689956332,0.960698689956332,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
n_cells,139.7923063717666,0.5777813643099753,138.0,140.0,140.0,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,381.7283684575586,0.8070789432153361,379.0,382.0,382.0,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
mean_degree,5.175286383640238,0.0108730550078738,5.171428571428572,5.202898550724638,5.171428571428572,32,4.000000000000001,EGM2_regular_static-13,static,rep 1,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1095687965393629,0.0013217043533879,0.108433734939759,0.1100244498777506,0.1097560975609756,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,2.606300658723008e-29,2.969322360695148e-16,0.0,0.0,0.0,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.6504183230141267,0.0084734745325054,0.6347075514673856,0.6629201992734745,0.64882460921595,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-0.584480513378949,0.0245002198306821,-0.614922283980329,-0.5701057527938173,-0.5701057527938173,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0013259353497375,9.010918674735284e-05,0.0012690763052208,0.0015060240963855,0.0013076923076923,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.973659807250364,0.001913266191888,0.97165991902834,0.9757085020242916,0.9757085020242916,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
n_cells,153.59772452839798,0.9531154987326346,153.0,155.0,153.0,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,410.96821030715455,1.9000640213596816,409.0,415.0,410.0,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
mean_degree,5.203015426191828,0.0152647081598734,5.187096774193549,5.228758169934641,5.202614379084968,32,3.9999999999999982,EGM2_regular_static-14,static,rep 1,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1282224786473286,0.0005485553094396,0.1274038461538461,0.1292682926829268,0.1286407766990291,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
all_reticular_3clique_fraction,1.0340562798572129e-33,1.960636217150348e-18,0.0,0.0,0.0,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
area_degree_spearman,0.6543449016735008,0.0047600493463596,0.6494938314506394,0.6612288623935582,0.6494938314506394,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
all_reticular_3clique_enrichment_z,-0.7676532667721294,0.0174412192060344,-0.8030979841480956,-0.7410964727351309,-0.7604859418674247,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
all_reticular_3clique_null_mean,0.0023157063643732,9.403595587757024e-05,0.0021686746987951,0.0024819277108433,0.0023413654618473,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
tricellular_realized_3clique_fraction,0.951827913808939,0.0001300680480666,0.951417004048583,0.952,0.9518072289156626,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
n_cells,153.01411017041957,0.9808138954073444,152.0,154.0,152.0,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
n_cell_cell_edges,413.34882114291815,1.7671917074706576,410.0,416.0,412.0,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
mean_degree,5.151557627235688,0.0173381790108908,5.12987012987013,5.171052631578948,5.171052631578948,28,4.000000000000001,EGM2_regular_static-15,static,rep 1,junction_channel,neural:best.pt,28,1
reticular_fraction,0.1663628981634076,0.0013314769441717,0.1647727272727272,0.1676300578034682,0.1676300578034682,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,4.788236447280365e-05,0.0004630006203535,0.0,0.0,0.0,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.7168367074910899,0.005564658782167,0.7113307389136897,0.7236347876570749,0.7113307389136897,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_enrichment_z,-1.0394687999068166,0.1170172278884644,-1.0811233454593472,-1.013105871877571,-1.0811233454593472,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_null_mean,0.0046773408028476,8.65553556835018e-05,0.0045787037037037,0.0047706422018348,0.0047581395348837,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
tricellular_realized_3clique_fraction,0.9510725776727476,0.0021776950739106,0.949074074074074,0.9534883720930232,0.9534883720930232,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
n_cells,131.06754434740853,0.980302579390714,130.0,132.0,130.0,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
n_cell_cell_edges,348.5253603119129,2.3801902664663634,346.0,352.0,346.0,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
mean_degree,5.178214865409755,0.0089160405067865,5.166666666666667,5.184615384615385,5.184615384615385,32,3.9999999999999982,EGM2_regular_static-16,static,rep 1,junction_channel,neural:best.pt,32,1
reticular_fraction,0.1557773248494902,0.0007616369565106,0.1549636803874092,0.1564792176039119,0.1564792176039119,32,3.9999999999999982,EGM2_regular_static-17,static,rep 1,junction_channel,neural:best.pt,32,1
all_reticular_3clique_fraction,0.0080494806822315,1.6218635241374883e-05,0.0080321285140562,0.0080645161290322,0.0080645161290322,32,3.9999999999999982,EGM2_regular_static-17,static,rep 1,junction_channel,neural:best.pt,32,1
area_degree_spearman,0.6575571188822654,0.0088286751054789,0.6387307733524762,0.6693016299011547,0.655515539594165,32,3.9999999999999982,EGM2_regular_static-17,static,rep 1,junction_channel,neural:best.pt,32,1
