face_id,label,area_poly_px,area_pixels,perimeter_px,n_sides,n_cell_neighbors_multiplicity,n_cell_neighbors_distinct,n_gap_sides,n_holes,touches_border,centroid_row,centroid_col,area_um2,perimeter_um
0,630,1367.1255187988281,1368,206.5185182290126,4,3,3,0,0,True,9.43094333931676,30.69004607547982,,
1,415,1432.861099243164,1434,164.58132051372985,4,3,3,0,0,True,16.463329940428423,86.41546284858478,,
2,310,1880.678955078125,1880,198.9780793283128,6,5,5,0,0,True,20.327045406843535,128.33068410278597,,
3,65,1431.795913696289,1431,219.64208801357594,5,4,4,0,0,True,24.153636068337317,170.05602649541265,,
4,356,2270.894515991211,2270,243.43811713724267,6,5,5,0,0,True,44.916555988762276,191.76582621809203,,
5,403,1681.2566223144531,1682,187.21418645659605,5,4,4,0,0,True,18.883321726919178,226.31968875251476,,
6,128,1151.9148254394531,1151,164.10540832470838,4,3,3,0,0,True,13.601771308284324,267.2104818568059,,
7,80,1458.3422088623047,1459,150.59506576067915,5,4,4,0,0,True,22.55388233519531,307.0758389965221,,
8,438,3780.3712005615234,3778,311.2986687856195,9,8,8,0,0,True,45.33538100296916,342.4992960519206,,
9,252,944.7891387939453,945,127.37839584471695,5,4,4,0,0,True,11.217443201738702,382.2729369166943,,
10,555,1286.315170288086,1286,212.32594643909255,6,5,5,0,0,True,7.640914605403854,443.7718328744627,,
11,435,1047.7304382324219,1048,137.6863318505275,6,5,5,0,0,True,11.33563175290861,508.34603592293166,,
12,588,3623.5462493896484,3622,355.42968968706737,7,6,6,0,0,True,15.454818265491063,618.6309962572182,,
13,503,1578.5574645996094,1578,181.1473982126072,6,5,5,0,0,True,13.227462572751515,706.1255875754712,,
14,254,3033.40234375,3032,278.1317174110968,7,6,6,0,0,True,23.28774443842006,783.10234485846,,
15,443,5001.689743041992,4999,483.24905990276807,10,8,8,0,0,True,20.72916362194199,895.4605717541249,,
16,33,1677.4135437011719,1679,222.63745078058315,2,1,1,0,0,True,10.183442504156726,919.3333465001065,,
17,604,1682.9809112548828,1684,174.1355158267844,3,2,2,0,0,True,24.154332465509423,1007.0457894340511,,
18,331,1600.9286651611328,1601,183.7617119825718,5,5,5,0,0,False,23.727101873532035,564.1046019796273,,
