face_id,area_poly_px,perimeter_px,n_sides,n_bounding_cells,bounding_cells,centroid_row,centroid_col,area_um2
554,10.184295654296875,11.53108450652929,1,1,[98],235.30135977595796,603.539452911575,
555,11.467575073242188,12.487737566496763,1,1,[431],817.3576236441295,28.190247977469678,
