cell_i,cell_j,edge_id,component_index,face_i,face_j,contact_px,arclength_um,iface_cy,iface_cx,n_components,arclength_px,n_bins,mean_intensity,max_intensity,occupancy,continuity,n_segments,gap_fraction,width_mean_px,width_cv,left_intensity,right_intensity,threshold,AJ_occupancy,AJ_mean_intensity,AJ_max_intensity,AJ_skeleton_len,AJ_cluster_count,AJ_cluster_density,AJ_thickness_proxy,AJ_morph_label,aj_morph,aj_occupancy,has_AJ,AJ_threshold
77,167,23,0,0,1,42.113637090708245,,13.13671875,17.13671875,1,42.113637090708245,42,630.3644755593953,1064.6392954650046,0.21768707482993196,0.6904761904761905,4,0.09523809523809523,1.6842105263157894,0.5796011559684815,584.237225647252,601.3200413689652,762.1542428999369,0.21768707482993196,630.3644755593953,1064.6392954650046,9.167594468725603,4,0.0949811100709357,1.6842105263157894,discontinuous,discontinuous,0.21768707482993196,True,762.1542428999369
167,172,24,0,1,2,11.258778972190111,,4.75,59.75,1,11.258778972190111,11,855.9343741669371,1582.422590779124,0.4935064935064935,0.9090909090909091,1,0.09090909090909094,3.8,0.3491183989847789,791.4831476833187,827.937921322303,762.1542428999369,0.4935064935064935,855.9343741669371,1582.422590779124,5.556280531730184,1,0.08881957825711496,3.8,thick,thick,0.4935064935064935,True,762.1542428999369
172,687,25,0,2,3,29.719662573415604,,11.5,109.4921875,1,29.719662573415604,30,725.1666435658136,1314.9303351250778,0.37142857142857144,0.36666666666666664,3,0.23333333333333328,3.391304347826087,0.47418569253607507,695.7499974861104,712.5107190209023,762.1542428999369,0.37142857142857144,725.1666435658136,1314.9303351250778,11.03873181298294,3,0.10094327257549404,3.391304347826087,discontinuous,discontinuous,0.37142857142857144,True,762.1542428999369
380,687,26,0,4,3,11.3078212767248,,5.5,209.5,1,11.3078212767248,11,726.7300988411009,1481.4800804112986,0.3246753246753247,0.36363636363636365,2,0.2727272727272727,3.125,0.33704599092705434,754.1406757762284,622.3023307990843,762.1542428999369,0.3246753246753247,726.7300988411009,1481.4800804112986,3.6713705443911686,2,0.17686873103633632,3.125,punctate,punctate,0.3246753246753247,True,762.1542428999369
166,380,27,0,5,4,21.689024455795277,,9.16796875,283.83203125,1,21.689024455795277,22,674.4566208046871,1329.1465014946125,0.2597402597402597,0.5454545454545454,1,0.4545454545454546,3.3333333333333335,0.4636809247747852,662.3627760137163,638.6566498661774,762.1542428999369,0.2597402597402597,674.4566208046871,1329.1465014946125,5.6335128456611105,1,0.046106269188737135,3.3333333333333335,punctate,punctate,0.2597402597402597,True,762.1542428999369
166,392,28,0,5,6,60.545707853639826,,24.28125,306.28125,1,60.545707853639826,61,676.2477933196918,1226.7818527041188,0.22950819672131148,0.3114754098360656,5,0.360655737704918,2.5128205128205128,0.4583893356166571,652.9085965431752,645.4011260512626,762.1542428999369,0.22950819672131148,676.2477933196918,1226.7818527041188,13.895736228704223,5,0.08258223707759352,2.5128205128205128,discontinuous,discontinuous,0.22950819672131148,True,762.1542428999369
251,392,29,0,7,6,31.49570794738893,,13.25,384.25,1,31.49570794738893,31,653.7354026569957,1005.9281584609973,0.23963133640552994,0.3225806451612903,4,0.4193548387096774,2.888888888888889,0.552026926707974,638.9529406060037,632.5072976201416,762.1542428999369,0.23963133640552994,653.7354026569957,1005.9281584609973,7.54735858647108,4,0.12700143164527947,2.888888888888889,discontinuous,discontinuous,0.23963133640552994,True,762.1542428999369
251,259,30,0,7,8,41.420572916993834,,7.609375,446.609375,1,41.420572916993834,41,772.9595124864276,1388.733317522137,0.49477351916376305,0.6097560975609756,3,0.04878048780487809,3.641025641025641,0.4632925127717895,750.8260587986896,742.2325068504002,762.1542428999369,0.49477351916376305,772.9595124864276,1388.733317522137,20.493802627920292,3,0.07242777655470754,3.641025641025641,thick,thick,0.49477351916376305,True,762.1542428999369
259,281,31,0,8,9,28.978540687643708,,9.24609375,484.75390625,1,28.978540687643708,29,840.443320455544,1520.9322554726084,0.6108374384236454,1.0,1,0.0,4.275862068965517,0.27395625405585533,810.2869964474972,800.6192771125071,762.1542428999369,0.6108374384236454,840.443320455544,1520.9322554726084,17.701177562895666,1,0.03450829393994966,4.275862068965517,thick,thick,0.6108374384236454,True,762.1542428999369
92,281,32,0,10,9,38.96953272670164,,12.50390625,536.49609375,1,38.96953272670164,39,682.0800752407451,1669.1374320339721,0.23076923076923078,0.15384615384615385,6,0.2564102564102564,2.1724137931034484,0.6517607989729464,652.6676927976665,666.9302933972082,762.1542428999369,0.23076923076923078,682.0800752407451,1669.1374320339721,8.9929690907773,6,0.15396643429313803,2.1724137931034484,reticular,reticular,0.23076923076923078,True,762.1542428999369
