vertex_id,row,col,degree,kind,n_cells,n_gaps,touches_outer,incident_faces_cyclic,incident_edges_cyclic,row_um,col_um
0,-0.5,32.5,3,regular,2,0,True,"[0, 1, 619]","[0, 23, 1]",,
1,-0.5,62.5,3,regular,2,0,True,"[1, 2, 619]","[1, 24, 2]",,
2,-0.5,109.5,3,regular,2,0,True,"[2, 3, 619]","[2, 25, 3]",,
3,-0.5,210.5,3,regular,2,0,True,"[3, 4, 619]","[3, 26, 4]",,
4,-0.5,278.5,3,regular,2,0,True,"[4, 5, 619]","[4, 27, 5]",,
5,-0.5,323.5,3,regular,2,0,True,"[5, 6, 619]","[5, 28, 6]",,
6,-0.5,387.5,3,regular,2,0,True,"[6, 7, 619]","[6, 29, 7]",,
7,-0.5,464.5,3,regular,2,0,True,"[7, 8, 619]","[7, 30, 8]",,
8,-0.5,477.5,3,regular,2,0,True,"[8, 9, 619]","[8, 31, 9]",,
9,-0.5,526.5,3,regular,2,0,True,"[9, 10, 619]","[9, 32, 10]",,
10,-0.5,570.5,3,regular,2,0,True,"[10, 11, 619]","[10, 33, 11]",,
11,-0.5,605.5,3,regular,2,0,True,"[11, 12, 619]","[11, 34, 12]",,
12,-0.5,657.5,3,regular,2,0,True,"[12, 13, 619]","[12, 35, 13]",,
13,-0.5,666.5,3,regular,2,0,True,"[13, 14, 619]","[13, 36, 14]",,
14,-0.5,692.5,3,regular,2,0,True,"[14, 15, 619]","[14, 37, 15]",,
15,-0.5,703.5,3,regular,2,0,True,"[15, 16, 619]","[15, 38, 16]",,
16,-0.5,779.5,3,regular,2,0,True,"[16, 17, 619]","[16, 39, 17]",,
17,-0.5,835.5,3,regular,2,0,True,"[17, 18, 619]","[17, 40, 18]",,
18,-0.5,869.5,3,regular,2,0,True,"[18, 19, 619]","[18, 41, 19]",,
19,-0.5,949.5,3,regular,2,0,True,"[19, 20, 619]","[19, 42, 20]",,
20,-0.5,961.5,3,regular,2,0,True,"[20, 21, 619]","[20, 43, 21]",,
21,-0.5,972.5,3,regular,2,0,True,"[21, 22, 619]","[21, 44, 22]",,
22,7.5,55.5,3,regular,3,0,False,"[23, 2, 1]","[45, 47, 24]",,
23,8.5,777.5,3,regular,3,0,False,"[15, 17, 16]","[38, 48, 39]",,
24,10.5,208.5,3,regular,3,0,False,"[25, 4, 3]","[50, 49, 26]",,
25,13.5,1020.5,3,regular,3,0,False,"[27, 22, 24]","[52, 53, 46]",,
26,13.5,1023.5,3,regular,2,0,True,"[27, 619, 22]","[53, 54, 22]",,
27,16.5,555.5,3,regular,3,0,False,"[9, 11, 10]","[32, 57, 33]",,
28,18.5,288.5,3,regular,3,0,False,"[6, 5, 4]","[58, 28, 27]",,
29,20.5,-0.5,3,regular,2,0,True,"[1, 0, 619]","[59, 23, 0]",,
30,21.5,636.5,3,regular,3,0,False,"[13, 12, 26]","[60, 35, 51]",,
31,21.5,950.5,3,regular,3,0,False,"[19, 21, 20]","[42, 61, 43]",,
32,22.5,489.5,3,regular,3,0,False,"[30, 9, 8]","[63, 62, 31]",,
33,22.5,976.5,3,regular,3,0,False,"[21, 24, 22]","[44, 64, 46]",,
34,23.5,181.5,3,regular,3,0,False,"[28, 25, 3]","[55, 66, 50]",,
35,23.5,597.5,3,regular,3,0,False,"[26, 12, 11]","[67, 51, 34]",,
36,23.5,840.5,3,regular,3,0,False,"[31, 19, 18]","[65, 68, 41]",,
37,25.5,673.5,3,regular,3,0,False,"[32, 14, 13]","[70, 69, 36]",,
38,26.5,439.5,3,regular,3,0,False,"[34, 8, 7]","[72, 73, 30]",,
39,26.5,832.5,3,regular,3,0,False,"[17, 31, 18]","[40, 74, 65]",,
40,27.5,109.5,3,regular,3,0,False,"[35, 3, 2]","[77, 75, 25]",,
