face_id,label,area_poly_px,area_pixels,perimeter_px,n_sides,n_cell_neighbors_multiplicity,n_cell_neighbors_distinct,n_gap_sides,n_holes,touches_border,centroid_row,centroid_col,area_um2,perimeter_um
0,77,453.84332275390625,456,95.2381218396408,2,1,1,0,0,True,8.057360389506425,11.419911152791633,,
1,167,1283.0411071777344,1282,229.9246070595333,6,4,4,0,0,True,26.454756060544607,20.262668103046188,,
2,172,2048.3639221191406,2048,181.50599342538692,6,5,5,0,0,True,19.473159725350392,81.29761750852165,,
3,687,2795.860336303711,2796,265.8779622346803,6,5,5,0,0,True,15.055319593595279,151.3287732223178,,
4,380,4813.69270324707,4810,442.50404412372205,11,10,10,0,0,True,35.12057065940009,252.9353770066415,,
5,166,708.3159637451172,709,127.23473230943509,3,2,2,0,0,True,8.898682327019118,302.22647287488394,,
6,392,2644.7404174804688,2644,290.1207808390901,6,5,5,0,0,True,20.176013516302667,334.4858762287378,,
7,251,2128.47021484375,2128,222.6385830456906,7,6,6,0,0,True,16.50385769024574,412.51054393671825,,
8,259,1982.1535186767578,1980,185.19157839265927,8,7,7,0,0,True,26.681054808237167,467.79074009963693,,
9,281,2011.7502136230469,2010,246.29743485650798,6,5,5,0,0,True,20.56498645312276,524.7660152541471,,
10,92,475.04296875,476,107.87774753101782,3,2,2,0,0,True,6.044517387707184,545.3585005577467,,
11,46,2058.490447998047,2056,297.97652374217694,8,7,7,0,0,True,36.18890698354543,568.3535296208204,,
12,551,1094.7359313964844,1095,170.37600055070254,4,3,3,0,0,True,10.09364522750824,622.9645342418288,,
13,584,1671.769271850586,1671,168.84575792153072,6,5,5,0,0,True,31.01578206703243,653.9654290793328,,
14,237,461.303955078125,462,100.46855239741991,4,3,3,0,0,True,11.948885446475021,680.0608489450802,,
15,81,4300.387725830078,4298,343.13241530127954,10,9,9,0,0,True,33.631314778701515,731.3515578783907,,
16,343,1066.8415985107422,1068,177.79490006433298,3,2,2,0,0,True,8.186938431139918,746.2751528358485,,
17,232,1343.1458587646484,1341,174.7148003281829,6,5,5,0,0,True,13.029132951928984,806.5626654979849,,
18,39,854.8336029052734,856,126.19303316277161,4,3,3,0,0,True,11.23737401913261,846.9473944041239,,
19,56,3392.5394592285156,3392,312.62919439459233,7,6,6,0,0,True,20.11694752576515,908.4794926428062,,
