face_id,area_poly_px,perimeter_px,n_sides,n_bounding_cells,bounding_cells,centroid_row,centroid_col,area_um2
616,9.30889892578125,11.4196373346503,1,1,[65],122.74854735498405,129.656605952038,
617,12.427902221679688,13.440949581562732,1,1,[399],688.8764907257487,551.5214680564934,
618,9.33050537109375,11.08713692139028,1,1,[473],772.3954469398423,391.4457768885136,
