face_id,label,area_poly_px,area_pixels,perimeter_px,n_sides,n_cell_neighbors_multiplicity,n_cell_neighbors_distinct,n_gap_sides,n_holes,touches_border,centroid_row,centroid_col,area_um2,perimeter_um
0,156,1724.4320220947266,1725,174.93039365122178,5,4,4,0,0,True,21.60958475450741,23.440188726530387,,
1,223,938.7758941650391,939,129.28287153216843,4,3,3,0,0,True,13.30527007254368,54.43264982221431,,
2,374,1718.9963836669922,1718,192.17557079820418,6,5,5,0,0,True,30.311698368395604,84.41794672300344,,
3,624,1671.4112243652344,1671,180.7165154549131,5,4,4,0,0,True,20.599947501134906,119.197544238421,,
4,415,884.8093719482422,886,120.24505133351778,4,3,3,0,0,True,15.001713705228038,148.55504734263704,,
5,573,1119.799560546875,1119,138.39464103384816,5,4,4,0,0,True,14.956409160457232,179.09158366329657,,
6,503,910.1206359863281,911,126.87183553562774,4,3,3,0,0,True,13.996392679693853,211.70583166108187,,
7,578,1490.4442291259766,1491,165.4578082039255,4,3,3,0,0,True,14.171106151000082,256.96041931756565,,
8,214,1745.4119415283203,1746,266.635241763233,4,3,3,0,0,True,25.884237884729462,300.383662603694,,
9,286,5728.348358154297,5724,450.9612280897817,10,9,9,0,0,True,48.7048749610496,314.1701665263936,,
10,103,331.0224151611328,332,102.89631971925742,3,2,2,0,0,True,3.3391723703308753,381.1493814776678,,
11,150,3515.2142333984375,3515,307.1760377189781,6,5,5,0,0,True,22.667006971868787,402.7321591071257,,
12,155,2118.6151123046875,2118,190.97482142471827,7,6,6,0,0,True,29.510229320883276,466.0998692700102,,
13,183,2061.181900024414,2061,235.46101391974426,4,3,3,0,0,True,14.915639532568207,525.8837734906377,,
14,476,1280.873275756836,1282,137.38079579589635,5,4,4,0,0,True,17.65370721492714,576.6828237794158,,
15,149,860.0899963378906,861,126.1658201521775,4,3,3,0,0,True,11.747061330453963,609.6585977237031,,
16,247,692.4322967529297,692,117.79162649760443,5,4,4,0,0,True,8.254496984648126,648.1972528906106,,
17,213,728.4794464111328,729,112.29200591877239,5,4,4,0,0,True,9.986669705865477,686.3383588133576,,
18,584,355.0474853515625,355,97.53096560177586,4,3,3,0,0,True,4.477107946770487,727.947279565697,,
19,266,553.9077758789062,554,100.59850287055093,5,4,4,0,0,True,9.5012514881762,755.7552101637015,,
20,641,2243.330535888672,2243,252.0902676537388,6,5,5,0,0,True,14.578723486503085,803.1617640070573,,
21,500,2399.227767944336,2400,255.52096790767325,5,4,4,0,0,True,24.788225469105146,859.7077247906421,,
22,69,1482.0309143066406,1482,202.9316358874497,5,4,4,0,0,True,28.23214943224913,908.1535558479493,,
23,320,1470.6866149902344,1471,204.69248514042184,5,4,4,0,0,True,28.907208578737837,942.9515903155731,,
24,122,955.2039642333984,956,134.36562064551697,3,2,2,0,0,True,12.449405622078656,953.8719060696824,,
