tile_id,well,donor,day,row,col,curated_n_cells,curated_n_gaps,curated_n_edges,curated_TJ_coverage,curated_TJ_continuity,curated_TJ_width_mean_px,curated_TJ_intensity_rel,curated_G_eff,curated_permeability_index,curated_gap_fraction,curated_mean_g_edge,curated_cell_area_px,curated_cell_area_cv,curated_edge_length_px,curated_tissue_frac,neural_n_cells,neural_n_gaps,neural_n_edges,neural_TJ_coverage,neural_TJ_continuity,neural_TJ_width_mean_px,neural_TJ_intensity_rel,neural_G_eff,neural_permeability_index,neural_gap_fraction,neural_mean_g_edge,neural_cell_area_px,neural_cell_area_cv,neural_edge_length_px,neural_tissue_frac
20161012-D3C-D73_Med_c1_ORG_n111_r2401_c1001,AMD2_B_D73,AMD2,73,2401,1001,201.0,0.0,581.0,0.5916565900846433,0.6315598548972189,1.8075638015682471,2.642795071059705,3391.5249999999996,0.0517537233717878,0.0,5.837392426850258,326.02985074626866,0.9717783005517644,14.23407917383821,0.99993896484375,275,0,756,0.5419004682633546,0.594733126051142,1.799204003124873,2.665730809600916,3589.4358680046394,0.0547712805066703,0.0,4.747931042334179,238.3090909090909,0.3760326653181973,10.309835996622066,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n112_r2401_c1201,AMD2_B_D73,AMD2,73,2401,1201,152.0,2.0,438.0,0.5716738197424893,0.5977110157367668,1.7739162118690075,2.9661390323453203,3014.95,0.0460058900723288,0.0033168045904575,6.860616438356164,431.14473684210526,3.2667212103156755,15.95890410958904,0.999969482421875,262,0,720,0.5210868622869929,0.5815541650669055,1.8168744917675943,2.7943676484932554,3648.583120203148,0.0556738097230967,0.0,5.067476555837705,250.1335877862595,0.3918031000866501,10.529000269062264,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n113_r2401_c1401,AMD2_B_D73,AMD2,73,2401,1401,183.0,2.0,528.0,0.6035695674830641,0.6412193850964044,1.793612442182308,2.4344360301345356,3066.2000000000003,0.046794353300267,0.0032613658600221,5.7882575757575765,358.0601092896175,1.4533435169599411,14.537878787878787,0.9998321533203124,261,0,714,0.5527681422961871,0.6118856839037589,1.8355468612755463,2.452920829262801,3412.892635784486,0.0520774034605094,0.0,4.779961674768188,251.09195402298852,0.4357039255380028,10.631983372520043,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n114_r2401_c1601,AMD2_B_D73,AMD2,73,2401,1601,165.0,1.0,466.0,0.5943562610229277,0.615248948582282,1.792606313025766,2.3654318614069743,3006.6500000000005,0.0458897419069277,0.0016629803934611,6.4413090128755375,397.08484848484846,1.098435727942033,15.817596566523603,0.9997406005859376,253,0,687,0.5332708870277212,0.594956358865939,1.821705770749651,2.3492179153322943,3479.1974941678386,0.0530891507464383,0.0,5.064334052646053,259.0316205533597,0.4284022258698991,10.797128168315837,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n115_r2401_c1801,AMD2_B_D73,AMD2,73,2401,1801,167.0,4.0,479.0,0.6008771929824561,0.618421052631579,1.780103040869221,2.3619247978961657,3034.9750000000004,0.0463156971065804,0.0065898401140042,6.294311064718164,392.3832335329341,1.419793831211697,15.707724425887266,0.9998779296875,276,0,753,0.544178134485783,0.6026373560448798,1.8239203037843537,2.331858261416896,3558.680188997455,0.0543019789272519,0.0,4.726002907035133,237.44565217391303,0.4638684917128822,10.313245727542904,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n116_r2401_c2001,AMD2_B_D73,AMD2,73,2401,2001,192.0,0.0,557.0,0.6324251350024546,0.6601620029455081,1.7936450411822338,2.3986237429310924,3008.9249999999993,0.0459146536859292,0.0,5.402019748653499,341.3177083333333,1.1561872090178,14.628366247755835,0.9999542236328124,285,0,783,0.5774609370971393,0.6494177528133521,1.795876441154046,2.403704102125859,3349.814598205063,0.0511148943038843,0.0,4.278179563480284,229.94736842105263,0.3831787526688976,10.065766545371607,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n117_r2401_c2201,AMD2_B_D73,AMD2,73,2401,2201,180.0,1.0,514.0,0.621728081321474,0.654002541296061,1.8034447446551531,2.3335828333449435,2994.85,0.0457082462111384,0.0016695326977978,5.816828793774319,364.00555555555553,1.6100807464570308,15.311284046692608,0.9997711181640624,262,0,713,0.5687224665252847,0.6319803507051184,1.8021531918828917,2.3533692406939686,3303.5931931187365,0.050409600871576,0.0,4.633370537333431,250.1335877862595,0.4291966008544493,10.685394391413638,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n118_r2401_c2401,AMD2_B_D73,AMD2,73,2401,2401,155.0,1.0,445.0,0.6453701097663946,0.6646495918941739,1.8496023699373192,2.479500727235082,2536.125,0.0387058742731559,0.0019715116565626,5.687921348314607,422.72903225806454,1.7442100191001146,15.968539325842697,0.9998016357421876,263,0,720,0.5609894754684895,0.6277874124294233,1.817497225769072,2.444968280709681,3352.4745707528164,0.0511554828832351,0.0,4.656214681601134,249.18250950570345,0.4088457782873624,10.549211061724154,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n119_r2601_c401,AMD2_B_D73,AMD2,73,2601,401,118.0,1.0,324.0,0.5818878948329378,0.587913091108271,1.8318132512123664,2.2494336942348605,2303.1000000000004,0.0351484166348721,0.0021709869306586,7.092901234567902,555.2966101694915,4.00786042810124,16.90432098765432,0.9998321533203124,249,0,681,0.469813068085875,0.5138600710589324,1.8244988892200875,2.2395073841216733,3960.29092366702,0.0604301659215231,0.0,5.815405174254068,263.1927710843373,0.4993449370767035,10.921440770614744,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n120_r2601_c601,AMD2_B_D73,AMD2,73,2601,601,176.0,1.0,503.0,0.6431950263549129,0.663197729422895,1.8934278039687744,2.3015232951980287,2657.575,0.0405519951171129,0.0018814144473815,5.2735089463220675,372.35795454545456,2.1426459013626644,14.709741550695824,0.9999847412109376,283,0,778,0.5624706907484011,0.6160797851119388,1.9037755349322507,2.3124002340396577,3487.2267973487283,0.0532116700594907,0.0,4.482296654689882,231.57243816254416,0.4172024015365732,10.187424157513384,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n121_r2601_c801,AMD2_B_D73,AMD2,73,2601,801,155.0,2.0,451.0,0.62397212543554,0.6278745644599303,1.876921645979047,2.4570293682277313,2719.275,0.0414947431065264,0.0036774507911116,6.007261640798227,422.7935483870968,1.8725698533749489,15.909090909090908,0.9999542236328124,284,0,781,0.577643085022264,0.6204361489794218,1.931615614698403,2.4301388167907807,3376.0575507609155,0.0515153360915681,0.0,4.322736940795027,230.75704225352112,0.3739889296235864,10.175604538217584,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n122_r2601_c1001,AMD2_B_D73,AMD2,73,2601,1001,181.0,0.0,512.0,0.6205420827389444,0.6406432369342497,1.8570322997733073,2.5430141164613036,2938.8000000000006,0.0448432135500114,0.0,5.739843750000001,362.0718232044199,1.384244498232075,15.060546875,0.9999847412109376,279,0,761,0.5745110872756051,0.6334818156260966,1.8610580282063272,2.487307076476144,3354.885748885631,0.0511922659491304,0.0,4.408522666078359,234.89251512096777,0.4065083919374258,10.30231936717404,0.9999849200248718
20161012-D3C-D73_Med_c1_ORG_n123_r2601_c1201,AMD2_B_D73,AMD2,73,2601,1201,166.0,1.0,474.0,0.573445936591444,0.5872905994739028,1.806050797839588,2.8349182956541688,3097.8500000000004,0.0472730463444781,0.0016140226285972,6.525,394.76506024096386,2.921810668237867,15.238396624472571,0.9999237060546876,277,0,761,0.5423659408143647,0.578337244482211,1.9062171643163983,2.680572962396423,3587.129714957666,0.0547360908668294,0.0,4.713705275897064,236.5884476534296,0.45005786145304,10.245533919045856,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n124_r2601_c1401,AMD2_B_D73,AMD2,73,2601,1401,205.0,0.0,585.0,0.5826097443318862,0.6238543174143752,1.7426794639682812,2.569653258566306,3475.6249999999995,0.0530548771179972,0.0,5.941239316239315,319.5609756097561,0.6303829936629244,14.174358974358974,0.999603271484375,267,0,735,0.5109709690240444,0.5784864914072634,1.7180438849942252,2.585161653731924,3774.307677666593,0.057592233199933,0.0,5.135112486621215,245.44948209269663,0.3942795302235479,10.449507417633182,0.9999849200248718
20161012-D3C-D73_Med_c1_ORG_n125_r2601_c1601,AMD2_B_D73,AMD2,73,2601,1601,187.0,0.0,530.0,0.5788146279949559,0.6171500630517024,1.812644677081088,2.3938661041976417,3353.25,0.0511704384184584,0.0,6.3268867924528305,350.4331550802139,0.9384152999820689,14.962264150943396,0.9999237060546876,260,0,712,0.5215187925526392,0.5846147219605732,1.8083611894315532,2.4049032638320207,3649.3706079262142,0.0556858251857103,0.0,5.125520516750302,252.0576960637019,0.4225937984934633,10.659813671598432,0.9999847561120988
20161012-D3C-D73_Med_c1_ORG_n126_r2601_c1801,AMD2_B_D73,AMD2,73,2601,1801,166.0,6.0,469.0,0.5547228506787331,0.5893665158371041,1.7604630089062911,2.259672099528253,3190.725000000001,0.0487007188973854,0.0094022518393155,6.739285714285716,394.6807228915663,2.144946736882471,15.078891257995735,0.9997100830078124,263,0,719,0.497984387135658,0.5653654832707272,1.7691771118965864,2.2877211348545967,3848.414882099905,0.0587230469535348,0.0,5.352454634353136,249.18250950570345,0.4009239670886286,10.612129379714643,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n127_r2601_c2001,AMD2_B_D73,AMD2,73,2601,2001,174.0,0.0,507.0,0.6161589750294156,0.6451823767812785,1.8224681740846955,2.2664417814495756,2948.6749999999997,0.0450028234791367,0.0,5.815927021696252,376.5632183908046,1.578633890228989,15.086785009861932,0.999786376953125,276,0,761,0.5395558861777252,0.5939203451266993,1.8289631113617184,2.292634908393676,3623.170019263185,0.0552860306593909,0.0,4.761064414274882,237.44565217391303,0.4412063847123012,10.285861567345258,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n128_r2601_c2201,AMD2_B_D73,AMD2,73,2601,2201,175.0,1.0,509.0,0.6615129056989522,0.6866854076156401,1.8691463060412912,2.3835245291804816,2666.725,0.0406916151674677,0.0018749589852721,5.229322200392927,374.48571428571427,0.99662252340109,15.37524557956778,0.9999847412109376,263,0,722,0.606972448360307,0.6708877500448038,1.8524557044075705,2.369295340766619,2995.992388755452,0.0457159134623552,0.0,4.14957394564467,249.18250950570345,0.4586558503120564,10.49436338098216,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n129_r2601_c2401,AMD2_B_D73,AMD2,73,2601,2401,191.0,2.0,544.0,0.6467593742239881,0.6791656319841073,1.8694900019326728,2.417678711737289,2868.6,0.0437767061408863,0.0034860210555671,5.254779411764706,343.0785340314136,1.0078657707726473,14.805147058823527,0.9998779296875,255,0,702,0.5944336171501552,0.6499547971817238,1.8678265919418433,2.4491241136778386,3065.5068516358097,0.0467766361735837,0.0,4.366818876974087,257.0,0.4031864432789577,10.70556895387847,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n65_r1401_c1001,AMD2_B_D73,AMD2,73,1401,1001,152.0,9.0,450.0,0.5632344711807499,0.5770844991606043,1.8223075618758595,2.197750606465751,3178.250000000001,0.04850512789207,0.0141587351529929,6.96277777777778,431.07894736842104,3.6219012335276775,15.884444444444444,0.99981689453125,249,0,682,0.5133100357475199,0.56082752333227,1.841646798179176,2.1975824712382055,3651.131815244265,0.0557126994863406,0.0,5.3535657115018545,263.1927750062751,0.4226366370000936,10.948583498503275,0.9999847561120988
20161012-D3C-D73_Med_c1_ORG_n66_r1401_c1201,AMD2_B_D73,AMD2,73,1401,1201,109.0,4.0,318.0,0.5186676427525623,0.5157393850658858,1.8435766571777956,2.167655131924449,2657.95,0.0405688599905368,0.007524596023251,8.295440251572327,601.0733944954128,5.308569578256592,17.18238993710692,0.9997100830078124,235,0,641,0.4560535375092663,0.4909747569039601,1.8575561608926965,2.1789621638611636,3966.3419801056302,0.060522499124218,0.0,6.187740998604728,278.8723404255319,0.4906894117803982,11.329683017673291,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n67_r1401_c1401,AMD2_B_D73,AMD2,73,1401,1401,183.0,19.0,543.0,0.6170971709717097,0.6338253382533825,1.8632796653604815,2.5512824456571574,3221.5750000000003,0.0492023794978312,0.0294886817783227,5.757965009208104,357.79234972677597,2.6401574970727375,14.972375690607734,0.99908447265625,296,0,818,0.5540750812927133,0.5997807561700533,1.8266360335857632,2.503869375280579,3645.023926589983,0.0556194999098189,0.0,4.456019470158903,221.40202702702703,0.3934328854549213,9.93669401343213,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n68_r1401_c1601,AMD2_B_D73,AMD2,73,1401,1601,198.0,4.0,586.0,0.6018671708815883,0.6195934767194516,1.8821116716800472,2.4901555267416433,3403.6499999999996,0.0519506387655112,0.005876044834222,5.77414675767918,330.8939393939394,3.185076605151244,14.440273037542662,0.9997100830078124,313,0,868,0.5279790435570406,0.5819814229457289,1.8240912524253183,2.4231547225203016,3989.832766881966,0.0608809455540087,0.0,4.59658152866586,209.37699680511184,0.4111232821996388,9.685124073973828,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n69_r1401_c2001,AMD2_B_D73,AMD2,73,1401,2001,210.0,2.0,621.0,0.6327260534257293,0.6561976081368056,1.877859363226707,2.451219138929534,3311.5249999999996,0.0505314035462508,0.003019756758593,5.316465378421899,312.06666666666666,2.1969309766142615,14.407407407407408,0.999969482421875,281,0,776,0.5685052845427487,0.6225993148392098,1.797523428453009,2.441498944856963,3420.443892029436,0.0521926282448986,0.0,4.4077885206564895,233.22064056939504,0.3929347946965209,10.15722409488164,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n70_r1401_c2201,AMD2_B_D73,AMD2,73,1401,2201,204.0,3.0,605.0,0.6063600227143668,0.6239636570130608,1.8778995955921876,2.485936576463374,3496.125,0.0533490760380266,0.0042904644427759,5.75392561983471,321.2401960784314,2.3311252648659253,14.553719008264462,0.9999542236328124,278,0,765,0.5704783445258511,0.6141496539176586,1.885970737433332,2.4818313394488296,3386.5319442869727,0.0516751650917368,0.0,4.426839142858788,235.73741007194243,0.4018805356653393,10.248235651819696,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n71_r1401_c2401,AMD2_B_D73,AMD2,73,1401,2401,167.0,6.0,494.0,0.5712171661117277,0.5569120730053028,1.894297153767549,2.426999763962895,3519.3500000000004,0.053712493513629,0.0085243013624675,7.06346153846154,392.3473053892216,2.239203092600182,16.41497975708502,0.999786376953125,267,0,736,0.5296533682463648,0.5667952467777261,1.8905317236692465,2.431247770010847,3644.5541852422584,0.0556123312876072,0.0,4.951839925600894,245.44944185978463,0.4295846436692782,10.474912740911352,0.9999847561120988
20161012-D3C-D73_Med_c1_ORG_n72_r1601_c201,AMD2_B_D73,AMD2,73,1601,201,184.0,5.0,543.0,0.5863087909381925,0.6030534351145038,1.8348148836216625,2.60710269329247,3398.575,0.0518842648428316,0.0073560242160317,6.212845303867403,355.9945652173913,2.676153615017289,14.957642725598529,0.9994964599609376,272,0,747,0.5331838024658423,0.5894624151505139,1.822682095455321,2.564131854144901,3631.6216296602033,0.0554149939675013,0.0,4.861608607309509,240.9375,0.428556409861609,10.360841446500162,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n73_r1601_c401,AMD2_B_D73,AMD2,73,1601,401,193.0,6.0,570.0,0.5654536862003781,0.5962901701323251,1.8296852831229644,2.5496304487329633,3722.25,0.0568074293388682,0.0080596413459601,6.477631578947369,339.5025906735751,2.4300987205233575,14.849122807017544,0.99981689453125,266,0,729,0.5255816342450284,0.5857041670289228,1.813414787524696,2.571696313677384,3643.688094119979,0.0555991155844047,0.0,4.998200403456761,246.3721841224154,0.4402659892463538,10.482731619258873,0.9999847561120988
20161012-D3C-D73_Med_c1_ORG_n74_r1601_c601,AMD2_B_D73,AMD2,73,1601,601,170.0,11.0,501.0,0.5726817042606517,0.5865914786967419,1.8678779896259785,2.380033031528167,3477.5250000000005,0.0530830700187754,0.0158158460399278,6.831387225548903,385.3588235294118,2.453788342645273,15.928143712574853,0.9996185302734376,251,0,680,0.5030688456627453,0.5496338683964075,1.84033563073752,2.410225371574617,3682.942964926787,0.0561981073461018,0.0,5.41609259548057,261.0956175298805,0.4888098299952973,10.84877160231691,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n75_r1601_c801,AMD2_B_D73,AMD2,73,1601,801,196.0,5.0,581.0,0.6060186786579038,0.6389945808832007,1.907495465270076,2.4601631063731983,3456.5249999999996,0.0527576812125097,0.0072326975792161,5.906239242685025,334.2704081632653,2.161124210223368,14.927710843373497,0.9997100830078124,282,0,778,0.5424884413329696,0.6059198257334388,1.85837175376202,2.4158041920808775,3656.483842872687,0.055794367023311,0.0,4.699850697779803,232.39361702127655,0.4220322720584886,10.217994735258882,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n76_r1601_c1001,AMD2_B_D73,AMD2,73,1601,1001,181.0,7.0,538.0,0.6295571323709322,0.6499877660875948,1.916754579940541,2.396579441749335,3076.45,0.0469565151029503,0.0113767491751856,5.653252788104089,361.97237569060775,2.858410326803322,15.193308550185874,0.9997100830078124,278,0,767,0.5620311784260387,0.6171112647200023,1.8986261143501704,2.366245190084554,3471.8330155175895,0.0529767752160289,0.0,4.526509798588774,235.7374135847572,0.4142957312418908,10.278151267506583,0.9999847561120988
20161012-D3C-D73_Med_c1_ORG_n77_r1601_c1601,AMD2_B_D73,AMD2,73,1601,1601,192.0,6.0,568.0,0.6223833469769617,0.6386387557010876,1.8895665218828144,2.3461729210659583,3273.2,0.0499496413856249,0.0091653427838201,5.709859154929577,341.3020833333333,2.611164214498336,15.054577464788732,0.999908447265625,278,0,763,0.5629028325130473,0.6186188730165507,1.8543349813166232,2.33192522707052,3458.297876617065,0.0527702430245985,0.0,4.532500493600347,235.73741007194243,0.4193104716975752,10.312353473978748,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n78_r1601_c2001,AMD2_B_D73,AMD2,73,1601,2001,206.0,2.0,609.0,0.6226918798665183,0.643047830923248,1.8749343009635593,2.4252655344434357,3417.2249999999995,0.0521443067720572,0.0029263510597048,5.594786535303776,318.126213592233,1.9745026918877775,14.761904761904765,0.999969482421875,276,0,757,0.5704511323325695,0.6315013559653222,1.8163508168094624,2.430791519318379,3364.241041452139,0.0513350277172829,0.0,4.444175748285521,237.44565217391303,0.3987777137475433,10.287946450150992,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n79_r1601_c2201,AMD2_B_D73,AMD2,73,1601,2201,189.0,1.0,558.0,0.5850878213330232,0.6046295219262533,1.8887550086341611,2.370696888254888,3585.95,0.0547180895704585,0.0013943306515707,6.4174731182795695,346.74603174603175,2.2660582052302867,15.406810035842296,0.9999847412109376,266,0,728,0.5411237639187028,0.6030833292691757,1.8692572234030689,2.3856871267754247,3524.0976515617504,0.0537742832312771,0.0,4.840793477419987,246.37218045112783,0.4084824956068166,10.49475457379491,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n80_r1601_c2401,AMD2_B_D73,AMD2,73,1601,2401,194.0,12.0,576.0,0.6002564700396362,0.6050361389601305,1.948585795622918,2.378232570612261,3503.3999999999996,0.0534862063174607,0.0171262202431923,5.9781249999999995,337.6340206185567,2.515115128364856,14.89236111111111,0.9994659423828124,268,0,735,0.5449786192341798,0.5844245302543903,1.8983590642670296,2.416323075430381,3537.039290820904,0.0539717599881117,0.0,4.812298354858373,244.53358208955223,0.440838582751953,10.521040454848844,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n81_r1801_c201,AMD2_B_D73,AMD2,73,1801,201,190.0,4.0,564.0,0.5724772780237707,0.5890235376369145,1.881825065510048,2.4403862200924644,3703.099999999999,0.0565091330820527,0.0054008803434959,6.53031914893617,344.9,2.248606621387614,15.21631205673759,0.9999237060546876,265,0,730,0.525330459336461,0.5703694356886448,1.8484322398871729,2.4673625859279005,3654.8318804196983,0.0557691596920683,0.0,5.006619014273559,247.3018867924528,0.4123211934442408,10.49492033407025,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n82_r1801_c401,AMD2_B_D73,AMD2,73,1801,401,192.0,15.0,562.0,0.5200232153221126,0.5365060940220545,1.8000805982040526,2.4354740955000542,4224.05,0.0644902975617948,0.0177554716445117,7.382651245551601,341.140625,1.9997423123999996,15.329181494661922,0.9994354248046876,263,0,720,0.468883838866141,0.5158303135787837,1.8027422460592557,2.449096788422272,4048.604655818131,0.0617777470941959,0.0,5.623062021969627,249.18250950570345,0.4597652578229146,10.540183921382743,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n83_r1801_c601,AMD2_B_D73,AMD2,73,1801,601,177.0,14.0,521.0,0.5114681712253158,0.5226297068563719,1.8124215981398335,2.1775024666264136,4066.025000000001,0.0620947297689406,0.0172158311864781,7.669913627639157,369.9491525423729,3.2083088942311813,15.648752399232244,0.9991607666015624,249,0,679,0.4218374782414942,0.4756916592441454,1.763187851663631,2.326905140866562,4336.342558837494,0.0661683460568779,0.0,6.386366066034601,263.1927710843373,0.4754112625271515,11.00272990142328,0.9999847412109376
20161012-D3C-D73_Med_c1_ORG_n84_r1801_c801,AMD2_B_D73,AMD2,73,1801,801,154.0,11.0,457.0,0.5554257528556594,0.564901349948079,1.8655168688224224,2.2567772049142243,3491.4250000000006,0.0532952481262688,0.0157528802709495,7.519529540481402,425.3961038961039,3.4346544663236096,16.857768052516413,0.9996185302734376,248,0,677,0.473700171421981,0.5181845123074194,1.8606689149363551,2.350115302113023,3980.566902325563,0.0607395575238508,0.0,5.879714774483845,264.2540322580645,0.4283353503453861,11.124295423584654,0.9999847412109376
