well,n_tiles,curated_n_cells,curated_n_gaps,curated_n_edges,curated_TJ_coverage,curated_TJ_continuity,curated_TJ_width_mean_px,curated_TJ_intensity_rel,curated_G_eff,curated_permeability_index,curated_gap_fraction,curated_mean_g_edge,curated_cell_area_px,curated_cell_area_cv,curated_edge_length_px,curated_tissue_frac,neural_n_cells,neural_n_gaps,neural_n_edges,neural_TJ_coverage,neural_TJ_continuity,neural_TJ_width_mean_px,neural_TJ_intensity_rel,neural_G_eff,neural_permeability_index,neural_gap_fraction,neural_mean_g_edge,neural_cell_area_px,neural_cell_area_cv,neural_edge_length_px,neural_tissue_frac,ter_mean,ter_sd,donor,day
AMD1_A_D75,111,120.87387387387388,5.756756756756757,352.6756756756757,0.5187661705773805,0.5185356786731822,1.832399557025495,1.6749422268891903,3197.672747747748,0.04880049062725357,0.008739390837663364,9.120300500938821,575.3185544632906,3.1046331460134446,18.894039774223913,0.9998487867750563,206.018018018018,0.0,558.6936936936937,0.46913914865234196,0.5080945505041858,1.8219571443650182,1.7185280539584626,3610.8267322544148,0.055097684142607,0.0,6.490757464547609,319.52456562958275,0.49982591073592814,12.166550937186352,0.9999847417479164,780.0,20.952326839757,AMD1,75
AMD1_B_D73,1,165.0,4.0,486.0,0.5226493633692458,0.5317091087169442,1.7508979658610253,1.954707469963137,3931.150000000001,0.0599909963527598,0.0050875697950981,8.047633744855968,397.1454545454545,1.967538091949704,16.80658436213992,0.9998931884765624,240.0,0.0,655.0,0.4622907849302677,0.5137276519689006,1.715891378841057,1.9464271075940096,3929.405929474202,0.0599588911188556,0.0,5.999093022098018,273.0625,0.4572027161253653,11.110267138202705,0.9999847412109376,847.0,49.386232899463,AMD1,73
AMD1_B_D74,86,134.45348837209303,9.627906976744185,393.43023255813955,0.5071026332403065,0.4968801116004716,1.8411563769430332,1.7647303878411773,3524.70784883721,0.05379713985933317,0.013546636124108726,8.926078860649334,498.30699797918953,2.738379723578714,18.040615160381517,0.9997372294581214,235.77906976744185,0.0,642.9186046511628,0.46373812183459384,0.4934312914071633,1.840085077557664,1.8057413842378427,3926.497822044381,0.0599145161700779,0.0,6.124315746003882,279.5423678351048,0.493823630471933,11.37598419539422,0.9999847424238228,936.0,64.2105910267146,AMD1,74
AMD1_B_D75,94,144.0,10.118279569892474,418.2258064516129,0.5056086134490435,0.4987335162240384,1.8556060640435543,1.9118146176756579,3672.788978494624,0.05606586374353178,0.013697653641199877,8.731869182131913,466.5633497283353,2.6588412749691734,17.60732821886841,0.9995865360383065,224.54255319148936,0.0,611.3617021276596,0.4654335254128834,0.4966774933749804,1.85410475578411,1.9507077519261007,3801.6925414825446,0.05801010955302744,0.0,6.231111172288482,292.8557963064674,0.454155133437806,11.608786018710246,0.9999847443813975,871.333333333333,16.5025250593154,AMD1,75
AMD1_B_D76,161,116.18012422360249,2.2546583850931676,337.42857142857144,0.5614935423600418,0.5452430200377292,1.8723694733389105,1.8074100402108635,2692.808385093168,0.041091168089484036,0.004308426485169665,8.106722370557586,598.8759921597201,4.2910727424953246,18.40975852562329,0.9999484423524845,229.45341614906832,0.0,625.4658385093168,0.4933263717012896,0.5281057702486425,1.8580123692576158,1.8384153010116595,3623.4653953104835,0.055290537616452015,0.0,5.805942848308107,286.1362816923322,0.41447411726516675,11.401624057112965,0.9999847446354282,975.0,60.5061980296234,AMD1,76
AMD1_B_D77,71,109.91549295774648,7.23943661971831,320.23943661971833,0.49409879144821034,0.47662414997563374,1.7307949736965034,1.8179950308136796,3134.4848591549303,0.047838577811640616,0.011284681854430585,10.029085841860972,659.9849348450023,3.5243908510111828,19.715836008070884,0.9997969076667034,239.71830985915494,0.0,653.2253521126761,0.4263535438114895,0.4640197679053946,1.7095270670503273,1.88536651988831,4210.32486367008,0.06424543902945752,0.0,6.487482000712748,275.6944125961687,0.5281861334782538,11.252582605747026,0.9999847447788214,956.333333333333,41.1865673895426,AMD1,77
AMD2_B_D73,64,181.796875,5.234375,531.296875,0.5910728837934309,0.6093284560821325,1.8451329261973708,2.4802399095150247,3346.110546875,0.05107069197995813,0.0074591352312637655,6.289295370651119,365.96963432604696,2.156572636052066,15.298147888851824,0.9997544288635254,267.015625,0.0,732.484375,0.534829406325236,0.5875991776003678,1.8323193474493304,2.478303631115278,3588.1697347317663,0.0547519600339102,0.0,4.918728629929121,246.13854871246917,0.42921720848780853,10.505787726441621,0.999984750756994,1029.66666666667,17.5023807904334,AMD2,73
AMD3_B_D73,149,180.85906040268458,5.087248322147651,533.6241610738255,0.535050267435095,0.5432456284700047,1.8552566489842497,2.410343401521164,3953.2936241610737,0.060330302345601126,0.006319190144532784,7.398415521046866,365.49349200918004,2.0655810045394944,15.848953503369108,0.9998733213283871,243.28859060402684,0.0,664.7919463087248,0.5003193578930499,0.5475790250431037,1.8352215990297074,2.420465970502436,3654.520758681022,0.05576441202334868,0.0,5.512831413135579,270.1213374126405,0.41580819372858147,10.97548002852631,0.9999847458112961,892.333333333333,70.7130351019763,AMD3,73
AMD3_B_D74,144,174.34027777777777,3.4791666666666665,514.4375,0.5798949601462191,0.5824434132900729,1.9031600314964041,2.8300102613528026,3522.3539930555557,0.053750983117920925,0.0049552802019243855,6.849975914272771,378.4912581874139,2.0093253465185885,16.22974450546926,0.999922964307997,253.63888888888889,0.0,693.5486111111111,0.534431255771357,0.5814028236994183,1.8760599173964227,2.821976443995172,3496.6515960431907,0.05335548291260142,0.0,5.0531719924545,259.2811834846342,0.4459258802183103,10.797883751420786,0.9999847479371563,908.666666666667,28.7460142164672,AMD3,74
AMD3_C_D75,151,160.9205298013245,4.788079470198675,474.0132450331126,0.5620356710544783,0.5510756518703083,2.0002211110505157,2.531830249704796,3476.6582781456955,0.053056542589997806,0.006827074969055005,7.350811912885062,413.74058354061316,2.2778188307572433,16.704629626465962,0.9998709571282596,233.09933774834437,0.0,635.8807947019867,0.5298719684165841,0.5517460357303668,2.0374037730236942,2.596910233952573,3372.0855285057237,0.05145472675925731,0.0,5.318499096664328,282.17778559587714,0.41277333495905594,11.254309526020812,0.9999847443687997,893.666666666667,53.5941539100426,AMD3,75
