n_pred_cells,n_ref_cells,n_matched_cells,n_splits,n_merges,adjacency_pair_f1,adjacency_pair_precision,adjacency_pair_recall,adjacency_component_f1,n_pred_pairs,n_ref_pairs,n_pred_vertices,n_ref_vertices,vertex_f1,vertex_precision,vertex_recall,vertex_incident_set_accuracy,pq,ap50,boundary_f1,variant,image_id,dataset,n_vertex_merges,decode_s,proposal_s
2358,1957,1885,173,126,0.8032856296045389,0.7442334850149066,0.8725165562913907,0.7188239270023656,6373,5436,3998,3428,0.6391058443307298,0.5935467733866934,0.6922403733955659,0.8171091445427728,0.7498111285465325,0.7757201646090535,0.9163862549590457,base,L0_1,hcec,0,11.915666580200195,6.044108867645264
2359,1957,1885,171,127,0.8023364090408872,0.743139407244786,0.8717807211184695,0.7176758719702728,6377,5436,4001,3428,0.6453089244851259,0.599100224943764,0.6992415402567095,0.8176887776387151,0.7502264804005566,0.7754010695187166,0.9164280065870779,vw0.3,L0_1,hcec,0,11.381629228591919,6.044108867645264
2356,1957,1886,171,127,0.8041987640734783,0.7448643562803826,0.8738042678440029,0.7179660444294281,6377,5436,4000,3428,0.6480883144857297,0.60175,0.7021586931155193,0.8196925633568758,0.7510461810910952,0.7770910589204779,0.9164248180381277,vw0.6,L0_1,hcec,0,11.343939065933228,6.044108867645264
2349,1957,1885,166,123,0.80359565807327,0.7454373820012586,0.8715967623252392,0.7184564610307185,6356,5436,3984,3428,0.6527253103076093,0.6071787148594378,0.7056592765460911,0.8181066556428276,0.752530964903503,0.778603882693102,0.9168750591312711,vw1.0,L0_1,hcec,0,11.260715246200562,6.044108867645264
2353,1957,1887,162,128,0.8063750423872499,0.7477987421383647,0.8749080206033848,0.7220906630581868,6360,5436,3988,3428,0.6459007551240561,0.6005516549648947,0.6986581096849475,0.8233820459290188,0.7531808247265738,0.7787866281469253,0.9184794234260828,smooth1,L0_1,hcec,0,11.568592548370361,6.044108867645264
2345,1957,1889,159,123,0.8074312860536139,0.7492128463476071,0.8754598969830758,0.7211310531662717,6352,5436,3983,3428,0.6549723384158682,0.6093396936982174,0.7079929988331388,0.8236505974454058,0.7555072283373188,0.7828429341069209,0.9184147319274484,smooth1_vw0.6,L0_1,hcec,0,11.590901851654053,6.044108867645264
2586,1957,1864,388,125,0.6999358151476252,0.6206602162777461,0.8024282560706402,0.6109953518192018,7028,5436,4414,3428,0.6077531242030094,0.5398731309469869,0.6951575262543758,0.692404532102392,0.6834405860493261,0.6957820082120194,0.8975482966542591,dist0.2,L0_1,hcec,0,11.186847686767578,6.044108867645264
2582,1957,1863,384,130,0.7003772373384702,0.6212444824149224,0.8026122148638705,0.6095879429212763,7023,5436,4407,3428,0.6177409061901722,0.5491263898343545,0.705950991831972,0.6880165289256198,0.6843221330107128,0.6961883408071748,0.8978657624174614,dist0.2_vw0.6,L0_1,hcec,0,11.22079062461853,6.044108867645264
2575,1957,1865,383,125,0.703245501285347,0.6242156303479749,0.8051876379690949,0.6124217621569571,7012,5436,4402,3428,0.6201787994891443,0.5515674693321218,0.7082847141190198,0.6906919275123559,0.686893390761325,0.6992875890513686,0.8983928359222755,dist0.2_smooth1_vw0.6,L0_1,hcec,0,11.32268214225769,6.044108867645264
2314,1957,1876,161,127,0.8087216759298845,0.7555520051126378,0.8699411331861663,0.7245115604470608,6259,5436,3928,3428,0.643284393692224,0.6023421588594705,0.690198366394399,0.8148774302620456,0.754559064681785,0.7832985386221294,0.9179062199660363,seed0.4,L0_1,hcec,0,11.230714797973633,6.044108867645264
2248,1957,1848,148,135,0.802672683096147,0.7596911957950065,0.8508094186902134,0.7211496840100424,6088,5436,3823,3428,0.6462556888705007,0.612869474234894,0.6834889148191365,0.80367050789586,0.7547862579927949,0.7840475180313958,0.9179341634915018,seed0.5,L0_1,hcec,0,11.058584928512573,6.044108867645264
2301,1957,1879,149,124,0.8125428375599725,0.7604233483001924,0.8723325974981604,0.7266353142368533,6236,5436,3911,3428,0.6605804605532088,0.6197903349526975,0.7071178529754959,0.820957095709571,0.7599724675984835,0.7898276586801177,0.9198633980717265,seed0.4_smooth1_vw0.6,L0_1,hcec,0,11.374253511428833,6.044108867645264
2185,1957,1824,116,158,0.8071258488402857,0.7751990513298322,0.8417954378219279,0.7235614992081647,5903,5436,3700,3428,0.6473063973063973,0.6235135135135135,0.6729871645274212,0.812743823146944,0.7580756195931149,0.7868852459016393,0.9185253216235522,nucmerge,L0_1,hcec,0,12.311089515686035,6.044108867645264
2267,1957,1856,147,137,0.8066355624675998,0.7605083088954057,0.8587196467991169,0.7218343246271872,6138,5436,3853,3428,0.6433182255184727,0.6078380482740722,0.6831971995332555,0.8129803586678053,0.7555406539530443,0.7837837837837838,0.9170632482801084,nucmerge_a0.6,L0_1,hcec,0,12.529765367507935,6.044108867645264
2228,1957,1865,118,132,0.8305705810504275,0.7899103883172918,0.8756438557763061,0.7487161632866219,6026,5436,3779,3428,0.6510337172193701,0.6207991532151362,0.6843640606767795,0.8469735720375107,0.7702997608700429,0.8038793103448276,0.9204827319103195,nucmerge_b0.6,L0_1,hcec,0,12.666262865066528,6.044108867645264
2181,1957,1829,110,155,0.8097380259327864,0.7778342653787493,0.8443708609271523,0.7232245005720321,5901,5436,3697,3428,0.6610526315789473,0.6370029753854477,0.6869894982497082,0.8178343949044586,0.7618226458232142,0.7921177999133824,0.9195689625477169,nucmerge_smooth1_vw0.6,L0_1,hcec,0,12.55494999885559,6.044108867645264
