tile,n_ref_vertices,n_pred_vertices,n_matched,n_missed,n_spurious,weighted_frac,set
data/tiles/gt_haec_train/field_00285_r0688_c0000.npz,38,45,20,18,25,0.0279273986816406,haec
data/tiles/gt_haec_train/field_00286_r0400_c0688.npz,9,3,0,9,3,0.0081100463867187,haec
data/tiles/gt_haec_train/field_00287_r0400_c0400.npz,5,8,1,4,7,0.0075225830078125,haec
data/tiles/gt_haec_train/field_00288_r0400_c0000.npz,1,1,0,1,1,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00289_r0000_c0688.npz,1,2,0,1,2,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00290_r0000_c0400.npz,6,8,3,3,5,0.0056343078613281,haec
data/tiles/gt_haec_train/field_00291_r0000_c0000.npz,1,3,1,0,2,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00291_r0688_c0688.npz,6,5,1,5,4,0.0065231323242187,haec
data/tiles/gt_haec_train/field_00292_r0688_c0400.npz,6,3,0,6,3,0.0063858032226562,haec
data/tiles/gt_haec_train/field_00293_r0688_c0000.npz,9,8,3,6,5,0.0080604553222656,haec
data/tiles/gt_haec_train/field_00294_r0400_c0688.npz,6,6,1,5,5,0.0062675476074218,haec
data/tiles/gt_haec_train/field_00295_r0400_c0400.npz,4,7,0,4,7,0.0070610046386718,haec
data/tiles/gt_haec_train/field_00296_r0400_c0000.npz,11,5,3,8,2,0.0064125061035156,haec
data/tiles/gt_haec_train/field_00297_r0000_c0688.npz,7,5,1,6,4,0.0072212219238281,haec
data/tiles/gt_haec_train/field_00298_r0000_c0400.npz,4,3,0,4,3,0.0047187805175781,haec
data/tiles/gt_haec_train/field_00299_r0000_c0000.npz,9,12,4,5,8,0.0096626281738281,haec
data/tiles/gt_haec_train/field_00299_r0688_c0688.npz,7,1,0,7,1,0.0054359436035156,haec
data/tiles/gt_haec_train/field_00300_r0688_c0400.npz,4,5,3,1,2,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00301_r0688_c0000.npz,8,3,2,6,1,0.0048446655273437,haec
data/tiles/gt_haec_train/field_00302_r0400_c0688.npz,2,0,0,2,0,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00303_r0400_c0400.npz,9,6,0,9,6,0.0104904174804687,haec
data/tiles/gt_haec_train/field_00304_r0400_c0000.npz,4,1,1,3,0,0.0022430419921875,haec
data/tiles/gt_haec_train/field_00305_r0000_c0688.npz,4,1,0,4,1,0.0037574768066406,haec
data/tiles/gt_haec_train/field_00306_r0000_c0400.npz,1,2,0,1,2,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00307_r0000_c0000.npz,10,8,2,8,6,0.009613037109375,haec
data/tiles/gt_haec_train/field_00307_r0688_c0688.npz,6,4,0,6,4,0.0062370300292968,haec
data/tiles/gt_haec_train/field_00308_r0688_c0400.npz,6,11,2,4,9,0.0080718994140625,haec
data/tiles/gt_haec_train/field_00309_r0688_c0000.npz,33,29,13,20,16,0.0225753784179687,haec
data/tiles/gt_haec_train/field_00310_r0400_c0688.npz,8,2,1,7,1,0.0054550170898437,haec
data/tiles/gt_haec_train/field_00311_r0400_c0400.npz,6,4,2,4,2,0.0045089721679687,haec
data/tiles/gt_haec_train/field_00312_r0400_c0000.npz,5,2,2,3,0,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00313_r0000_c0688.npz,2,2,0,2,2,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00314_r0000_c0400.npz,1,0,0,1,0,0.0007514953613281,haec
data/tiles/gt_haec_train/field_00315_r0000_c0000.npz,2,0,0,2,0,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00315_r0688_c0688.npz,2,1,0,2,1,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00316_r0688_c0400.npz,15,10,2,13,8,0.0132179260253906,haec
data/tiles/gt_haec_train/field_00317_r0688_c0000.npz,29,43,15,14,28,0.0261268615722656,haec
data/tiles/gt_haec_train/field_00318_r0400_c0688.npz,47,52,18,29,34,0.0420379638671875,haec
data/tiles/gt_haec_train/field_00319_r0400_c0400.npz,35,42,17,18,25,0.0280227661132812,haec
data/tiles/gt_haec_train/field_00320_r0400_c0000.npz,40,35,20,20,15,0.0217361450195312,haec
data/tiles/gt_haec_train/field_00321_r0000_c0688.npz,21,26,7,14,19,0.021942138671875,haec
data/tiles/gt_haec_train/field_00322_r0000_c0400.npz,24,26,7,17,19,0.0230789184570312,haec
data/tiles/gt_haec_train/field_00323_r0000_c0000.npz,30,27,11,19,16,0.0237922668457031,haec
data/tiles/gt_haec_train/field_00323_r0688_c0688.npz,23,36,8,15,28,0.0279617309570312,haec
data/tiles/gt_haec_train/field_00324_r0688_c0400.npz,47,62,25,22,37,0.0387840270996093,haec
data/tiles/gt_haec_train/field_00325_r0688_c0000.npz,25,24,7,18,17,0.0225830078125,haec
data/tiles/gt_haec_train/field_00326_r0400_c0688.npz,22,23,9,13,14,0.0172615051269531,haec
data/tiles/gt_haec_train/field_00327_r0400_c0400.npz,19,27,7,12,20,0.0216484069824218,haec
data/tiles/gt_haec_train/field_00328_r0400_c0000.npz,20,18,5,15,13,0.0188941955566406,haec
data/tiles/gt_haec_train/field_00329_r0000_c0688.npz,31,33,7,24,26,0.0323333740234375,haec
data/tiles/gt_haec_train/field_00330_r0000_c0400.npz,35,43,16,19,27,0.03057861328125,haec
data/tiles/gt_haec_train/field_00331_r0000_c0000.npz,31,37,11,20,26,0.0288162231445312,haec
data/tiles/gt_haec_train/field_00331_r0688_c0688.npz,18,40,4,14,36,0.0321922302246093,haec
data/tiles/gt_haec_train/field_00332_r0688_c0400.npz,14,31,11,3,20,0.0134201049804687,haec
data/tiles/gt_haec_train/field_00333_r0688_c0000.npz,22,36,6,16,30,0.0286941528320312,haec
data/tiles/gt_haec_train/field_00334_r0400_c0688.npz,24,40,9,15,31,0.02947998046875,haec
data/tiles/gt_haec_train/field_00335_r0400_c0400.npz,36,44,13,23,31,0.0360107421875,haec
data/tiles/gt_haec_train/field_00336_r0400_c0000.npz,41,46,15,26,31,0.0363998413085937,haec
data/tiles/gt_haec_train/field_00337_r0000_c0688.npz,32,42,13,19,29,0.0321388244628906,haec
data/tiles/gt_haec_train/field_00338_r0000_c0400.npz,7,4,4,3,0,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00339_r0000_c0000.npz,0,0,0,0,0,0.0,haec
data/tiles/gt_haec_train/field_00339_r0688_c0688.npz,7,12,2,5,10,0.0099372863769531,haec
data/tiles/gt_haec_train/field_00340_r0688_c0400.npz,5,5,2,3,3,0.0043869018554687,haec
data/tiles/gt_haec_train/field_00341_r0688_c0000.npz,7,16,1,6,15,0.0138816833496093,haec
data/tiles/gt_haec_train/field_00342_r0400_c0688.npz,15,8,2,13,6,0.012939453125,haec
data/tiles/gt_haec_train/field_00343_r0400_c0400.npz,10,4,1,9,3,0.0086402893066406,haec
data/tiles/gt_haec_train/field_00344_r0400_c0000.npz,2,4,1,1,3,0.00189208984375,haec
data/tiles/gt_haec_train/field_00345_r0000_c0688.npz,11,10,2,9,8,0.0117759704589843,haec
data/tiles/gt_haec_train/field_00346_r0000_c0400.npz,6,6,1,5,5,0.0064735412597656,haec
data/tiles/gt_haec_train/field_00347_r0000_c0000.npz,6,5,1,5,4,0.006378173828125,haec
data/tiles/gt_haec_train/field_00347_r0688_c0688.npz,3,0,0,3,0,0.0022544860839843,haec
data/tiles/gt_hcec_train/field_00000_r0000_c1536.npz,147,237,89,58,148,0.1246223449707031,hcec
data/tiles/gt_hcec_train/field_00000_r0768_c0768.npz,187,233,92,95,141,0.1303482055664062,hcec
data/tiles/gt_hcec_train/field_00000_r1536_c0000.npz,113,217,72,41,145,0.1135711669921875,hcec
data/tiles/gt_hcec_train/field_00001_r0000_c1152.npz,118,155,55,63,100,0.0949859619140625,hcec
data/tiles/gt_hcec_train/field_00001_r0768_c0384.npz,221,240,153,68,87,0.0848655700683593,hcec
data/tiles/gt_hcec_train/field_00001_r1152_c1536.npz,234,242,201,33,41,0.0378875732421875,hcec
data/tiles/gt_hcec_train/field_00002_r0000_c0768.npz,205,262,92,113,170,0.1590728759765625,hcec
data/tiles/gt_hcec_train/field_00002_r0768_c0000.npz,37,105,6,31,99,0.0810661315917968,hcec
data/tiles/gt_hcec_train/field_00002_r1152_c1152.npz,106,168,60,46,108,0.0922584533691406,hcec
data/tiles/gt_hcec_train/field_00003_r0000_c0384.npz,281,287,253,28,34,0.0340690612792968,hcec
data/tiles/gt_hcec_train/field_00003_r0384_c1536.npz,272,288,226,46,62,0.05938720703125,hcec
data/tiles/gt_hcec_train/field_00003_r1152_c0768.npz,327,325,296,31,29,0.034149169921875,hcec
data/tiles/gt_hcec_train/field_00004_r0000_c0000.npz,203,253,117,86,136,0.1255149841308593,hcec
data/tiles/gt_hcec_train/field_00004_r0384_c1152.npz,201,211,111,90,100,0.1044654846191406,hcec
data/tiles/gt_hcec_train/field_00004_r1152_c0384.npz,222,240,148,74,92,0.0923194885253906,hcec
data/tiles/gt_hcec_train/field_00004_r1536_c1536.npz,206,218,110,96,108,0.1124725341796875,hcec
data/tiles/gt_hcec_train/field_00005_r0384_c0768.npz,156,197,64,92,133,0.1253509521484375,hcec
data/tiles/gt_hcec_train/field_00005_r1152_c0000.npz,180,206,101,79,105,0.1039009094238281,hcec
data/tiles/gt_hcec_train/field_00005_r1536_c1152.npz,210,234,134,76,100,0.0995368957519531,hcec
data/tiles/gt_hcec_train/field_00006_r0384_c0384.npz,186,187,161,25,26,0.0274505615234375,hcec
data/tiles/gt_hcec_train/field_00006_r0768_c1536.npz,211,223,161,50,62,0.0657882690429687,hcec
data/tiles/gt_hcec_train/field_00006_r1536_c0768.npz,176,200,119,57,81,0.0763359069824218,hcec
data/tiles/gt_hcec_train/field_00007_r0384_c0000.npz,168,186,146,22,40,0.0332221984863281,hcec
data/tiles/gt_hcec_train/field_00007_r0768_c1152.npz,164,166,152,12,14,0.0139923095703125,hcec
data/tiles/gt_hcec_train/field_00007_r1536_c0384.npz,151,167,119,32,48,0.0443000793457031,hcec
data/tiles/gt_hcec_train/field_00008_r0000_c1536.npz,156,196,84,72,112,0.10516357421875,hcec
data/tiles/gt_hcec_train/field_00008_r0768_c0768.npz,135,185,76,59,109,0.0979461669921875,hcec
data/tiles/gt_hcec_train/field_00008_r1536_c0000.npz,154,201,99,55,102,0.0922966003417968,hcec
data/tiles/gt_hcec_train/field_00009_r0000_c1152.npz,114,220,37,77,183,0.1550979614257812,hcec
data/tiles/gt_hcec_train/field_00009_r0768_c0384.npz,168,196,57,111,139,0.139617919921875,hcec
data/tiles/gt_hcec_train/field_00009_r1152_c1536.npz,166,205,56,110,149,0.1505928039550781,hcec
data/tiles/gt_alizarine_train/field_00001_r0000_c0000.npz,468,1376,466,2,910,0.5084877014160156,alizarine
data/tiles/gt_alizarine_train/field_00003_r0000_c0000.npz,410,1232,399,11,833,0.4817733764648437,alizarine
data/tiles/gt_alizarine_train/field_00005_r0000_c0000.npz,409,1232,404,5,828,0.4828529357910156,alizarine
data/tiles/gt_alizarine_train/field_00007_r0000_c0000.npz,269,1307,260,9,1047,0.6001014709472656,alizarine
data/tiles/gt_alizarine_train/field_00009_r0000_c0000.npz,526,1033,499,27,534,0.3241539001464844,alizarine
data/tiles/gt_alizarine_train/field_00011_r0000_c0000.npz,509,1486,487,22,999,0.5377197265625,alizarine
data/tiles/gt_alizarine_train/field_00013_r0000_c0000.npz,481,1333,469,12,864,0.4966316223144531,alizarine
data/tiles/gt_alizarine_train/field_00015_r0000_c0000.npz,548,1150,533,15,617,0.3667640686035156,alizarine
data/tiles/gt_alizarine_train/field_00017_r0000_c0000.npz,711,1396,695,16,701,0.3955917358398437,alizarine
data/tiles/gt_alizarine_train/field_00019_r0000_c0000.npz,370,1351,359,11,992,0.5547065734863281,alizarine
data/tiles/gt_flywing_train/field_00004_r0000_c0000.npz,1328,1329,1086,242,243,0.2475776672363281,flywing
data/tiles/gt_flywing_train/field_00012_r0000_c0000.npz,1258,1256,1036,222,220,0.2292213439941406,flywing
data/tiles/gt_flywing_train/field_00020_r0000_c0000.npz,1325,1332,1110,215,222,0.22137451171875,flywing
data/tiles/gt_flywing_train/field_00028_r0000_c0000.npz,1272,1267,965,307,302,0.3017578125,flywing
data/tiles/gt_haec_train/field_00000_r0400_c0400.npz,28,17,8,20,9,0.0189552307128906,haec
data/tiles/gt_haec_train/field_00001_r0400_c0000.npz,22,18,6,16,12,0.0190811157226562,haec
data/tiles/gt_haec_train/field_00002_r0000_c0688.npz,16,25,3,13,22,0.0235023498535156,haec
data/tiles/gt_haec_train/field_00003_r0000_c0400.npz,31,26,7,24,19,0.0288887023925781,haec
data/tiles/gt_haec_train/field_00004_r0000_c0000.npz,23,23,5,18,18,0.0237541198730468,haec
data/tiles/gt_haec_train/field_00004_r0688_c0688.npz,32,23,9,23,14,0.0236701965332031,haec
data/tiles/gt_haec_train/field_00005_r0688_c0400.npz,19,26,6,13,20,0.0235099792480468,haec
data/tiles/gt_haec_train/field_00006_r0688_c0000.npz,4,4,1,3,3,0.00360107421875,haec
data/tiles/gt_haec_train/field_00007_r0400_c0688.npz,5,2,0,5,2,0.0044136047363281,haec
data/tiles/gt_haec_train/field_00008_r0400_c0400.npz,8,4,0,8,4,0.0076446533203125,haec
data/tiles/gt_haec_train/field_00009_r0400_c0000.npz,5,4,1,4,3,0.0046310424804687,haec
data/tiles/gt_haec_train/field_00010_r0000_c0688.npz,11,10,2,9,8,0.0115318298339843,haec
data/tiles/gt_haec_train/field_00011_r0000_c0400.npz,5,5,2,3,3,0.0041084289550781,haec
data/tiles/gt_haec_train/field_00012_r0000_c0000.npz,1,2,0,1,2,0.0022201538085937,haec
data/tiles/gt_haec_train/field_00012_r0688_c0688.npz,3,1,1,2,0,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00013_r0688_c0400.npz,8,5,2,6,3,0.0067062377929687,haec
data/tiles/gt_haec_train/field_00014_r0688_c0000.npz,4,2,0,4,2,0.0042304992675781,haec
data/tiles/gt_haec_train/field_00015_r0400_c0688.npz,16,5,1,15,4,0.0126228332519531,haec
data/tiles/gt_haec_train/field_00016_r0400_c0400.npz,42,39,16,26,23,0.0328941345214843,haec
data/tiles/gt_haec_train/field_00017_r0400_c0000.npz,22,26,11,11,15,0.0190582275390625,haec
data/tiles/gt_haec_train/field_00018_r0000_c0688.npz,39,44,12,27,32,0.0396461486816406,haec
data/tiles/gt_haec_train/field_00019_r0000_c0400.npz,27,33,12,15,21,0.0233573913574218,haec
data/tiles/gt_haec_train/field_00020_r0000_c0000.npz,25,27,14,11,13,0.014984130859375,haec
data/tiles/gt_haec_train/field_00020_r0688_c0688.npz,8,8,1,7,7,0.0091819763183593,haec
data/tiles/gt_haec_train/field_00021_r0688_c0400.npz,29,33,14,15,19,0.022796630859375,haec
data/tiles/gt_haec_train/field_00022_r0688_c0000.npz,16,18,5,11,13,0.0161628723144531,haec
data/tiles/gt_haec_train/field_00023_r0400_c0688.npz,16,22,7,9,15,0.0151939392089843,haec
data/tiles/gt_haec_train/field_00024_r0400_c0400.npz,25,25,11,14,14,0.0183792114257812,haec
data/tiles/gt_haec_train/field_00025_r0400_c0000.npz,21,18,7,14,11,0.0176467895507812,haec
data/tiles/gt_haec_train/field_00026_r0000_c0688.npz,8,18,4,4,14,0.0122489929199218,haec
data/tiles/gt_haec_train/field_00027_r0000_c0400.npz,28,38,9,19,29,0.0308723449707031,haec
data/tiles/gt_haec_train/field_00028_r0000_c0000.npz,21,37,11,10,26,0.0248680114746093,haec
data/tiles/gt_haec_train/field_00028_r0688_c0688.npz,31,33,13,18,20,0.0235671997070312,haec
data/tiles/gt_haec_train/field_00029_r0688_c0400.npz,12,15,1,11,14,0.0151329040527343,haec
data/tiles/gt_haec_train/field_00030_r0688_c0000.npz,3,8,0,3,8,0.0069007873535156,haec
data/tiles/gt_haec_train/field_00031_r0400_c0688.npz,25,24,6,19,18,0.0230789184570312,haec
data/tiles/gt_haec_train/field_00032_r0400_c0400.npz,24,21,14,10,7,0.0115585327148437,haec
data/tiles/gt_haec_train/field_00033_r0400_c0000.npz,13,19,4,9,15,0.016265869140625,haec
data/tiles/gt_haec_train/field_00034_r0000_c0688.npz,23,27,11,12,16,0.0189857482910156,haec
data/tiles/gt_haec_train/field_00035_r0000_c0400.npz,28,30,13,15,17,0.022216796875,haec
data/tiles/gt_haec_train/field_00036_r0000_c0000.npz,15,12,4,11,8,0.0133857727050781,haec
data/tiles/gt_haec_train/field_00036_r0688_c0688.npz,16,23,3,13,20,0.022216796875,haec
data/tiles/gt_haec_train/field_00037_r0688_c0400.npz,14,16,5,9,11,0.0145301818847656,haec
data/tiles/gt_haec_train/field_00038_r0688_c0000.npz,22,18,9,13,9,0.0159797668457031,haec
data/tiles/gt_haec_train/field_00039_r0400_c0688.npz,20,33,11,9,22,0.021484375,haec
data/tiles/gt_haec_train/field_00040_r0400_c0400.npz,20,28,5,15,23,0.0238418579101562,haec
data/tiles/gt_haec_train/field_00041_r0400_c0000.npz,42,45,15,27,30,0.0374183654785156,haec
data/tiles/gt_haec_train/field_00042_r0000_c0688.npz,12,13,7,5,6,0.008087158203125,haec
data/tiles/gt_haec_train/field_00043_r0000_c0400.npz,5,6,0,5,6,0.0072288513183593,haec
data/tiles/gt_haec_train/field_00044_r0000_c0000.npz,24,28,9,15,19,0.0218009948730468,haec
data/tiles/gt_haec_train/field_00044_r0688_c0688.npz,16,17,3,13,14,0.0166473388671875,haec
data/tiles/gt_haec_train/field_00045_r0688_c0400.npz,18,26,10,8,16,0.0171928405761718,haec
data/tiles/gt_haec_train/field_00046_r0688_c0000.npz,13,21,7,6,14,0.0129013061523437,haec
data/tiles/gt_haec_train/field_00047_r0400_c0688.npz,21,27,11,10,16,0.0187492370605468,haec
data/tiles/gt_haec_train/field_00048_r0400_c0400.npz,45,46,23,22,23,0.0295524597167968,haec
data/tiles/gt_haec_train/field_00049_r0400_c0000.npz,2,7,1,1,6,0.0052566528320312,haec
data/tiles/gt_haec_train/field_00050_r0000_c0688.npz,7,5,0,7,5,0.0082130432128906,haec
data/tiles/gt_haec_train/field_00051_r0000_c0400.npz,9,10,5,4,5,0.005340576171875,haec
data/tiles/gt_haec_train/field_00052_r0000_c0000.npz,0,0,0,0,0,0.0,haec
data/tiles/gt_haec_train/field_00052_r0688_c0688.npz,2,5,0,2,5,0.0052604675292968,haec
data/tiles/gt_haec_train/field_00053_r0688_c0400.npz,2,4,1,1,3,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00054_r0688_c0000.npz,3,1,0,3,1,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00055_r0400_c0688.npz,8,10,3,5,7,0.0086021423339843,haec
data/tiles/gt_haec_train/field_00056_r0400_c0400.npz,13,10,3,10,7,0.0120353698730468,haec
data/tiles/gt_haec_train/field_00057_r0400_c0000.npz,7,9,3,4,6,0.0068435668945312,haec
data/tiles/gt_haec_train/field_00058_r0000_c0688.npz,0,0,0,0,0,0.0,haec
data/tiles/gt_haec_train/field_00059_r0000_c0400.npz,6,5,1,5,4,0.0061073303222656,haec
data/tiles/gt_haec_train/field_00060_r0000_c0000.npz,2,1,0,2,1,0.0021820068359375,haec
data/tiles/gt_haec_train/field_00060_r0688_c0688.npz,6,5,2,4,3,0.0045890808105468,haec
data/tiles/gt_haec_train/field_00061_r0688_c0400.npz,2,1,1,1,0,0.0007514953613281,haec
data/tiles/gt_haec_train/field_00062_r0688_c0000.npz,4,5,0,4,5,0.0064048767089843,haec
data/tiles/gt_haec_train/field_00063_r0400_c0688.npz,1,1,0,1,1,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00064_r0400_c0400.npz,0,1,0,0,1,0.0007514953613281,haec
data/tiles/gt_haec_train/field_00065_r0400_c0000.npz,8,2,1,7,1,0.0055389404296875,haec
data/tiles/gt_haec_train/field_00066_r0000_c0688.npz,7,7,1,6,6,0.0081710815429687,haec
data/tiles/gt_haec_train/field_00067_r0000_c0400.npz,6,3,1,5,2,0.0043754577636718,haec
data/tiles/gt_haec_train/field_00068_r0000_c0000.npz,5,7,0,5,7,0.0080795288085937,haec
data/tiles/gt_haec_train/field_00068_r0688_c0688.npz,8,7,2,6,5,0.0070457458496093,haec
data/tiles/gt_haec_train/field_00069_r0688_c0400.npz,6,2,1,5,1,0.0043601989746093,haec
data/tiles/gt_haec_train/field_00070_r0688_c0000.npz,5,7,1,4,6,0.0068855285644531,haec
data/tiles/gt_haec_train/field_00071_r0400_c0688.npz,6,6,3,3,3,0.0036659240722656,haec
data/tiles/gt_haec_train/field_00072_r0400_c0400.npz,6,4,1,5,3,0.0051040649414062,haec
data/tiles/gt_haec_train/field_00073_r0400_c0000.npz,6,1,0,6,1,0.0050315856933593,haec
data/tiles/gt_haec_train/field_00074_r0000_c0688.npz,3,2,1,2,1,0.0019683837890625,haec
data/tiles/gt_haec_train/field_00075_r0000_c0400.npz,6,3,2,4,1,0.00335693359375,haec
data/tiles/gt_haec_train/field_00076_r0000_c0000.npz,6,4,4,2,0,0.0014305114746093,haec
data/tiles/gt_haec_train/field_00076_r0688_c0688.npz,2,1,0,2,1,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00077_r0688_c0400.npz,6,3,2,4,1,0.0037574768066406,haec
data/tiles/gt_haec_train/field_00078_r0688_c0000.npz,4,9,2,2,7,0.006134033203125,haec
data/tiles/gt_haec_train/field_00079_r0400_c0688.npz,3,1,0,3,1,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00080_r0400_c0400.npz,42,42,17,25,25,0.0319480895996093,haec
data/tiles/gt_haec_train/field_00081_r0400_c0000.npz,20,25,8,12,17,0.0196495056152343,haec
data/tiles/gt_haec_train/field_00082_r0000_c0688.npz,19,17,8,11,9,0.0130386352539062,haec
data/tiles/gt_haec_train/field_00083_r0000_c0400.npz,18,17,8,10,9,0.0120048522949218,haec
data/tiles/gt_haec_train/field_00084_r0000_c0000.npz,18,19,4,14,15,0.0181465148925781,haec
data/tiles/gt_haec_train/field_00084_r0688_c0688.npz,14,14,4,10,10,0.0137100219726562,haec
data/tiles/gt_haec_train/field_00085_r0688_c0400.npz,12,12,3,9,9,0.0110244750976562,haec
data/tiles/gt_haec_train/field_00086_r0688_c0000.npz,6,13,4,2,9,0.0079345703125,haec
data/tiles/gt_haec_train/field_00087_r0400_c0688.npz,33,37,17,16,20,0.023529052734375,haec
data/tiles/gt_haec_train/field_00088_r0400_c0400.npz,34,49,20,14,29,0.0273475646972656,haec
data/tiles/gt_haec_train/field_00089_r0400_c0000.npz,36,35,12,24,23,0.0295372009277343,haec
data/tiles/gt_haec_train/field_00090_r0000_c0688.npz,36,41,13,23,28,0.0358619689941406,haec
data/tiles/gt_haec_train/field_00091_r0000_c0400.npz,26,42,7,19,35,0.0369758605957031,haec
data/tiles/gt_haec_train/field_00092_r0000_c0000.npz,34,36,16,18,20,0.0258560180664062,haec
data/tiles/gt_haec_train/field_00092_r0688_c0688.npz,23,24,8,15,16,0.0194511413574218,haec
data/tiles/gt_haec_train/field_00093_r0688_c0400.npz,21,22,4,17,18,0.0222053527832031,haec
data/tiles/gt_haec_train/field_00094_r0688_c0000.npz,21,31,9,12,22,0.0246849060058593,haec
data/tiles/gt_haec_train/field_00095_r0400_c0688.npz,20,25,14,6,11,0.0118942260742187,haec
data/tiles/gt_haec_train/field_00096_r0400_c0400.npz,17,12,8,9,4,0.0083045959472656,haec
data/tiles/gt_haec_train/field_00097_r0400_c0000.npz,18,14,4,14,10,0.0144195556640625,haec
data/tiles/gt_haec_train/field_00098_r0000_c0688.npz,13,11,2,11,9,0.0142898559570312,haec
data/tiles/gt_haec_train/field_00099_r0000_c0400.npz,33,37,14,19,23,0.0270271301269531,haec
data/tiles/gt_haec_train/field_00100_r0000_c0000.npz,20,20,4,16,16,0.0210800170898437,haec
data/tiles/gt_haec_train/field_00100_r0688_c0688.npz,19,20,8,11,12,0.0158767700195312,haec
data/tiles/gt_haec_train/field_00101_r0688_c0400.npz,38,30,17,21,13,0.0233039855957031,haec
data/tiles/gt_haec_train/field_00102_r0688_c0000.npz,23,25,6,17,19,0.0234298706054687,haec
data/tiles/gt_haec_train/field_00103_r0400_c0688.npz,36,32,10,26,22,0.0309562683105468,haec
data/tiles/gt_haec_train/field_00104_r0400_c0400.npz,16,20,6,10,14,0.0160942077636718,haec
data/tiles/gt_haec_train/field_00105_r0400_c0000.npz,14,9,4,10,5,0.0099296569824218,haec
data/tiles/gt_haec_train/field_00106_r0000_c0688.npz,17,13,7,10,6,0.0113296508789062,haec
data/tiles/gt_haec_train/field_00107_r0000_c0400.npz,13,14,4,9,10,0.0124015808105468,haec
data/tiles/gt_haec_train/field_00108_r0000_c0000.npz,13,21,7,6,14,0.0139656066894531,haec
data/tiles/gt_haec_train/field_00108_r0688_c0688.npz,18,23,11,7,12,0.0123367309570312,haec
data/tiles/gt_haec_train/field_00109_r0688_c0400.npz,17,28,4,13,24,0.0235786437988281,haec
data/tiles/gt_haec_train/field_00110_r0688_c0000.npz,19,20,5,14,15,0.0176200866699218,haec
data/tiles/gt_haec_train/field_00111_r0400_c0688.npz,25,34,13,12,21,0.0229148864746093,haec
data/tiles/gt_haec_train/field_00112_r0400_c0400.npz,35,43,14,21,29,0.0315666198730468,haec
data/tiles/gt_haec_train/field_00113_r0400_c0000.npz,35,41,18,17,23,0.0269088745117187,haec
data/tiles/gt_haec_train/field_00114_r0000_c0688.npz,26,28,14,12,14,0.0184059143066406,haec
data/tiles/gt_haec_train/field_00115_r0000_c0400.npz,37,42,11,26,31,0.0348663330078125,haec
data/tiles/gt_haec_train/field_00116_r0000_c0000.npz,18,23,3,15,20,0.0219879150390625,haec
data/tiles/gt_haec_train/field_00116_r0688_c0688.npz,25,23,8,17,15,0.0210990905761718,haec
data/tiles/gt_haec_train/field_00117_r0688_c0400.npz,37,51,19,18,32,0.0325698852539062,haec
data/tiles/gt_haec_train/field_00118_r0688_c0000.npz,18,18,6,12,12,0.0168991088867187,haec
data/tiles/gt_haec_train/field_00119_r0400_c0688.npz,29,30,10,19,20,0.0269584655761718,haec
data/tiles/gt_haec_train/field_00120_r0400_c0400.npz,26,29,10,16,19,0.0221939086914062,haec
data/tiles/gt_haec_train/field_00121_r0400_c0000.npz,20,16,4,16,12,0.0167465209960937,haec
data/tiles/gt_haec_train/field_00122_r0000_c0688.npz,51,57,22,29,35,0.0389785766601562,haec
data/tiles/gt_haec_train/field_00123_r0000_c0400.npz,17,20,7,10,13,0.0165748596191406,haec
data/tiles/gt_haec_train/field_00124_r0000_c0000.npz,14,11,2,12,9,0.0151252746582031,haec
data/tiles/gt_haec_train/field_00124_r0688_c0688.npz,4,32,1,3,31,0.0239715576171875,haec
data/tiles/gt_haec_train/field_00125_r0688_c0400.npz,14,16,4,10,12,0.0150985717773437,haec
data/tiles/gt_haec_train/field_00126_r0688_c0000.npz,2,3,0,2,3,0.0037574768066406,haec
data/tiles/gt_haec_train/field_00127_r0400_c0688.npz,12,16,6,6,10,0.0112533569335937,haec
data/tiles/gt_haec_train/field_00128_r0400_c0400.npz,3,1,0,3,1,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00129_r0400_c0000.npz,1,1,0,1,1,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00130_r0000_c0688.npz,2,4,0,2,4,0.0040054321289062,haec
data/tiles/gt_haec_train/field_00131_r0000_c0400.npz,3,3,1,2,2,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00132_r0000_c0000.npz,2,3,1,1,2,0.0019683837890625,haec
data/tiles/gt_haec_train/field_00132_r0688_c0688.npz,3,3,0,3,3,0.00341796875,haec
