tile,n_ref_vertices,n_pred_vertices,n_matched,n_missed,n_spurious,weighted_frac,set
data/tiles/gt_haec_train/field_00275_r0688_c0000.npz,34,47,10,24,37,0.0399436950683593,haec
data/tiles/gt_haec_train/field_00276_r0400_c0688.npz,39,45,10,29,35,0.0405426025390625,haec
data/tiles/gt_haec_train/field_00277_r0400_c0400.npz,17,17,5,12,12,0.0157279968261718,haec
data/tiles/gt_haec_train/field_00278_r0400_c0000.npz,21,29,10,11,19,0.019866943359375,haec
data/tiles/gt_haec_train/field_00279_r0000_c0688.npz,20,33,11,9,22,0.0211181640625,haec
data/tiles/gt_haec_train/field_00280_r0000_c0400.npz,28,28,11,17,17,0.0222358703613281,haec
data/tiles/gt_haec_train/field_00281_r0000_c0000.npz,8,17,0,8,17,0.0173683166503906,haec
data/tiles/gt_haec_train/field_00281_r0688_c0688.npz,30,33,7,23,26,0.0309906005859375,haec
data/tiles/gt_haec_train/field_00282_r0688_c0400.npz,26,22,8,18,14,0.0210113525390625,haec
data/tiles/gt_haec_train/field_00283_r0688_c0000.npz,21,23,6,15,17,0.022308349609375,haec
data/tiles/gt_haec_train/field_00284_r0400_c0688.npz,22,20,12,10,8,0.0125236511230468,haec
data/tiles/gt_haec_train/field_00285_r0400_c0400.npz,47,43,19,28,24,0.0338630676269531,haec
data/tiles/gt_haec_train/field_00286_r0400_c0000.npz,26,22,11,15,11,0.0189895629882812,haec
data/tiles/gt_haec_train/field_00287_r0000_c0688.npz,4,3,2,2,1,0.0018768310546875,haec
data/tiles/gt_haec_train/field_00288_r0000_c0400.npz,4,5,1,3,4,0.0041694641113281,haec
data/tiles/gt_haec_train/field_00289_r0000_c0000.npz,4,5,1,3,4,0.0052604675292968,haec
data/tiles/gt_haec_train/field_00289_r0688_c0688.npz,5,8,1,4,7,0.00775146484375,haec
data/tiles/gt_haec_train/field_00290_r0688_c0400.npz,3,2,1,2,1,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00291_r0688_c0000.npz,5,5,1,4,4,0.0051040649414062,haec
data/tiles/gt_haec_train/field_00292_r0400_c0688.npz,8,5,1,7,4,0.0070075988769531,haec
data/tiles/gt_haec_train/field_00293_r0400_c0400.npz,8,9,5,3,4,0.0046806335449218,haec
data/tiles/gt_haec_train/field_00294_r0400_c0000.npz,6,5,2,4,3,0.0050201416015625,haec
data/tiles/gt_haec_train/field_00295_r0000_c0688.npz,0,8,0,0,8,0.006011962890625,haec
data/tiles/gt_haec_train/field_00296_r0000_c0400.npz,4,4,0,4,4,0.005126953125,haec
data/tiles/gt_haec_train/field_00297_r0000_c0000.npz,4,5,1,3,4,0.0046577453613281,haec
data/tiles/gt_haec_train/field_00297_r0688_c0688.npz,8,2,1,7,1,0.006011962890625,haec
data/tiles/gt_haec_train/field_00298_r0688_c0400.npz,8,3,2,6,1,0.0051116943359375,haec
data/tiles/gt_haec_train/field_00299_r0688_c0000.npz,8,6,2,6,4,0.0070343017578125,haec
data/tiles/gt_haec_train/field_00300_r0400_c0688.npz,1,1,0,1,1,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00301_r0400_c0400.npz,4,1,0,4,1,0.0037574768066406,haec
data/tiles/gt_haec_train/field_00302_r0400_c0000.npz,2,2,0,2,2,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00303_r0000_c0688.npz,4,2,1,3,1,0.0029792785644531,haec
data/tiles/gt_haec_train/field_00304_r0000_c0400.npz,6,4,1,5,3,0.0059928894042968,haec
data/tiles/gt_haec_train/field_00305_r0000_c0000.npz,4,2,1,3,1,0.0026054382324218,haec
data/tiles/gt_haec_train/field_00305_r0688_c0688.npz,4,1,0,4,1,0.0037574768066406,haec
data/tiles/gt_haec_train/field_00306_r0688_c0400.npz,6,1,0,6,1,0.0049591064453125,haec
data/tiles/gt_haec_train/field_00307_r0688_c0000.npz,4,2,0,4,2,0.0045089721679687,haec
data/tiles/gt_haec_train/field_00308_r0400_c0688.npz,14,6,0,14,6,0.0131340026855468,haec
data/tiles/gt_haec_train/field_00309_r0400_c0400.npz,12,9,0,12,9,0.0138664245605468,haec
data/tiles/gt_haec_train/field_00310_r0400_c0000.npz,3,2,0,3,2,0.0036773681640625,haec
data/tiles/gt_haec_train/field_00311_r0000_c0688.npz,3,4,0,3,4,0.0049972534179687,haec
data/tiles/gt_haec_train/field_00312_r0000_c0400.npz,4,3,1,3,2,0.0030784606933593,haec
data/tiles/gt_haec_train/field_00313_r0000_c0000.npz,4,4,1,3,3,0.0042839050292968,haec
data/tiles/gt_haec_train/field_00313_r0688_c0688.npz,5,4,3,2,1,0.0018768310546875,haec
data/tiles/gt_haec_train/field_00314_r0688_c0400.npz,3,3,1,2,2,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00315_r0688_c0000.npz,6,2,1,5,1,0.00323486328125,haec
data/tiles/gt_haec_train/field_00316_r0400_c0688.npz,8,6,3,5,3,0.0049667358398437,haec
data/tiles/gt_haec_train/field_00317_r0400_c0400.npz,41,56,19,22,37,0.0397453308105468,haec
data/tiles/gt_haec_train/field_00318_r0400_c0000.npz,30,43,13,17,30,0.0300369262695312,haec
data/tiles/gt_haec_train/field_00319_r0000_c0688.npz,8,17,2,6,15,0.015777587890625,haec
data/tiles/gt_haec_train/field_00320_r0000_c0400.npz,34,42,15,19,27,0.0296096801757812,haec
data/tiles/gt_haec_train/field_00321_r0000_c0000.npz,17,30,11,6,19,0.0175971984863281,haec
data/tiles/gt_haec_train/field_00321_r0688_c0688.npz,26,32,13,13,19,0.02056884765625,haec
data/tiles/gt_haec_train/field_00322_r0688_c0400.npz,21,44,6,15,38,0.0335578918457031,haec
data/tiles/gt_haec_train/field_00323_r0688_c0000.npz,31,48,10,21,38,0.0406684875488281,haec
data/tiles/gt_haec_train/field_00324_r0400_c0688.npz,62,60,29,33,31,0.0420722961425781,haec
data/tiles/gt_haec_train/field_00325_r0400_c0400.npz,39,52,22,17,30,0.0302658081054687,haec
data/tiles/gt_haec_train/field_00326_r0400_c0000.npz,22,28,12,10,16,0.0173912048339843,haec
data/tiles/gt_haec_train/field_00327_r0000_c0688.npz,16,11,4,12,7,0.0125808715820312,haec
data/tiles/gt_haec_train/field_00328_r0000_c0400.npz,17,16,4,13,12,0.0179519653320312,haec
data/tiles/gt_haec_train/field_00329_r0000_c0000.npz,10,19,3,7,16,0.01593017578125,haec
data/tiles/gt_haec_train/field_00329_r0688_c0688.npz,27,33,7,20,26,0.029937744140625,haec
data/tiles/gt_haec_train/field_00330_r0688_c0400.npz,17,19,8,9,11,0.0118904113769531,haec
data/tiles/gt_haec_train/field_00331_r0688_c0000.npz,20,28,9,11,19,0.0187339782714843,haec
data/tiles/gt_haec_train/field_00332_r0400_c0688.npz,32,41,16,16,25,0.0266532897949218,haec
data/tiles/gt_haec_train/field_00333_r0400_c0400.npz,36,37,15,21,22,0.0269355773925781,haec
data/tiles/gt_haec_train/field_00334_r0400_c0000.npz,33,35,11,22,24,0.0285873413085937,haec
data/tiles/gt_haec_train/field_00335_r0000_c0688.npz,39,29,14,25,15,0.0264244079589843,haec
data/tiles/gt_haec_train/field_00336_r0000_c0400.npz,31,37,14,17,23,0.0261955261230468,haec
data/tiles/gt_haec_train/field_00337_r0000_c0000.npz,22,32,8,14,24,0.0249404907226562,haec
data/tiles/gt_haec_train/field_00337_r0688_c0688.npz,50,49,20,30,29,0.0390548706054687,haec
data/tiles/gt_haec_train/field_00338_r0688_c0400.npz,6,6,1,5,5,0.006591796875,haec
data/tiles/gt_haec_train/field_00339_r0688_c0000.npz,7,4,2,5,2,0.0047721862792968,haec
data/tiles/gt_haec_train/field_00340_r0400_c0688.npz,4,9,2,2,7,0.0062789916992187,haec
data/tiles/gt_haec_train/field_00341_r0400_c0400.npz,6,5,0,6,5,0.0081100463867187,haec
data/tiles/gt_haec_train/field_00342_r0400_c0000.npz,17,16,6,11,10,0.0139579772949218,haec
data/tiles/gt_haec_train/field_00343_r0000_c0688.npz,4,5,1,3,4,0.0052604675292968,haec
data/tiles/gt_haec_train/field_00344_r0000_c0400.npz,2,5,1,1,4,0.0033073425292968,haec
data/tiles/gt_haec_train/field_00345_r0000_c0000.npz,6,6,1,5,5,0.0069999694824218,haec
data/tiles/gt_haec_train/field_00345_r0688_c0688.npz,6,2,1,5,1,0.0037460327148437,haec
data/tiles/gt_haec_train/field_00346_r0688_c0400.npz,7,7,0,7,7,0.0098609924316406,haec
data/tiles/gt_haec_train/field_00347_r0688_c0000.npz,6,4,1,5,3,0.0055961608886718,haec
data/tiles/gt_hcec_train/field_00000_r0000_c0768.npz,233,268,166,67,102,0.09613037109375,hcec
data/tiles/gt_hcec_train/field_00000_r0768_c0000.npz,175,280,127,48,153,0.1230354309082031,hcec
data/tiles/gt_hcec_train/field_00000_r1152_c1152.npz,286,303,181,105,122,0.123748779296875,hcec
data/tiles/gt_hcec_train/field_00001_r0000_c0384.npz,334,350,303,31,47,0.0438117980957031,hcec
data/tiles/gt_hcec_train/field_00001_r0384_c1536.npz,118,163,37,81,126,0.1163558959960937,hcec
data/tiles/gt_hcec_train/field_00001_r1152_c0768.npz,230,250,175,55,75,0.072052001953125,hcec
data/tiles/gt_hcec_train/field_00002_r0000_c0000.npz,75,154,34,41,120,0.1002349853515625,hcec
data/tiles/gt_hcec_train/field_00002_r0384_c1152.npz,127,162,60,67,102,0.0994148254394531,hcec
data/tiles/gt_hcec_train/field_00002_r1152_c0384.npz,153,198,47,106,151,0.1438827514648437,hcec
data/tiles/gt_hcec_train/field_00002_r1536_c1536.npz,210,220,100,110,120,0.1219863891601562,hcec
data/tiles/gt_hcec_train/field_00003_r0384_c0768.npz,311,311,280,31,31,0.0328903198242187,hcec
data/tiles/gt_hcec_train/field_00003_r1152_c0000.npz,307,331,238,69,93,0.0909957885742187,hcec
data/tiles/gt_hcec_train/field_00003_r1536_c1152.npz,290,293,243,47,50,0.0513153076171875,hcec
data/tiles/gt_hcec_train/field_00004_r0384_c0384.npz,225,242,134,91,108,0.1138076782226562,hcec
data/tiles/gt_hcec_train/field_00004_r0768_c1536.npz,203,209,118,85,91,0.095794677734375,hcec
data/tiles/gt_hcec_train/field_00004_r1536_c0768.npz,195,217,118,77,99,0.1000137329101562,hcec
data/tiles/gt_hcec_train/field_00005_r0384_c0000.npz,191,213,104,87,109,0.1081390380859375,hcec
data/tiles/gt_hcec_train/field_00005_r0768_c1152.npz,180,215,81,99,134,0.1363182067871093,hcec
data/tiles/gt_hcec_train/field_00005_r1536_c0384.npz,183,227,111,72,116,0.1067581176757812,hcec
data/tiles/gt_hcec_train/field_00006_r0000_c1536.npz,200,210,153,47,57,0.0578994750976562,hcec
data/tiles/gt_hcec_train/field_00006_r0768_c0768.npz,150,180,112,38,68,0.0608329772949218,hcec
data/tiles/gt_hcec_train/field_00006_r1536_c0000.npz,203,219,148,55,71,0.070159912109375,hcec
data/tiles/gt_hcec_train/field_00007_r0000_c1152.npz,151,163,135,16,28,0.0264739990234375,hcec
data/tiles/gt_hcec_train/field_00007_r0768_c0384.npz,155,167,126,29,41,0.0376739501953125,hcec
data/tiles/gt_hcec_train/field_00007_r1152_c1536.npz,146,155,126,20,29,0.0270576477050781,hcec
data/tiles/gt_hcec_train/field_00008_r0000_c0768.npz,181,230,114,67,116,0.1079025268554687,hcec
data/tiles/gt_hcec_train/field_00008_r0768_c0000.npz,200,234,123,77,111,0.1107368469238281,hcec
data/tiles/gt_hcec_train/field_00008_r1152_c1152.npz,175,200,108,67,92,0.0889129638671875,hcec
data/tiles/gt_hcec_train/field_00009_r0000_c0384.npz,161,211,62,99,149,0.1455039978027343,hcec
data/tiles/gt_hcec_train/field_00009_r0384_c1536.npz,128,191,44,84,147,0.1388587951660156,hcec
data/tiles/gt_hcec_train/field_00009_r1152_c0768.npz,151,205,75,76,130,0.1181144714355468,hcec
data/tiles/gt_alizarine_train/field_00000_r0064_c0000.npz,357,1419,347,10,1072,0.5892333984375,alizarine
data/tiles/gt_alizarine_train/field_00002_r0064_c0000.npz,437,1291,430,7,861,0.4962387084960937,alizarine
data/tiles/gt_alizarine_train/field_00004_r0064_c0000.npz,436,1309,422,14,887,0.5052680969238281,alizarine
data/tiles/gt_alizarine_train/field_00006_r0064_c0000.npz,620,1261,616,4,645,0.371826171875,alizarine
data/tiles/gt_alizarine_train/field_00008_r0064_c0000.npz,418,1303,409,9,894,0.51708984375,alizarine
data/tiles/gt_alizarine_train/field_00010_r0064_c0000.npz,640,1159,615,25,544,0.3203582763671875,alizarine
data/tiles/gt_alizarine_train/field_00012_r0064_c0000.npz,483,1308,472,11,836,0.4757156372070312,alizarine
data/tiles/gt_alizarine_train/field_00014_r0064_c0000.npz,457,1361,451,6,910,0.5002288818359375,alizarine
data/tiles/gt_alizarine_train/field_00016_r0064_c0000.npz,465,1460,447,18,1013,0.5592689514160156,alizarine
data/tiles/gt_alizarine_train/field_00018_r0064_c0000.npz,633,1331,620,13,711,0.4103622436523437,alizarine
data/tiles/gt_flywing_train/field_00002_r0000_c0000.npz,1390,1418,1220,170,198,0.1970329284667968,flywing
data/tiles/gt_flywing_train/field_00010_r0000_c0000.npz,1351,1383,1163,188,220,0.2171554565429687,flywing
data/tiles/gt_flywing_train/field_00018_r0000_c0000.npz,1331,1315,1085,246,230,0.2457160949707031,flywing
data/tiles/gt_flywing_train/field_00026_r0000_c0000.npz,1389,1353,1130,259,223,0.2481613159179687,flywing
data/tiles/gt_haec_train/field_00000_r0000_c0688.npz,8,10,3,5,7,0.0080680847167968,haec
data/tiles/gt_haec_train/field_00001_r0000_c0400.npz,24,22,4,20,18,0.0233383178710937,haec
data/tiles/gt_haec_train/field_00002_r0000_c0000.npz,14,14,3,11,11,0.0147819519042968,haec
data/tiles/gt_haec_train/field_00002_r0688_c0688.npz,18,13,5,13,8,0.0149459838867187,haec
data/tiles/gt_haec_train/field_00003_r0688_c0400.npz,51,54,19,32,35,0.042694091796875,haec
data/tiles/gt_haec_train/field_00004_r0688_c0000.npz,15,23,7,8,16,0.0165519714355468,haec
data/tiles/gt_haec_train/field_00005_r0400_c0688.npz,20,30,5,15,25,0.0236473083496093,haec
data/tiles/gt_haec_train/field_00006_r0400_c0400.npz,9,9,1,8,8,0.0113258361816406,haec
data/tiles/gt_haec_train/field_00007_r0400_c0000.npz,20,6,2,18,4,0.0154037475585937,haec
data/tiles/gt_haec_train/field_00008_r0000_c0688.npz,8,12,2,6,10,0.0118789672851562,haec
data/tiles/gt_haec_train/field_00009_r0000_c0400.npz,17,11,4,13,7,0.0137710571289062,haec
data/tiles/gt_haec_train/field_00010_r0000_c0000.npz,10,8,3,7,5,0.0088272094726562,haec
data/tiles/gt_haec_train/field_00010_r0688_c0688.npz,2,3,0,2,3,0.00335693359375,haec
data/tiles/gt_haec_train/field_00011_r0688_c0400.npz,4,5,0,4,5,0.0060272216796875,haec
data/tiles/gt_haec_train/field_00012_r0688_c0000.npz,2,1,0,2,1,0.0021820068359375,haec
data/tiles/gt_haec_train/field_00013_r0400_c0688.npz,4,3,0,4,3,0.0052604675292968,haec
data/tiles/gt_haec_train/field_00014_r0400_c0400.npz,5,4,0,5,4,0.00634765625,haec
data/tiles/gt_haec_train/field_00015_r0400_c0000.npz,5,5,1,4,4,0.0050430297851562,haec
data/tiles/gt_haec_train/field_00016_r0000_c0688.npz,38,43,17,21,26,0.0315475463867187,haec
data/tiles/gt_haec_train/field_00017_r0000_c0400.npz,24,23,11,13,12,0.0174293518066406,haec
data/tiles/gt_haec_train/field_00018_r0000_c0000.npz,15,23,7,8,16,0.0171279907226562,haec
data/tiles/gt_haec_train/field_00018_r0688_c0688.npz,27,25,12,15,13,0.0168190002441406,haec
data/tiles/gt_haec_train/field_00019_r0688_c0400.npz,19,22,6,13,16,0.0197830200195312,haec
data/tiles/gt_haec_train/field_00020_r0688_c0000.npz,18,27,9,9,18,0.0182456970214843,haec
data/tiles/gt_haec_train/field_00021_r0400_c0688.npz,17,24,6,11,18,0.0190887451171875,haec
data/tiles/gt_haec_train/field_00022_r0400_c0400.npz,45,49,15,30,34,0.0395622253417968,haec
data/tiles/gt_haec_train/field_00023_r0400_c0000.npz,8,8,0,8,8,0.0111846923828125,haec
data/tiles/gt_haec_train/field_00024_r0000_c0688.npz,16,18,6,10,12,0.0152587890625,haec
data/tiles/gt_haec_train/field_00025_r0000_c0400.npz,30,33,11,19,22,0.0271644592285156,haec
data/tiles/gt_haec_train/field_00026_r0000_c0000.npz,7,12,2,5,10,0.0105247497558593,haec
data/tiles/gt_haec_train/field_00026_r0688_c0688.npz,11,18,4,7,14,0.0137710571289062,haec
data/tiles/gt_haec_train/field_00027_r0688_c0400.npz,12,14,2,10,12,0.0145950317382812,haec
data/tiles/gt_haec_train/field_00028_r0688_c0000.npz,19,17,5,14,12,0.0158500671386718,haec
data/tiles/gt_haec_train/field_00029_r0400_c0688.npz,33,27,11,22,16,0.0235404968261718,haec
data/tiles/gt_haec_train/field_00030_r0400_c0400.npz,18,11,7,11,4,0.0101318359375,haec
data/tiles/gt_haec_train/field_00031_r0400_c0000.npz,20,18,9,11,9,0.0126533508300781,haec
data/tiles/gt_haec_train/field_00032_r0000_c0688.npz,23,15,8,15,7,0.0162544250488281,haec
data/tiles/gt_haec_train/field_00033_r0000_c0400.npz,16,13,6,10,7,0.0112953186035156,haec
data/tiles/gt_haec_train/field_00034_r0000_c0000.npz,12,18,4,8,14,0.01446533203125,haec
data/tiles/gt_haec_train/field_00034_r0688_c0688.npz,13,10,5,8,5,0.0087394714355468,haec
data/tiles/gt_haec_train/field_00035_r0688_c0400.npz,15,23,6,9,17,0.0181884765625,haec
data/tiles/gt_haec_train/field_00036_r0688_c0000.npz,11,15,5,6,10,0.0110588073730468,haec
data/tiles/gt_haec_train/field_00037_r0400_c0688.npz,30,28,15,15,13,0.0189361572265625,haec
data/tiles/gt_haec_train/field_00038_r0400_c0400.npz,46,31,16,30,15,0.0273399353027343,haec
data/tiles/gt_haec_train/field_00039_r0400_c0000.npz,21,31,8,13,23,0.0242958068847656,haec
data/tiles/gt_haec_train/field_00040_r0000_c0688.npz,22,33,8,14,25,0.0257911682128906,haec
data/tiles/gt_haec_train/field_00041_r0000_c0400.npz,32,38,14,18,24,0.0279541015625,haec
data/tiles/gt_haec_train/field_00042_r0000_c0000.npz,22,22,5,17,17,0.0234527587890625,haec
data/tiles/gt_haec_train/field_00042_r0688_c0688.npz,27,28,8,19,20,0.0248336791992187,haec
data/tiles/gt_haec_train/field_00043_r0688_c0400.npz,25,21,5,20,16,0.0228805541992187,haec
data/tiles/gt_haec_train/field_00044_r0688_c0000.npz,11,9,1,10,8,0.01190185546875,haec
data/tiles/gt_haec_train/field_00045_r0400_c0688.npz,28,39,20,8,19,0.019317626953125,haec
data/tiles/gt_haec_train/field_00046_r0400_c0400.npz,13,19,5,8,14,0.0148887634277343,haec
data/tiles/gt_haec_train/field_00047_r0400_c0000.npz,16,17,5,11,12,0.0159339904785156,haec
data/tiles/gt_haec_train/field_00048_r0000_c0688.npz,31,39,15,16,24,0.02642822265625,haec
data/tiles/gt_haec_train/field_00049_r0000_c0400.npz,8,8,1,7,7,0.01007080078125,haec
data/tiles/gt_haec_train/field_00050_r0000_c0000.npz,5,6,1,4,5,0.0062446594238281,haec
data/tiles/gt_haec_train/field_00050_r0688_c0688.npz,10,6,2,8,4,0.0082664489746093,haec
data/tiles/gt_haec_train/field_00051_r0688_c0400.npz,8,6,2,6,4,0.0069580078125,haec
data/tiles/gt_haec_train/field_00052_r0688_c0000.npz,4,3,0,4,3,0.0050430297851562,haec
data/tiles/gt_haec_train/field_00053_r0400_c0688.npz,4,3,1,3,2,0.0037574768066406,haec
data/tiles/gt_haec_train/field_00054_r0400_c0400.npz,1,1,0,1,1,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00055_r0400_c0000.npz,3,5,1,2,4,0.0042648315429687,haec
data/tiles/gt_haec_train/field_00056_r0000_c0688.npz,21,26,7,14,19,0.0198898315429687,haec
data/tiles/gt_haec_train/field_00057_r0000_c0400.npz,13,8,2,11,6,0.0105514526367187,haec
data/tiles/gt_haec_train/field_00058_r0000_c0000.npz,0,4,0,0,4,0.0029335021972656,haec
data/tiles/gt_haec_train/field_00058_r0688_c0688.npz,6,1,1,5,0,0.0037574768066406,haec
data/tiles/gt_haec_train/field_00059_r0688_c0400.npz,8,4,2,6,2,0.0050926208496093,haec
data/tiles/gt_haec_train/field_00060_r0688_c0000.npz,5,3,0,5,3,0.0048789978027343,haec
data/tiles/gt_haec_train/field_00061_r0400_c0688.npz,9,2,1,8,1,0.0062484741210937,haec
data/tiles/gt_haec_train/field_00062_r0400_c0400.npz,2,0,0,2,0,0.0011711120605468,haec
data/tiles/gt_haec_train/field_00063_r0400_c0000.npz,2,1,0,2,1,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00064_r0000_c0688.npz,4,0,0,4,0,0.0029830932617187,haec
data/tiles/gt_haec_train/field_00065_r0000_c0400.npz,4,4,0,4,4,0.005645751953125,haec
data/tiles/gt_haec_train/field_00066_r0000_c0000.npz,2,1,0,2,1,0.0022544860839843,haec
data/tiles/gt_haec_train/field_00066_r0688_c0688.npz,6,4,0,6,4,0.0072364807128906,haec
data/tiles/gt_haec_train/field_00067_r0688_c0400.npz,9,10,3,6,7,0.0087699890136718,haec
data/tiles/gt_haec_train/field_00068_r0688_c0000.npz,11,4,1,10,3,0.009613037109375,haec
data/tiles/gt_haec_train/field_00069_r0400_c0688.npz,8,9,2,6,7,0.0087509155273437,haec
data/tiles/gt_haec_train/field_00070_r0400_c0400.npz,6,7,1,5,6,0.0076332092285156,haec
data/tiles/gt_haec_train/field_00071_r0400_c0000.npz,4,3,1,3,2,0.0037574768066406,haec
data/tiles/gt_haec_train/field_00072_r0000_c0688.npz,8,5,2,6,3,0.0055961608886718,haec
data/tiles/gt_haec_train/field_00073_r0000_c0400.npz,2,0,0,2,0,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00074_r0000_c0000.npz,3,3,1,2,2,0.0030059814453125,haec
data/tiles/gt_haec_train/field_00074_r0688_c0688.npz,0,2,0,0,2,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00075_r0688_c0400.npz,3,2,2,1,0,0.0006294250488281,haec
data/tiles/gt_haec_train/field_00076_r0688_c0000.npz,9,5,2,7,3,0.0074844360351562,haec
data/tiles/gt_haec_train/field_00077_r0400_c0688.npz,2,0,0,2,0,0.0015029907226562,haec
data/tiles/gt_haec_train/field_00078_r0400_c0400.npz,7,3,1,6,2,0.006011962890625,haec
data/tiles/gt_haec_train/field_00079_r0400_c0000.npz,0,8,0,0,8,0.0055274963378906,haec
data/tiles/gt_haec_train/field_00080_r0000_c0688.npz,39,42,20,19,22,0.0275459289550781,haec
data/tiles/gt_haec_train/field_00081_r0000_c0400.npz,17,35,5,12,30,0.0274162292480468,haec
data/tiles/gt_haec_train/field_00082_r0000_c0000.npz,18,15,5,13,10,0.016571044921875,haec
data/tiles/gt_haec_train/field_00082_r0688_c0688.npz,22,24,7,15,17,0.0207710266113281,haec
data/tiles/gt_haec_train/field_00083_r0688_c0400.npz,38,50,13,25,37,0.0395011901855468,haec
data/tiles/gt_haec_train/field_00084_r0688_c0000.npz,29,28,13,16,15,0.021026611328125,haec
data/tiles/gt_haec_train/field_00085_r0400_c0688.npz,13,11,3,10,8,0.0121040344238281,haec
data/tiles/gt_haec_train/field_00086_r0400_c0400.npz,20,22,3,17,19,0.0236663818359375,haec
data/tiles/gt_haec_train/field_00087_r0400_c0000.npz,20,29,9,11,20,0.020599365234375,haec
data/tiles/gt_haec_train/field_00088_r0000_c0688.npz,19,22,5,14,17,0.0192680358886718,haec
data/tiles/gt_haec_train/field_00089_r0000_c0400.npz,42,44,17,25,27,0.0323448181152343,haec
data/tiles/gt_haec_train/field_00090_r0000_c0000.npz,30,35,10,20,25,0.0308494567871093,haec
data/tiles/gt_haec_train/field_00090_r0688_c0688.npz,31,35,9,22,26,0.030975341796875,haec
data/tiles/gt_haec_train/field_00091_r0688_c0400.npz,50,56,21,29,35,0.0413436889648437,haec
data/tiles/gt_haec_train/field_00092_r0688_c0000.npz,23,31,8,15,23,0.02569580078125,haec
data/tiles/gt_haec_train/field_00093_r0400_c0688.npz,29,45,14,15,31,0.0299949645996093,haec
data/tiles/gt_haec_train/field_00094_r0400_c0400.npz,19,29,10,9,19,0.0176544189453125,haec
data/tiles/gt_haec_train/field_00095_r0400_c0000.npz,7,8,1,6,7,0.0079421997070312,haec
data/tiles/gt_haec_train/field_00096_r0000_c0688.npz,20,21,9,11,12,0.0134429931640625,haec
data/tiles/gt_haec_train/field_00097_r0000_c0400.npz,35,42,12,23,30,0.0334701538085937,haec
data/tiles/gt_haec_train/field_00098_r0000_c0000.npz,29,28,14,15,14,0.0196685791015625,haec
data/tiles/gt_haec_train/field_00098_r0688_c0688.npz,25,28,12,13,16,0.0200920104980468,haec
data/tiles/gt_haec_train/field_00099_r0688_c0400.npz,29,38,11,18,27,0.0293350219726562,haec
data/tiles/gt_haec_train/field_00100_r0688_c0000.npz,18,26,8,10,18,0.0198211669921875,haec
data/tiles/gt_haec_train/field_00101_r0400_c0688.npz,35,43,12,23,31,0.0323829650878906,haec
data/tiles/gt_haec_train/field_00102_r0400_c0400.npz,25,15,3,22,12,0.0220527648925781,haec
data/tiles/gt_haec_train/field_00103_r0400_c0000.npz,39,34,18,21,16,0.0242271423339843,haec
data/tiles/gt_haec_train/field_00104_r0000_c0688.npz,12,9,2,10,7,0.0106925964355468,haec
data/tiles/gt_haec_train/field_00105_r0000_c0400.npz,10,7,0,10,7,0.0117225646972656,haec
data/tiles/gt_haec_train/field_00106_r0000_c0000.npz,17,19,4,13,15,0.01727294921875,haec
data/tiles/gt_haec_train/field_00106_r0688_c0688.npz,20,19,9,11,10,0.0141983032226562,haec
data/tiles/gt_haec_train/field_00107_r0688_c0400.npz,15,16,7,8,9,0.0103874206542968,haec
data/tiles/gt_haec_train/field_00108_r0688_c0000.npz,15,17,4,11,13,0.016845703125,haec
data/tiles/gt_haec_train/field_00109_r0400_c0688.npz,20,33,10,10,23,0.0220680236816406,haec
data/tiles/gt_haec_train/field_00110_r0400_c0400.npz,20,31,9,11,22,0.0218582153320312,haec
data/tiles/gt_haec_train/field_00111_r0400_c0000.npz,16,25,7,9,18,0.0183143615722656,haec
data/tiles/gt_haec_train/field_00112_r0000_c0688.npz,55,55,18,37,37,0.0470352172851562,haec
data/tiles/gt_haec_train/field_00113_r0000_c0400.npz,36,39,14,22,25,0.0300865173339843,haec
data/tiles/gt_haec_train/field_00114_r0000_c0000.npz,40,64,19,21,45,0.04302978515625,haec
data/tiles/gt_haec_train/field_00114_r0688_c0688.npz,31,40,10,21,30,0.0330619812011718,haec
data/tiles/gt_haec_train/field_00115_r0688_c0400.npz,23,31,6,17,25,0.0267829895019531,haec
data/tiles/gt_haec_train/field_00116_r0688_c0000.npz,19,23,5,14,18,0.01971435546875,haec
data/tiles/gt_haec_train/field_00117_r0400_c0688.npz,21,35,12,9,23,0.0222740173339843,haec
data/tiles/gt_haec_train/field_00118_r0400_c0400.npz,37,41,11,26,30,0.0351295471191406,haec
data/tiles/gt_haec_train/field_00119_r0400_c0000.npz,23,28,10,13,18,0.0196075439453125,haec
data/tiles/gt_haec_train/field_00120_r0000_c0688.npz,22,23,5,17,18,0.0218162536621093,haec
data/tiles/gt_haec_train/field_00121_r0000_c0400.npz,19,21,7,12,14,0.0148963928222656,haec
data/tiles/gt_haec_train/field_00122_r0000_c0000.npz,30,36,11,19,25,0.0304946899414062,haec
data/tiles/gt_haec_train/field_00122_r0688_c0688.npz,24,35,11,13,24,0.0228271484375,haec
