n_pred_cells,n_ref_cells,n_matched_cells,n_splits,n_merges,adjacency_pair_f1,adjacency_pair_precision,adjacency_pair_recall,adjacency_component_f1,n_pred_pairs,n_ref_pairs,n_pred_vertices,n_ref_vertices,vertex_f1,vertex_precision,vertex_recall,vertex_incident_set_accuracy,pq,ap50,boundary_f1,variant,image_id,dataset,n_vertex_merges,decode_s,proposal_s
606,534,431,74,37,0.5335342878673699,0.4896265560165975,0.5860927152317881,0.37699680511182104,723,604,151,93,0.31967213114754095,0.2582781456953642,0.41935483870967744,0.6153846153846154,0.5869330581024971,0.607898448519041,0.8568769540207215,base,0001,haec,0,1.8809325695037842,5.30167293548584
606,534,429,75,36,0.531039640987285,0.4843110504774898,0.5877483443708609,0.3814955640050697,733,604,164,93,0.3346303501945525,0.2621951219512195,0.46236559139784944,0.6046511627906976,0.5860652957808858,0.6033755274261603,0.8571420791591724,vw0.6,0001,haec,0,1.4631390571594238,5.30167293548584
606,534,430,76,36,0.5290611028315946,0.481029810298103,0.5877483443708609,0.3762626262626263,738,604,167,93,0.3384615384615384,0.2634730538922156,0.4731182795698925,0.5909090909090909,0.5868177015806105,0.6056338028169014,0.8573553375030603,smooth1_vw0.6,0001,haec,0,1.4944031238555908,5.30167293548584
596,534,432,72,35,0.5396341463414634,0.5,0.5860927152317881,0.38064516129032255,708,604,146,93,0.3263598326359833,0.2671232876712329,0.41935483870967744,0.6153846153846154,0.5933747394521298,0.6189111747851003,0.8575784752916628,nucmerge,0001,haec,0,1.888869285583496,5.30167293548584
599,534,431,73,37,0.5345482156416097,0.49368863955119213,0.5827814569536424,0.37813504823151123,713,604,148,93,0.3236514522821577,0.2635135135135135,0.41935483870967744,0.6153846153846154,0.5901177108898604,0.613960113960114,0.8569701251603266,nucmerge_a0.6,0001,haec,0,1.7168562412261963,5.30167293548584
596,534,430,73,32,0.5316265060240964,0.48756906077348067,0.5844370860927153,0.3770700636942675,724,604,163,93,0.34374999999999994,0.26993865030674846,0.4731182795698925,0.5909090909090909,0.5923622775733852,0.6142857142857143,0.8580174669832792,nucmerge_smooth1_vw0.6,0001,haec,0,1.7295312881469727,5.30167293548584
510,445,346,67,29,0.5062836624775583,0.47315436241610737,0.5444015444015444,0.34789515488482925,596,518,128,96,0.2767857142857143,0.2421875,0.3229166666666667,0.6451612903225806,0.568030265310253,0.5681444991789819,0.8362462190776015,base,0002,haec,0,1.3108222484588623,4.85383415222168
510,445,342,66,28,0.4916003536693192,0.4535073409461664,0.5366795366795367,0.34796238244514105,613,518,143,96,0.26778242677824265,0.22377622377622378,0.3333333333333333,0.6875,0.5644956556962222,0.5579119086460033,0.8363929060351135,vw0.6,0002,haec,0,1.3181650638580322,4.85383415222168
509,445,343,65,29,0.5,0.4609120521172638,0.5463320463320464,0.3549648162627052,614,518,148,96,0.26229508196721313,0.21621621621621623,0.3333333333333333,0.71875,0.5661882528520237,0.5613747954173486,0.8364958033480632,smooth1_vw0.6,0002,haec,0,1.3448069095611572,4.85383415222168
500,445,344,66,29,0.5104450499545867,0.48198970840480276,0.5424710424710425,0.34859437751004013,583,518,124,96,0.2818181818181818,0.25,0.3229166666666667,0.6129032258064516,0.5717590541844101,0.5723793677204659,0.8374594144470326,nucmerge,0002,haec,0,1.5418522357940674,4.85383415222168
