face_id,area_poly_px,perimeter_px,n_sides,n_bounding_cells,bounding_cells,centroid_row,centroid_col,area_um2
648,10.483642578125,12.354195219413388,1,1,[103],147.90880979331257,437.6156943273486,
649,13.479141235351562,13.632120146927102,1,1,[149],256.0127050338793,854.0330056853011,
650,11.565628051757812,12.404940405407519,1,1,[174],301.2699994547489,574.7584102199228,
651,14.598648071289062,13.948459107487965,2,2,"[250, 265]",391.4603650695781,850.051895815815,
652,16.118118286132812,14.976584724912605,2,2,"[478, 497]",756.6062516404285,678.6751992960368,
653,9.3377685546875,11.863664646062741,1,1,[545],883.2203780765219,898.5349419198831,
654,21.090911865234375,17.099100460793547,2,2,"[580, 596]",952.9998215658975,578.6871336427539,
