cell_i,cell_j,edge_id,component_index,face_i,face_j,contact_px,arclength_um,iface_cy,iface_cx,n_components,arclength_px,n_bins,mean_intensity,max_intensity,occupancy,continuity,n_segments,gap_fraction,width_mean_px,width_cv,left_intensity,right_intensity,threshold,AJ_occupancy,AJ_mean_intensity,AJ_max_intensity,AJ_skeleton_len,AJ_cluster_count,AJ_cluster_density,AJ_thickness_proxy,AJ_morph_label,aj_morph,aj_occupancy,has_AJ,AJ_threshold
701,714,28,0,1,0,25.470216316110683,,11.49609375,57.49609375,1,25.470216316110683,25,535.3658147293522,646.1851005210636,0.0,0.0,0,1.0,,,533.5327456163777,530.2827201782328,769.3994411051196,0.0,535.3658147293522,646.1851005210636,0.0,0,0.0,,minimal,minimal,0.0,False,769.3994411051196
399,701,29,0,2,1,49.269638110548215,,19.6484375,75.6484375,1,49.269638110548215,49,555.7233955976602,806.7408739673446,0.0058309037900874635,0.02040816326530612,1,0.9795918367346939,2.0,,547.1681403147344,548.3448743232608,769.3994411051196,0.0058309037900874635,555.7233955976602,806.7408739673446,0.2872865195950333,1,0.02029647544307634,2.0,minimal,minimal,0.0058309037900874635,False,769.3994411051196
399,672,30,0,2,3,18.215201326230183,,7.71484375,97.28515625,1,18.215201326230183,18,558.6118314378605,698.1555236505404,0.0,0.0,0,1.0,,,560.901591037154,551.1980539810472,769.3994411051196,0.0,558.6118314378605,698.1555236505404,0.0,0,0.0,,minimal,minimal,0.0,False,769.3994411051196
672,705,31,0,3,4,10.0,,4.5,122.5,1,10.0,10,631.7285714285714,744.0,0.0,0.0,0,1.0,,,614.5708333333334,634.6416666666667,769.3994411051196,0.0,631.7285714285714,744.0,0.0,0,0.0,,minimal,minimal,0.0,False,769.3994411051196
670,705,32,0,5,4,28.49106025125975,,10.5,146.5,1,28.49106025125975,28,509.2029251472067,712.3574266246576,0.0,0.0,0,1.0,,,519.8117735929587,497.5350734322487,769.3994411051196,0.0,509.2029251472067,712.3574266246576,0.0,0,0.0,,minimal,minimal,0.0,False,769.3994411051196
627,670,33,0,6,5,2.0,,0.5,184.5,1,2.0,2,551.8125,603.875,0.0,0.0,0,1.0,,,525.9791666666667,564.8958333333333,769.3994411051196,0.0,551.8125,603.875,0.0,0,0.0,,minimal,minimal,0.0,False,769.3994411051196
477,627,34,0,7,6,19.842795725565306,,8.8984375,251.8984375,1,19.842795725565306,20,684.89998259063,1160.7243482073588,0.19285714285714287,0.3,3,0.6,3.375,0.14344382763731175,668.4485858357305,664.161387676596,769.3994411051196,0.19285714285714287,684.89998259063,1160.7243482073588,3.8268248899304522,3,0.1511883729234194,3.375,discontinuous,discontinuous,0.19285714285714287,True,769.3994411051196
477,581,35,0,7,8,16.631791802643725,,8.83203125,295.90234375,1,16.631791802643725,17,685.402575449817,1061.0804120564703,0.29411764705882354,0.47058823529411764,3,0.23529411764705888,2.6923076923076925,0.33806170189140666,662.646697967816,652.456407559742,769.3994411051196,0.29411764705882354,685.402575449817,1061.0804120564703,4.891703471365802,3,0.1803774383180489,2.6923076923076925,discontinuous,discontinuous,0.29411764705882354,True,769.3994411051196
262,581,36,0,9,8,19.84756382952757,,8.86328125,325.86328125,1,19.84756382952757,20,695.5149287339988,996.9151987273486,0.20714285714285716,0.3,3,0.30000000000000004,2.0714285714285716,0.49851145844141237,673.1285807454698,683.4708416173463,769.3994411051196,0.20714285714285716,695.5149287339988,996.9151987273486,4.111281078973568,3,0.1511520519982834,2.0714285714285716,discontinuous,discontinuous,0.20714285714285716,True,769.3994411051196
262,474,37,0,9,10,42.64664109690905,,20.46484375,345.46484375,1,42.64664109690905,43,640.8988651778382,981.6727318548697,0.18272425249169436,0.3023255813953488,3,0.4883720930232558,2.5,0.4935953440181174,619.462012224428,625.2888136423671,769.3994411051196,0.18272425249169436,640.8988651778382,981.6727318548697,7.792575615714278,3,0.07034551661836351,2.5,discontinuous,discontinuous,0.18272425249169436,True,769.3994411051196
