face_id,area_poly_px,perimeter_px,n_sides,n_bounding_cells,bounding_cells,centroid_row,centroid_col,area_um2
667,9.33050537109375,11.08713692139028,1,1,[129],194.39544693984226,469.4457768885136,
668,9.282302856445312,11.171818777532714,1,1,[187],262.6009094045809,991.455593565494,
