face_id,label,area_poly_px,area_pixels,perimeter_px,n_sides,n_cell_neighbors_multiplicity,n_cell_neighbors_distinct,n_gap_sides,n_holes,touches_border,centroid_row,centroid_col,area_um2,perimeter_um
0,473,718.2378082275391,719,124.18036721195526,3,2,2,0,0,True,24.673266219370706,7.569826521022806,,
1,677,1917.2959747314453,1917,203.31546244089117,6,5,5,0,0,True,15.580448951813345,41.309806374054475,,
2,21,1069.1128234863281,1069,175.82768596955668,6,5,5,0,0,True,30.412517905181833,91.89608250976146,,
3,121,1958.7406158447266,1958,215.47830103159322,5,4,4,0,0,True,20.734122722721935,123.94388881529542,,
4,580,440.9976501464844,442,84.24729177928998,4,3,3,0,0,True,9.745304219064105,149.36504731647173,,
5,262,2203.6617736816406,2203,217.20522258667197,6,5,5,0,0,True,24.67108208980353,192.18505618575443,,
6,586,1002.2161102294922,1002,140.33300782339685,5,4,4,0,0,True,11.532676840395478,224.55971463120724,,
7,739,597.0870056152344,598,116.66057881508229,5,4,4,0,0,True,6.3515807434844715,264.3244276292124,,
8,302,513.4673919677734,513,139.64057918325827,5,4,4,0,0,True,6.330509284266381,313.1148829727029,,
9,343,2646.458267211914,2643,348.65665667453146,11,10,9,0,0,True,45.73236969961798,392.56914841371906,,
10,709,926.41015625,927,139.22764206778763,4,3,3,0,0,True,10.531227467838304,374.55868321981166,,
11,694,640.6322937011719,641,134.61839204074897,4,3,3,0,0,True,5.756607216578053,413.8928880454343,,
12,532,2981.9037322998047,2977,316.22949620859816,13,12,11,0,0,True,46.90693051975691,461.0201447026322,,
13,334,201.0859375,202,65.12317966829417,3,2,2,0,0,True,4.702387579402852,481.2799868946848,,
14,601,1200.6010437011719,1201,141.0620623495871,6,5,5,0,0,True,21.76303210261939,497.7935752449037,,
15,679,458.26707458496094,459,124.2786947787323,4,3,3,0,0,True,4.380104961030952,533.5222862243478,,
16,432,2106.0596466064453,2105,222.87756569052104,7,6,6,0,0,True,43.78522433164237,564.3763796263555,,
17,584,1590.6567993164062,1591,197.64462986544368,4,3,3,0,0,True,18.040911986031567,592.6702655611235,,
18,403,902.5700225830078,903,164.04587956836266,5,4,4,0,0,True,7.877222279628434,646.7251764553936,,
19,514,1165.9803924560547,1166,154.97662241632256,5,4,4,0,0,True,16.811565042228903,702.803976313756,,
20,238,1886.0933227539062,1886,169.2070390402499,6,5,5,0,0,True,22.48924182216988,739.4778329429442,,
21,562,752.76953125,752,127.32555849096448,5,4,4,0,0,True,13.5249382481866,776.0670662916356,,
22,737,1767.698257446289,1769,207.67099903520534,4,3,3,0,0,True,14.289850350859844,822.3817931409469,,
23,723,4349.875686645508,4348,463.36449266208376,10,9,9,0,0,True,45.664898504036096,847.3966635212971,,
24,725,3066.331771850586,3064,250.05731996577288,7,6,5,0,0,True,27.08422095080547,942.9854615184221,,
25,734,5011.736755371094,5011,366.90815285131987,9,8,7,0,0,True,52.78952467557951,988.008143513498,,
26,695,1267.3222045898438,1267,151.80771852894958,5,5,5,0,0,False,31.303093736722438,673.666297172097,,
27,108,1480.2582702636719,1480,160.47038806900153,5,5,5,0,0,False,27.994086320133334,301.6475784498686,,
28,41,3322.9939880371094,3323,382.8779084250996,9,9,9,0,0,False,66.24965078612803,321.92988317721904,,
29,308,1524.0514373779297,1525,189.7763912707486,4,4,4,0,0,False,27.645486535634298,418.0830509203749,,
30,716,2675.4129943847656,2674,214.1382412584486,6,6,6,0,0,False,45.245521890619926,530.1822702140075,,
31,198,1561.2635040283203,1563,158.89087083487078,4,4,4,0,0,False,34.286026701182365,639.6626451658296,,
32,738,1534.2051544189453,1535,159.02372940267117,4,4,4,0,0,False,31.779469477918497,884.3403641275573,,
33,478,1192.012939453125,1192,138.8147336808162,5,5,5,0,0,False,30.866486412376652,265.1645696177134,,
34,681,963.6877593994141,964,130.90545823812306,4,4,4,0,0,False,39.37501012166151,72.61400562326833,,
35,555,618.05078125,620,95.30556021476987,4,4,4,0,0,False,32.39505151220445,800.7558488864731,,
36,393,2243.90576171875,2245,268.2191934768025,6,6,6,0,0,False,48.99843701891577,153.21708616680888,,
