face_id,label,area_poly_px,area_pixels,perimeter_px,n_sides,n_cell_neighbors_multiplicity,n_cell_neighbors_distinct,n_gap_sides,n_holes,touches_border,centroid_row,centroid_col,area_um2,perimeter_um
0,711,504.25286865234375,505,152.79250331980367,3,2,2,0,0,True,13.241559751353206,9.585559200622738,,
1,705,1644.2963562011719,1643,178.63975919177426,6,5,5,0,0,True,16.84193869716503,36.01746249826985,,
2,620,2245.9309844970703,2243,241.8364168089288,8,7,7,0,0,True,21.956927575663013,123.27999303711502,,
3,400,332.31640625,333,82.74558921512933,4,3,3,0,0,True,6.859083721357932,149.28394134669637,,
4,386,976.2258911132812,977,141.6972371112882,4,3,3,0,0,True,17.703693252306643,179.538202177538,,
5,622,937.5369262695312,938,135.1312357919971,5,4,4,0,0,True,16.080677900468643,205.93812185987338,,
6,597,1039.4158630371094,1039,179.9200273809857,5,4,4,0,0,True,14.503604345612747,239.9378972777035,,
7,483,561.5466461181641,562,104.78337219379314,3,2,2,0,0,True,8.017081557990611,262.74052115887184,,
8,536,1168.6781463623047,1170,143.51848096318048,5,4,4,0,0,True,21.425998611723738,289.38160933036806,,
9,523,1513.9086456298828,1513,161.13287316891115,7,6,6,0,0,True,21.13159212442094,323.5219415322913,,
10,571,499.5686492919922,501,122.04950970574703,3,2,2,0,0,True,4.906829844704143,349.02263869756564,,
11,431,1082.0308532714844,1081,147.35517589641955,6,5,5,0,0,True,19.96044831360142,370.9046683123283,,
12,262,346.6390686035156,348,81.2529887035515,3,2,2,0,0,True,10.864635956617695,393.5314997715988,,
13,397,4346.6953125,4342,332.74932330487286,10,9,9,0,0,True,42.89476875102215,422.0764125205578,,
14,409,307.5950469970703,309,73.75411359175365,3,2,2,0,0,True,7.675681835822277,436.8994011947332,,
15,436,443.3858184814453,444,82.47781505415735,4,3,3,0,0,True,10.007532068473319,456.34645756315143,,
16,468,1988.2498016357422,1987,242.08244534900683,8,7,6,0,0,True,41.242000809809994,468.4223233759863,,
17,38,3197.9698333740234,3198,286.0506563723005,7,6,5,0,0,True,53.369400454774066,493.35101416844617,,
18,282,1869.2786865234375,1868,225.82129754090238,5,4,4,0,0,True,31.500127252366706,527.1280309219125,,
19,252,1274.8109283447266,1276,184.11468241833273,5,4,4,0,0,True,29.70627810485774,570.8924233845315,,
20,347,2804.7964630126953,2804,336.14983003612963,7,6,6,0,0,True,35.47938984870029,609.1320576645629,,
21,259,992.9185333251953,994,124.710146803397,3,2,2,0,0,True,18.720082542645244,614.8602800871705,,
22,648,708.8284606933594,709,135.16762624178045,4,3,3,0,0,True,6.470023478513099,651.3429983471035,,
23,395,3058.8558349609375,3056,338.96992312338637,8,7,7,0,0,True,33.50209577369152,681.0214872535718,,
24,678,3320.130661010742,3320,358.2250612936224,7,6,6,0,0,True,18.350680082887493,772.8525144627746,,
25,7,1258.2727661132812,1259,154.73539395702966,5,4,4,0,0,True,17.67754499145966,834.3304112829375,,
26,394,549.9664611816406,550,106.23324055048003,4,3,3,0,0,True,9.070465921415892,860.0643523810104,,
27,284,759.5564270019531,760,115.61580804891491,5,4,4,0,0,True,15.066713926303473,881.3178725335392,,
28,367,259.8209991455078,260,75.04835582893438,4,3,3,0,0,True,4.15171861296169,915.1801323159023,,
29,694,1408.9602661132812,1409,168.41667074503158,6,5,5,0,0,True,11.023826794765052,960.8425916359082,,
30,710,622.8135528564453,623,108.89075862803865,4,3,3,0,0,True,11.773087371133096,1011.8657936647074,,
31,591,871.9453125,874,113.04426837234291,4,4,4,0,0,False,21.85615227112621,75.17325400038676,,
32,82,2465.566940307617,2465,218.62052361440152,6,6,6,0,0,False,33.0965294758281,903.1903907730233,,
33,191,2165.1028747558594,2164,201.44588799959013,6,6,6,0,0,False,41.270301070224164,744.2419843471436,,
34,425,1442.4380645751953,1444,203.77205342301008,5,5,5,0,0,False,46.55656104698587,544.2850973308098,,
35,225,1488.7366180419922,1490,159.78164019876925,4,4,4,0,0,False,35.05580206566887,985.8812910310465,,
36,423,1942.6437072753906,1942,231.20916250887888,7,7,7,0,0,False,41.992245520182394,191.17922640471858,,
37,679,1648.1188201904297,1649,163.80351665344645,5,5,5,0,0,False,45.06628947026752,99.01991605198938,,
38,201,3956.9376220703125,3956,283.91948247607746,9,9,9,0,0,False,59.85261865177668,270.72083507774494,,
39,280,1659.9168243408203,1660,191.87087099355074,7,7,7,0,0,False,58.35736423983653,857.9921761383425,,
40,502,739.8809814453125,741,124.53674793182455,5,5,5,0,0,False,48.87006323371909,825.4229414846626,,
41,372,3302.2449951171875,3302,290.40785430893436,7,7,7,0,0,False,66.7250770321242,956.7546440030235,,
42,516,3332.4754638671875,3331,273.7107957318599,8,8,8,0,0,False,67.5372086218791,60.609764415825545,,
43,402,1043.5828399658203,1043,140.1663447379774,5,4,4,0,0,True,52.188584676404865,1012.5234311930707,,
44,258,526.0080871582031,528,89.73687003770084,4,4,4,0,0,False,44.14624564427738,771.8873607105589,,
45,444,6339.800308227539,6335,471.7010176839003,13,13,13,0,1,False,96.9705835586939,365.9962173522565,,
46,144,1782.6202239990234,1783,214.189273985567,5,5,5,0,0,False,61.49549548310681,695.7161409560016,,
47,543,1052.2958068847656,1053,122.73974596346244,5,4,4,0,0,True,49.33383191645809,19.325620072507487,,
48,50,3335.579635620117,3335,282.69647800393756,7,7,7,0,0,False,82.75021283361919,898.280161706183,,
49,462,1297.4990234375,1298,145.44452405539045,4,4,4,0,0,False,56.66501949055558,325.9261763685459,,
50,296,977.4939270019531,977,133.23957455860358,5,5,5,0,0,False,62.959549415644325,792.4812206832514,,
51,497,1332.3435821533203,1333,156.6414230310212,6,6,6,0,0,False,63.55109745280293,183.22497496523965,,
52,465,1180.86279296875,1182,136.89766408690306,6,6,6,0,0,False,67.68740943786001,137.5683005421657,,
