n_pred_cells,n_ref_cells,n_matched_cells,n_unmatched_pred_cells,n_unmatched_ref_cells,n_splits,n_merges,mean_matched_iou,n_pred_edges,n_ref_edges,n_matched_edges,n_unmatched_pred_edges,n_unmatched_ref_edges,n_pred_pairs,n_ref_pairs,n_pair_tp,adjacency_pair_precision,adjacency_pair_recall,adjacency_pair_f1,adjacency_component_precision,adjacency_component_recall,adjacency_component_f1,arclength_rel_error_mean_abs,arclength_rel_error_median_abs,arclength_rel_error_mean_signed,arclength_rel_error_max_abs,n_pred_vertices,n_ref_vertices,n_matched_vertices,vertex_precision,vertex_recall,vertex_f1,vertex_loc_error_mean_px,vertex_loc_error_median_px,vertex_loc_error_p95_px,vertex_incident_set_accuracy,vertex_cyclic_order_accuracy,n_vertex_incident_set_mismatches,pq,sq,rq,ap50,ap75,vi,vi_merge,vi_split,boundary_precision,boundary_recall,boundary_f1,hausdorff_px,hausdorff95_px,euler_residual_pred,euler_residual_ref,valid_pred,valid_ref,validity_fraction,complex_edit_distance_approx,tol_px,iou_thresh,runtime_s,legacy_f1,legacy_precision,legacy_recall,method_runtime_s,method,image_id,dataset,shape
271,283,264,7,19,2,17,0.9110248305659684,745,780,686,59,94,745,780,689,0.9248322147651007,0.8833333333333333,0.9036065573770492,0.9208053691275168,0.8794871794871795,0.899672131147541,0.10175346410288497,0.06607627511600027,0.025532319972687813,1.9124704994677828,475,498,467,0.9831578947368421,0.9377510040160643,0.959917780061665,0.755224856272756,1.0,1.4142135623730951,0.8886509635974305,0.8886509635974305,52,0.8682691525971684,0.9110248305659684,0.9530685920577617,0.9103448275862069,0.8163934426229508,0.12816759854259496,0.07199842011425496,0.056169178428339996,0.9983453854639049,0.9887049083382614,0.9935017607795794,9.899494936611665,1.0,0,0,True,True,1.0,231,3.0,0.5,0.29683912824839354,0.8610687022900764,0.8690292758089369,0.8532526475037822,5.55463433265686,neural,1,alizarine,"[576, 768]"
370,384,361,9,23,2,22,0.8717775058835482,1031,1075,955,76,120,1031,1075,960,0.9311348205625606,0.8930232558139535,0.9116809116809116,0.9262851600387972,0.8883720930232558,0.9069325735992403,0.1247336315257951,0.08087356736513059,0.037149146437899884,2.099440599846606,663,692,647,0.975867269984917,0.934971098265896,0.9549815498154982,0.9997293956153227,1.0,2.23606797749979,0.8902627511591963,0.8902627511591963,71,0.8347789910449891,0.8717775058835482,0.9575596816976127,0.9185750636132316,0.8345498783454988,0.25371527455037135,0.13708535124114657,0.11662992330922475,0.9970195729537367,0.9872062663185378,0.9920886529964205,9.899494936611665,1.4142135623730951,0,0,True,True,1.0,299,3.0,0.5,0.36525650788098574,0.8775834658187599,0.9019607843137255,0.8544891640866873,0.6268260478973389,neural,2,alizarine,"[576, 768]"
257,264,254,3,10,1,9,0.9295875149477676,706,728,678,28,50,706,728,680,0.9631728045325779,0.9340659340659341,0.9483960948396095,0.9603399433427762,0.9313186813186813,0.9456066945606695,0.09432754203848137,0.06245930009385543,0.021979377210051217,2.9546737949157653,450,465,449,0.9977777777777778,0.9655913978494624,0.9814207650273225,0.7631150516622941,1.0,1.4142135623730951,0.9398663697104677,0.9398663697104677,27,0.9063924330008943,0.9295875149477676,0.9750479846449136,0.951310861423221,0.8945454545454545,0.09942039391657637,0.054755082620373055,0.04466531129620332,0.9983530961791831,0.9935339308578746,0.9959376837816816,8.0,1.0,0,0,True,True,1.0,118,3.0,0.5,0.3044491517357528,0.9172467130703789,0.9368088467614534,0.8984848484848484,0.6289961338043213,neural,3,alizarine,"[576, 768]"
268,275,263,5,12,0,9,0.9146353597623279,741,761,708,33,53,741,761,709,0.9568151147098516,0.9316688567674113,0.944074567243675,0.9554655870445344,0.9303547963206308,0.9427430093209055,0.0951560337704971,0.06993521461255728,0.011867847240229202,1.3961201469211215,474,487,469,0.989451476793249,0.9630390143737166,0.976066597294485,0.9442870743041859,1.0,2.141640786499866,0.9360341151385928,0.9360341151385928,30,0.8860003669152569,0.9146353597623279,0.9686924493554327,0.9392857142857143,0.9119718309859155,0.15699860739895657,0.08453175939675023,0.07246684800220635,0.9998859424009124,0.990608228980322,0.9952254639326757,10.63014581273465,1.0,0,0,True,True,1.0,133,3.0,0.5,0.306532459333539,0.9182481751824817,0.9318518518518518,0.9050359712230216,0.826615571975708,neural,4,alizarine,"[576, 768]"
325,332,325,0,7,0,7,0.9079096502236028,903,923,886,17,37,903,923,887,0.982281284606866,0.9609967497291441,0.9715224534501643,0.9811738648947951,0.9599133261105092,0.9704271631982474,0.09872875029255336,0.07449986916052365,0.0146013868896428,1.475309911581863,579,592,578,0.998272884283247,0.9763513513513513,0.987190435525192,0.9799758389694602,1.0,2.0,0.9619377162629758,0.9619377162629758,22,0.8982363358376587,0.9079096502236028,0.989345509893455,0.9789156626506024,0.9380530973451328,0.17144032492880024,0.09019068260545872,0.08124964232334153,1.0,0.9926750804256372,0.9963240772937261,10.0,1.0,0,0,True,True,1.0,83,3.0,0.5,0.3527221758849919,0.9471064094586186,0.9524405506883604,0.9418316831683168,0.6287124156951904,neural,5,alizarine,"[576, 768]"
304,312,302,2,10,0,8,0.9220595408375004,842,865,815,27,50,841,865,815,0.9690844233055886,0.9421965317919075,0.9554513481828839,0.9679334916864608,0.9421965317919075,0.9548916227299357,0.09694045094344206,0.06388482955573475,0.018666143971886207,1.2958882061659742,537,554,537,1.0,0.9693140794223827,0.9844179651695693,0.8256687416801084,1.0,2.0,0.9441340782122905,0.9441340782122905,30,0.9040973419900167,0.9220595408375004,0.9805194805194806,0.9617834394904459,0.9190031152647975,0.14917109549199276,0.08098642145019078,0.06818467404180198,0.9996880037439551,0.992432268805812,0.9960469227931932,10.295630140987,1.0,0,0,True,True,1.0,119,3.0,0.5,0.33362757693976164,0.9229747675962816,0.9303882195448461,0.9156785243741765,0.5739943981170654,neural,6,alizarine,"[576, 768]"
265,265,262,3,3,0,2,0.9378762081036142,725,728,714,11,14,725,728,714,0.9848275862068966,0.9807692307692307,0.9827942188575362,0.9848275862068966,0.9807692307692307,0.9827942188575362,0.07792313289097066,0.05994725382022128,0.001126891482400975,1.2642177613857144,461,464,460,0.9978308026030369,0.9913793103448276,0.9945945945945946,0.8099914685339308,1.0,1.4435028842544138,0.9804347826086957,0.9804347826086957,9,0.9272587415967808,0.9378762081036142,0.9886792452830189,0.9776119402985075,0.9702602230483272,0.10597253734198889,0.05433704580879128,0.0516354915331976,1.0,0.9970172403507725,0.9985063926395029,9.848857801796104,1.0,0,0,True,True,1.0,40,3.0,0.5,0.3058977173641324,0.9593114241001564,0.9668769716088328,0.9518633540372671,0.637214183807373,neural,7,alizarine,"[576, 768]"
355,370,349,6,21,0,14,0.9193987807923862,986,1030,934,52,96,986,1030,936,0.949290060851927,0.9087378640776699,0.9285714285714286,0.947261663286004,0.9067961165048544,0.9265873015873016,0.09420379242219909,0.06799888974875554,0.011810588778335476,1.246238461598933,632,661,631,0.9984177215189873,0.9546142208774584,0.9760247486465584,0.8770494770562949,1.0,2.0,0.9160063391442155,0.9160063391442155,53,0.8851591020594284,0.9193987807923862,0.9627586206896551,0.9281914893617021,0.8880208333333334,0.17727800955750375,0.09952962148502939,0.07774838807247436,1.0,0.9861634118574306,0.9930335097001763,10.63014581273465,1.0,0,0,True,True,1.0,228,3.0,0.5,0.3657668246887624,0.9016870273414775,0.9096244131455399,0.8938869665513264,0.6368272304534912,neural,8,alizarine,"[576, 768]"
295,303,294,1,9,0,8,0.9274220679788603,812,836,788,24,48,812,836,789,0.9716748768472906,0.94377990430622,0.9575242718446602,0.9704433497536946,0.9425837320574163,0.9563106796116505,0.09039265417336831,0.06336748408015522,0.016253611690643332,2.0,518,534,517,0.9980694980694981,0.9681647940074907,0.9828897338403042,0.7341605757734722,1.0,1.4142135623730951,0.9439071566731141,0.9439071566731141,29,0.9119133377451001,0.9274220679788603,0.9832775919732442,0.9671052631578947,0.9228295819935691,0.11467174608026101,0.062331646400899415,0.052340099679361596,1.0,0.9931514602671496,0.9965639642197927,9.899494936611665,1.0,0,0,True,True,1.0,111,3.0,0.5,0.32480676379054785,0.9244883556810164,0.9343794579172611,0.914804469273743,0.6168076992034912,neural,9,alizarine,"[576, 768]"
397,414,388,9,26,0,20,0.9000822749244759,1105,1161,1026,79,135,1105,1161,1031,0.9330316742081448,0.8880275624461671,0.909973521624007,0.9285067873303168,0.8837209302325582,0.9055604589585173,0.10818530003982092,0.07270280826962225,0.026327785744906275,1.6513508082125328,710,748,706,0.9943661971830986,0.9438502673796791,0.9684499314128944,0.9346627196046311,1.0,2.0,0.8909348441926346,0.8909348441926346,77,0.8612377871040608,0.9000822749244759,0.9568434032059187,0.91725768321513,0.8558352402745996,0.22443574402284241,0.1254315395153911,0.09900420450745132,1.0,0.9880229829246581,0.9939754131726777,10.295630140987,1.0,0,0,True,True,1.0,326,3.0,0.5,0.39061625907197595,0.8807521029193469,0.8944723618090452,0.8674463937621832,0.5895135402679443,neural,10,alizarine,"[576, 768]"
